"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","Article title","DOI","similarity"
"","2100","2100","GBP","","2015-04-03","2015-04-03","","University of Aberdeen","Nephrology Dialysis Transplantation","","","","Oxford University Press (OUP)","2015","","0","","Acute kidney injury - how does automated detection perform?","10.1093/ndt/gfv094","0.9655172413793104"
"1800","1800","","GBP","","2015-04-21","2015-04-17","","University of Aberdeen","Hydrological Processes","CC BY-NC-ND","","","Wiley-Blackwell","2015","Journal Article/Review","0","","A preliminary assessment of water partitioning and ecohydrological coupling in northern headwaters using stable isotopes and conceptual runoff models","10.1002/hyp.10515","1.0"
"","","","USD","","","2015-04","","University of Aberdeen","Arthritis Care & Research","","","","Wiley-Blackwell","2015","","0","","Moderate alcohol consumption is associated with lower risk and severity of chronic widespread pain: results from a UK population based study","10.1002/acr.22604","0.8659003831417624"
"","1590","1590","GBP","","2015-05-01","2015-04-27","","University of Aberdeen","Arthritis Research & Therapy","","","","Springer Nature","2015","","0","","Yes-associated protein (YAP) is a negative regulator of chondrogenesis in mesenchymal stem cells","10.1186/s13075-015-0639-9","1.0"
"2400","2400","","GBP","","","2015-04-30","1387-1307","University of Aberdeen","Journal of Paramedic Practice","Unknown","","","Mark Allen Group","2015","","0","2015","Pre-hospital technology research: reflecting on a collaborative project between ambulance service and academia","10.12968/jpar.2015.7.4.184","1.0"
"","","","EUR","","2015-05-06","2015-05-06","","University of Aberdeen","Molecular Metabolism","","","","Elsevier BV","2015","","0","","Peroxisome proliferator-activated receptor alpha plays a…","","0"
"","1114","1114","USD","","","2015-05-15","","University of Aberdeen","ACM Transactions on Intelligent Systems and Technology","Unknown","","","ACM","2015","","0","","Crowdsourcing without a crowd: Reliable online species identification using Bayesian models to minimize crowd size","","0"
"","","","EUR","","2015-06-04","2015-06-03","","University of Aberdeen","Neuroscience","","","","Elsevier BV","2015","","0","","The effect of neuronal conditional knock-out of of peroxisome","","0"
"","","","USD","","2015-06-17","2015-06-17","","University of Aberdeen","PLoS One","","","","Public Library of Science (PLoS)","2015","","0","","Maximising acute kidney injury alerts - a cross-sectional comparison with the clinical diagnosis","10.1371/journal.pone.0131909","0.9895833333333334"
"","2400","2400","GBP","","2015-06-19","2015-06-19","","University of Aberdeen","Cardiovascular Research","","","","Oxford University Press (OUP)","2015","","0","","The cAMP-producing agonist beraprost inhibits human vascular smooth muscle cell migration via exchange protein directly activated by cAMP","10.1093/cvr/cvv176","1.0"
"","2699.46","2699.46","USD","","","2015-06-20","","University of Aberdeen","Journal of Vizualized","Unknown","","","MyJove Corporation","2015","","0","","Optical monitoring of living nerve terminal labelling in hair follicle lanceolate endings of the ex vivo mouse ear skin","10.3791/53855","0.959349593495935"
"925.4","925.4","","GBP","","2015-07-13","2015-07-02","","University of Aberdeen","Ecology and Evolution","Unknown","","","Wiley-Blackwell","2015","","0","2015","Plasma markers of oxidative stress are uncorrelated in a wild mammal","10.1002/ece3.1771","1.0"
"","","","EUR","","","2015-07","","University of Aberdeen","Structure","","","","Elsevier BV","2015","","0","","The structure of Ynal implies structural and mechanistic conservation in the MscS-family of mechanosensitive channels","10.1016/j.str.2015.06.023","0.9829059829059829"
"","","","USD","","2015-07-10","2015-07-10","","University of Aberdeen","Eukaryotic Cell","","","","Cenveo Publisher","2015","","0","","The Candida albicans exocyst subunit Sec6 contributes to…","","0"
"","1875","1875","GBP","","","2015-07","","University of Aberdeen","European Journal of Immunology","","","","Wiley-Blackwell","2015","","0","","F.pedrosoi-induced Th17-cell differentiation in mice is fostered by Dectin-2 and suppressed by Mincle recognition","10.1002/eji.201545591","0.9572649572649573"
"","","","USD","","2015-08-18","2015-08-05","","University of Aberdeen","PNAS","","","","Dartmouth Journal Services","2015","","0","","The MYB36 transcription factor orchestrates Casparian strip formation","10.1073/pnas.1507691112","1.0"
"","","","EUR","","2015-08-11","2015-08-11","","University of Aberdeen","Cognitive Computation","","","","Springer Nature","2015","","0","","Sherlock: a Semi-Automatic Framework for Quiz Generation using a Hybrid Semantic Similarity Measure","10.1007/s12559-015-9347-7","1.0"
"","","","EUR","","2015-07-30","2015-08","","University of Aberdeen","Conservation Genetics","","","","Springer Nature","2015","","0","","Gene dynamics of Toll-like receptor 4 through a population bottleneck in an insular population of water voles (Arvicola amphibius)","10.1007/s10592-015-0731-3","1.0"
"","2340","2340","GBP","","2015-07-28","2015-08","","University of Aberdeen","Annals of the Rheumatic Diseases","","","","BMJ","2015","","0","","MICL controls inflammation in rheumatoid arthritis","10.1136/annrheumdis-2014-206644","1.0"
"","","","USD","","2015-08-11","2015-08-11","","University of Aberdeen","Journal of Visualized Experiments","","","","MyJove Corporation","2015","","0","","Optical monitoring of living nerve terminal labelling in hair follicle lanceolate endings of the ex vivo mouse ear skin (Article 53855)","10.3791/53855","0.9007633587786259"
"","1370","1370","","","2015-08-17","2015-08-11","","University of Aberdeen","BMC Pregnancy and Childbirth","","","","Springer Nature","2015","","0","","Qualitative website analysis of information on birth after Caesarean section","10.1186/s12884-015-0614-0","1.0"
"","","","USD","","","2015-08-26","","University of Aberdeen","Journal of Visualized Experiments","","","","MyJove Corporation","2015","","0","","Combined recording of mechanically stimulated afferent output and nerve terminal labelling in mouse hair follical lanceolate endings (Article 53854)","10.3791/53854","0.9357142857142857"
"","3000","3000","GBP","","2015-08-31","2015-08-28","","University of Aberdeen","Mucosal Immunology","","","","Springer Nature","2015","","0","","CD4+ T-cell survival in the GI tract requires Dectin-1 during fungal…","10.1038/mi.2015.79","0.9251700680272109"
"","1188","1188","GBP","","2015-08-31","2015-08-28","","University of Aberdeen","Scientific Reports","","","","Springer Nature","2015","","0","","The metabolic response of marine copepods to environmental warming and ocean acidification in the absence of food","10.1038/srep13690","1.0"
"","","","USD","","2015-09-01","2015-08-28","","University of Aberdeen","PLOS One","","","","Public Library of Science (PLoS)","2015","","0","","Biallelic and Genome Wide Association mapping of germanium tolerant loci in rice (Oryza sativa L.)","10.1371/journal.pone.0137577","1.0"
"","1002","1002","GBP","","2015-09-01","2015-09-01","","University of Aberdeen","BMC Research Notes","","","","Springer Nature","2015","","0","","Noncompliance with randomised allocation and missing outcome data in randomised controlled trials evaluating surgical interventions: a systematic review","10.1186/s13104-015-1364-9","0.9967213114754099"
"","2760","2760","GBP","","2015-09-08","2015-09-08","","University of Aberdeen","The Pharmacogenomics Journal","","","","Springer Nature","2015","","0","","Analysis of the effects of depression associated polymorphisms on the activity of the BICC1 promoter in amygdala neurones","10.1038/tpj.2015.62","1.0"
"","","","EUR","","2015-09-10","2015-09-10","","University of Aberdeen","Journal of Structural Geology","","","","Elsevier BV","2015","","0","","Polymodal faulting: Time for a new angle on shear failure","10.1016/j.jsg.2015.08.013","1.0"
"","","","EUR","","2015-09-15","2015-09-14","","University of Aberdeen","Journal of Rural Studies","","","","Elsevier BV","2015","","0","","Cultural resilience: the production of rural community heritage","","0"
"","","","USD","","","2015-09","","University of Aberdeen","PLOS One","","","","Public Library of Science (PLoS)","2015","","0","","Integrated model of oxidative stress adaptation","","0"
"","1875","1875","GBP","","2015-09-18","2015-09-16","","University of Aberdeen","Water Resources Research","","","","Wiley-Blackwell","2015","","0","","Stream water age distributions controlled storage dynamics","","0"
"","","","EUR","","2015-09-22","2015-09-22","","University of Aberdeen","International Journal of Solids and Structures","","","","Elsevier BV","2015","","0","","A piecewise Exponential Model For Three-Dimensional Analysis","","0"
"","","","USD","","2015-09-23","2015-09","","University of Aberdeen","PLoS ONE","","","","Public Library of Science (PLoS)","2015","","0","","Functional Divergence of Hsp90 Genetic Interactions in Biofilm and Planktonic Cellular States","10.1371/journal.pone.0137947","1.0"
"","","","USD","","2015-09-23","2015-09-23","","University of Aberdeen","Geology","","","","Geological Society America","2015","","0","","Enhanced microbial activity in carbon-rich pillow lavas, Ordovician, Great Britain and Ireland","10.1130/g36937.1","1.0"
"","","","USD","","2015-09-23","2015-09-23","","University of Aberdeen","Mbio","","","","ASM","2015","","0","","Unique organization of extracellular amylases into amylosomes in the resistant starch-utilizing human colonic Firmcutes bacterium Ruminococcus bromii","10.1128/mbio.01058-15","0.9864864864864865"
"","","","USD","","2015-09-30","2015-09-30","","University of Aberdeen","Journal of Immunology","","","","Dartmouth Journal Services","2015","","0","","Delinking CARD9 and IL-17","","0"
"","2040","2040","GBP","","2015-10-21","2015-10-21","","University of Aberdeen","","","","","The Royal Society","2015","","0","","Disrupted seasonal biology impacts health, food security, and ecosystems","10.1098/rspb.2015.1453","0.993006993006993"
"","3780","3780","GBP","","2015-10-23","2015-10-23","","University of Aberdeen","Nature Communications","","","","Springer Nature","2015","","0","","Maximum rates of climate change are systematically underestimated in the geological record","10.1038/ncomms9890","1.0"
"","","","USD","","2015-10-26","2015-10-26","","University of Aberdeen","PLOS Neglected Tropical Diseases","","","","Public Library of Science (PLoS)","2015","","0","","Central nervous system parasitosis and neuroinflammation ameliorated by systemic IL-10 administration","10.1371/journal.pntd.0004201","0.8487394957983193"
"","","","USD","","2015-12-16","2015-10-26","","University of Aberdeen","PLOS Neglected Tropical Diseases","","","","Public Library of Science (PLoS)","2015","","0","","Discovery of Infection Associated Metabolic Markers in Human African Trypanosomiasis","10.1371/journal.pntd.0004200","1.0"
"","1800","1800","GBP","","2015-11-26","2015-10-29","","University of Aberdeen","Journal of the Geological Society","","","","Geological Society Publishing House","2015","","0","","Gold in Devonocarboniferous red beds of Northern Britain","10.1144/jgs2015-115","0.9911504424778761"
"","2040","2040","GBP","","2015-11-06","2015-11","","University of Aberdeen","Phil.Trans A Royal Society","","","","The Royal Society","2015","","0","","Physical and Chemical Controls on Habitats for Life in the Deep Subsurface beneath Continents and Ice","10.1098/rsta.2014.0293","1.0"
"","1149","1149","GBP","","2015-11-06","2015-11-05","","University of Aberdeen","Global Change Biology Bioenergy","","","","Wiley-Blackwell","2015","","0","","Water for small-scale biogas digesters in Sub-Saharan Africa","10.1111/gcbb.12339","1.0"
"","1500","1500","GBP","","2015-11-06","2015-11-05","","University of Aberdeen","GLIA","","","","Wiley-Blackwell","2015","","0","","Evidence for a role of adaptive immune response in the disease pathogenesis of the MPTP mouse model of Parkinson?s disease","10.1002/glia.22935","0.9918032786885246"
"","1500","1500","GBP","","2015-11-09","2015-11-06","","University of Aberdeen","GLIA","","","","Wiley-Blackwell","2015","","0","","Thyroid hormone activation of retinoic acid synthesis…","","0"
"","1620","1620","GBP","","2015-11-10","2015-11-10","","University of Aberdeen","BMJ Open","","","","BMJ","2015","","0","","Vaginal birth after caesarean section: why is uptake so low? Insights from a meta-ethnographic synthesis of women's accounts of their birth choices.","10.1136/bmjopen-2015-008881","0.9966101694915255"
"","1374","1374","GBP","","","2015-11-19","","University of Aberdeen","Rice","","","","Springer Nature","2015","","0","","Assessing the genetic diversity of rice origniating from Bangladesh, Assam and West Bengal","10.1186/s12284-015-0068-z","0.9888888888888889"
"","","","EUR","","2015-11-26","2015-11-26","","University of Aberdeen","Diseases of Aquatic Organisms","","","","Inter-Research Science Center","2015","","0","","New record and phylogenetic affinities of the oomycete Olpidiopsis feldmanni infecting Asparagopsis sp. (Rhodophyta)","10.3354/dao02930","1.0"
"","1188","1188","GBP","","2015-11-26","2015-11-26","","University of Aberdeen","Scientific Reports","","","","Springer Nature","2015","","0","","One node driving synchronisation","10.1038/srep18091","1.0"
"","","","EUR","","","2015-11","","University of Aberdeen","Biochemical Pharmacology","","","","Elsevier BV","2015","","0","","Fenretinide mediated retinoic acid receptor signalling and inhibition of ceramide biosynthesis regulates adipogenesis, lipid accumulation, mitochondrial function and nutrient stress signalling in adipocytes and adipose tissue.","10.1016/j.bcp.2015.11.017","0.9977827050997783"
"","1054.872","1054.872","","","2015","2015-06-18","","University of Birmingham","Evolutionary Psychology and Neuroscience","","","","Frontiers Media SA","2015","","0","2015","Psychopathic traits are related to parochialism during costly punishment and moral choice dilemma tasks","","0"
"","1758","1758","","","2015-09-02","2015-08-14","","University of Birmingham","International Journal of Chronic Obstructive Pulmonary Disease","","","","Dove Medical Press Ltd.","2015","","0","2015","Self-management of health care behaviours for COPD: a systematic review and meta-analysis","10.2147/copd.s90812","0.9943502824858758"
"","900","900","","","2015","2015-09-25","","University of Birmingham","Atmospheric Science Letters","","","","Wiley-Blackwell","2015","","0","2015","Different Long-term Trends of Extra-tropical Cyclones and Windstorms in ERA-20C and NOAA-20CR Reanalyses","10.1002/asl.694","1.0"
"","2958.06","2958.06","","","2015-12-04","2015-10-23","","University of Birmingham","Current Opinion in Behavioral Sciences","","","","Elsevier BV","2015","","0","2015","Social influences on eating","","0"
"","1374","1374","","","2015","2015-12-04","","University of Birmingham","Annals of Intensive Care","","","","Springer Nature","2015","","0","2015","Communication and compassion during withdrawal of treatment: Intensive care nurses' experiences","","0"
"","1188","1188","","","2015-12-21","2015-12-04","","University of Birmingham","Scientific Reports","","","","Springer Nature","2015","","0","2015","Cue properties change timing strategies in group movement synchronisation","10.1038/srep19439","1.0"
"","1200","1200","","","2015","2015-12-07","","University of Birmingham","BMJ Open","","","","BMJ","2015","","0","2015","Best Foods For your heart; a randomised controlled trial protocol","","0"
"","706.188","706.188","","","2015","2015-12-07","","University of Birmingham","Frontiers in Human Neuroscience","","","","Frontiers Media SA","2015","","0","2015","Metronome cueing of walking reduces gait variability after a cerebellar stroke","10.3389/fneur.2016.00084","1.0"
"","2100","2100","","","2015","2015-12-07","","University of Birmingham","Twentieth Century British History","","","","Oxford University Press (OUP)","2015","","0","2015","'Manufacturing Capitalists': The Wider Share Ownership Council and the problem of 'popular capitalism', 1958-1992","10.1093/tcbh/hwv041","0.9464285714285714"
"","2472.36","2472.36","","","2015-12-08","2015-12-07","","University of Birmingham","Colloids and Surfaces A: Physicochemical and Engineering Aspects","","","","Elsevier BV","2015","","0","2015","Comparative assessment of the effect of ultrasound treatment on protein functionality pre- and post-emulsification","10.1016/j.colsurfa.2015.07.065","1.0"
"","1109.592","1109.592","","","2015","2015-12-09","","University of Birmingham","PLoS ONE","","","","Public Library of Science (PLoS)","2015","","0","2015","Identification of emotional facial expressions by male and female observers: Effects of expression, intensity, and sex on eye gaze","10.1371/journal.pone.0168307","0.8744588744588745"
"","3120","3120","","","2016-01-04","2015-12-09","","University of Birmingham","Oncogenesis","","","","Springer Nature","2015","","0","2015","Hypoxia and metabolic adaptation of cancer cells","10.1038/oncsis.2015.50","1.0"
"","2421.24","2421.24","","","2015-12-11","2015-12-11","","University of Birmingham","","","","","Endocrine Society","2015","","0","2015","The Regulation of Steroid Action by Sulfation and Desulfation","10.1210/er.2015-1036","1.0"
"","1150.092","1150.092","","","2015","2015-12-14","","University of Birmingham","Eating Behavior","","","","Frontiers Media SA","2015","","0","2015","The effects of liking norms and descriptive norms on vegetable consumption: a randomised experiment","10.3389/fpsyg.2016.00442","0.98989898989899"
"","1852.98","1852.98","USD","","2015-04-28","2015-01-06","1940-087X","University of Bristol","Journal of Visualized Experiments","","","","MyJove Corporation","2015","Journal Article/Review","0","","Intra-articular injection of murine MSC for the treatment of inflammation and tissue degradation in Antigen-induced Arthritis","","0"
"1263.6","1263.6","1263.6","GBP","","2015-06-23","2015-06-23","2162-3279","University of Bristol","Brain and Behaviour","","","","Wiley-Blackwell","2015","Journal Article/Review","0","","Family socioeconomic position in early life and onset of depressive symptoms and depression: a prospective cohort study","10.1007/s00127-016-1308-2","1.0"
"","1618.42","1618.42","USD","","2015-10-13","2015-10-09","1063-8652","University of Bristol","Journal of Aging and Physical Activity","","","","Human Kinetics","2015","Journal Article/Review","0","","Characterisation of vertical accelerations experienced by older people attending an aerobics class designed to produce high impacts","10.1123/japa.2015-0060","0.9923664122137404"
"1377","1377","1377","GBP","","2015-10-09","2015-10-13","2044-6055","University of Bristol","BMJ Open","","","","BMJ","2015","Journal Article/Review","0","","Beyond height and weight: a programme of school nurse assessed skinfold measurements from 4 / 5 year old White British and South Asian origin children within the Born in Bradford cohort study","10.1136/bmjopen-2015-008630","0.9214659685863874"
"","1041.67","1041.67","USD","","2015-10-30","2015-11-02","1932-4553","University of Bristol","IEEE Journal of Selected Topics in Signal Processing","","","","Institute of Electrical and Electronics Engineers (IEEE)","2015","Journal Article/Review","0","","A Survey of Stochastic Simulation and Optimization Methods in Signal Processing","10.1109/jstsp.2015.2496908","1.0"
"","1563.6","1563.6","USD","","2015-12-07","2015-11-12","0002-9513","University of Bristol","American Journal of Physiology","","","","American Physiological Society","2015","Journal Article/Review","0","","Altered Na/Ca exchange distribution and activity in ventricular myocytes from failing hearts","10.1152/ajpheart.00597.2015","0.9239766081871345"
"","1818.81","1818.81","EUR","","2015-11-24","2015-11-20","0898-6568","University of Bristol","Cellular Signalling","","","","Elsevier BV","2015","Journal Article/Review","0","","Insulin promotes Rip11 accumulation at the plasma membrane by inhibiting a dynamin- and PI3-kinase-dependent, but Akt-independent, internalisation event","10.1016/j.cellsig.2015.10.014","1.0"
"1530","1530","1530","GBP","","2015-12-11","2015-11-23","0962-8452","University of Bristol","Proceedings of the Royal Society B","","","","Royal Society Publishing","2015","Journal Article/Review","0","","Size isn’t everything: rates of genome size evolution, not C value, correlate with speciation in angiosperms","10.1098/rspb.2015.2289","0.9722222222222222"
"","1367.3","1367.3","EUR","","2015-12-01","2015-11-23","0167-6296","University of Bristol","Journal of Health Economics","","","","Elsevier BV","2015","Journal Article/Review","0","","Genetic Markers as Instrumental Variables","10.1016/j.jhealeco.2015.10.007","1.0"
"","1797.47","1797.47","EUR","","2015-12-15","2015-12-03","1077-3142","University of Bristol","Computer Vision and Image Understanding","","","","Elsevier BV","2015","Journal Article/Review","0","","A Comparative Study of Pose Representation and Dynamics Modelling  for Online Motion Quality Assessment","10.1016/j.cviu.2015.11.016","0.9951219512195122"
"1989","1989","1989","GBP","","2015-12-06","2015-12-08","0022-2593","University of Bristol","Journal of Medical Genetics","","","","BMJ","2015","Journal Article/Review","0","","A Study of Common Mendelian Disease Carriers across Ageing British Cohorts: Meta-analyses reveal Heterozygosity for Alpha 1-Antitrypsin Deficiency increases Respiratory Capacity and Height","10.1136/jmedgenet-2015-103342","1.0"
"2700","2700","2700","GBP","","2015-12-17","2015-12-15","1433-7851","University of Bristol","Angewandte Chemie International Edition","","","","Wiley-Blackwell","2015","Journal Article/Review","0","","Refoldable foldamers: global conformational switching by deletion or insertion of a single hydrogen bond","10.1002/anie.201510605","1.0"
"536.4","536.4","536.4","GBP","","2015-12-22","2015-12-22","2158-2041","University of Bristol","Contemporary Social Science","","","","Informa UK Limited","2015","Journal Article/Review","0","","How well can we predict educational outcomes? Examining the roles of cognitive ability and social position in educational attainment","10.1080/21582041.2016.1138502","1.0"
"","2040","2040","","","","2014-10-02","","University of Cambridge","Journal of Physics: Condensed Matter","Unknown","","","IOP Publishing","2015","","0","","Strain relaxation mechanisms of elastic softening","","0"
"","2087.12","2087.12","","","","2015-10-08","","University of Cambridge","Social Psychiatry and Psychiatric Epidemiology","","","","","2015","","0","","CHILDHOOD BEHAVIOUR PROBLEMS PREDICT CRIME AND VIOLENCE IN LATE ADOLESCENCE: BRAZILIAN AND BRITISH BIRTH COHORT STUDIES","10.1007/s00127-014-0976-z","1.0"
"","2040","2040","","","2014-10-25","2014-10-11","","University of Cambridge","Superconductor Science and Technology","Unknown","","","IOP Publishing","2015","","0","","Effect of the size of GBCO-Ag secondary magnet on the static forces performance of linear synchronous motors","10.1088/0953-2048/27/11/115016","0.9953917050691244"
"","","","","","","2014-10-14","","University of Cambridge","Applied and Environmental Microbiology","","","","American Society for Microbiology","2015","","0","","Bacteriophage ?MAM1, a Viunalikevirus, Is a Broad-Host-Range, High-Efficiency Generalized Transducer That Infects Environmental and Clinical Isolates of the Enterobacterial Genera Serratia and Kluyvera","10.1128/aem.01546-14","0.9950248756218906"
"","","","","","","2014-10-20","","University of Cambridge","Diabetes","","","","","2015","","1","","Stimulation of glucagon-like peptide-1 secretion downstream of the ligand-gated ion channel TRPA1","10.2337/db14-0737","0.8977272727272727"
"","808.85","808.85","","","","2014-10-28","","University of Cambridge","Proceedings of the National Academy of Sciences (PNAS)","None","","","","2015","","0","","DLK1/PREF1 regulates nutrient metabolism and protects from steatosis","10.1073/pnas.1406119111","1.0"
"","","","","","","2014-11-07","","University of Cambridge","Diabetes","","","","American Diabetes Association","2015","","0","","Clinical and molecular characterization of a novel PLIN1 frameshift mutation identified in patients with familial partial lipodystrophy","10.2337/db14-0104","1.0"
"","","","","","","2014-11-12","","University of Cambridge","BMC Public Health","Unknown","","","Springer Nature","2015","","0","","The Medical Research Council Cognitive Function and Ageing Study","10.1093/ije/dyl199","0.8421052631578947"
"","","","","","","2014-11-14","","University of Cambridge","Diabetes","","","","","2015","","0","","Increased Dihydroceramide/ceramide ratio mediated by defective expression of degs1 impairs adipocyte differentiation and function","10.2337/db14-0359","0.9921875"
"","","","","","","2014-11-14","","University of Cambridge","EMBO Journal","","","","","2015","","0","","KSHV-TK is a tyrosine kinase that disrupts focal adhesions and induces Rho-mediated cell contraction","10.15252/embj.201490358","1.0"
"","","","","","","2014-11-14","","University of Cambridge","Springer","","","","","2015","","0","","Modeling the response of subglacial drainage at Paakitsoq, west Greenland, to 21st century climate change","10.1002/2014jf003271","0.9952153110047847"
"","2120","2120","","","","2014-11-27","","University of Cambridge","European Journal of Epidemiology","","","","Springer Nature","2015","","0","2014","Mortality benefits of population-wide adherence to national physical activity guidelines: a prospective cohort study","10.1007/s10654-014-9965-5","1.0"
"","","","","","","2015-01-06","","University of Cambridge","Communications in Statistics - Theory and Methods","","","","Informa UK Limited","2015","","0","","Estimating and contextualizing the attenuation of odds ratios due to non-collapsibility","10.1080/03610926.2015.1006778","0.9885057471264368"
"","","","","","","2015-01-27","","University of Cambridge","Journal of physics D: Applied Physics","","","","IOP Publishing","2015","","0","","Increase in Energy Product of Nanocomposite Magnets from Multiple Pulse Laser Annealing of Amorphous Melt Spun Nd-Fe-B Precursors","","0"
"","","","","","","2015-02-04","","University of Cambridge","Bulletin of the History of Medicine","","","","Johns Hopkins University Press","2015","","0","","Performative Rituals for Conception and Childbirth in England, 900-1500","10.1353/bhm.2015.0076","0.9859154929577465"
"","","","","","","2015-03-19","DNA driven self-assembly of micron-sized rods using DNA-grafted bacteriophage fd virions","University of Cambridge","RSC","","","","Royal Society of Chemistry (RSC)","2015","","0","","DNA driven self-assembly of micron-sized rods using DNA-grafted bacteriophage fd virions","10.1039/c4cp05405a","1.0"
"","1891.66","1891.66","","","2015-05-07","2015-03-20","","University of Cambridge","Human Ecology: An Interdisciplinary Journal","","","","Springer Nature","2015","","0","","Dialogue between archaeology and humanitarian shelter: Resilience in pre-Columbian house-building and repair","","0"
"","","","","","","2015-03-26","Anne of Kiev (c.1024 Ð c.1075) and a reassessment of maternal power in the minority kingship of Philip I of France","University of Cambridge","Historical Research","","","","Wiley-Blackwell","2015","","0","","Anne of Kiev (c.1024 Ð c.1075) and a reassessment of maternal power in the minority kingship of Philip I of France","10.1111/1468-2281.12139","0.9823008849557522"
"","1530","1530","","","2015-07-09","2015-04-02","","University of Cambridge","Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","","","","Royal Society Publishing","2015","","0","","The landscape of nonlinear structural dynamics: an Introduction","10.1098/rsta.2014.0400","1.0"
"","536.4","536.4","","","2015-07-16","2015-04-18","","University of Cambridge","Journal of the American Statistical Association","","","","Informa UK Limited","2015","","0","","A functional approach to deconvolve dynamic neuroimaging data","10.1080/01621459.2015.1060241","1.0"
"","","","","","","2015-04-24","","University of Cambridge","Journal of Geophysical Research","","","","","2015","","0","","The crustal structure of the western Himalayas and Tibet","10.1002/2015jb011891","1.0"
"","","","","","","2015-04-24","Generation of reactive ketenes under flow conditions via Zinc mediated dehalogenation","University of Cambridge","Synlett","","","","Thieme Publishing Group","2015","","0","","Generation of reactive ketenes under flow conditions via Zinc mediated dehalogenation","10.1055/s-0034-1380679","0.9310344827586207"
"","1371.91","1371.91","","","2015-05-21","2015-04-27","","University of Cambridge","Journal of Anthropological Archaeology","","","","Elsevier BV","2015","","0","","The demography of the Upper Palaeolithic hunter-gatherers of Southwestern France: a multi-proxy approach using archaeological data","10.1016/j.jaa.2015.04.005","0.9923076923076923"
"","","","","","","2015-04-28","","University of Cambridge","Geochemistry, Geophysics, Geosystems","","","","","2015","","0","","Mantle plume capture, anchoring and outflow during Gal‡pagos plume-ridge interaction","10.1002/2015gc005723","0.9822485207100592"
"","300","300","","","2015-07-16","2015-04-30","","University of Cambridge","Modern Languages Open","None","","","Liverpool University Press","2015","","0","","From 'Olocausto' to Shoah: Naming Genocide in 21st-Century Italy","10.3828/mlo.v0i0.75","0.9841269841269841"
"","2100","2100","","","","2015-05-05","","University of Cambridge","The English Historical Review","None","","","Oxford University Press (OUP)","2015","","0","","Medical Practice, Urban Politics and Patronage: the London 'Commonalty' of Physicians and Surgeons of the 1420s","10.1093/ehr/cev261","0.9819819819819819"
"","540","540","","","2015-05-21","2015-05-08","","University of Cambridge","European Journal of Developmental Psychology","","","","Informa UK Limited","2015","","0","","The impact of contextual family risks on prisonersÕ childrenÕs behavioural outcomes and the potential protective role of family functioning moderators","10.1080/17405629.2015.1050374","0.9866666666666667"
"","3780","3780","","","2015-06-09","2015-05-14","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","Rare coding variants and X-linked loci associated with age at menarche","10.1038/ncomms8756","1.0"
"","","","","","","2015-05-18","","University of Cambridge","Historical Research","","","","Wiley-Blackwell","2015","","1","","Memories of violence and New English identities in early modern Ireland","10.1111/1468-2281.12143","1.0"
"","2625.6","2625.6","","","2015-05-29","2015-05-19","","University of Cambridge","The Journal of Infectious Diseases","","","","Oxford University Press (OUP)","2015","","0","","Advances towards a norovirus antiviral: from classical inhibitors to lethal mutagenesis","10.1093/infdis/jiv280","0.9942196531791907"
"","2040","2040","","","","2015-05-28","","University of Cambridge","BMJ Open Diabetes Research & Care","","","","BMJ","2015","","0","","Medication burden in the first five years following diagnosis of type 2 diabetes: findings from the ADDITION-UK trial cohort","10.1136/bmjdrc-2014-000075","0.9629629629629629"
"","","","","","","2015-05-29","","University of Cambridge","Journal of the American Ceramic Society","","","","Wiley-Blackwell","2015","","0","","The Compelling Case for Indentation as a Functional Exploratory and Characterization Tool","10.1111/jace.13729","1.0"
"","2305.92","2305.92","","","","2015-06-01","","University of Cambridge","The Journal of Physiology","","","","Wiley-Blackwell","2015","","0","","Variations on fetal heart rate variability","","0"
"","536.4","536.4","","","2015-07-16","2015-06-05","","University of Cambridge","Journal of Computational and Graphical Statistics","","","","Informa UK Limited","2015","","0","","Towards Automatic Model Selection: An adaptive sequential monte carlo approach","10.1080/10618600.2015.1060885","0.9230769230769231"
"","3816.79","3816.79","","","","2015-06-10","","University of Cambridge","Cell Reports","","","","Elsevier BV","2015","","0","2015","APP Metabolism Regulates Tau Proteostasis in Human Cerebral Cortex Neurons","10.1016/j.celrep.2015.03.068","1.0"
"","1154.37","1154.37","","","","2015-06-10","","University of Cambridge","Diabetic Medicine","","","","Wiley-Blackwell","2015","","0","","Objectively measured sedentary time, physical activity and kidney function in people with recently diagnosed type 2 diabetes: a prospective cohort analysis","10.1111/dme.12886","0.9935483870967742"
"","1056.06","1056.06","","","2015-06-11","2015-06-12","The LMO2 -25 region harbours GATA2-dependent myeloid enhancer and RUNX-dependent T-lymphoid repressor activity","University of Cambridge","PLOS One","","","","Public Library of Science (PLoS)","2015","","0","","The LMO2 -25 region harbours GATA2-dependent myeloid enhancer and RUNX-dependent T-lymphoid repressor activity","10.1371/journal.pone.0131577","1.0"
