"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","period","is_hybrid","euro"
"536.4","536.4","536.4","GBP","10.1080/1057610x.2015.1120099","2015-11-17","2015-11-13","","UCL","Studies in Conflict & Terrorism","","","","Informa UK Limited","2015","Journal Article/Review","0","","2015","","764.43"
"1500","1054.86","1054.86","EUR","10.5588/ijtld.15.0494","2015-12-09","2015-11-06","","UCL","International Journal of Tuberculosis and Lung Disease","","","","The Union","2015","Journal Article/Review","0","","2015","","1500"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"4500","3526.01","3526.01","USD","10.1161/circulationaha.115.016567","2015-10-28","2015-10-07","","UCL","Circulation","","","","Ovid Technologies (Wolters Kluwer Health)","2015","Journal Article/Review","0","","2015","","4059.54"
"3800","2906.45","2906.45","USD","10.1097/j.pain.0000000000000316","2015-08-26","2015-07-31","","UCL","Pain","","","","Ovid Technologies (Wolters Kluwer Health)","2015","Journal Article/Review","0","","2015","","3332.75"
"","","","","","","","","","","","","","","","","","","","",""
"","2040","2040","GBP","10.1093/bjps/axv007","2015-01-08","2015-01-08","","University of Aberdeen","British Journal for the Philosophy of Science","","","","Oxford University Press (OUP)","2015","","0","","2015","","2611.7"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1863.04","1863.04","USD","10.18632/oncotarget.4142","2015-04-10","2015-04-03","1949-2553","University of Aberdeen","Oncotarget","CC BY","","26079539","Impact Journals, LLC","2015","Other","0","","2015","","2571.84"
"","","","","","","","","","","","","","","","","","","","",""
"","2100","2100","GBP","10.1093/ndt/gfv094","2015-04-03","2015-04-03","","University of Aberdeen","Nephrology Dialysis Transplantation","","","","Oxford University Press (OUP)","2015","","0","","2015","","2870.42"
"1800","1800","","GBP","10.1002/hyp.10515","2015-04-21","2015-04-17","","University of Aberdeen","Hydrological Processes","CC BY-NC-ND","","","Wiley-Blackwell","2015","Journal Article/Review","0","","2015","","2504.52"
"","","","","","","","","","","","","","","","","","","","",""
"","1590","1590","GBP","10.1186/s13075-015-0639-9","2015-05-01","2015-04-27","","University of Aberdeen","Arthritis Research & Therapy","","","","Springer Nature","2015","","0","","2015","","2187.97"
"2400","2400","","GBP","10.12968/jpar.2015.7.4.184","","2015-04-30","1387-1307","University of Aberdeen","Journal of Paramedic Practice","Unknown","","","Mark Allen Group","2015","","0","2015","2015","","3306.51"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","2400","2400","GBP","10.1093/cvr/cvv176","2015-06-19","2015-06-19","","University of Aberdeen","Cardiovascular Research","","","","Oxford University Press (OUP)","2015","","0","","2015","","3364.17"
"","2699.46","2699.46","USD","10.3791/53855","","2015-06-20","","University of Aberdeen","Journal of Vizualized","Unknown","","","MyJove Corporation","2015","","0","","2015","","3719.08"
"925.4","925.4","","GBP","10.1002/ece3.1771","2015-07-13","2015-07-02","","University of Aberdeen","Ecology and Evolution","Unknown","","","Wiley-Blackwell","2015","","0","2015","2015","","1300.63"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1875","1875","GBP","10.1002/eji.201545591","","2015-07","","University of Aberdeen","European Journal of Immunology","","","","Wiley-Blackwell","2015","","0","","2015","","2583.21"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","2340","2340","GBP","10.1136/annrheumdis-2014-206644","2015-07-28","2015-08","","University of Aberdeen","Annals of the Rheumatic Diseases","","","","BMJ","2015","","0","","2015","","3307.89"
"","","","","","","","","","","","","","","","","","","","",""
"","1370","1370","","10.1186/s12884-015-0614-0","2015-08-17","2015-08-11","","University of Aberdeen","BMC Pregnancy and Childbirth","","","","Springer Nature","2015","","0","","2015","","1928.22"
"","","","","","","","","","","","","","","","","","","","",""
"","3000","3000","GBP","10.1038/mi.2015.79","2015-08-31","2015-08-28","","University of Aberdeen","Mucosal Immunology","","","","Springer Nature","2015","","0","","2015","","4123.54"
"","1188","1188","GBP","10.1038/srep13690","2015-08-31","2015-08-28","","University of Aberdeen","Scientific Reports","","","","Springer Nature","2015","","0","","2015","","1632.92"
"","","","","","","","","","","","","","","","","","","","",""
"","1002","1002","GBP","10.1186/s13104-015-1364-9","2015-09-01","2015-09-01","","University of Aberdeen","BMC Research Notes","","","","Springer Nature","2015","","0","","2015","","1367.36"
"","2760","2760","GBP","10.1038/tpj.2015.62","2015-09-08","2015-09-08","","University of Aberdeen","The Pharmacogenomics Journal","","","","Springer Nature","2015","","0","","2015","","3810.05"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","2040","2040","GBP","10.1098/rspb.2015.1453","2015-10-21","2015-10-21","","University of Aberdeen","","","","","The Royal Society","2015","","0","","2015","","2775.89"
"","3780","3780","GBP","10.1038/ncomms9890","2015-10-23","2015-10-23","","University of Aberdeen","Nature Communications","","","","Springer Nature","2015","","0","","2015","","5253.28"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1800","1800","GBP","10.1144/jgs2015-115","2015-11-26","2015-10-29","","University of Aberdeen","Journal of the Geological Society","","","","Geological Society Publishing House","2015","","0","","2015","","2561.18"
"","2040","2040","GBP","10.1098/rsta.2014.0293","2015-11-06","2015-11","","University of Aberdeen","Phil.Trans A Royal Society","","","","The Royal Society","2015","","0","","2015","","2842.61"
"","1149","1149","GBP","10.1111/gcbb.12339","2015-11-06","2015-11-05","","University of Aberdeen","Global Change Biology Bioenergy","","","","Wiley-Blackwell","2015","","0","","2015","","1601.06"
"","1500","1500","GBP","10.1002/glia.22935","2015-11-06","2015-11-05","","University of Aberdeen","GLIA","","","","Wiley-Blackwell","2015","","0","","2015","","2090.16"
"","","","","","","","","","","","","","","","","","","","",""
"","1620","1620","GBP","10.1136/bmjopen-2015-008881","2015-11-10","2015-11-10","","University of Aberdeen","BMJ Open","","","","BMJ","2015","","0","","2015","","2286.84"
"","1374","1374","GBP","10.1186/s12284-015-0068-z","","2015-11-19","","University of Aberdeen","Rice","","","","Springer Nature","2015","","0","","2015","","1892.98"
"","","","","","","","","","","","","","","","","","","","",""
"","1188","1188","GBP","10.1038/srep18091","2015-11-26","2015-11-26","","University of Aberdeen","Scientific Reports","","","","Springer Nature","2015","","0","","2015","","1690.38"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1758","1758","","10.2147/copd.s90812","2015-09-02","2015-08-14","","University of Birmingham","International Journal of Chronic Obstructive Pulmonary Disease","","","","Dove Medical Press Ltd.","2015","","0","2015","2015","","2385.67"
"","900","900","","10.1002/asl.694","2015","2015-09-25","","University of Birmingham","Atmospheric Science Letters","","","","Wiley-Blackwell","2015","","0","2015","2015","","1239.94"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1188","1188","","10.1038/srep19439","2015-12-21","2015-12-04","","University of Birmingham","Scientific Reports","","","","Springer Nature","2015","","0","2015","2015","","1627.73"
"","","","","","","","","","","","","","","","","","","","",""
"","706.188","706.188","","10.3389/fneur.2016.00084","2015","2015-12-07","","University of Birmingham","Frontiers in Human Neuroscience","","","","Frontiers Media SA","2015","","0","2015","2015","","972.93"
"","2100","2100","","10.1093/tcbh/hwv041","2015","2015-12-07","","University of Birmingham","Twentieth Century British History","","","","Oxford University Press (OUP)","2015","","0","2015","2015","","2893.2"
"","2472.36","2472.36","","10.1016/j.colsurfa.2015.07.065","2015-12-08","2015-12-07","","University of Birmingham","Colloids and Surfaces A: Physicochemical and Engineering Aspects","","","","Elsevier BV","2015","","0","2015","2015","","3400.3"
"","1109.592","1109.592","","10.1371/journal.pone.0168307","2015","2015-12-09","","University of Birmingham","PLoS ONE","","","","Public Library of Science (PLoS)","2015","","0","2015","2015","","1528.7"
"","3120","3120","","10.1038/oncsis.2015.50","2016-01-04","2015-12-09","","University of Birmingham","Oncogenesis","","","","Springer Nature","2015","","0","2015","2016","","4227.07"
"","2421.24","2421.24","","10.1210/er.2015-1036","2015-12-11","2015-12-11","","University of Birmingham","","","","","Endocrine Society","2015","","0","2015","2015","","3351.66"
"","1150.092","1150.092","","10.3389/fpsyg.2016.00442","2015","2015-12-14","","University of Birmingham","Eating Behavior","","","","Frontiers Media SA","2015","","0","2015","2015","","1584.5"
"","","","","","","","","","","","","","","","","","","","",""
"1263.6","1263.6","1263.6","GBP","10.1007/s00127-016-1308-2","2015-06-23","2015-06-23","2162-3279","University of Bristol","Brain and Behaviour","","","","Wiley-Blackwell","2015","Journal Article/Review","0","","2015","","1779.47"
"","1618.42","1618.42","USD","10.1123/japa.2015-0060","2015-10-13","2015-10-09","1063-8652","University of Bristol","Journal of Aging and Physical Activity","","","","Human Kinetics","2015","Journal Article/Review","0","","2015","","2163.66"
"1377","1377","1377","GBP","10.1136/bmjopen-2015-008630","2015-10-09","2015-10-13","2044-6055","University of Bristol","BMJ Open","","","","BMJ","2015","Journal Article/Review","0","","2015","","1859.05"
"","1041.67","1041.67","USD","10.1109/jstsp.2015.2496908","2015-10-30","2015-11-02","1932-4553","University of Bristol","IEEE Journal of Selected Topics in Signal Processing","","","","Institute of Electrical and Electronics Engineers (IEEE)","2015","Journal Article/Review","0","","2015","","1450.39"
"","1563.6","1563.6","USD","10.1152/ajpheart.00597.2015","2015-12-07","2015-11-12","0002-9513","University of Bristol","American Journal of Physiology","","","","American Physiological Society","2015","Journal Article/Review","0","","2015","","2178.63"
"","1818.81","1818.81","EUR","10.1016/j.cellsig.2015.10.014","2015-11-24","2015-11-20","0898-6568","University of Bristol","Cellular Signalling","","","","Elsevier BV","2015","Journal Article/Review","0","","2015","","2575.49"
"1530","1530","1530","GBP","10.1098/rspb.2015.2289","2015-12-11","2015-11-23","0962-8452","University of Bristol","Proceedings of the Royal Society B","","","","Royal Society Publishing","2015","Journal Article/Review","0","","2015","","2117.94"
"","1367.3","1367.3","EUR","10.1016/j.jhealeco.2015.10.007","2015-12-01","2015-11-23","0167-6296","University of Bristol","Journal of Health Economics","","","","Elsevier BV","2015","Journal Article/Review","0","","2015","","1943.29"
"","1797.47","1797.47","EUR","10.1016/j.cviu.2015.11.016","2015-12-15","2015-12-03","1077-3142","University of Bristol","Computer Vision and Image Understanding","","","","Elsevier BV","2015","Journal Article/Review","0","","2015","","2478.59"
"1989","1989","1989","GBP","10.1136/jmedgenet-2015-103342","2015-12-06","2015-12-08","0022-2593","University of Bristol","Journal of Medical Genetics","","","","BMJ","2015","Journal Article/Review","0","","2015","","2762.12"
"2700","2700","2700","GBP","10.1002/anie.201510605","2015-12-17","2015-12-15","1433-7851","University of Bristol","Angewandte Chemie International Edition","","","","Wiley-Blackwell","2015","Journal Article/Review","0","","2015","","3715.94"
"536.4","536.4","536.4","GBP","10.1080/21582041.2016.1138502","2015-12-22","2015-12-22","2158-2041","University of Bristol","Contemporary Social Science","","","","Informa UK Limited","2015","Journal Article/Review","0","","2015","","728.61"
"","","","","","","","","","","","","","","","","","","","",""
"","2087.12","2087.12","","10.1007/s00127-014-0976-z","","2015-10-08","","University of Cambridge","Social Psychiatry and Psychiatric Epidemiology","","","","","2015","","0","","2015","","2875.45"
"","2040","2040","","10.1088/0953-2048/27/11/115016","2014-10-25","2014-10-11","","University of Cambridge","Superconductor Science and Technology","Unknown","","","IOP Publishing","2015","","0","","2014","","2586.53"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","808.85","808.85","","10.1073/pnas.1406119111","","2014-10-28","","University of Cambridge","Proceedings of the National Academy of Sciences (PNAS)","None","","","","2015","","0","","2014","","1003.39"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","2120","2120","","10.1007/s10654-014-9965-5","","2014-11-27","","University of Cambridge","European Journal of Epidemiology","","","","Springer Nature","2015","","0","2014","2014","","2629.88"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1530","1530","","10.1098/rsta.2014.0400","2015-07-09","2015-04-02","","University of Cambridge","Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","","","","Royal Society Publishing","2015","","0","","2015","","2132.11"
"","536.4","536.4","","10.1080/01621459.2015.1060241","2015-07-16","2015-04-18","","University of Cambridge","Journal of the American Statistical Association","","","","Informa UK Limited","2015","","0","","2015","","768.37"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1371.91","1371.91","","10.1016/j.jaa.2015.04.005","2015-05-21","2015-04-27","","University of Cambridge","Journal of Anthropological Archaeology","","","","Elsevier BV","2015","","0","","2015","","1932.54"
"","","","","","","","","","","","","","","","","","","","",""
"","300","300","","10.3828/mlo.v0i0.75","2015-07-16","2015-04-30","","University of Cambridge","Modern Languages Open","None","","","Liverpool University Press","2015","","0","","2015","","429.74"
"","2100","2100","","10.1093/ehr/cev261","","2015-05-05","","University of Cambridge","The English Historical Review","None","","","Oxford University Press (OUP)","2015","","0","","2015","","2893.2"
"","540","540","","10.1080/17405629.2015.1050374","2015-05-21","2015-05-08","","University of Cambridge","European Journal of Developmental Psychology","","","","Informa UK Limited","2015","","0","","2015","","760.67"
"","3780","3780","","10.1038/ncomms8756","2015-06-09","2015-05-14","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","2015","","5140.06"
"","","","","","","","","","","","","","","","","","","","",""
"","2625.6","2625.6","","10.1093/infdis/jiv280","2015-05-29","2015-05-19","","University of Cambridge","The Journal of Infectious Diseases","","","","Oxford University Press (OUP)","2015","","0","","2015","","3651.74"
"","2040","2040","","10.1136/bmjdrc-2014-000075","","2015-05-28","","University of Cambridge","BMJ Open Diabetes Research & Care","","","","BMJ","2015","","0","","2015","","2810.54"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","536.4","536.4","","10.1080/10618600.2015.1060885","2015-07-16","2015-06-05","","University of Cambridge","Journal of Computational and Graphical Statistics","","","","Informa UK Limited","2015","","0","","2015","","768.37"
"","3816.79","3816.79","","10.1016/j.celrep.2015.03.068","","2015-06-10","","University of Cambridge","Cell Reports","","","","Elsevier BV","2015","","0","2015","2015","","5258.45"
"","1154.37","1154.37","","10.1111/dme.12886","","2015-06-10","","University of Cambridge","Diabetic Medicine","","","","Wiley-Blackwell","2015","","0","","2015","","1590.39"
"","1056.06","1056.06","","10.1371/journal.pone.0131577","2015-06-11","2015-06-12","The LMO2 -25 region harbours GATA2-dependent myeloid enhancer and RUNX-dependent T-lymphoid repressor activity","University of Cambridge","PLOS One","","","","Public Library of Science (PLoS)","2015","","0","","2015","","1453.43"
"","1200","1200","","10.1136/bmjopen-2015-008086","2015-06-18","2015-06-17","Comparison of single and combination diuretics on glucose tolerance (pathway-3) protocol for a randomised double-blind trial in patients with essential hypertension","University of Cambridge","BMJ Open","","","","BMJ","2015","","0","","2015","","1674.34"
"","2000","2000","","10.1093/jac/dkv206","","2015-06-18","","University of Cambridge","Journal of Antimicrobial Chemotherapy","","","","Oxford University Press (OUP)","2015","","0","","2015","","2755.43"
"","763.36","763.36","","10.2138/am-2015-5313ccby","2015-07-16","2015-06-19","","University of Cambridge","American Mineralogist","","","","Mineralogical Society of America","2015","","0","","2015","","1093.48"
"","2160.1","2160.1","","10.1002/chem.201501877","2015-07-28","2015-06-22","","University of Cambridge","Chemistry - a European Journal","","","","Wiley-Blackwell","2015","","0","","2015","","3053.58"
"","","","","","","","","","","","","","","","","","","","",""
"","3778.63","3778.63","","10.1016/j.chom.2015.06.008","2015-07-10","2015-06-22","","University of Cambridge","Cell Host & Microbe","","","","Elsevier BV","2015","","0","","2015","","5242.27"
"","2061.07","2061.07","","10.1017/s000711451500269x","2015-06-29","2015-06-23","","University of Cambridge","British Journal of Nutrition","","","","Cambridge University Press (CUP)","2015","","0","","2015","","2909.06"
"","1440","1440","","10.1098/rstb.2014.0214","2015-06-26","2015-06-23","","University of Cambridge","Philosophical Transactions of the Royal Society B: Biological Sciences","","","","Royal Society Publishing ","2015","","0","","2015","","2021.62"
"","536.4","536.4","","10.1080/13613324.2015.1095173","","2015-06-23","","University of Cambridge","Race Ethnicity and Education","","","","Informa UK Limited","2015","","0","","2015","","739.01"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","3780","3780","","10.1038/ncomms9045","2015-07-15","2015-06-25","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","2015","","5365.51"
"","536.4","536.4","","10.1080/00102202.2015.1064911","2015-07-10","2015-06-29","","University of Cambridge","Combustion Science and Technology","","","","Informa UK Limited","2015","","0","","2015","","744.17"
"","1188","1188","","10.1038/srep12556","2015-07-13","2015-06-29","","University of Cambridge","Scientific Reports","","","","Springer Nature","2015","","0","","2015","","1669.71"
"","","","","","","","","","","","","","","","","","","","",""
"","2825.33","2825.33","","10.1016/j.coche.2015.07.001","","2015-07-02","","University of Cambridge","Current Opinion in Chemical Engineering","","","","Elsevier BV","2015","","0","","2015","","3892.5"
"","1896.14","1896.14","","10.1007/s00213-015-4017-8","","2015-07-03","","University of Cambridge","Psychopharmacology","","","","Springer Nature","2015","","0","","2015","","2612.34"
"","3780","3780","","10.1038/ncomms9053","","2015-07-03","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","2015","","5207.76"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","3240","3240","","10.1038/npp.2015.208","","2015-07-06","","University of Cambridge","Neuropsychopharmacology","","","","Springer Nature","2015","","0","","2015","","4463.79"
"","2317.2","2317.2","","10.1111/obr.12310","","2015-07-06","","University of Cambridge","Obesity Reviews","","","","Wiley-Blackwell","2015","","0","","2015","","3192.44"
"","2283.08","2283.08","","10.1016/j.biocel.2015.07.003","","2015-07-06","","University of Cambridge","The International Journal of Biochemistry & Cell Biology","","","","Elsevier BV","2015","","0","","2015","","3145.43"
"","1890.54","1890.54","","10.1016/j.conbuildmat.2015.06.043","","2015-07-07","","University of Cambridge","Construction and Building Materials","","","","Elsevier BV","2015","","0","","2015","","2604.62"
"","1559.4","1559.4","","10.1186/s12983-015-0110-4","","2015-07-07","","University of Cambridge","Frontiers in Zoology","","","","Springer Nature","2015","","0","","2015","","2148.41"
"","770.12","770.12","","10.1080/19420862.2015.1065365","","2015-07-07","","University of Cambridge","MAbs","","","","Informa UK Limited","2015","","0","","2015","","1061.01"
"","2259.95","2259.95","","10.1016/j.jchf.2015.02.009","","2015-07-07","","University of Cambridge","Journal of the American College of Cardiology: Heart Failure","","","","Elsevier BV","2015","","0","","2015","","3113.56"
"","1049.54","1049.54","","10.1063/1.4927006","","2015-07-08","","University of Cambridge","AIP Advances","","","","AIP Publishing","2015","","0","","2015","","1445.97"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1618.51","1618.51","","10.1136/bmjopen-2015-008610","","2015-07-09","","University of Cambridge","BMJ Open","","","","BMJ","2015","","0","","2015","","2229.84"
"","","","","","","","","","","","","","","","","","","","",""
"","1902.71","1902.71","","10.1016/j.schres.2015.06.016","","2015-07-10","","University of Cambridge","Schizophrenia Research","","","","Elsevier BV","2015","","0","","2015","","2621.39"
"","1546.49","1546.49","","10.1002/stem.2095","","2015-07-10","","University of Cambridge","Stem Cells","","","","Wiley-Blackwell","2015","","0","","2015","","2130.62"
"","2282.44","2282.44","","10.1016/j.epsl.2015.07.017","","2015-07-11","","University of Cambridge","Earth and Planetary Science Letters","","","","Elsevier BV","2015","","0","","2015","","3144.55"
"","1188","1188","","10.1038/srep13178","","2015-07-12","","University of Cambridge","Scientific Reports","","","","Springer Nature","2015","","0","","2015","","1636.72"
"","1853.41","1853.41","","10.1007/s00410-015-1170-3","","2015-07-13","","University of Cambridge","Contributions to Mineralogy and Petrology","","","","Springer Nature","2015","","0","","2015","","2553.47"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","2698.87","2698.87","","10.1111/bjd.14048","","2015-07-14","","University of Cambridge","British Journal of Dermatology","","","","Wiley-Blackwell","2015","","0","","2015","","3718.27"
"","1554","1554","","10.1002/ece3.1650","","2015-07-14","","University of Cambridge","Ecology and Evolution","","","","Wiley-Blackwell","2015","","0","","2015","","2140.97"
"","","","","","","","","","","","","","","","","","","","",""
"","776.29","776.29","","10.1080/15476286.2015.1073438","","2015-07-14","","University of Cambridge","RNA Biology","","","","Informa UK Limited","2015","","0","","2015","","1069.51"
"","1942.79","1942.79","","10.1016/j.jcis.2015.07.036","","2015-07-15","","University of Cambridge","Journal of Colloid and Interface Science","","","","Elsevier BV","2015","","0","","2015","","2676.61"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","3071.61","3071.61","","10.1002/adfm.201501537","","2015-07-17","","University of Cambridge","Advanced Functional Materials","","","","Wiley-Blackwell","2015","","0","","2015","","4231.8"
"","1620","1620","","10.1136/bmjopen-2015-007936","","2015-07-20","","University of Cambridge","BMJ Open","","","","BMJ","2015","","0","","2015","","2231.9"
"","1457.4","1457.4","","10.1186/s13063-015-0941-5","","2015-07-20","","University of Cambridge","Trials","","","","Springer Nature","2015","","0","","2015","","2007.88"
"","2034","2034","","10.1017/s0007114515003025","","2015-07-20","","University of Cambridge","British Journal of Nutrition","","","","Cambridge University Press (CUP)","2015","","0","","2015","","2802.27"
"","2200","2200","","10.1007/s00340-015-6156-3","","2015-07-20","","University of Cambridge","Applied Physics B","","","","Springer Nature","2015","","0","","2015","","3030.97"
"","1347.71","1347.71","","10.1109/jdt.2015.2462291","","2015-07-20","","University of Cambridge","IEEE/OSA Journal of Display Technology","","","","Institute of Electrical and Electronics Engineers (IEEE)","2015","","0","","2015","","1856.76"
"","2254.07","2254.07","","10.1016/j.enpol.2015.07.008","","2015-07-21","","University of Cambridge","Energy Policy","","","","Elsevier BV","2015","","0","","2015","","3105.46"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1656.3","1656.3","","10.1186/s13072-015-0018-4","","2015-07-22","","University of Cambridge","Epigenetics & Chromatin","","","","Springer Nature","2015","","0","","2015","","2281.91"
"","2358.52","2358.52","","10.1016/j.destud.2015.07.003","","2015-07-22","","University of Cambridge","Design Studies","","","","Elsevier BV","2015","","0","","2015","","3249.37"
"","","","","","","","","","","","","","","","","","","","",""
"","2261.02","2261.02","","10.1016/j.gloplacha.2015.07.002","","2015-07-22","","University of Cambridge","Global and Planetary Change","","","","Elsevier BV","2015","","0","","2015","","3115.04"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1943.32","1943.32","","10.1007/s11067-015-9302-x","","2015-07-24","","University of Cambridge","Networks and Spatial Economics","","","","Springer Nature","2015","","0","","2015","","2677.34"
"","3780","3780","","10.1038/ncomms9259","","2015-07-24","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","2015","","5207.76"
"","614.38","614.38","","10.5194/acpd-15-20655-2015","","2015-07-24","","University of Cambridge","Atmospheric Chemistry and Physics Discuss.","","","","Copernicus GmbH","2015","","0","","2015","","846.44"
"","2400","2400","","10.1093/brain/awv222","","2015-07-27","","University of Cambridge","Brain","","","","Oxford University Press (OUP)","2015","","0","","2015","","3306.51"
"","1141.55","1141.55","","10.1016/j.nicl.2015.07.015","","2015-07-27","","University of Cambridge","Neuroimage: Clinical","","","","Elsevier BV","2015","","0","","2015","","1572.73"
"","1656.3","1656.3","","10.1186/s12966-015-0258-5","","2015-07-27","","University of Cambridge","International Journal of Behavioral Nutrition and Physical Activity","","","","Springer Nature","2015","","0","","2015","","2281.91"
"","1928.83","1928.83","","10.1007/s00787-015-0755-8","","2015-07-27","","University of Cambridge","European Child & Adolescent Psychiatry","","","","Springer Nature","2015","","0","","2015","","2657.38"
"","","","","","","","","","","","","","","","","","","","",""
"","1909.73","1909.73","","10.1016/j.eist.2015.07.010","","2015-07-28","","University of Cambridge","Environmental Innovation and Societal Transitions","","","","Elsevier BV","2015","","0","","2015","","2631.06"
"","","","","","","","","","","","","","","","","","","","",""
"","2282.44","2282.44","","10.1016/j.actbio.2015.07.034","","2015-07-28","","University of Cambridge","Acta Biomaterialia","","","","Elsevier BV","2015","","0","","2015","","3144.55"
"","3780","3780","","10.1038/ncomms9534","","2015-07-29","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","2015","","5207.76"
"","1800","1800","","10.1042/bj20150336","","2015-07-29","","University of Cambridge","Biochemical Journal","","","","Portland Press Ltd.","2015","","0","","2015","","2479.89"
"","3000","3000","","10.1242/dev.123851","","2015-07-29","","University of Cambridge","Development","","","","Company of Biologists","2015","","0","","2015","","4133.14"
"","1902.04","1902.04","","10.1016/j.tust.2015.07.016","","2015-07-29","","University of Cambridge","Tunnelling and Underground Space Technology","","","","Elsevier BV","2015","","0","","2015","","2620.47"
"","3780","3780","","10.1038/ncomms9265","","2015-07-29","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","2015","","5207.76"
"","2261.02","2261.02","","10.1016/j.neurobiolaging.2015.07.028","","2015-07-30","","University of Cambridge","Neurobiology of Aging","","","","Elsevier BV","2015","","0","","2015","","3115.04"
"","1043.68","1043.68","","10.1371/journal.pone.0135241","","2015-07-30","","University of Cambridge","PLOS ONE","","","","Public Library of Science (PLoS)","2015","","0","","2015","","1437.89"
"","2310.36","2310.36","","10.1002/ana.24495","","2015-07-30","","University of Cambridge","Annals of Neurology","","","","Wiley-Blackwell","2015","","0","","2015","","3183.02"
"","1537.87","1537.87","","10.1021/acs.oprd.5b00210","","2015-07-30","","University of Cambridge","Organic Process Research and Development","","","","American Chemical Society (ACS)","2015","","0","","2015","","2118.75"
