"","Title","Title.Alternative","Identifier","Publisher","Language","ISSN","EISSN","Keyword","Start.Year","End.Year","Added.on.date","Subjects","Country","Publication.fee","Further.Information","CC.License","Content.in.DOAJ"
"6166","Public Knowledge","","http://www.pkjournal.org/","Virginia Tech","English","1948-3511","","multidisciplinary,public,communication",2009,NA,"2010-12-02T15:10:28Z","Political science (General),Political science,Political Science,Law and Political Science","United States","N","","","Yes"
"6167","Studies in Self-Access Learning Journal","SiSAL","http://sisaljournal.org","Kanda University of International Studies","English","2185-3762","","ESL,language learning,writing centres,conversation lounge",2010,NA,"2010-12-03T13:41:17Z","Education (General),Education,Education,Social Sciences","Japan","N","http://sisaljournal.org/for-authors/submission-guidelines/","","Yes"
"6168","International Journal of Industrial Engineering & Production Research","IJEPR : International Journal of Industrial Engineering and Production Research","http://ijiepr.iust.ac.ir","Iran University of Science & Technology","English","2008-4889","","industrial engineering,management engineering,production mangement",2009,NA,"2010-12-06T15:03:44Z","Industrial engineering. Management engineering,Technology (General),Technology,Industrial Engineering,Technology and Engineering","Iran","N","http://ijiepr.iust.ac.ir/page.php?slct_pg_id=76&sid=1&slc_lang=en","","Yes"
"6169","Journal of Economic and Social Policy","JESP : Journal of Economic & Social Policy","http://epubs.scu.edu.au/jesp/","Southern Cross University","English","1325-2224","2202-4883","economic policy,public poliy,social welfare,economic history,economic development",2000,NA,"2010-12-06T16:34:09Z","Economic history and conditions,Social Sciences,Economics,Business and Economics,Social pathology. Social and public welfare. Criminology,Social Sciences,Social and Public Welfare,Sociology,Social Sciences","Australia","N","http://epubs.scu.edu.au/jesp/policies.html","","Yes"
"6170","International Journal of Computer Science and Engineering Survey","IJCSES : International journal of Computer Science & Engineering Survey","http://airccse.org/journal/ijcses/index.html","Academy & Industry Research Collaboration Center (AIRCC)","English","0976-3252","0976-2760","engineering,software engineering,computer science",2010,NA,"2010-12-07T09:02:33Z","Electronic computers. Computer science,Instruments and machines,Mathematics,Science,Computer Science,Technology and Engineering","India","Y","http://airccse.org/journal/ijcses/papersub.html","by","Yes"
"6171","Journal of Internet Business","","http://jib.debii.curtin.edu.au/","Journal of Internet Business","English","1832-1151","","internet firms,online banking,e-banking,online markets",2004,NA,"2010-12-07T09:15:58Z","Business,Commerce,Social Sciences,Business and Management,Business and Economics","Australia","N","http://jib.debii.curtin.edu.au/","","Yes"
"6172","Kurtziana","","http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-5962&lng=es&nrm=iso","Museo Botánico","Spanish","0075-7314","1852-5962","botany,applied botany,plant biology,mycology",2010,NA,"2010-12-07T13:03:55Z","Botany,Science,Botany,Biology,Biology and Life Sciences","Argentina","N","http://www.scielo.org.ar/revistas/kurtz/einstruc.htm","","Yes"
"6173","Annual Review of Education, Communication and Language Sciences","ARECLS","http://research.ncl.ac.uk/ARECLS/","Newcastle University","English","1743-159X","","linguistics,applied linguistics,language teaching",2004,NA,"2010-12-07T16:57:21Z","Education (General),Education,Education,Social Sciences","United Kingdom","N","http://research.ncl.ac.uk/ARECLS/submissions.html","","Yes"
"6174","Physicians Academy","","http://www.physicians-academy.com","Kashmir Academy of Private Physicians","English","0973-998X","","medicine",2007,NA,"2010-12-08T13:52:06Z","Medicine (General),Medicine,Medicine (General),Health Sciences","India","N","http://www.physicians-academy.com/article_guidelines.asp","","Yes"
"6175","Ingeniería Industrial","Revista Ingeniería Industrial","http://rii.cujae.edu.cu","Instituto Superior Politécnico José Antonio Echeverría (Cujae)","Spanish","0258-5960","1815-5936","ergonomics,occupational health,industrial statistics,logistics,artificial intelligence",2001,NA,"2010-12-08T16:34:29Z","Industrial engineering. Management engineering,Technology (General),Technology,Industrial Engineering,Technology and Engineering","Cuba","N","http://rii.cujae.edu.cu/index.php/revistaind/about/submissions#onlineSubmissions","by-nc","Yes"
"6176","International Journal of Sport Management, Recreation & Tourism","International Journal of Sport Management, Recreation and Tourism","http://www.ijsmart.eu/","International Journal of Sport Management, Recreation & Tourism","English","1791-874X","","sport management,recreation,tourism,sports tourism,sports marketing,outdoor",2008,NA,"2010-12-09T07:36:28Z","Sports,Recreation. Leisure,Geography. Anthropology. Recreation,Sports Science,Social Sciences","Canada","N","http://www.ijsmart.eu/?p=113","","Yes"
"6177","Revue de Recherche en Civilisation Américaine","","http://rrca.revues.org","Revue de Recherche en Civilisation Américaine","French,English","2101-048X","","American studies,American culture,American society,American economy,American politics",2009,NA,"2010-12-09T16:06:28Z","Social sciences (General),Social Sciences,Social Sciences","France","N","http://rrca.revues.org/index219.html","","Yes"
"6178","Boletín de Filología","Boletin de Filologia","http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-9303&lng=es&nrm=iso","Universidad de Chile","Spanish","0067-9674","0718-9303","linguistics,philology,Hispanic languages",2009,NA,"2010-12-10T08:44:31Z","Philology. Linguistics,Language and Literature,Linguistics,Languages and Literatures","Chile","N","http://www.scielo.cl/revistas/bfilol/iinstruc.htm","","Yes"
"6179","European Journal of Cardiovascular Medicine","EJCM","http://www.healthcare-bulletin.com/journals/cardiovascular-medicine/the-european-journal-of-cardiovascular-medicine/","Healthcare Bulletin","English","2042-4884","","cardiology,cardiovascular medicine,cardiovascular diseases,heart diseases",2010,NA,"2010-12-10T14:47:07Z","Diseases of the circulatory (Cardiovascular) system,Specialties of internal medicine,Internal medicine,Medicine,Cardiovascular,Medicine (General),Health Sciences","United Kingdom","N","http://www.healthcare-bulletin.com/for-authors/information-for-authors/","by-nc-sa","Yes"
"6180","Iranica Journal of Energy and Environment (IJEE)","Iranica Journal of Energy & Environment (IJEE)","http://idosi.org/ijee/ijee.htm","IDOSI","English","2079-2115","2079-2123","energy,environment",2010,NA,"2010-12-13T10:39:22Z","Environmental sciences,Geography. Anthropology. Recreation,Environmental Sciences,Earth and Environmental Sciences","Iran","N","http://idosi.org/instructions.htm","by-nc-sa","Yes"
"6181","JEP : eJournal of Education Policy","","https://www4.nau.edu/cee/jep/","Northern Arizona University","English","2158-9232","","public schools,educational policy,education and state",2000,NA,"2010-12-13T11:59:21Z","Education (General),Education,Education,Social Sciences","United States","N","http://nau.edu/COE/eJournal/Guidelines/","","Yes"
"6182","Journal of Clinical and Experimental Dentistry","Journal of Clinical & Experimental Dentistry","http://www.medicinaoral.com/odo/indice.htm","Medicina Oral S.L.","English","1989-5488","1989-5488","dentistry,oral medicine",2010,NA,"2010-12-13T12:57:23Z","Dentistry,Medicine,Dentistry,Health Sciences","Spain","N","http://www.medicinaoral.com/odo/02.pdf","","Yes"
"6183","Cardiovascular Journal","","http://www.banglajol.info/index.php/CARDIO/index","Bangladesh Society of Geriatric Cardiology","English","2071-0917","","cardiovascular medicine,cardiovascular surgery",2010,NA,"2010-12-14T08:44:42Z","Diseases of the circulatory (Cardiovascular) system,Specialties of internal medicine,Internal medicine,Medicine,Cardiovascular,Medicine (General),Health Sciences","Bangladesh","N","http://www.banglajol.info/index.php/CARDIO/about/submissions#authorGuidelines","","Yes"
"6184","Journal of Information and Communication Technology","JICT : Journal of ICT","http://www.jict.uum.edu.my/","UUM Press","English","1675-414X","2180-3862","information technology,communication technology,computer system organization,computer applications",2002,NA,"2010-12-14T10:48:52Z","Information technology,Industrial engineering. Management engineering,Technology (General),Technology,Computer Science,Technology and Engineering","Malaysia","N","http://jict.uum.edu.my/index.php?option=com_content&view=article&id=21&Itemid=38","","Yes"
"6185","Revista Româna de Studii Baltice si Nordice","Romanian Journal for Baltic and Nordic Studies","http://www.arsbn.ro/RRSBN.htm","Asociatia Romana pentru Studii Baltice si Nordice","English","2067-1725","2067-225X","history,culture,economics,Baltic studies,Nordic studies",2009,NA,"2010-12-14T11:09:51Z","History of Northern Europe. Scandinavia,History (General) and history of Europe,History,History and Archaeology,International relations,Political science,Political Science,Law and Political Science","Romania","N","http://www.arsbn.ro/submission-guidelines.htm","by","Yes"
"6186","Open Access Journal of Sports Medicine","","http://www.dovepress.com/open-access-journal-of-sports-medicine-journal","Dove Medical Press","English","1179-1543","","sports medicine,physiotherapy",2010,NA,"2010-12-14T15:47:46Z","Sports medicine,Special situations and conditions,Internal medicine,Medicine,Sports Medicine,Medicine (General),Health Sciences","United Kingdom","Y","http://www.dovepress.com/author_guidelines.php?folder_id=222","","Yes"
"6187","Patient Related Outcome Measures","","http://www.dovepress.com/patient-related-outcome-measures-journal","Dove Medical Press","English","1179-271X","","patient care,patient satisfaction,treatment outcome,health care evaluation",2010,NA,"2010-12-14T16:19:46Z","Public aspects of medicine,Medicine,Public Health,Health Sciences","United Kingdom","Y","http://www.dovepress.com/author_guidelines.php?folder_id=222","","Yes"
"6188","Transplant Research and Risk Management","Transplant Research & Risk Management","http://www.dovepress.com/transplant-research-and-risk-management-journal","Dove Medical Press","English","1179-1616","","transplantation,screening,tissue matching,rejection management,risk management",2010,NA,"2010-12-15T11:03:03Z","Surgery,Medicine,Surgery,Medicine (General),Health Sciences","United Kingdom","Y","http://www.dovepress.com/author_guidelines.php?folder_id=222","","Yes"
"6189","Gerais : Revista Interinstitucional de Psicologia","","http://www.fafich.ufmg.br/gerais/index.php/gerais","Universidade Federal de Uberlândia","Portuguese","1983-8220","","psychology",2008,NA,"2010-12-20T16:06:49Z","Psychology,Philosophy. Psychology. Religion,Psychology,Social Sciences","Brazil","N","http://www.fafich.ufmg.br/gerais/index.php/gerais/about/submissions#authorGuidelines","","Yes"
"6190","Pandaemonium Germanicum : Revista de Estudos Germanísticos","","http://www.scielo.br/scielo.php?script=sci_serial&pid=1982-8837&nrm=iso&lng=pt","Universidade de São Paulo","Portuguese,German","1414-1906","1982-8837","linguistics,translation studies,German language,German literature,German studies",1997,NA,"2010-12-21T11:22:06Z","Germanic languages. Scandinavian languages,Language and Literature,Languages and Literatures,Philology. Linguistics,Language and Literature,Linguistics,Languages and Literatures","Brazil","N","http://www.fflch.usp.br/dlm/alemao/pandaemoniumgermanicum/site/index.php?option=com_content&view=article&id=7&Itemid=6&lang=pt","by-nc-nd","Yes"
"6191","International Journal of Interferon, Cytokine and Mediator Research","International Journal of Interferon, Cytokine & Mediator Research","http://www.dovepress.com/international-journal-of-interferon-cytokine-and-mediator-research-journal","Dove Medical Press","English","1179-139X","","inflammation,inflammatory diseases,inflammatory mediators,cytokines,interferons",2010,NA,"2010-12-21T13:04:47Z","Pathology,Medicine,Pathology,Medicine (General),Health Sciences","United Kingdom","Y","http://www.dovepress.com/author_guidelines.php?folder_id=222","","Yes"
"6192","Nutrition and Dietary Supplements","Nutrition & Dietary Supplements","http://www.dovepress.com/nutrition-and-dietary-supplements-journal","Dove Medical Press","English","1179-1489","","public health,dietary strategies,nutrition,metabolism,epidemiology",2010,NA,"2010-12-21T13:26:01Z","Public aspects of medicine,Medicine,Public Health,Health Sciences","United Kingdom","Y","http://www.dovepress.com/author_guidelines.php?folder_id=222","","Yes"
"6193","Eye and Brain","Eye & Brain","http://www.dovepress.com/eye-and-brain-journal","Dove Medical Press","English","1179-2744","","neuro-ophthalmology,ocular motility disorders,strabismus",2010,NA,"2010-12-21T15:28:10Z","Ophthalmology,Medicine,Ophthalmology,Medicine (General),Health Sciences","United Kingdom","Y","http://www.dovepress.com/journal_pricing_bands.php?journal_id=79","","Yes"
"6194","EMAJ : Electronic Melbourne Art Journal","","http://emajartjournal.com/","EMAJ","English","1835-6656","","fine arts,history of arts",2005,NA,"2010-12-22T11:55:20Z","History of the arts,Arts in general,Fine Arts,History of arts,Arts and Architecture","Australia","N","http://emajartjournal.com/submission-guidelines/","","Yes"
"6195","ICGST International Journal on Graphics, Vision and Image Processing","","http://www.icgst.com/gvip/journal/Issues.html","ICGST","English","1687-398X","1687-3998","graphics,vision,image processing,computer-aided graphic design",2005,NA,"2010-12-30T09:06:00Z","Electronic computers. Computer science,Instruments and machines,Mathematics,Science,Computer Science,Technology and Engineering","United Arab Emirates","Y","http://www.icgst.com/fee.html","by","Yes"
"6196","Mutatis Mutandis : Revista Latinoamericana de Traducción","Mutatis Mutandis : Revista Latinoamericana de Traduccion","http://aprendeenlinea.udea.edu.co/revistas/index.php/mutatismutandis","Universidad de Antioquia","Spanish,English,French,Portuguese","2011-799X","","translation studies,translation practice,translating and interpreting",2008,NA,"2011-01-04T09:47:40Z","Philology. Linguistics,Language and Literature,Linguistics,Languages and Literatures","Colombia","N","http://aprendeenlinea.udea.edu.co/revistas/index.php/mutatismutandis/about/submissions#authorGuidelines","","Yes"
"6197","International Journal of Advanced Networking and Applications","IJANA","http://www.ijana.in","Eswar Publications","English","0975-0290","0975-0282","information technologies,communication technologies,networks",2009,NA,"2011-01-04T16:20:58Z","Information technology,Industrial engineering. Management engineering,Technology (General),Technology,Computer Science,Technology and Engineering","India","Y","http://www.ijana.in/index_files/Page358.htm","","Yes"
"6198","Investigaciones ANDINA","","http://www.scielo.unal.edu.co/scielo.php?script=sci_serial&pid=0124-8146&lng=en&nrm=iso","Fundación Universitaria del Área Andina","Spanish","0124-8146","","health sciences,public health",2007,NA,"2011-01-11T16:34:32Z","Public aspects of medicine,Medicine,Public Health,Health Sciences","Colombia","N","http://www.scielo.unal.edu.co/revistas/inan/iinstruc.htm","","Yes"
"6199","Journal für Gynäkologische Endokrinologie","","http://www.kup.at/journals/gynaekologie/index.html","Krause & Pachernegg GMBH","German","1997-6690","1996-1553","assisted reproduction,contraception,menopause",2008,NA,"2011-01-13T16:40:42Z","Gynecology and obstetrics,Medicine,Gynecology and Obstetrics,Medicine (General),Health Sciences","Austria","N","http://www.kup.at/journals/gynaekologie/richtlinien.html","","Yes"
"6200","Anuario de Estudios Americanos","","http://estudiosamericanos.revistas.csic.es","Consejo Superior de Investigaciones Cientificas","Spanish,English,French,Portuguese","0210-5810","1988-4273","Latin American history,Spanish American history,multidisciplinary Latin American studies",1994,NA,"2011-01-14T09:35:35Z","Latin America. Spanish America,History America,History,History and Archaeology","Spain","N","http://estudiosamericanos.revistas.csic.es/index.php/estudiosamericanos/about/submissions#authorGuidelines","by-nc","Yes"
"6201","Behemoth : a Journal on Civilisation","","http://www.behemoth-journal.de/","Walter de Gruyter","English,German","1866-2447","","governance,political sociology,discourse analysis,security studies",2008,NA,"2011-01-17T09:41:13Z","Political science (General),Political science,Political Science,Law and Political Science","Germany","N","http://www.behemoth-journal.de/style-sheet/","","Yes"
"6202","International Journal of Agriculture and Biology","","http://www.fspublishers.org/ijab/index_ijab.jsp","Friends Science Publishers","English","1560-8530","1814-9596","agricultural chemistry,genetic engineering,biotechnology,environmental sciences,health sciences,agricultural engineering",1999,NA,"2011-01-17T13:26:42Z","Agriculture (General),Agriculture,Agriculture (General),Agriculture and Food Sciences,Biology (General),Science,Biology,Biology and Life Sciences","Pakistan","Y","http://www.fspublishers.org/ijab/guide.jsp","","Yes"
"6203","Proceedings of the MSTU","Вестник МГТУ","http://vestnik.mstu.edu.ru/","Murmansk State Technical University","Russian","1560-9278","1997-4736","philosopy,social sciences,natural sciences",1998,NA,"2011-01-19T10:49:14Z","General Works,Multidisciplinary,General Works","Russia","N","http://vestnik.mstu.edu.ru/rules/","","Yes"
"6204","Euscorpius","Occasional Publications in Scorpiology","http://www.science.marshall.edu/fet/euscorpius/","Marshall University","English","1536-9307","","scorpions,taxonomy,morphology,systematics,evolution,behaviour",2001,NA,"2011-01-21T10:17:53Z","Zoology,Science,Zoology,Biology,Biology and Life Sciences","United States","N","http://www.science.marshall.edu/fet/Euscorpius/INST.HTM","","Yes"
"6205","Biomedical Engineering and Computational Biology","","http://www.la-press.com/biomedical-engineering-and-computational-biology-journal-j170","Libertas Academica","English","1179-5972","","bioinformatics,mathematical modeling,computer-aided decision making,medical informatics",2010,NA,"2011-01-21T11:12:26Z","Biology (General),Science,Biology,Biology and Life Sciences","New Zealand","Y","http://www.la-press.com/author_resources.php?folder_id=121","by","Yes"
"6206","Cuadernos de Desarrollo Rural","","http://cdr.javeriana.edu.co","Pontificia Universidad Javeriana","Spanish","0122-1450","2215-7727","agriculture,agricultural economics,agricultural industries,rural development,Latin America",2003,NA,"2011-01-21T12:01:57Z","Agriculture (General),Agriculture,Agriculture (General),Agriculture and Food Sciences","Colombia","N","http://revistas.javeriana.edu.co/index.php/desarrolloRural/about/submissions#authorGuidelines","","Yes"
"6207","Meta-Carto-Semiotics","","http://meta-carto-semiotics.org/","Meta-Carto-Semiotics","English,German","1868-1387","","theoretical cartography,semiotics,sign systems,philosophy of cartography",2008,NA,"2011-01-24T11:28:36Z","Mathematical geography. Cartography,Geography. Anthropology. Recreation,Geography,Earth and Environmental Sciences","Germany","N","http://meta-carto-semiotics.org/index.php?page=submissions","by-nc-nd","Yes"
"6208","Testo & Senso","Testo e Senso","http://www.testoesenso.it","Testo & Senso","Italian","2036-2293","","humanities,art",2006,NA,"2011-01-24T11:33:18Z","Language and Literature,Languages and Literatures","Italy","N","http://www.testoesenso.it/support","","Yes"
"6209","Iranian Journal of Management Studies","IJMS","http://www.ijms.ir/index.htm","University of Tehran","English","2008-7055","","human resources,management",2009,NA,"2011-01-24T12:51:51Z","Management. Industrial management,Industries. Land use. Labor,Social Sciences,Business and Management,Business and Economics","Iran","N","http://www.ijms.ir/pg/Authors_Guidelines.htm","","Yes"
"6210","Humanities Diliman","","http://journals.upd.edu.ph/index.php/humanitiesdiliman","University of the Philippines","English,Spanish,Filipino","1655-1532","2012-0788","fine arts,literature,culture,postcolonial theory,humanities",2000,NA,"2011-01-24T13:06:11Z","General Works,Multidisciplinary,General Works","Philippines","N","http://journals.upd.edu.ph/index.php/humanitiesdiliman/about/submissions#authorGuidelines","","Yes"
"6211","Canadian Journal of University Continuing Education ","Revue Canadienne de l'Éducation Permanente Universitaire","http://ejournals.library.ualberta.ca/index.php/cjuce-rcepu/index","Canadian Association for University Continuing Education","English,French","0318-9090","","higher education,adult education,universities",2009,NA,"2011-01-24T14:27:10Z","Special aspects of education,Education,Education,Social Sciences","Canada","N","http://ejournals.library.ualberta.ca/index.php/cjuce-rcepu/about/submissions#authorGuidelines","","Yes"
"6212","American Society for Aesthetics Graduate E-Journal","ASAGE","http://www.asage.org","American Society for Aesthetics","English","1946-1879","","philosophy of art,aesthetics",2008,NA,"2011-01-25T10:49:35Z","Aesthetics,Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion","United States","N","http://www.asage.org/index.php/ASAGE/about/submissions#authorGuidelines","","Yes"
"6213","Abraham Zelmanov Journal","","http://zelmanov.ptep-online.com/index.html","Abraham Zelmanov Journal","English","1654-9163","","general relativity,gravitation,cosmology",2008,NA,"2011-01-25T10:59:04Z","Geophysics. Cosmic physics,Physics,Science,Geophysics and Geomagnetism,Earth and Environmental Sciences","Sweden","N","http://zelmanov.ptep-online.com/index.html","by-nc-nd","Yes"
"6214","Pensando : Revista de Filosofia","","http://www.ojs.ufpi.br/index.php/pensando","Universidade Federal do Piauí","English,French,Portuguese","2178-843X","","philosophical theory",2010,NA,"2011-01-25T11:03:18Z","Philosophy (General),Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion","Brazil","N","http://www.ojs.ufpi.br/index.php/pensando/about/submissions#authorGuidelines","by","Yes"
"6215","Frontiers in Physiology","","http://frontiersin.org/physiology/","Frontiers Media","English","1664-042X","","biophysics,aquatic physiology,fractal physiology,systems physiology",2010,NA,"2011-01-25T13:34:02Z","Physiology,Science,Physiology,Biology,Biology and Life Sciences","Switzerland","Y","http://www.frontiersin.org/cardiac_electrophysiology/fees","","Yes"
"6216","Frontiers in Neuroenergetics","","http://www.frontiersin.org/neuroenergetics/","Frontiers Media","English","1662-6427","","neurosciences,information processing,energy flux,metabolic pathways",2009,NA,"2011-01-25T14:08:24Z","Neurosciences. Biological psychiatry. Neuropsychiatry,Internal medicine,Medicine,Neurology,Medicine (General),Health Sciences","Switzerland","Y","http://www.frontiersin.org/neuroenergetics/fees","","Yes"
"6217","Journal of Inequalities and Special Functions","Journal of Inequalities & Special Functions","http://91.187.98.171/ilirias/jiasf/","Ilirias Corporation","English","2217-4303","","mathematical analysis,applied mathematics",2010,NA,"2011-01-28T09:20:05Z","Mathematics,Science,Mathematics,Mathematics and Statistics","Kosova","Y","http://91.187.98.171/ilirias/jiasf/subscribe.html","","Yes"
"6218","International Journal of Grid Computing & Applications","International Journal of Grid Computing and Applications","http://www.airccse.org/journal/ijgca/ijgca.html","Academy & Industry Research Collaboration Center (AIRCC)","English","2229-3949","0976-9404","service-oriented computing,large-scale data management",2010,NA,"2011-01-31T11:31:12Z","Electronic computers. Computer science,Instruments and machines,Mathematics,Science,Computer Science,Technology and Engineering","India","Y","http://www.airccse.org/journal/ijgca/papersub.html","by","Yes"
"6219","International Journal of Molecular Epidemiology and Genetics","IJMEG","http://www.ijmeg.org/","e-Century Publishing Corporation","English","1948-1756","","medicine,genes",2010,NA,"2010-02-02T16:29:27Z","Genetics,Biology (General),Science,Genetics,Biology,Biology and Life Sciences","United States","Y","http://www.ijmeg.org/ForAuthors.html","","Yes"
"6220","Annalen der Chemischen Forschung","","http://www.aocsr.com","Ingenious Knowledge Solutions","English","2321-1725","","biochemistry,material science,physical chemistry",2013,NA,"2013-06-10T19:23:33Z","Chemistry,Science,Chemistry (General),Chemistry","India","Y","http://www.aocsr.com/index.php/ct-menu-item-7/ct-menu-item-10.html","","Yes"
"6221","The New School Psychology Bulletin","NSPB","http://www.nspb.net","New School University","English","1931-793X","1931-7948","psychology studies,psychology research",2003,NA,"2010-02-04T10:52:21Z","Psychology,Philosophy. Psychology. Religion,Psychology,Social Sciences","United States","N","http://www.nspb.net/index.php/nspb/about/submissions#authorGuidelines","by","Yes"
"6222","Simon Fraser University Educational Review","SFU Educational Review","http://journals.sfu.ca/sfuer/index.php/sfuer","Simon Fraser University","English","1916-050X","","teaching,learning,research,scholarship",2007,NA,"2010-02-04T11:03:27Z","Theory and practice of education,Education,Education,Social Sciences","Canada","N","http://journals.sfu.ca/sfuer/index.php/sfuer/about/submissions#authorGuidelines","","Yes"
"6223","Avicenna Journal of Medical Biotechnology","","http://www.ajmb.org/En/","Avicenna Research Institute, Iranian Academic Center for Education, Culture and Research","English","2008-2835","2008-4625","biotechnology,medical genetics,molecular therapy,applied immunology,regenerative medicine",2009,NA,"2010-02-04T11:15:24Z","Medicine (General),Medicine,Medicine (General),Health Sciences","Iran","N","http://www.ajmb.org/En/forAuthors.aspx","","Yes"
"6224","Khyber Medical University Journal","","http://www.kmuj.kmu.edu.pk/index","Khyber Medical University","English","2305-2643","2305-2651","clinical laboratory research",2012,NA,"2013-09-13T16:05:40Z","Medicine (General),Medicine,Medicine (General),Health Sciences","Pakistan","N","http://www.kmuj.kmu.edu.pk/about/submissions#authorGuidelines","","Yes"
"6225","Schweizerisches Medizin-Forum","Swiss Medical Forum","http://www.medicalforum.ch/fuer-leser/aktuelle-nummer/?L=0'","Swiss Medical Publishers Ltd.","German","1424-3784","1424-4020","medical education",2001,NA,"2010-02-05T13:33:32Z","Internal medicine,Medicine,Internal medicine,Medicine (General),Health Sciences","Switzerland","N","http://www.medicalforum.ch/fuer-autoren/autorenrichtlinien/","by-nc-nd","Yes"
"6226","Revista Română de Geografie Politică","","http://rrgp.uoradea.ro","Editura Universitatii din Oradea","English","1582-7763","2065-1619","political geography,geopolitics,territorial planning",2008,NA,"2010-02-08T10:29:48Z","Geography (General),Geography. Anthropology. Recreation,Geography,Earth and Environmental Sciences","Romania","N","http://rrgp.uoradea.ro/index_files/Publication_Requirements.htm","","Yes"
"6227","Botanica Serbica","","http://botanicaserbica.bio.bg.ac.rs/","University of Belgrade","English","1821-2158","1821-2638","plant sciences,plant ecology",2009,NA,"2010-02-08T13:40:23Z","Botany,Science,Botany,Biology,Biology and Life Sciences","Serbia","N","http://botanicaserbica.bio.bg.ac.rs/authors.html","","Yes"
"6228","Digital Culture & Education","DCE","http://www.digitalcultureandeducation.com","Digital Culture & Education (DCE)","English","1836-8301","","digital culture,education,digital games,networks,new media",2009,NA,"2010-03-31T16:56:24Z","Visual arts,Fine Arts,Visual Arts,Arts and Architecture,Electronic computers. Computer science,Instruments and machines,Mathematics,Science,Computer Science,Technology and Engineering","United Kingdom","N","http://www.digitalcultureandeducation.com/submissions/","","Yes"
"6229","Biomedicine International","","http://www.bmijournal.org/index.php/bmi/about/index","Biomedicine International, Inc.","English","2008-6733","","biology,medicine,pharmacology,diseases",2010,NA,"2010-03-31T17:55:07Z","Medicine (General),Medicine,Medicine (General),Health Sciences","Iran","N","http://www.bmijournal.org/index.php/bmi/about/submissions#authorGuidelines","","Yes"
"6230","Journal of Physical Science","","http://www.usm.my/jps","Universiti Sains Malaysia Press","English","1675-3402","1985-8337","physics,chemistry,material science",2007,NA,"2010-04-01T16:41:44Z","Science (General),Science,Science (General),Science General","Malaysia","N","http://www.usm.my/jps/GUIDE%20FOR%20AUTHORS.pdf","","Yes"
"6231","International Journal of Agronomy","","http://www.hindawi.com/journals/ija/","Hindawi Publishing Corporation","English","1687-8159","1687-8167","agronomy",2009,NA,"2010-04-12T12:36:10Z","Agriculture (General),Agriculture,Agriculture (General),Agriculture and Food Sciences","Egypt","Y","http://www.hindawi.com/journals/ija/apc/","by","Yes"
"6232","Dermatology Research and Practice","","http://www.hindawi.com/journals/drp/","Hindawi Publishing Corporation","English","1687-6105","1687-6113","dermatology",2009,NA,"2010-04-12T15:44:58Z","Dermatology,Medicine,Dermatology,Medicine (General),Health Sciences","Egypt","Y","http://www.hindawi.com/journals/drp/apc/","by","Yes"
"6233","Romanian Review of European Governance Studies","","http://www.cassoe.ro/index.php?q=revista/curente","Altiero Spinelli Center for the Study of European Governance","English,Romanian","2066-4885","","international relations,european studies,integration,governance",2009,NA,"2010-04-13T10:33:46Z","Political institutions and public administration (General),Political science,Political Science,Law and Political Science","Romania","N","http://www.cassoe.ro","by-nc-nd","Yes"
"6234","Solutions Journal","","http://www.thesolutionsjournal.com/","Solutions Journal","English","2154-0896","2154-0926","economy,environment,ecology,desirable future,society,sustainability",2010,NA,"2010-04-13T13:55:26Z","Environmental sciences,Geography. Anthropology. Recreation,Environmental Sciences,Earth and Environmental Sciences","United States","N","http://www.thesolutionsjournal.com/authorguidelines","by-nc-sa","Yes"
"6235","Looking Glass : New Perspectives on Children's Literature","","http://www.lib.latrobe.edu.au/ojs/index.php/tlg","La Trobe University","English","1551-5680","","children's literature,young adult literature,literary criticism,literary analysis",2001,NA,"2010-04-16T10:31:51Z","Literature (General),Language and Literature,Languages and Literatures","Australia","N","http://www.lib.latrobe.edu.au/ojs/index.php/tlg/about/submissions#authorGuidelines","","Yes"
"6236","Journal of Stem Cells and Regenerative Medicine","","http://www.pubstemcell.com","German Stem Cell Society","English","0973-7154","","stem cells,regenerative medicine,autologous immune enhancement therapy",2007,NA,"2010-04-16T11:02:12Z","Medicine (General),Medicine,Medicine (General),Health Sciences","India","Y","http://www.pubstemcell.com/authors.htm","by","Yes"
"6237","Cholesterol","","http://www.hindawi.com/journals/chol/","Hindawi Publishing Corporation","English","2090-1283","2090-1291","cell membranes",2010,NA,"2010-10-01T16:51:33Z","Medicine (General),Medicine,Medicine (General),Health Sciences","Egypt","Y","http://www.hindawi.com/journals/chol/apc/","by","Yes"
"6238","Rehabilitation Research and Practice","","http://www.hindawi.com/journals/rerp/","Hindawi Publishing Corporation","English","2090-2867","2090-2875","rehabilitation medicine",2010,NA,"2010-10-01T17:19:21Z","Medicine (General),Medicine,Medicine (General),Health Sciences","Egypt","Y","http://www.hindawi.com/journals/rerp/apc/","by","Yes"
