institution;period;PMCID;PMID;DOI;Publisher;Journal title;ISSN;euro;is_hybrid
Wellcome Trust;2014;PMC3824089;24273508;10.3389/fncom.2013.00158;Frontiers;Frontiers in Computational Neuroscience;1662-5188;711.06;FALSE
Wellcome Trust;2014;PMC4033843;24904650;10.3389/fgene.2014.00157;Frontiers;Frontiers in Genetics;1664-8021;1213.12;FALSE
Wellcome Trust;2014;PMC3807040;24167519;10.3389/fgene.2013.00212;Frontiers;Frontiers in Genetics;1664-8021;1176.26;FALSE
Wellcome Trust;2014;PMC3923150;24592230;10.3389/fnhum.2014.00068;Frontiers;Frontiers in Human Neuroscience;1662-5161;1477.53;FALSE
Wellcome Trust;2014;PMC3941194;24624071;10.3389/fnhum.2014.00108;Frontiers;Frontiers in Human Neuroscience;1662-5161;1477.53;FALSE
Wellcome Trust;2014;PMC4030191;24860482;10.3389/fnhum.2014.00302;Frontiers;Frontiers in Human Neuroscience;1662-5161;1477.53;FALSE
Wellcome Trust;2014;PMC4110628;25120460;10.3389/fnhum.2014.00567;Frontiers;Frontiers in Human Neuroscience;1662-5161;1477.53;FALSE
Wellcome Trust;2014;PMC4112936;25120447;10.3389/fnhum.2014.00535;Frontiers;Frontiers in Human Neuroscience;1662-5161;1477.53;FALSE
Wellcome Trust;2014;PMC4115635;25126064;10.3389/fnhum.2014.00506;Frontiers;Frontiers in Human Neuroscience;1662-5161;1477.53;FALSE
Wellcome Trust;2014;PMC4147849;25221492;10.3389/fnhum.2014.00639;Frontiers;Frontiers in Human Neuroscience;1662-5161;1477.53;FALSE
Wellcome Trust;2014;PMC3865602;24399947;10.3389/fnhum.2013.00864;Frontiers;Frontiers in Human Neuroscience;1662-5161;886.52;FALSE
Wellcome Trust;2014;PMC3908611;24550807;10.3389/fnhum.2014.00024;Frontiers;Frontiers in Human Neuroscience;1662-5161;886.52;FALSE
Wellcome Trust;2014;PMC3971175;24723872;10.3389/fnhum.2014.00160;Frontiers;Frontiers in Human Neuroscience;1662-5161;886.52;FALSE
Wellcome Trust;2014;PMC4018561;24834043;10.3389/fnhum.2014.00246;Frontiers;Frontiers in Human Neuroscience;1662-5161;886.52;FALSE
Wellcome Trust;2014;PMC4071291;25018724;10.3389/fnhum.2014.00457;Frontiers;Frontiers in Human Neuroscience;1662-5161;886.52;FALSE
Wellcome Trust;2014;PMC4165350;25278860;10.3389/fnhum.2014.00709;Frontiers;Frontiers in Human Neuroscience;1662-5161;886.52;FALSE
Wellcome Trust;2014;PMC4189329;25339879;10.3389/fnhum.2014.00749;Frontiers;Frontiers in Human Neuroscience;1662-5161;886.52;FALSE
Wellcome Trust;2014;PMC4237059;25477800;10.3389/fnhum.2014.00825;Frontiers;Frontiers in Human Neuroscience;1662-5161;886.52;FALSE
Wellcome Trust;2014;PMC3845206;24348359;10.3389/fnhum.2013.00784;Frontiers;Frontiers in Human Neuroscience;1662-5161;711.06;FALSE
Wellcome Trust;2014;PMC3824150;24273502;10.3389/fnhum.2013.00730;Frontiers;Frontiers in Human Neuroscience;1662-5161;391.37;FALSE
Wellcome Trust;2014;PMC4122162;25140138;10.3389/fnhum.2014.00565;Frontiers;Frontiers in Human Neuroscience ;1662-5161;885.81;FALSE
Wellcome Trust;2014;PMC3734367;23964274;10.3389/fimmu.2013.00223;Frontiers;Frontiers in Immunological Memory;1664-3224;1693.16;FALSE
Wellcome Trust;2014;PMC4105846;25101088;10.3389/fimmu.2014.00347;Frontiers;Frontiers in Immunology;1664-3224;1126.71;FALSE
Wellcome Trust;2014;PMC3924148;24592267;10.3389/fimmu.2014.00061;Frontiers;Frontiers in Immunology;1664-3224;970.01;FALSE
Wellcome Trust;2014;PMC4215630;25400633;10.3389/fimmu.2014.00535;Frontiers;Frontiers in Immunology;1664-3224;740.24;FALSE
;;;;;;;;;
Wellcome Trust;2014;PMC4034419;24904539;10.3389/fmicb.2014.00224;Frontiers;Frontiers in Microbiology;1664-302X;1157.22;FALSE
Wellcome Trust;2014;PMC4103422;25101074;10.3389/fmicb.2014.00374;Frontiers;Frontiers in Microbiology;1664-302X;666.58;FALSE
Wellcome Trust;2014;PMC3873601;24416034;10.3389/fimmu.2013.00495;Frontiers;Frontiers in Molecular Innate Immunity;1664-3224;1164.28;FALSE
Wellcome Trust;2014;PMC3870274;24391550;10.3389/fncir.2013.00203;Frontiers;Frontiers in Neural Circuits;1662-5110;886.52;FALSE
Wellcome Trust;2014;PMC4097946;25076887;10.3389/fneng.2014.00027;Frontiers;Frontiers in Neuroengineering;1662-6443;1877.86;FALSE
Wellcome Trust;2014;PMC4010751;24808859;10.3389/fneng.2014.00010;Frontiers;Frontiers in Neuroengineering;1662-6443;1157.22;FALSE
Wellcome Trust;2014;PMC4032985;24904251;10.3389/fnins.2014.00087;Frontiers;Frontiers in Neuroengineering;1662-4548, 1662-453X;1157.22;FALSE
Wellcome Trust;2014;PMC4021120;24847246;10.3389/fninf.2014.00048;Frontiers;Frontiers in Neuroinformatics;1662-5196;1477.53;FALSE
Wellcome Trust;2014;PMC4174883;25309419;10.3389/fninf.2014.00079;Frontiers;Frontiers in Neuroinformatics;1662-5196;1182.02;FALSE
Wellcome Trust;2014;PMC3867689;24391582;10.3389/fninf.2013.00036;Frontiers;Frontiers in Neuroinformatics;1662-5196;886.52;FALSE
Wellcome Trust;2014;PMC3931263;24600389;10.3389/fninf.2014.00016;Frontiers;Frontiers in Neuroinformatics;1662-5196;886.52;FALSE
Wellcome Trust;2014;PMC3865426;24381535;10.3389/fnins.2013.00241;Frontiers;Frontiers in Neurology;1662-4548, 1662-453X;1477.53;FALSE
Wellcome Trust;2014;PMC4159978;25309307;10.3389/fnins.2014.00278;Frontiers;Frontiers in Neurology;1662-4548, 1662-453X;1182.02;FALSE
Wellcome Trust;2014;PMC3980102;24765079;10.3389/fpsyt.2014.00033;Frontiers;Frontiers in Neuropsychiatric Imaging and Stimulation;1664-0640;1168.55;FALSE
Wellcome Trust;2014;PMC3857563;24339801;10.3389/fnins.2013.00233;Frontiers;Frontiers in Neuroscience;1662-4548, 1662-453X;2348.94;FALSE
Wellcome Trust;2014;PMC3849845;24363641;10.3389/fnins.2013.00228;Frontiers;Frontiers in Neuroscience;1662-4548, 1662-453X;1477.53;FALSE
Wellcome Trust;2014;PMC3868018;24391615;10.3389/fpsyg.2013.00952;Frontiers;Frontiers in Neuroscience;1664-1078;886.52;FALSE
Wellcome Trust;2014;PMC3909828;24550874;10.3389/fpsyg.2014.00060;Frontiers;Frontiers in Perception Science;1664-1078;1964.47;FALSE
Wellcome Trust;2014;PMC4010794;24808897;10.3389/fpls.2014.00153;Frontiers;Frontiers in Plant Science;1664-462X;1157.22;FALSE
Wellcome Trust;2014;PMC3871715;24399975;10.3389/fpsyt.2013.00176;Frontiers;Frontiers in Psychiatry;1664-0640;886.52;FALSE
Wellcome Trust;2014;PMC3952480;24659974;10.3389/fpsyg.2014.00204;Frontiers;Frontiers in Psychology;1664-1078;1937.04;FALSE
Wellcome Trust;2014;PMC3930917;24600422;10.3389/fpsyg.2014.00124;Frontiers;Frontiers in Psychology;1664-1078;886.52;FALSE
Wellcome Trust;2014;PMC4081976;25071636;10.3389/fpsyg.2014.00662;Frontiers;Frontiers in Psychology;1664-1078;886.52;FALSE
Wellcome Trust;2014;PMC4191565;25346710;10.3389/fpsyg.2014.01133;Frontiers;Frontiers in Psychology;1664-1078;711.06;FALSE
Wellcome Trust;2014;PMC3734369;23964206;10.3389/fnsys.2013.00038;Frontiers;Frontiers in Systems Neuroscience;1662-5137;706.03;FALSE
Wellcome Trust;2014;PMC4076794;25071763;10.3389/fimmu.2014.00302;Frontiers;Inflammation;1664-3224;952.77;FALSE
Wellcome Trust;2014;PMC4052735;24999320;10.3389/fnsys.2014.00107;Frontiers;Journal of Law and the Biosciences;1662-5137;943.65;FALSE
Wellcome Trust;2014;PMC4122160;;10.3389/fphys.2014.00281;Frontiers;Membrane Physiology and Membrane Biophysics;1664-042X;945.88;FALSE
Wellcome Trust;2014;PMC4143964;25206355;10.3389/fimmu.2014.00400;Frontiers;T Cell Biology ;1664-3224;936.70;FALSE
Wellcome Trust;2014;PMC4233403;24579949;10.2217/epi.13.79;Future Medicine;Epigenomics;1750-1911, 1750-192X;2076.55;TRUE
;;;;;;;;;
Wellcome Trust;2014;PMC3904215;24199805;10.2217/fmb.13.109;Future Medicine;Future Microbiology;1746-0913, 1746-0921;2491.86;TRUE
Wellcome Trust;2014;PMC3943176;24611071;10.2217/pme.13.33;Future Medicine;Personalized Medicine;1741-0541;2242.67;TRUE
Wellcome Trust;2014;PMC4077757;24617969;10.2217/rme.14.17;Future Medicine;Regenerative Medicine;1746-0751, 1746-076X;1644.63;TRUE
Wellcome Trust;2014;;24579944;10.2217/epi.13.74;Future Medicine;Epigenomics;1750-1911, 1750-192X;2076.55;TRUE
Wellcome Trust;2014;;24957089;10.2217/fmb.14.24;Future Medicine;Future Microbiology;1746-0913, 1746-0921;2491.86;TRUE
Wellcome Trust;2014;PMC4089899;25018771;10.2217/ijr.14.10;Future Medicine Ltd;International Journal of Clinical Rheumatology;1758-4272, 1758-4280;2491.86;TRUE
Wellcome Trust;2014;PMC3909837;24236483;10.2217/pgs.13.183;Future Medicine Ltd;Pharmacogenomics;1462-2416, 1744-8042;2076.55;TRUE
;;;;;;;;;
Wellcome Trust;2014;PMC4063931;24717176;10.1534/genetics.114.164822;Genetics Society of America;Genetics;0016-6731, 1943-2631;1103.10;TRUE
Wellcome Trust;2014;PMC4131118;25143830;10.1155/2014/646504;Hindawi;Journal of Obesity;2090-0708, 2090-0716;675.12;FALSE
Wellcome Trust;2014;PMC3976844;24757284;10.1155/2014/481206;Hindawi;Mediators of Inflammation;0962-9351, 1466-1861;1172.09;FALSE
Wellcome Trust;2014;;24918496;10.1123/japa.2013-0142;Human Kinetics;Journal of Aging and Physical Activity;1063-8652, 1543-267X;1461.56;TRUE
Wellcome Trust;2014;PMC3956491;24286442;10.3109/13506129.2013.862229;Informa;Amyloid;1350-6129, 1744-2818;3468.10;TRUE
Wellcome Trust;2014;PMC4134047;24810796;10.3109/15563650.2014.915411;Informa;Clinical Toxicology;1556-3650, 1556-9519;2694.87;TRUE
Wellcome Trust;2014;PMC4002632;23844868;10.3109/15412555.2013.781577;Informa;COPD: Journal of Chronic Obstructive Pulmonary Disease;1541-2555, 1541-2563;2948.47;TRUE
Wellcome Trust;2014;PMC4086233;23991677;10.3109/09638288.2013.829524;Informa;Disabil Rehabil;0963-8288, 1464-5165;2737.96;TRUE
Wellcome Trust;2014;;24556919;10.1088/0031-9155/59/5/N1;Institute of Physics (IOP);Physics in Medicine and Biology;0031-9155, 1361-6560;2491.86;TRUE
Wellcome Trust;2014;;24845144;10.1088/0967-3334/35/6/1095;Institute of Physics (IOP);Physiological Measurement;0967-3334, 1361-6579;2076.55;TRUE
Wellcome Trust;2014;PMC4013994;24654267;10.1088/1741-2560/11/1/016005;Institute of Physics (IOP);Journal of Neural Engineering;1741-2560, 1741-2552;2491.86;TRUE
Wellcome Trust;2014;PMC4038919;23860257;10.1088/1741-2560/10/4/046017;Institute of Physics (IOP);Journal of Neural Engineering;1741-2560, 1741-2552;2491.86;TRUE
Wellcome Trust;2014;PMC3112962;;10.1186/1758-2652-13-S4-P181;International AIDS society;Journal of the International AIDS Society;1758-2652;2653.51;FALSE
Wellcome Trust;2014;PMC4238259;24902563;10.5588/ijtld.13.0811;International Union Against Tuberculosis and Lung Disease;The International Journal of Tuberculosis and Lung Disease;1027-3719, 1815-7920;2993.38;TRUE
Wellcome Trust;2014;;24429320;10.5588/ijtld.13.0485;International Union Against Tuberculosis and Lung Disease;International Union Against Tuberculosis and Lung Disease;1027-3719, 1815-7920;3098.44;TRUE
Wellcome Trust;2014;PMC3388910;22750853;10.1107/S1744309112010603;International Union of Crystallography;Acta Crystallogr D Biol Crystallogr;1744-3091;915.06;TRUE
Wellcome Trust;2014;PMC3852654;24311588;10.1107/S0907444913022725;International Union of Crystallography;Acta Crystallogr D Biol Crystallogr;0907-4449, 1399-0047;913.74;TRUE
Wellcome Trust;2014;PMC3940198;24531462;10.1107/S1399004713026801;International Union of Crystallography;Acta Crystallogr D Biol Crystallogr;0907-4449, 1399-0047;913.74;TRUE
Wellcome Trust;2014;PMC4118829;25084338;10.1107/S139900471401339X;International Union of Crystallography;Acta Crystallogr D Biol Crystallogr;0907-4449, 1399-0047;911.62;TRUE
Wellcome Trust;2014;PMC3975893;24699660;10.1107/S1399004713034275;International Union of Crystallography;Acta Crystallogr D Biol Crystallogr;0907-4449, 1399-0047;894.27;TRUE
Wellcome Trust;2014;PMC3940205;24531481;10.1107/s1399004713030319;International Union of Crystallography;Acta Crystallogr D Biol Crystallogr;0907-4449, 1399-0047;893.61;TRUE
Wellcome Trust;2014;PMC4089489;25004975;10.1107/s1399004714009997;International Union of Crystallography;Acta Crystallogr D Biol Crystallogr;0907-4449, 1399-0047;886.67;TRUE
Wellcome Trust;2014;PMC3855715;24316825;10.1107/S1744309113031448;International Union of Crystallography;Acta Crystallographica Section F;1744-3091;913.76;TRUE
Wellcome Trust;2014;PMC3752974;23811710;10.1353/bhm.2013.0019;Johns Hopkins University Press;Bulletin of the History of Medicine ;0007-5140, 1086-3176;2615.23;TRUE
Wellcome Trust;2014;PMC4196690;24976162;10.1353/bhm.2014.0033;Johns Hopkins University Press;Bulletin of the History of Medicine ;0007-5140, 1086-3176;2545.73;TRUE
Wellcome Trust;2014;PMC4046389;24769806;10.1353/bhm.2014.0005;Johns Hopkins University Press;Bulletin of the History of Medicine ;0007-5140, 1086-3176;2532.04;TRUE
Wellcome Trust;2014;PMC3904772;24362276;10.1353/bhm.2013.0064;Johns Hopkins University Press;Bulletin of the History of Medicine ;0007-5140, 1086-3176;2245.41;TRUE
Wellcome Trust;2014;PMC4073662;25055709;10.1353/lm.2014.0006;Johns Hopkins University Press;Literature and Medicine;0278-9671, 1080-6571;2628.61;TRUE
Wellcome Trust;2014;PMC4153444;24686284;10.3791/51281;Journal of Visualized Experiments;Journal of Visualized Experiments;1940-087X;3967.75;TRUE
Wellcome Trust;2014;PMC3990830;24300093;10.3791/50989;Journal of Visualized Experiments;Journal of Visualized Experiments;1940-087X;1742.93;TRUE
Wellcome Trust;2014;PMC4212580;25046639;10.3791/51656;Journal of Visualized Experiments;Journal of Visualized Experiments;1940-087X;1643.80;TRUE
Wellcome Trust;2014;PMC4144692;24638084;10.3791/51177;Journal of Visualized Experiments;Journal of Visualized Experiments;1940-087X;1426.19;TRUE
Wellcome Trust;2014;PMC4153465;24686835;10.3791/51206;Journal of Visualized Experiments;Journal of Visualized Experiments;1940-087X;1349.17;TRUE
Wellcome Trust;2014;PMC4217393;25077449;10.3791/51403;Journal of Visualized Experiments;Journal of Visualized Experiments;1940-087X;1349.17;TRUE
Wellcome Trust;2014;PMC4024245;24747156;10.3791/51242;Journal of Visualized Experiments;Journal of Visualized Experiments;1940-087X;2415.31;TRUE
Wellcome Trust;2014;;25226510;10.3791/51601;Journal of Visualized Experiments;Journal of Visualized Experiments;1940-087X;3758.21;TRUE
;;;;;;;;;
;;;;;;;;;
Wellcome Trust;2014;PMC4194629;24008922;10.1159/000351097;Karger;Neurodegenerative Diseases;1660-2854, 1660-2862;2509.66;TRUE
Wellcome Trust;2014;;25247883;10.1159/000365331;Karger;Journal of Innate Immunity;1662-811X, 1662-8128;2891.12;TRUE
Wellcome Trust;2014;PMC4067711;22433285;10.1159/000336762;Karger;Cerebrovascular Diseases;1015-9770, 1421-9786;3072.41;TRUE
Wellcome Trust;2014;PMC4067720;20173323;10.1159/000286342;Karger;Cerebrovascular Diseases;1015-9770, 1421-9786;3072.41;TRUE
Wellcome Trust;2014;PMC3902763;24217342;10.1159/000355496;Karger;Cerebrovascular Diseases;1015-9770, 1421-9786;2535.39;TRUE
Wellcome Trust;2014;PMC4224252;25300309;10.1159/000365479;Karger;Journal of Vascular Research;1018-1172, 1423-0135;2896.67;TRUE
Wellcome Trust;2014;PMC3906248;24240189;10.4161/cc.27118;Landes Bioscience;Cell Cycle;1538-4101, 1551-4005;756.02;TRUE
Wellcome Trust;2014;PMC3841313;23839046;10.4161/cc.25511;Landes Bioscience;Cell Cycle;1538-4101, 1551-4005;399.92;TRUE
Wellcome Trust;2014;PMC3906345;23778312;10.4161/hv.25383;Landes Bioscience;Human Vaccines and Immunotheraputics;2164-5515, 2164-554X;469.42;TRUE
Wellcome Trust;2014;PMC3925691;24213376;10.4161/nucl.26872;Landes Bioscience;Nucleus;1949-1034, 1949-1042;377.74;TRUE
Wellcome Trust;2014;PMC3654770;22992452;10.4161/trns.21967;Landes Bioscience;Transcription;2154-1264, 2154-1272;340.26;TRUE
Wellcome Trust;2014;;24823909;10.4161/rna.28800;Landes Bioscience;RNA Biology;1547-6286, 1555-8584;1685.12;TRUE
Wellcome Trust;2014;;24657987;10.4161/auto.28259;Landes Bioscience;Autophagy;1554-8627, 1554-8635;1356.07;TRUE
Wellcome Trust;2014;;23989665;10.4161/auto.25878;Landes Bioscience;Autophagy;1554-8627, 1554-8635;401.41;TRUE
Wellcome Trust;2014;PMC4143409;24751716;10.4161/epi.28864;Landes Bioscience;Epigenetics;1559-2294, 1559-2308;1351.31;TRUE
Wellcome Trust;2014;;24518816;10.4161/epi.28041;Landes Bioscience;Epigenetics;1559-2294, 1559-2308;759.17;TRUE
Wellcome Trust;2014;;25322831;10.4161/19382014.2014.954436;Landes Bioscience;Islets;1938-2014, 1938-2022;881.37;TRUE
Wellcome Trust;2014;PMC4164488;25482198;10.4161/nucl.36232;Landes Bioscience;Nucleus;1949-1034, 1949-1042;1325.08;TRUE
Wellcome Trust;2014;PMC4208559;25325312;10.1089/vbz.2014.1578;Liebert;Vector-borne and zoonotic diseases;1530-3667, 1557-7759;2894.69;TRUE
Wellcome Trust;2014;PMC3999137;24500501;10.1097/CMR.0000000000000046;Lippincott Williams & Wilkins;Melanoma Research;0960-8931, 1473-5636;2763.86;TRUE
Wellcome Trust;2014;;;10.1353/bhs.0.0098;Liverpool University Press 2004 Ltd;Bulletin of Hispanic Studies;;1832.25;TRUE
;;;;;;;;;
Wellcome Trust;2014;;;10.1179/0079423614Z.00000000054;Maney Publishing;Post Medieval Archaeology (Maney Publishing);;732.90;TRUE
Wellcome Trust;2014;PMC3910480;23947948;10.1089/AID.2013.0171;Mary Ann Liebert;AIDS Res Hum Retroviruses;0889-2229, 1931-8405;1637.12;TRUE
Wellcome Trust;2014;PMC3920758;24279882;10.1089/cell.2013.0064;Mary Ann Liebert;Cellular Reprogramming;2152-4971, 2152-4998;1717.05;TRUE
Wellcome Trust;2014;PMC4135321;24801544;10.1089/dia.2014.0009;Mary Ann Liebert;Diabetes Technology and Therapeutics;1520-9156, 1557-8593;2777.79;TRUE
Wellcome Trust;2014;PMC3900004;24152287;10.1089/hum.2013.126;Mary Ann Liebert;Human Gene Therapy;1043-0342, 1557-7422;2428.04;TRUE
Wellcome Trust;2014;PMC3997090;24593228;10.1089/hum.2013.214;Mary Ann Liebert;Human Gene Therapy;1043-0342, 1557-7422;2323.33;TRUE
Wellcome Trust;2014;PMC3910453;23721097;10.1089/ten.TEC.2013.0225;Mary Ann Liebert;Tissue Engineering Part C Methods;1937-3384, 1937-3392;2127.02;TRUE
Wellcome Trust;2014;PMC4229718;24786313;10.1089/ten.TEA.2013.0573;Mary Ann Liebert;Tissue Engineering: Part A;1937-3341, 1937-335X;2323.07;TRUE
Wellcome Trust;2014;PMC4029136;24506272;10.1089/ten.tea.2013.0307;Mary Ann Liebert;Tissue Engineering: Part A;1937-3341, 1937-335X;1946.97;TRUE
Wellcome Trust;2014;;24735331;10.1089/ars.2014.5884;Mary Ann Liebert;Antioxidants & Redox signalling;1523-0864, 1557-7716;2429.72;TRUE
Wellcome Trust;2014;PMC4059382;24236699;10.1162/jocn_a_00525;Massachusetts Institute of Technology;Journal of Cognitive Neuroscience;0898-929X, 1530-8898;949.34;TRUE
Wellcome Trust;2014;PMC4060063;23281780;10.1162/jocn_a_00353;Massachusetts Institute of Technology;Journal of Cognitive Neuroscience;0898-929X, 1530-8898;949.34;TRUE
Wellcome Trust;2014;PMC4050359;23691984;10.1162/jocn_a_00427;Massachusetts Institute of Technology;Journal of Cognitive Neuroscience;0898-929X, 1530-8898;935.16;TRUE
Wellcome Trust;2014;;24727416;10.3390/molecules19044433;MDPI;Molecules;1420-3049;1484.26;FALSE
Wellcome Trust;2014;PMC3873700;24351716;10.3390/genes5010235;MDPI;Genes;2072-6651;299.59;FALSE
Wellcome Trust;2014;PMC3881165;24351745;10.3390/ijerph10127257;MDPI;International Journal of Environmental Research and Public Health ;1661-7827, 1660-4601;1393.17;FALSE
Wellcome Trust;2014;PMC4200797;25244019;10.3390/ijms150916719;MDPI;International Journal of Molecular Sciences;1422-0067;1563.20;FALSE
Wellcome Trust;2014;PMC3634451;23493057;10.3390/ijms14035920;MDPI;International Journal of Molecular Sciences;1422-0067;1454.84;FALSE
Wellcome Trust;2014;PMC3968376;24625763;10.3390/toxins6031049;MDPI;Toxins;2072-6651;1041.94;FALSE
Wellcome Trust;2014;PMC3873700;24351716;10.3390/toxins5122533;MDPI;Toxins;2072-6651;1010.33;FALSE
Wellcome Trust;2014;PMC3917441;24424502;10.3390/v6010243;MDPI;Viruses;1999-4915;996.99;FALSE
Wellcome Trust;2014;PMC3831442;24108355;10.1073/pnas.1308253110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;1811.42;TRUE
Wellcome Trust;2014;PMC3856816;24167266;10.1073/pnas.1311535110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;1045.48;TRUE
Wellcome Trust;2014;PMC4050607;24778238;10.1073/pnas.1324197111;National Academy of Sciences;PNAS;0027-8424, 1091-6490;1036.88;TRUE
Wellcome Trust;2014;PMC3870707;24297884;10.1073/pnas.1318624110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;858.96;TRUE
Wellcome Trust;2014;PMC3710844;23798409;10.1073/pnas.1302721110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;826.31;TRUE
Wellcome Trust;2014;PMC3683770;23716676;10.1073/pnas.1217042110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;820.30;TRUE
Wellcome Trust;2014;PMC3752223;23924609;10.1073/pnas.1305062110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;789.32;TRUE
Wellcome Trust;2014;PMC3864328;24259709;10.1073/pnas.1311381110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;773.27;TRUE
Wellcome Trust;2014;PMC3856850;24248379;10.1073/pnas.1310658110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;771.37;TRUE
Wellcome Trust;2014;PMC3839686;24194551;10.1073/pnas.1309934110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;763.85;TRUE
Wellcome Trust;2014;PMC3939918;24516158;10.1073/pnas.1316178111;National Academy of Sciences;PNAS;0027-8424, 1091-6490;759.46;TRUE
Wellcome Trust;2014;PMC3780876;23986499;10.1073/pnas.1305373110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;758.73;TRUE
Wellcome Trust;2014;PMC3845180;24225852;10.1073/pnas.1304218110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;752.37;TRUE
Wellcome Trust;2014;PMC3876235;24218579;10.1073/pnas.1308450110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;752.37;TRUE
Wellcome Trust;2014;PMC3964068;24594597;10.1073/pnas.1319175111;National Academy of Sciences;PNAS;0027-8424, 1091-6490;746.10;TRUE
Wellcome Trust;2014;PMC3870734;24297937;10.1073/pnas.1315879110;National Academy of Sciences;PNAS;0027-8424, 1091-6490;745.29;TRUE
Wellcome Trust;2014;PMC3926064;24469834;10.1073/pnas.1312951111;National Academy of Sciences;PNAS;0027-8424, 1091-6490;741.65;TRUE
Wellcome Trust;2014;PMC3910626;24434552;10.1073/pnas.1317262111;National Academy of Sciences;PNAS;0027-8424, 1091-6490;732.90;TRUE
Wellcome Trust;2014;PMC3926017;24469791;10.1073/pnas.1308062111;National Academy of Sciences;PNAS;0027-8424, 1091-6490;1346.87;TRUE
Wellcome Trust;2014;;24292675;10.1038/onc.2013.512;Nature Publishing Group;Oncogene;0950-9232, 1476-5594;4104.24;TRUE
Wellcome Trust;2014;PMC3875679;23974100;10.4161/cc.26086;Nature Publishing Group;British Journal of Cancer;1538-4101, 1551-4005;2491.86;TRUE
Wellcome Trust;2014;PMC3905776;24423728;10.1038/ncomms4039;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC3923297;24413531;10.1038/ncomms3964;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC3959193;24595054;10.1038/ncomms4399;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC3982139;24709664;10.1038/ncomms4628;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC3996542;24721909;10.1038/ncomms4540;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4010643;24777035;10.1038/ncomms4756;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4036114;24853639;10.1038/ncomms4956;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4046109;24874098;10.1038/ncomms4936;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4046113;24893131;10.1038/ncomms4996;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4050272;24866701;10.1038/ncomms4847;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4050280;24867324;10.1038/ncomms4912;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4050282;24851940;10.1038/ncomms4817;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4061699;24937647;10.1038/ncomms5116;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4102107;25003214;10.1038/ncomms5204;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4102122;25001086;10.1038/ncomms5377;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4102769;24989451;10.1038/ncomms5287;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4104448;25027712;10.1038/ncomms5321;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4104454;25014177;10.1038/ncomms5294;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4109023;25027852;10.1038/ncomms5257;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4143937;25088745;10.1038/ncomms5535;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4175578;25224686;10.1038/ncomms5874;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4175592;25208576;10.1038/ncomms5760;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4190663;25268848;10.1038/ncomms6055;Nature Publishing Group;Nature Communications;2041-1723;4617.27;TRUE
Wellcome Trust;2014;PMC4102123;25001599;10.1038/ncomms5272;Nature Publishing Group;Nature Communications;2041-1723;4332.70;TRUE
