"PubMed ID","Journal Title","Open Access?","Publication Date","Publisher","Licence","EPMC lic","Fulltext in EPMC?","AAM?","DOI","E-ISSN","Type of publication","Article title","Fund that APC is paid from (1)","Fund that APC is paid from (2)","AOP?","Funder of research (1)","Grant ID (1)","Funder of research (2)","Grant ID (2)","Funder of research (3)","Grant ID (3)","Date of APC payment","APC paid (actual currency) excluding VAT","Currency of APC","APC paid (£) including VAT if charged","Additional publication costs (£)","Discounts, memberships & pre-payment agreements","Amount of APC charged to COAF grant (including VAT if charged) in £","Amount of APC charged to RCUK OA fund (including VAT if charged) in £","Licence","Notes","AOP?"
29417236,"History and philosophy of the life sciences",0,2/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1007/s40656-018-0189-y","0391-9714","Journal Article/Review","Working across species down on the farm: Howard S. Liddell and the development of comparative psychopathology, c.             1923–1962","Springer Compact",,"Unknown","Wellcome Trust","106639/Z/14/Z & A",,,,,1/30/2018,,,0,0,"Springer Compact",0,,"CC BY","APC covered by Springer Compact deal","Unknown"
29516204,"Brain topography",0,9/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1007/s10548-018-0639-6","0896-0267","Journal Article/Review","Seeing the World as it is: Mimicking Veridical Motion Perception in Schizophrenia Using Non-invasive Brain Stimulation in Healthy Participants","Springer Compact",,"Unknown","Wellcome Trust","097820/Z/11/Z",,,,,5/14/2018,,,0,0,"Springer Compact",0,,"CC BY","APC covered by Springer Compact deal","Unknown"
29582183,"History and philosophy of the life sciences",0,3/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1007/s40656-018-0191-4","0391-9714","Journal Article/Review","Phenylbutazone (Bute, PBZ, EPZ): one drug across two species","Springer Compact",,"Unknown","Wellcome Trust","092782/Z/10/Z",,,,,3/20/2018,,,0,0,"Springer Compact",0,,"CC BY","APC covered by Springer Compact deal","Unknown"
29651604,"Pediatric nephrology (Berlin, Germany)",0,9/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1007/s00467-018-3952-0","0931-041X","Journal Article/Review","Patterns and frequency of renal abnormalities in Fanconi anaemia: implications for long-term management","Springer Compact",,"Unknown","Bloodwise",15038,,,,,3/29/2018,,,0,0,"Springer Compact",0,,"CC BY","APC covered by Springer Compact deal","Unknown"
29642423,"Nutrients",1,4/1/2018,"MDPI AG","cc-by","cc-by",1,0,"10.3390/nu10040457","2072-6643","Journal Article/Review","Colour Counts: Sunlight and Skin Type as Drivers of Vitamin D Deficiency at UK Latitudes","APC waived",,"Unknown","Cancer Research UK","A10007","Cancer Research UK","C20668/A6808",,,3/14/2018,,,0,0,"Waiver",0,,"CC BY","APC waived","Unknown"
29737384,"Seminars in immunopathology",0,7/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1007/s00281-018-0687-8","1863-2297","Journal Article/Review","Orchestration of intestinal homeostasis and tolerance by group 3 innate lymphoid cells","Springer Compact",,"Unknown","MRC","MRC Doctoral Training Grant","Wellcome Trust","203914/Z/16/Z",,,5/1/2018,,,0,0,"Springer Compact",0,,"CC BY","APC covered by Springer Compact deal","Unknown"
30039427,"Cancer immunology, immunotherapy : CII",0,10/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1007/s00262-018-2211-3","0340-7004","Journal Article/Review","Ex vivo expanded tumour-infiltrating lymphocytes from ovarian cancer patients release anti-tumour cytokines in response to autologous primary ovarian cancer cells","Springer Compact",,"Unknown","Cancer Research UK","C5759/A20971",,,,,7/18/2018,,,0,0,"Springer Compact",0,,"CC BY","APC covered by Springer Compact deal","Unknown"
30312428,"Journal of the history of medicine and allied sciences",0,10/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/jhmas/jry024","0022-5045","Journal Article/Review","An Alternative Cure: The Adoption and Survival of Bacteriophage Therapy in the USSR, 1922–1955","OUP credit",,"Unknown","Wellcome Trust","106639/Z/14/Z & A",,,,,8/31/2018,,,"1,870.50",0,,0,,"CC BY","APC paid in full from OUP credit","Unknown"
30010889,"Human molecular genetics",0,11/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/hmg/ddy253","0964-6906","Journal Article/Review",,"COAF",,"Unknown","Wellcome Trust","203128/Z/16/Z",,,,,10/9/2018,,,"2,220.00",0,,"2,220.00",,"CC BY","APC paid after end of COAF year, though using Wellcome Trust supplementary funds","Unknown"
29259305,"Journal of human genetics",0,3/1/2018,"Springer Nature","cc-by-nc-sa","Unknown",0,0,"https://doi.org/10.1038/s10038-017-0350-6","1434-5161","Journal Article/Review","Genotypic variability-based genome-wide association study identifies non-additive loci HLA-C and IL12B for psoriasis","COAF",,0,"Wellcome Trust","083948/Z/07/Z",,,,,11/28/2017,,,3000,0,,3000,,"CC BY-NC-SA","""Open Access This article is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License,"" - noted during LM compliance check 10/01/2018. Emailing Wiley to request amendment to CC-BY.",0
29297502,"Mucosal immunology",0,3/1/2018,"Springer Nature","Unknown","Unknown",0,0,"https://doi.org/10.1038/mi.2017.113","1933-0219","Journal Article/Review","Immunity to gastrointestinal nematode infections","COAF",,0,"Wellcome Trust","100290/Z/12/Z",,,,,1/9/2018,,,3240,0,,3240,,"CC BY",,0
29794289,"Scandinavian journal of pain",0,1/1/2018,"Walter de Gruyter GmbH","cc-by-nc-nd","Unknown",0,0,"10.1515/sjpain-2017-0109","1877-8860","Journal Article/Review","Psychosocial factors partially mediate the relationship between mechanical hyperalgesia and self-reported pain","COAF",,0,"Versus Arthritis (prev. Arthritis Research UK)",20380,,,,,10/21/2018,,,"2,155.69",0,,"2,155.69",,"CC BY","APC paid after end of COAF year, though using COAF 17-18 grant funds",0
29374630,"Gut",0,1/1/2018,"BMJ","Unknown","Unknown",0,0,"10.1136/gutjnl-2017-314107","1468-3288","Journal Article","Non-parenchymal TREM-2 protects the liver from immune-mediated hepatocellular damage","COAF",,1,"Cancer Research UK","C18342/A2390",,,,,2/16/2018,"2,200.00","GBP","2,640.00",,,2640,0,"CC-BY",,1
29366907,"Brain research bulletin",0,3/1/2018,"Elsevier BV","Unknown","Unknown",0,0,"10.1016/j.brainresbull.2018.01.011","1873-2747","Journal Article","Electrodiagnostic Applications of Somatosensory Evoked High-Frequency EEG Oscillations: Technical Considerations","COAF",,0,"Wellcome Trust",,,,,,4/16/2018,"2,200.00","EUR","2,302.06",,,2302.06,0,"Other",,0
30098422,"Mitochondrion",0,8/1/2018,"Elsevier BV","Unknown","Unknown",0,0,"10.1016/j.mito.2018.07.008","1872-8278","Journal Article","Cell-free mitochondrial DNA in progressive multiple sclerosis","COAF",,1,"Parkinsons UK","F-1201",,,,,9/4/2018,"2,120.93","EUR","2,303.08",,,2303.08,0,"CC-BY",,1
30098421,"Mitochondrion",0,8/1/2018,"Elsevier BV","Unknown","Unknown",0,0,"10.1016/j.mito.2018.08.003","1872-8278","Journal Article","Assessing mitochondrial heteroplasmy using next generation sequencing: A note of caution","Wellcome supplement",,1,"Wellcome Trust","G906919",,,,,8/23/2018,"2,120.93","EUR","2,275.11",,,2275.11,0,"CC BY",,1
30245030,"American journal of human genetics",0,10/1/2018,"Elsevier BV","Unknown","Unknown",0,0,"10.1016/j.ajhg.2018.08.013","0002-9297","Journal Article","Biallelic mutations in NDUFA6 establish its role in early-onset isolated mitochondrial complex I deficiency","Wellcome supplement",,0,"Wellcome Trust","203105/Z/16/Z",,,,,9/19/2018,"4,418.61","EUR","4,743.73",,,4743.73,0,"CC BY",,0
30156188,"Journal of neural engineering",0,12/1/2018,"IOP Publishing","Unknown","Unknown",0,0,"10.1088/1741-2552/aadd55","1741-2552","Journal Article","Head mounted device simulator for optogenetic retinal prosthesis","Wellcome supplement",,0,"Wellcome Trust","102037/Z/13/Z",,,,,9/12/2018,"1,960.00","GBP","2,352.00",,,2352,0,"CC-BY",,0
29097723,"Scientific reports",1,11/1/2017,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41598-017-15062-9","2045-2322","Journal Article","Genome wide linkage and association study implicates the 10q26 region as a major genetic contributor to primary nonsyndromic viscoureteric reflux","COAF",,"Unknown","Wellcome Trust",102858,,,,,11/20/2017,"1,110.00","GBP","1,332.00",,,1332,0,"CC-BY",,"Unknown"
29017821,"Immunobiology",0,1/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.imbio.2017.10.002","1878-3279","Journal Article","A novel C3d-containing oligomeric vaccine provides insight into the viability of testing human C3d-based vaccines in mice.","COAF",,"Unknown","Wellcome Trust","WT068541",,,,,1/4/2018,"1,838.97","EUR","1,941.95",,,1941.95,0,"CC-BY",,"Unknown"
29034473,"Journal of anatomy",0,4/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1111/joa.12713","1469-7580","Journal Article","Development and maturation of the fibrous components of the arterial roots in the mouse heart","COAF",,"Unknown","British Heart Foundation","RG/12/15/29935",,,,,12/14/2017,"2,000.00","GBP","2,400.00",,,2400,0,"CC-BY",,"Unknown"
28984616,"Journal of Parkinson's disease",0,1/1/2017,"IOS Press","cc-by","cc-by",1,0,"10.3233/JPD-171122","1522-1598","Journal Article","The role of Vitamin D in disease progression in early Parkinson's disease","COAF",,"Unknown","Parkinsons UK","J-0802",,,,,11/27/2017,"2,079.89","GBP","2,495.87",,,2495.87,0,"CC-BY",,"Unknown"
29142257,"Scientific reports",1,11/1/2017,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41598-017-14623-2","2045-2322","Journal Article","Using a quantitative quadruple immunofluorescent assay to diagnose isolated mitochondrial Complex I deficiency","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,11/9/2017,"1,110.00","GBP","1,332.00",,,1332,0,"CC-BY",,"Unknown"
29046427,"Journal of neurophysiology",0,1/1/2018,"American Physiological Society","cc-by","cc-by",1,0,"10.1152/jn.00672.2017 ","1522-1598","Journal Article","Different Contributions of Primary Motor Cortex, Reticular Formation and Spinal Cord to Fractionated Muscle Activation","COAF",,"Unknown","Wellcome Trust","101002/Z/13/Z",,,,,1/29/2018,"2,000.00","USD","1,748.30",,,1748.3,0,"CC-BY",,"Unknown"
29123127,"Nature communications",1,11/1/2017,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41467-017-01596-z","2041-1723","Journal Article","A mechanism for FtsZ-independent proliferation in Streptomyces","COAF",,"Unknown","Wellcome Trust",98374,,,,,11/8/2017,"3,150.00","GBP","3,780.00",,,3780,0,"CC-BY",,"Unknown"
29050241,"Oncotarget",0,9/1/2017,"Impact Journals, LLC","cc-by","cc-by",1,0,"10.18632/oncotarget.19266","1949-2553","Journal Article","Combination treatment with rucaparib (Rubraca) and MDM2 inhibitors, Nutlin-3 and RG7388, has synergistic and dose reduction potenail ovarian cancer","COAF",,"Unknown","Cancer Research UK","C240/A15751",,,,,11/10/2017,"2,664.00","GBP","3,196.80",,,3196.8,0,"CC-BY",,"Unknown"
29094778,"Human brain mapping",0,2/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/hbm.23866","1097-0193","Journal Article","Long Reaction Times are Associated With Delayed Brain Activity in Lewy Body Dementia","COAF",,"Unknown","Wellcome Trust",88441,,,,,12/14/2017,"3,375.00","GBP","4,050.00",,,4050,0,"CC-BY",,"Unknown"
29264394,"Neurology. Genetics",1,12/1/2017,"Ovid Technologies (Wolters Kluwer Health)","cc-by","cc-by",1,0,"10.1212/NXG.0000000000000202","2376-7839","Journal Article","Opening One's Eyes to Mosaicism in Progressive External Ophthalmoplegia","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,12/13/2017,"3,200.00","USD","2,906.76",,,2906.76,0,"CC-BY",,"Unknown"
29084806,"Development (Cambridge, England)",0,12/1/2017,"The Company of Biologists","cc-by","cc-by",1,0,"10.1242/dev.152504 ","1477-9129","Journal Article","Long noncoding RNA ROCR contributes to SOX9 expression and chondrogenic differentiation of human mesenchymal stem cells","COAF",,"Unknown","Arthritis Research",19424,,,,,12/5/2017,"3,750.00","USD","3,412.31",,,3412.31,0,"CC-BY",,"Unknown"
29657352,"The British journal of occupational therapy",0,4/1/2018,"SAGE Publications","cc-by","cc-by",1,0,"10.1177/0308022617745006","1477-6006","Journal Article","Experience of sleep disruption in primary Sjorgren's syndrome: A focus group study","COAF",,"Unknown","Arthritis Research",20169,,,,,1/11/2018,"1,600.00","GBP","1,920.00",,,1920,0,"CC-BY",,"Unknown"
29128673,"The Journal of allergy and clinical immunology",0,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.jaci.2017.08.044","1097-6825","Journal Article","Bi-allelic IRF8 mutation: a complex immunodeficiency syndrome with dendritic cell deficiency, monocytopenia and immune dysregulation","COAF",,"Unknown","Wellcome Trust","10115/Z/13/Z",,,,,12/6/2017,"2,960.29","EUR","3,142.87",,,3142.87,0,"CC-BY",,"Unknown"
29381681,"British journal of cancer",0,3/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/bjc.2017.447","1532-1827","Journal Article","Human ex vivo prostate tissue model system identifies ING3 as an oncoprotein","COAF",,"Unknown","Wellcome Trust","097823/Z/11/Z",,,,,12/19/2017,"2,000.00","GBP","2,400.00",,,2400,0,"CC-BY",,"Unknown"
29054126,"Clinical otolaryngology : official journal of ENT-UK ; official journal of Netherlands Society for Oto-Rhino-Laryngology & Cervico-Facial Surgery",0,4/1/2018,"Wiley","cc-by","Unknown",0,0,"10.1111/coa.13020","1749-4486","Journal Article","A review of periorbital cellulitis guidelines in Fifty-One Acute Admitting Units in the United Kingdom","COAF",,0,"Wellcome Trust","100201/Z/12/A",,,,,12/14/2017,"2,800.00","GBP","3,360.00",,,3360,0,"CC-BY",,0
29120065,"Clinical genetics",0,3/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1111/cge.13172","1399-0004","Journal Article","Bialellic mutations in mitochondrial tryptophanyl-tRNA synthetase cause infantile onset Parkinsonism","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,12/15/2017,"2,400.00","GBP","2,880.00",,,2880,0,"CC-BY",,"Unknown"
29120510,"The European journal of neuroscience",0,10/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1111/ejn.13773","1460-9568","Journal Article","In-vitro characterization of gamma oscillations in the hippocampal formation of the domestic chick","COAF",,"Unknown","Wellcome Trust","102561/Z/13/Z",,,,,12/14/2017,"2,000.00","GBP","2,400.00",,,2400,0,"CC-BY",,"Unknown"
29517768,"Genetics in medicine : official journal of the American College of Medical Genetics",0,10/1/2018,"Springer Nature","non-standard-licence","non-standard-licence",1,0,"10.1038/gim.2017.251","1530-0366","Journal Article","Mitochondrial oxodicarboxylate carrier deficiency is associated with mitochondrial DNA depletion and spinal muscular atrophy-like disease","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,9/4/2018,"2,800.00","GBP","3,360.00",,,3360,0,"Other",,"Unknown"
29331171,"Molecular genetics and metabolism",0,1/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ymgme.2017.11.003","1096-7206","Journal Article","The genotypic and phenotypic spectrum of MTO1 deficiency","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,12/13/2017,"2,332.35","EUR","2,497.27",,,2497.27,0,"CC-BY",,"Unknown"
29398297,"Neuromuscular disorders : NMD",0,4/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.nmd.2017.11.006","1873-2364","Journal Article","Disclosing the functional changes of two genetic alterations in a patient with Chronic Progressive External Ophthalmoplegia: report of the novel mtDNA m.7486G>A variant","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,12/13/2017,"2,691.18","EUR","2,881.48",,,2881.48,0,"CC-BY",,"Unknown"
29588995,"Epilepsia open",1,3/1/2018,"Wiley","cc-by-nc-nd","cc-by-nc-nd",1,0,"10.1002/epi4.12094"," 2470-9239","Journal Article","The adjunctive application of transcranial direct current stimulation in the management of de novo, refractory epilepsia partialis continua in adolescent-onset POLG-related mitochondrial disease","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,1/9/2018,800,"GBP",960,,,960,0,"CC-BY",,"Unknown"
29131699,"Journal of clinical oncology : official journal of the American Society of Clinical Oncology",0,1/1/2018,"American Society of Clinical Oncology (ASCO)","cc-by","cc-by",1,0,"10.1200/JCO.2017.74.0449","1527-7755","Journal Article","Genotype-specific MRD interpretation improves stratification in paediatric acute lymphoblastic leukaemia","COAF",,"Unknown","Bloodwise",15036,,,,,12/11/2017,"5,000.00","USD","3,791.25",,,3791.25,0,"CC-BY",,"Unknown"
29193464,"Human brain mapping",0,3/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/hbm.23901","1097-0193","Journal Article","Functional connectivity in dementia with Lewy bodies: A within- and between-network analysis","COAF",,"Unknown","Wellcome Trust","088441MA",,,,,2/21/2018,"3,375.00","GBP","4,050.00",,,4050,0,"CC-BY",,"Unknown"
29159984,"Clinical otolaryngology : official journal of ENT-UK ; official journal of Netherlands Society for Oto-Rhino-Laryngology & Cervico-Facial Surgery",0,4/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1111/coa.13034","1749-4486","Journal Article","Laryngeal candidiasis: our experience from sixty biopsy specimens","COAF",,"Unknown","Wellcome Trust","108768MA",,,,,1/4/2018,"2,800.00","GBP","3,360.00",,,3360,0,"CC-BY",,"Unknown"
29423094,"Oncotarget",0,1/1/2018,"Impact Journals, LLC","cc-by","cc-by",1,0,"10.18632/oncotarget.22883","1949-2553","Journal Article","Differential regulation of the androgen receptor by protein phosphatase regulatory subunits","COAF",,"Unknown","Cancer Research UK","C27826/A15994",,,,,12/22/2017,"2,609.58","GBP","3,131.50",,,3131.5,0,"CC-BY",,"Unknown"
29205472,"Annals of neurology",0,12/1/2017,"Wiley","cc-by","cc-by",1,0," 10.1002/ana.25110","1531-8249","Journal Article","Progressive deafness-dystonia due to SERAC1 mutations - a study of 67 cases","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,1/4/2018,"2,000.00","GBP","2,400.00",,,2400,0,"CC-BY",,"Unknown"
29419818,"Genetics in medicine : official journal of the American College of Medical Genetics",0,10/1/2018,"Springer Nature","cc-by-nc-sa","non-standard-licence",1,0,"10.1038/gim.2017.260","1530-0366","Journal Article","SCYL1 variants cause a syndrome with low ?- glutamyl-transferase cholestasis, acute liver failure and neurodegeneration (CALFAN","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,1/23/2018,"2,800.00","GBP","3,360.00",,,3360,0,"CC-BY",,"Unknown"
29311843,"Frontiers in neural circuits",1,1/1/2017,"Frontiers Media SA","cc-by","cc-by",1,0,"10.3389/fncir.2017.00106","1662-5110","Journal Article","Muscarinic and nicotinic contribution to contrast sensitivity of macaque area V1 neurons","COAF",,"Unknown","Wellcome Trust",93104,,,,,1/17/2018,"2,116.50","USD","1,906.91",,,1906.91,0,"CC-BY",,"Unknown"
29335155,"European journal of cancer (Oxford, England : 1990)",0,3/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ejca.2017.11.029","1879-0852","Journal Article","Investigating the potential impact of dose-banding for systemic anti-cancer therapy (SACT) in the paediatric setting based on pharmacokinetic evidence","COAF",,"Unknown","Cancer Research UK","C9380/A25138",,,,,1/17/2018,"3,319.12","EUR","3,514.42",,,3514.42,0,"CC-BY",,"Unknown"
29588478,"Nature communications",1,3/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41467-018-02977-8","2041-1723","Journal Article","Ikaros family zinc finger 1 regulates dendritic cell development and function in humans","COAF",,"Unknown","Wellcome Trust","101155/Z/13/Z",,,,,2/1/2018,"3,150.00","GBP","3,780.00",,,3780,0,"CC-BY",,"Unknown"
29308487,"Physical chemistry chemical physics : PCCP",0,1/1/2018,"Royal Society of Chemistry (RSC)","cc-by","cc-by",1,0,"10.1039/C7CP06829H","1463-9084","Journal Article","A charge polarization model for the metal-specific Q1 activity of superoxide dismutases","COAF",,"Unknown","Wellcome Trust","098375/Z/12/Z",,,,,1/31/2018,"1,600.00","GBP","1,920.00",,,1920,0,"CC-BY",,"Unknown"
29560378,"Annals of clinical and translational neurology",1,3/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/acn3.532","2328-9503","Journal Article","Phenotypic heterogeneity in m.3243A>G mitochondrial disease: The role of nuclear factors","COAF",,"Unknown","Wellcome Trust","204709/Z/16/Z",,,,,1/29/2018,"1,887.00","GBP","2,264.40",,,2264.4,0,"CC-BY",,"Unknown"
29470969,"Neuron",0,2/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.neuron.2018.01.008","1097-4199","Journal Article","Neuronmodulation of attention","COAF",,"Unknown","Wellcome Trust",93104,,,,,2/2/2018,"4,418.60","EUR","4,679.46",,,4679.46,0,"CC-BY",,"Unknown"
29288497,"FEBS letters",0,3/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/1873-3468.12962","1873-3468","Journal Article","The role of tRNA synthetases in neurological and neuromuscular disorders","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,1/30/2018,"1,875.00","GBP","2,250.00",,,2250,0,"CC-BY",,"Unknown"
29399801,"The Laryngoscope",0,9/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/lary.27105","1531-4995","Journal Article","The potential role of bile acids in acquired laryngotracheal stenosis","COAF",,"Unknown","Wellcome Trust","108768/2/15/2",,,,,1/31/2018,"2,733.00","GBP","3,279.60",,,3279.6,0,"Other",,"Unknown"
29361167,"Human molecular genetics",0,4/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/hmg/ddy033","1460-2083","Journal Article","A novel mechanism causing imbalance of mitochondrial fusion and fission in human myopathies","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,2/8/2018,"1,850.00","GBP","2,220.00",,,2220,0,"CC-BY",,"Unknown"
29283441,"Annals of neurology",0,1/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/ana.25127","1531-8249","Journal Article","Pathological mechanisms underlying single large-scale mitochondrial DNA deletions","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,2/13/2018,"2,000.00","GBP","2,400.00",,,2400,0,"CC-BY",,"Unknown"
29313948,"Immunology",0,5/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1111/imm.12888","1365-2567","Journal Article","Human Dendritic Cell Subsets: an update","COAF",,"Unknown","Wellcome Trust","101155/Z13/Z",,,,,2/21/2018,"2,000.00","GBP","2,400.00",,,2400,0,"CC-BY",,"Unknown"
29297947,"Human mutation",0,4/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/humu.23396","1098-1004","Journal Article","Loss-of-function mutations in ISCA2 disrupt 4Fe-4S cluster machinery and cause a fatal leukodystrophy with hyperglycinemia and mtDNA depletion","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,2/13/2018,"3,214.00","GBP","3,856.80",,,3856.8,0,"CC-BY",,"Unknown"
29379065,"Scientific reports",1,1/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41598-018-20064-2","2045-2322","Journal Article","Preferential amplification of a human mitochondrial DNA deletion in vitro and in vivo","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,2/13/2018,"1,110.00","GBP","1,332.00",,,1332,0,"CC-BY",,"Unknown"
29314548,"Human mutation",0,4/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/humu.23398","1098-1004","Journal Article","Clinical, biochemical and genetic features associated with VARS2-related mitochondrial disease","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,2/13/2018,"3,214.00","GBP","3,856.80",,,3856.8,0,"CC-BY",,"Unknown"
29850013,"Parkinson's disease",0,1/1/2018,"Hindawi Limited","cc-by","cc-by",1,0,"10.1155/2018/1362053","2042-0080","Journal Article","Coping with cognitive impairment in people with Parkinson’s disease and their carers: a qualitative study","COAF",,"Unknown","Parkinsons UK","G-1301",,,,,1/30/2018,"1,331.69","GBP","1,598.03",,,1598.03,0,"CC-BY",,"Unknown"
29429622,"Journal of biomechanics",0,4/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.jbiomech.2017.12.002","0021-9290","Journal Article","Step length determines minimum toe clearance in older adults and people with Parkinson’s disease","COAF",,"Unknown","Parkinsons UK","J-0802, G-1301, G-1507",,,,,2/16/2018,"3,093.02","EUR","3,290.20",,,3290.2,0,"CC-BY",,"Unknown"
29876245,"NeuroImage. Clinical",1,1/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.nicl.2018.01.028","2213-1582","Journal Article","The impact of epilepsy surgery on the structural connectome and its relation to outcome","COAF",,"Unknown","Wellcome Trust","105617/Z/14/Z",,,,,2/2/2018,"1,391.86","EUR","1,474.03",,,1474.03,0,"CC-BY",,"Unknown"
29618287,"Nutrition and health",0,6/1/2018,"SAGE Publications","cc-by","cc-by",1,0,"10.1177/0260106018758781","2047-945X","Journal Article","Comparison of total ionic strength adjustment buffers III and IV in the measurement of fluoride concentration of teas","COAF",,"Unknown","Wellcome Trust","098375/Z/12/Z",,,,,5/17/2018,"1,600.00","GBP","1,920.00",,,1920,0,"CC-BY",,"Unknown"
29212357,"Human gene therapy methods",0,2/1/2018,"Mary Ann Liebert Inc","cc-by","cc-by",1,0,"10.1089/hgtb.2017.098","1946-6544","Journal Article","Manufacture of third-generation lentivirus for preclinical use, with process development considerations for translation to Good Manufacturing Practice (GMP)","COAF",,"Unknown","Wellcome Trust",102037,,,,,2/19/2018,"2,121.10","GBP","2,545.32",,,2545.32,0,"CC-BY",,"Unknown"
29478781,"American journal of human genetics",0,3/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ajhg.2018.01.020","1537-6605","Journal Article","Biallelic Mutations in ATP5F1D, a Subunit of ATP Synthase, Cause a Metabolic Disorder","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,2/16/2018,"4,418.61","EUR","4,700.30",,,4700.3,0,"CC-BY",,"Unknown"
29546243,"Science advances",1,3/1/2018,"American Association for the Advancement of Science (AAAS)","cc-by","cc-by",1,0,"10.1126/sciadv.aap9714","2375-2548","Journal Article","Phosphorylation decelerates conformational dynamics in bacterial translation-elongation factors","COAF",,"Unknown","Wellcome Trust",102851,,,,,2/13/2018,"4,922.00","USD","4,185.40",,,4185.4,0,"CC-BY",,"Unknown"
29720545,"Neurology",0,5/1/2018,"Ovid Technologies (Wolters Kluwer Health)","cc-by","cc-by",1,0,"10.1212/WNL.0000000000005566","1526-632X","Journal Article","Multifocal demyelinating motor neuropathy and hamartoma syndrome associated with a de novo PTEN mutation","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,5/31/2018,"4,100.00","USD","3,653.64",,,3653.64,0,"CC-BY",,"Unknown"
29563182,"The Journal of neuroscience : the official journal of the Society for Neuroscience",0,4/1/2018,"Society for Neuroscience","cc-by","cc-by",1,0,"10.1523/JNEUROSCI.1870-17.2018","1529-2401","Journal Article","Convergent Spinal Circuits Facilitating Human Wrist Flexors","COAF",,"Unknown","Wellcome Trust","101008/Z/13/Z",,,,,3/12/2018,"1,260.00","USD","1,093.84",,,1093.84,0,"CC-BY",,"Unknown"
29462312,"Human molecular genetics",0,4/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/hmg/ddy054","1460-2083","Journal Article","MYO9A deficiency in motor neurons is associated with reduced neuromuscular agrin secretion","COAF",,"Unknown","Wellcome Trust","201064/Z/16/Z",,,,,2/21/2018,"1,850.00","GBP","2,220.00",,,2220,0,"CC-BY",,"Unknown"
