"PMCID";"PMID";"DOI";"Publisher";"Journal title";"ISSN";"Article title";"Cost (£) (inc VAT when charged)";"Full text in Europe PMC?";"Accepted author manuscript?";"Licence";"Licence Source";"Journal Type";"Wellcome Trust compliant?"
"PMC4189329";25339879;"10.3389/fnhum.2014.00749";"Frontiers";"Frontiers in Human Neuroscience";"1662-5161";"Non-binding relationship between visual features";£725.76;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4237059";25477800;"10.3389/fnhum.2014.00825";"Frontiers";"Frontiers in Human Neuroscience";"1662-5161";"Uncertainty in perception and the Hierarchical Gaussian Filter";£725.76;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3845206";24348359;"10.3389/fnhum.2013.00784";"Frontiers";"Frontiers in Human Neuroscience";"1662-5161";"The functional anatomy of attention: a DCM study";£582.12;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3824150";24273502;"10.3389/fnhum.2013.00730";"Frontiers";"Frontiers in Human Neuroscience";"1662-5161";"Clive BellÃ¢Â€Â™s Ã¢Â€ÂœSignificant FormÃ¢Â€Â and the neurobiology of aesthetics";£320.40;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4122162";25140138;"10.3389/fnhum.2014.00565";"Frontiers";"Frontiers in Human Neuroscience ";"1662-5161";"Eluding the illusion? Schizophrenia, dopamine and the McGurk effect";£725.18;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3734367";23964274;"10.3389/fimmu.2013.00223";"Frontiers";"Frontiers in Immunological Memory";"1664-3224";"CD8aa expression marks terminallt human Cd8+ T cells expanded in chronic viral infection";£1,386.13;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4105846";25101088;"10.3389/fimmu.2014.00347";"Frontiers";"Frontiers in Immunology";"1664-3224";"Beneficial autoimmunity at body surfaces - immune surveillance and rapid type 2 immunity regulate tissue homeostasis and cancer
";£922.40;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3924148";24592267;"10.3389/fimmu.2014.00061";"Frontiers";"Frontiers in Immunology";"1664-3224";"Helminth allergens, parasite-specific IgE and its protective role in human immunity";£794.11;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4215630";25400633;"10.3389/fimmu.2014.00535";"Frontiers";"Frontiers in Immunology";"1664-3224";"B1b cells recognize protective antigens after natural infection and vaccination";£606.01;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4231975";25452746;"10.3389/fmicb.2014.00599";"Frontiers";"Frontiers in Microbiology";"1664-302X";"Temperature dependent bacteriophages reveal new facets of a tropical bacterial pathogen";£1,548.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4034419";24904539;"10.3389/fmicb.2014.00224";"Frontiers";"Frontiers in Microbiology";"1664-302X";"DNA ploymerase hybrids derived from the family-B enzymes of Pyrococcus furiosus and thermococcus kodakarensis: improving performance in the polymerase chain reaction";£947.38;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4103422";25101074;"10.3389/fmicb.2014.00374";"Frontiers";"Frontiers in Microbiology";"1664-302X";"Overcoming stalled translation in human mitochondria";£545.71;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3873601";24416034;"10.3389/fimmu.2013.00495";"Frontiers";"Frontiers in Molecular Innate Immunity";"1664-3224";"Rapid detection of dendritic cell and monocyte disorders using CD4 as a lineage marker of the human peripheral blood antigen presenting cell compartment";£953.16;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3870274";24391550;"10.3389/fncir.2013.00203";"Frontiers";"Frontiers in Neural Circuits";"1662-5110";"The contribution of delta subunit-containing GABA-A receptors to phasic and tonic conductance changes in cerebellum, thalamus and neocortex.";£725.76;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4097946";25076887;"10.3389/fneng.2014.0002";"Frontiers";"Frontiers in Neuroengineering";"1662-6443";"Neuromodulation: present and emerging methods";£1,537.34;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4010751";24808859;"10.3389/fneng.2014.00010";"Frontiers";"Frontiers in Neuroengineering";"1662-6443";"The sinusoidal probe: a new approach to improve electrode longevity";£947.38;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4032985";24904251;"10.3389/fnins.2014.00087";"Frontiers";"Frontiers in Neuroengineering";"1662-4548, 1662-453X";"Closed-loop control of spinal cord stimulation to restore hand function after paralysis";£947.38;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4021120";24847246;"10.3389/fninf.2014.00048";"Frontiers";"Frontiers in Neuroinformatics";"1662-5196";"Estimating Neural Response Functions from Fmri";£1,209.60;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4174883";25309419;"10.3389/fninf.2014.00079";"Frontiers";"Frontiers in Neuroinformatics";"1662-5196";"LEMS: A language based on physical principles for expressing complex biological models in concise and hierarchical form and its use in underpinning NeuroML 2";£967.68;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3867689";24391582;"10.3389/fninf.2013.00036";"Frontiers";"Frontiers in Neuroinformatics";"1662-5196";"Hardware-accelerated interactive data visualization for neuroscience in Python";£725.76;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3931263";24600389;"10.3389/fninf.2014.00016";"Frontiers";"Frontiers in Neuroinformatics";"1662-5196";"Stimfit: quantifying electrophysiological data with Python";£725.76;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3865426";24381535;"10.3389/fnins.2013.00241";"Frontiers";"Frontiers in Neurology";"1662-4548, 1662-453X";"Automated identification of brain tumours from single MR images based on segmentation with refined patient-specific priors";£1,209.60;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4159978";25309307;"10.3389/fnins.2014.00278";"Frontiers";"Frontiers in Neurology";"1662-4548, 1662-453X";"Estimating the apparent transverse relaxation time (R2*) from images with different contrasts (ESTATICS) reduces motion artifacts";£967.68;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3980102";24765079;"10.3389/fpsyt.2014.00033";"Frontiers";"Frontiers in Neuropsychiatric Imaging and Stimulation";"1664-0640";"Restoring cognitive functions using non-invasive brain stimulation techniques in patients with cerebellar disorders";£956.65;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3857563";24339801;"10.3389/fnins.2013.00233";"Frontiers";"Frontiers in Neuroscience";"1662-4548, 1662-453X";"The role of the striatum in social behaviour";£1,923.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3849845";24363641;"10.3389/fnins.2013.00228";"Frontiers";"Frontiers in Neuroscience";"1662-4548, 1662-453X";"Manipulating the contribution of approach-avoidance to the perturbation of economic choice by valence";£1,209.60;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3868018";24391615;"10.3389/fpsyg.2013.00952";"Frontiers";"Frontiers in Neuroscience";"1664-1078";"Psychopathy-related traits and the use of reward and social information: A computational approach";£725.76;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3909828";24550874;"10.3389/fpsyg.2014.0006";"Frontiers";"Frontiers in Perception Science";"1664-1078";"Perceptual memory drives learning of retinotopic biases for bistable stimuli";£1,608.24;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4010794";24808897;"10.3389/fpls.2014.00153";"Frontiers";"Frontiers in Plant Science";"1664-462X";"Transport proteins of parasitic protists and their role in nutrient salvage";£947.38;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3871715";24399975;"10.3389/fpsyt.2013.00176";"Frontiers";"Frontiers in Psychiatry";"1664-0640";"Dysconnectivity in the frontoparietal attention network in schizophrenia";£725.76;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3952480";24659974;"10.3389/fpsyg.2014.00204";"Frontiers";"Frontiers in Psychology";"1664-1078";"Obsessive-compulsive Disorder patients have a reduced sense of control on the illusion of control task";£1,585.79;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3930917";24600422;"10.3389/fpsyg.2013.00864";"Frontiers";"Frontiers in Psychology";"1664-1078";"Keep focussing: striatal dopamine multiple functions resolved in a single mechanism tested in a simulated humanoid robot";£725.76;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4081976";25071636;"10.3389/fpsyg.2014.00662";"Frontiers";"Frontiers in Psychology";"1664-1078";"Moving from hand to mouth: Echo phonology and the origins of language";£725.76;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4191565";25346710;"10.3389/fpsyg.2014.01133";"Frontiers";"Frontiers in Psychology";"1664-1078";"Virtual reality in waking and dreaming consciousness";£582.12;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3734369";23964206;"10.3389/fnsys.2013.00038";"Frontiers";"Frontiers in Systems Neuroscience";"1662-5137";"Mediodorsal Thalamus & Cognition in Nonhuma Primates";£578.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4076794";25071763;"10.3389/fimmu.2014.00302";"Frontiers";"Inflammation";"1664-3224";"Eosinophils in the lung Ã¢Â€Â“ modulating apoptosis and efferocytosis in airway inflammation";£780.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4052735";24999320;"10.3389/fnsys.2014.00107";"Frontiers";"Journal of Law and the Biosciences";"1662-5137";"'Pharmacological cognitive enhancement - how future neuroscientific research could advance ethical debate', Frontiers in Systems Neuroscience";£772.53;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4122160";;"10.3389/fphys.2014.00281";"Frontiers";"Membrane Physiology and Membrane Biophysics";"1664-042X";"S-acylation dependent post-translational cross-talk regulates large conductance calcium- and voltage- activated potassium (BK) channels";£774.36;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4143964";25206355;"10.3389/fimmu.2014.00400";"Frontiers";"T Cell Biology ";"1664-3224";"Gamma delta T-lymphocytes in hepatitis C and chronic liver disease";£766.84;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4233403";24579949;"10.2217/epi.13.79";"Future Medicine";"Epigenomics";"1750-1911, 1750-192X";"The roles of Jumonji-type oxygenases in human disease";£1,700.00;1;1;"cc-by";"epmc_xml";"hybrid";0
"PMC4233403";24579949;"10.2217/epi.13.79";"Future Medicine";"Epigenomics";"1750-1911, 1750-192X";"The roles of Jumonji-type oxygenases in human disease";£1,700.00;1;1;"cc-by";"epmc_xml";"hybrid";0
"PMC3904215";24199805;"10.2217/fmb.13.109";"Future Medicine";"Future Microbiology";"1746-0913, 1746-0921";"Progress towards the prevention and treatment of norovirus infections";£2,040.00;1;1;"cc-by";"epmc_xml";"hybrid";0
"PMC3943176";24611071;"10.2217/pme.13.33";"Future Medicine";"Personalized Medicine";"1741-0541";"Clinical application of targeted and genome-wide technologies: can we predict treatment responses in chronic lymphocytic leukaemia?";£1,836.00;1;1;"non-standard-licence";"epmc";"hybrid";0
"PMC4077757";24617969;"10.2217/rme.14.17";"Future Medicine";"Regenerative Medicine";"1746-0751, 1746-076X";"Multipotential stromal cell abundance in cellular bone allograft: a comparison with fresh age-matched iliac crest bone and bone marrow aspirate";£1,346.40;1;1;"non-standard-licence";"epmc";"hybrid";0
;24579944;"10.2217/epi.13.74";"Future Medicine";"Epigenomics";"1750-1911, 1750-192X";"Human-specific CpG 'beacons' identify human-specific prefrontal cortex H3K4me3 chromatin peaks";£1,700.00;0;"unknown";"unknown";;"hybrid";0
;24957089;"10.2217/fmb.14.24";"Future Medicine";"Future Microbiology";"1746-0913, 1746-0921";"Using MLST to study bacterial variation: prospects in the genomic era";£2,040.00;0;"unknown";"unknown";;"hybrid";0
"PMC4089899";25018771;"10.2217/ijr.14.10";"Future Medicine Ltd";"International Journal of Clinical Rheumatology";"1758-4272, 1758-4280";"Future directions for the management of pain in osteoarthritis";£2,040.00;1;1;"cc-by";"epmc_xml";"hybrid";0
"PMC3909837";24236483;"10.2217/pgs.13.183";"Future Medicine Ltd";"Pharmacogenomics";"1462-2416, 1744-8042";"Issues surrounding the health economic evaluation of genomic technologies";£1,700.00;1;"unknown";"unknown";;"hybrid";0
;;;"Future Science";"Clinical Investigation";;"Preventive chemotherapy for schistosomiasis and soil-transmitted helminthiasis by cotreatment with praziquantel and albendazole";£1,700.00;;"unknown";"unknown";;;0
"PMC4063931";24717176;"10.1534/genetics.114.164822";"Genetics Society of America";"Genetics";"0016-6731, 1943-2631";"Effects of Overlapping Generations on Linkage Disequilibrium Estimates of Effective Population Size";£903.07;1;0;"non-standard-licence";"epmc_xml";"hybrid";0
"PMC4131118";25143830;"10.1155/2014/646504";"Hindawi";"Journal of Obesity";"2090-0708, 2090-0716";"Using the Medical Research Council framework for the development and evaluation of complex interventions in a theory-based infant feeding intervention to prevent childhood obesity: the baby milk intervention and trial";£552.70;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3976844";24757284;"10.1155/2014/481206";"Hindawi";"Mediators of Inflammation";"0962-9351, 1466-1861";"IL-21 receptor expression in human tendinopathy'";£959.55;1;0;"cc-by";"epmc_xml";"oa";1
;24918496;"10.1123/japa.2013-0142";"Human Kinetics";"Journal of Aging and Physical Activity";"1063-8652, 1543-267X";"Social Patterning in Grip Strength, Chair Rise and Walk Speed in Ageing Population: The Czech HAPIEE Study";£1,196.53;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3956491";24286442;"10.3109/13506129.2013.862229";"Informa";"Amyloid";"1350-6129, 1744-2818";"Amyloid arthropathy associated with multiple myeloma: polyarthritis without synovial infiltration of CD20+ or CD38+ cells";£2,839.21;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4134047";24810796;"10.3109/15563650.2014.915411";"Informa";"Clinical Toxicology";"1556-3650, 1556-9519";"Is oxygen required before atropine administration in organophosphorus or carbamate pesticide poisoning? - a cohort study";£2,206.20;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4002632";23844868;"10.3109/15412555.2013.781577";"Informa";"COPD: Journal of Chronic Obstructive Pulmonary Disease";"1541-2555, 1541-2563";"MuRF-1 and atrogin-1 protein expression and quadriceps fiber size and muscle mass in stable patients with COPD";£2,413.81;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4086233";23991677;"10.3109/09638288.2013.829524";"Informa";"Disabil Rehabil";"0963-8288, 1464-5165";"Survey of rehabilitation support for children 0-15 years in a rural part of Kenya.";£2,241.47;1;0;"cc-by-nc-nd";"epmc_xml";"hybrid";0
;24556919;"10.1088/0031-9155/59/5/N1";"Institute of Physics (IOP)";"Physics in Medicine and Biology";"0031-9155, 1361-6560";"Proof-of-concept demonstration of edge-illumination x-ray phase contrast imaging combined with tomosynthesis";£2,040.00;0;"unknown";"cc-by";"publisher";"hybrid";0
;24845144;"10.1088/0967-3334/35/6/1095";"Institute of Physics (IOP)";"Physiological Measurement";"0967-3334, 1361-6579";"A method for reconstructing tomographic images of evoked neural activity with electrical impedance tomography using intracranial planar arrays";£1,700.00;0;"unknown";"cc-by";"publisher";"hybrid";0
"PMC4013994";24654267;"10.1088/1741-2560/11/1/016005";"Institute of Physics (IOP)";"Journal of Neural Engineering";"1741-2560, 1741-2552";"Upper-limb muscle responses to epidural, subdural and intraspinal stimulaton of the cervical spinal cord";£2,040.00;1;1;"non-standard-licence";"epmc";"hybrid";0
"PMC4038919";23860257;"10.1088/1741-2560/10/4/046017";"Institute of Physics (IOP)";"Journal of Neural Engineering";"1741-2560, 1741-2552";"A finite rate of innovation algorithm for fast and accurate spike detection from two-photon calcium imaging";£2,040.00;1;"unknown";"cc-by";"publisher";"hybrid";1
"PMC3112962";;"10.1186/1758-2652-13-S4-P181";"International AIDS society";"Journal of the International AIDS Society";"1758-2652";"Population pharmacokinetic and pharmacogenetic analysis of nevirapine in hypersensitive and tolerant HIV-infected patients from Malawi";£2,172.34;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4238259";24902563;"10.5588/ijtld.13.0811";"International Union Against Tuberculosis and Lung Disease";"The International Journal of Tuberculosis and Lung Disease";"1027-3719, 1815-7920";"Impact of single or scanty sputum smears as diagnostic of smear positive tuberculosis: cohort study in Malawi.";£2,450.58;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
;24429320;"10.5588/ijtld.13.0485";"International Union Against Tuberculosis and Lung Disease";"International Union Against Tuberculosis and Lung Disease";"1027-3719, 1815-7920";"Feasibility of conducting a randomised control trial of a cookstove intervention in rural Malawi";£2,536.59;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3388910";22750853;"10.1107/S1744309112010603";"International Union of Crystallography";"Acta Crystallogr D Biol Crystallogr";"1744-3091";"Structure of the regulatory domain of the LysR familiy regulator NMB2055 (metR-like protien) from Neisseria meningitis";£749.13;1;"unknown";"unknown";;"hybrid";0
"PMC3852654";24311588;"10.1107/S0907444913022725";"International Union of Crystallography";"Acta Crystallogr D Biol Crystallogr";"0907-4449, 1399-0047";"Structural basis for type VI secreted peptidoglycan DL-endopeptidase function, specificity and neutralization in Serratia marcescens.";£748.05;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3940198";24531462;"10.1107/S1399004713026801";"International Union of Crystallography";"Acta Crystallogr D Biol Crystallogr";"0907-4449, 1399-0047";"High-resolution structure of the M14-type cytosolic carboxypeptidase from Burkholderia cenocepacia refined exploiting PDB_REDO strategies";£748.05;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4118829";25084338;"10.1107/S139900471401339X";"International Union of Crystallography";"Acta Crystallogr D Biol Crystallogr";"0907-4449, 1399-0047";"Pushing the limits of Sulfur-SAD phasing, de novo structure solution of the N- terminal domain of the ectodomain of HCV E1";£746.31;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3975893";24699660;"10.1107/S1399004713034275";"International Union of Crystallography";"Acta Crystallogr D Biol Crystallogr";"0907-4449, 1399-0047";"Threonine 57 is required for the post-translational acvtivation of Escherichia";£732.11;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3940205";24531481;"10.1107/s1399004713030319";"International Union of Crystallography";"Acta Crystallogr D Biol Crystallogr";"0907-4449, 1399-0047";"Likelihood-based molecular replacement solution for a highly pathological crystal with tetarohedral twinning and sevenfold translational noncrystallographic symmetry";£731.57;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4089489";25004975;"10.1107/s1399004714009997";"International Union of Crystallography";"Acta Crystallogr D Biol Crystallogr";"0907-4449, 1399-0047";"The structure of the cysteine protease and lectin-like domains of Cwp84, a surface layer-associated protein from Clostridium difficile";£725.89;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3855715";24316825;"10.1107/S1744309113031448";"International Union of Crystallography";"Acta Crystallographica Section F";"1744-3091";"Two high-resolution structures of the human E3 ubiquitin ligase Siah1";£748.06;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3752974";23811710;"10.1353/bhm.2013.0019.";"Johns Hopkins University Press";"Bulletin of the History of Medicine ";"0007-5140, 1086-3176";"Divining and Knowing: Karl Sudhoff's Historical Method";£2,141.00;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC4196690";24976162;"10.1353/bhm.2014.0033";"Johns Hopkins University Press";"Bulletin of the History of Medicine ";"0007-5140, 1086-3176";"The foundations of autism: the law concerning psychotic, schizophrenic and autistic children in 1950s and 1960s Britain.";£2,084.10;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC4046389";24769806;"10.1353/bhm.2014.0005";"Johns Hopkins University Press";"Bulletin of the History of Medicine ";"0007-5140, 1086-3176";"Ã¢Â€ÂœPatient ZeroÃ¢Â€Â: The Absence of a PatientÃ¢Â€Â™s View of the Early North American AIDS Epidemic";£2,072.89;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3904772";24362276;"10.1353/bhm.2013.0064";"Johns Hopkins University Press";"Bulletin of the History of Medicine ";"0007-5140, 1086-3176";"The invention of infertility in the Classical Greek world: medicine, divinity and gender";£1,838.24;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC4073662";25055709;"10.1353/lm.2014.0006";"Johns Hopkins University Press";"Literature and Medicine";"0278-9671, 1080-6571";"Representing Chronic Disorders of Consciousness: The Problem of Voice in AllendeÃ¢Â€Â™s Paula";£2,151.95;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC4153444";24686284;"10.3791/51281";"Journal of Visualized Experiments";"Journal of Visualized Experiments";"1940-087X";"Studying food reward and motivation in humans";£3,248.26;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3990830";24300093;"10.3791/50989";"Journal of Visualized Experiments";"Journal of Visualized Experiments";"1940-087X";"Nucleofection of rodent neuroblasts to study neuroblast migration in vitro";£1,426.88;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4212580";25046639;"10.3791/51656";"Journal of Visualized Experiments";"Journal of Visualized Experiments";"1940-087X";"Identification of protein interaction partners in mammalian cells using silac-immunoprecipitation quantitative proteomics";£1,345.72;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4144692";24638084;"10.3791/51177";"Journal of Visualized Experiments";"Journal of Visualized Experiments";"1940-087X";"Visualizing protein-DNA interactions in live bacterial cells using photoactivated single-molecule tracking.";£1,167.57;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4153465";24686835;"10.3791/51206";"Journal of Visualized Experiments";"Journal of Visualized Experiments";"1940-087X";"Efficient production and purification of recombinant murine kindlin-3 from insect cells for biophysical studies.";£1,104.52;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4217393";25077449;"10.3791/51403";"Journal of Visualized Experiments";"Journal of Visualized Experiments";"1940-087X";"Controlling Parkinson's disease with adaptive deep brain stimulation";£1,104.52;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4024245";24747156;"10.3791/51242";"Journal of Visualized Experiments";"Journal of Visualized Experiments";"1940-087X";"An affordable HIV-1 drug resistance monitoring method for resource limited settings.";£1,977.33;1;1;"non-standard-licence";"epmc";"hybrid";0
;25226510;"10.3791/51601";"Journal of Visualized Experiments";"Journal of Visualized Experiments";"1940-087X";"Use of Shigella flexneri to Study Autophagy-Cytoskeleton Interactions";£3,076.72;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
;;;"Journal of Visualized Experiments";"Journal of Visualized Experiments";;"Dorsal root ganglia neurons and differentiated adipose-derived stem cells: an in vitro co-culture model to study peripheral nerve regeneration";£3,018.76;;"unknown";"unknown";;;0
;;;"Journal of Visualized Experiments";"Journal of Visualized Experiments";;"Manipulation and in vitro maturation of Xenopus laevis oocytes, followed by intracytoplasmic sperm injection, to study embryonic development";£2,948.58;;"unknown";"unknown";;;0
"PMC4194629";24008922;"10.1159/000351097";"Karger";"Neurodegenerative Diseases";"1660-2854, 1660-2862";"Influence of Single Nucleotide Polymorphisms in COMT, MAO-A and BDNF Genes on Dyskinesias and";£2,054.57;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
;25247883;"10.1159/000365331";"Karger";"Journal of Innate Immunity";"1662-811X, 1662-8128";"Anopheles gambiae blood feeding initiates an anticipatory defense response to Plasmodium berghei";£2,366.86;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC4067711";22433285;"10.1159/000336762";"Karger";"Cerebrovascular Diseases";"1015-9770, 1421-9786";"Lack of association of white matter lesions with ipsilateral carotid artery stenosis";£2,515.28;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4067720";20173323;"10.1159/000286342";"Karger";"Cerebrovascular Diseases";"1015-9770, 1421-9786";"Associations of clinical stroke misclassification ('clinical-imaging dissociation') in acute ischemic stroke";£2,515.28;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3902763";24217342;"10.1159/000355496";"Karger";"Cerebrovascular Diseases";"1015-9770, 1421-9786";"Impact of different operational definitions on mild cognitive impairment rate and MMSE and MOCCA performance in Transient Ischaemic Attck and stroke";£2,075.64;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4224252";25300309;"10.1159/000365479";"Karger";"Journal of Vascular Research";"1018-1172, 1423-0135";"? Integrins Mediate FAK Y397 Autophosphorylation of Resistance Arteries during Eutrophic Inward Remodeling in Hypertension";£2,371.40;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3906248";24240189;"10.4161/cc.27118";"Landes Bioscience";"Cell Cycle";"1538-4101, 1551-4005";"Direct BMP2/4 signaling through BMP receptor IA regulates fetal thymocyte progenitor homeostasis and differentiation to CD4+CD8+ double-positive cell";£618.93;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3841313";23839046;"10.4161/cc.25511";"Landes Bioscience";"Cell Cycle";"1538-4101, 1551-4005";"FMN2 is a novel regulator of the cyclin-dependent kinase inhibitor p21";£327.40;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3906345";23778312;"10.4161/hv.25383";"Landes Bioscience";"Human Vaccines and Immunotheraputics";"2164-5515, 2164-554X";"Challenges of assessing the clincal efficacy of asexual blood-stage Plasmodium falciparum malaria vaccines";£384.30;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3925691";24213376;"10.4161/nucl.26872";"Landes Bioscience";"Nucleus";"1949-1034, 1949-1042";"Tissue specificity in the nuclear envelope supports its functional complexity";£309.24;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3654770";22992452;"10.4161/trns.21967";"Landes Bioscience";"Transcription";"2154-1264, 2154-1272";"Transcription termination between polo and snap, two closely spaced tandem genes of D. melanogaster";£278.56;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
;24823909;"10.4161/rna.28800";"Landes Bioscience";"RNA Biology";"1547-6286, 1555-8584";"The RNA-binding protein hnRNPA2 regulatesÃ‚Â ?-catenin protein expression and isÃ‚Â overexpressedÃ‚Â in prostate cancer";£1,379.55;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
;24657987;"10.4161/auto.28259";"Landes Bioscience";"Autophagy";"1554-8627, 1554-8635";"Deficiency of the exportomer components Pex1, Pex6, and Pex15 causes enhanced pexophagy in Saccharomyces cerevisiae";£1,110.17;0;"unknown";"unknown";;"hybrid";0
;23989665;"10.4161/auto.25878";"Landes Bioscience";"Autophagy";"1554-8627, 1554-8635";"Defective quality control mechanisms and accumulation of damaged mitochondria link Gaucher and Parkinson diseases";£328.62;0;"unknown";"unknown";;"hybrid";0
"PMC4143409";24751716;"10.4161/epi.28864";"Landes Bioscience";"Epigenetics";"1559-2294, 1559-2308";"SETD6 control the expression of estrogen-responsive genes and proliferation of breast carcinoma cells";£1,106.27;0;"unknown";"unknown";;"hybrid";0
;24518816;"10.4161/epi.28041";"Landes Bioscience";"Epigenetics";"1559-2294, 1559-2308";"Assessment of RainDrop BS-seq as a method for large-scale, targeted bisulfite sequencing";£621.51;0;"unknown";"unknown";;"hybrid";0
;25322831;"10.4161/19382014.2014.954436";"Landes Bioscience";"Islets";"1938-2014, 1938-2022";"The window period of NEUROGENIN3 during human gestation";£721.55;0;"unknown";"unknown";;"hybrid";0
"PMC4164488";25482198;"10.4161/nucl.36232";"Landes Bioscience";"Nucleus";"1949-1034, 1949-1042";"Mitotic phosphorylation of SUN1 loosens its connection with the nuclear lamina whilst the LINC complex remains intact";£1,084.80;0;"unknown";"unknown";;"hybrid";0
"PMC4208559";25325312;"10.1089/vbz.2014.1578";"Liebert";"Vector-borne and zoonotic diseases";"1530-3667, 1557-7759";"High prevalence of Rickettsia africae variants in Ambylomma variegtum ticks";£2,369.78;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3999137";24500501;"10.1097/CMR.0000000000000046";"Lippincott Williams & Wilkins";"Melanoma Research";"0960-8931, 1473-5636";"Caveolin-1 is a risk factor for post-surgery metastasis in preclinical melanoma models";£2,262.68;1;0;"cc-by";"epmc_xml";"hybrid";1
;;"10.1353/bhs.0.0098";"Liverpool University Press 2004 Ltd";"Bulletin of Hispanic Studies";;"Lovesickness and the Therapy of Desire:
Aquinas,
cancionero
Poetry, and Teresa of
AvilaÃ¢Â€Â™s Ã¢Â€Â˜Muero porque no mueroÃ¢Â€Â™";£1,500.00;;"unknown";"unknown";;;0
