institution;period;PMCID;PMID;DOI;Publisher;Journal title;ISSN;Euro;is_hybrid
Wellcome Trust;2015;PMC4386455;25135478;10.1128/MCB.00113-14;American Society for Mircrobiology;Molecular and Cellular Biology;0270-7306, 1098-5549;2948.31;TRUE
Wellcome Trust;2015;PMC4415053;25344536;10.1093/cid/ciu822;Oxford University Press;Clinical Infectious Diseases;1058-4838, 1537-6591;2951.17;TRUE
Wellcome Trust;2015;PMC4231644;25381378;10.1093/infdis/jiu484;;The Journal of infectious diseases;0022-1899, 1537-6613;2951.17;TRUE
Wellcome Trust;2015;PMC4354983;25336730;10.1093/infdis/jiu579;Oxford University Press;Journal of Infectious Diseases;0022-1899, 1537-6613;2951.17;TRUE
Wellcome Trust;2015;PMC4392868;25381367;10.1093/infdis/jiu615;Oxford University Press;Journal of Infectious Diseases;0022-1899, 1537-6613;2951.17;TRUE
Wellcome Trust;2015;PMC4551004;26063722;10.1093/cid/civ431;Oxford University Press;Clinical Infectious Diseases;1058-4838, 1537-6591;2951.17;TRUE
Wellcome Trust;2015;PMC4530723;25969530;10.1093/cid/civ378;Oxford University Press;Clinical Infectious Diseases;1058-4838, 1537-6591;2951.17;TRUE
Wellcome Trust;2015;PMC4339205;25576174;10.1016/j.ejphar.2014.11.032;Elsevier;European Journal of Pharmacology;0014-2999, 1879-0712;2971.33;TRUE
Wellcome Trust;2015;PMC4293412;25589753;10.1523/JNEUROSCI.2439-14.2015;Society for Neuroscience;Journal of Neuroscience;0270-6474, 1529-2401;2976.84;TRUE
Wellcome Trust;2015;PMC4495240;26156985;10.1523/JNEUROSCI.1255-15.2015;Society for Neuroscience;The Journal of Neuroscience;0270-6474, 1529-2401;2977.77;TRUE
Wellcome Trust;2015;PMC4310854;25541186;10.1016/j.socscimed.2014.12.002;Elsevier;Social Science & Medicine;0277-9536, 1873-5347;2983.69;TRUE
Wellcome Trust;2015;PMC4623224;26511236;10.1523/jneurosci.1833-15.2015;Society for Neuroscience;Journal of Neuroscience;0270-6474, 1529-2401;2988.51;TRUE
Wellcome Trust;2015;PMC4201944;25261482;10.4049/jimmunol.1400502;American Association of Immunologists;Journal of Immunology;0022-1767, 1550-6606;2992.89;TRUE
Wellcome Trust;2015;PMC4561067;26024842;10.1007/s12015-015-9599-3;Springer;Stem Cell Reviews and Reports;1550-8943, 1558-6804;2993.26;TRUE
Wellcome Trust;2015;PMC4625058;25266856;10.1111/mmi.12812;;Molecular microbiology;0950-382X, 1365-2958;2995.13;TRUE
Wellcome Trust;2015;PMC4413357;25200287;10.1111/cea.12399;Wiley;Clinical & Experimental Allergy;0954-7894, 1365-2222;2997.90;TRUE
Wellcome Trust;2015;PMC4452553;26041914;10.1523/JNEUROSCI.5137-14.2015;Society for Neuroscience;Journal of Neuroscience;0270-6474, 1529-2401;2998.19;TRUE
Wellcome Trust;2015;PMC4478250;26109655;10.1523/JNEUROSCI.4245-14.2015;Society for Neuroscience;Journal of Neuroscience;0270-6474, 1529-2401;3000.03;TRUE
Wellcome Trust;2015;PMC4502255;26180191;10.1523/JNEUROSCI.1040-15.2015;Society for Neuroscience;Journal of Neuroscience;0270-6474, 1529-2401;3001.24;TRUE
Wellcome Trust;2015;PMC4495239;26156984;10.1523/JNEUROSCI.0702-15.2015;Society for Neuroscience;Journal of Neuroscience;0270-6474, 1529-2401;3003.31;TRUE
Wellcome Trust;2015;PMC4323106;25668728;10.1371/journal.pbio.1002061;PLOS;PLOS Biology;1544-9173, 1545-7885;3003.66;FALSE
Wellcome Trust;2015;PMC4452143;25468720;10.1016/j.blre.2014.10.003;Elsevier;Blood Reviews;0268-960X, 1532-1681;3011.76;TRUE
Wellcome Trust;2015;PMC4558032;26331877;10.1371/journal.pbio.1002229;PLOS;PLoS Biology;1544-9173, 1545-7885;3018.56;FALSE
Wellcome Trust;2015;PMC4643177;25424858;10.1002/path.4483;Wiley;Journal of Pathology;0022-3417, 1096-9896;3019.75;TRUE
Wellcome Trust;2015;PMC4331096;25511316;10.1016/j.eurpsy.2014.11.008;Elsevier;European Psychiatry;0924-9338, 1778-3585;3021.31;TRUE
Wellcome Trust;2015;PMC4571924;26232859;10.1016/j.ejca.2015.07.008;Elsevier;European Journal of Cancel;0959-8049, 1879-0852;3022.98;TRUE
Wellcome Trust;2015;PMC4282343;25196940;10.1111/sji.12237;Wiley;Scandinavian Journal of Immunology;0300-9475, 1365-3083;3023.04;TRUE
;;;;;;;;;
Wellcome Trust;2015;PMC4655864;26187178;10.1016/j.pec.2015.06.013;Elsevier;Patient Education and Counseling;0738-3991, 1873-5134;3028.27;TRUE
Wellcome Trust;2015;PMC4323108;25668031;10.1371/journal.pbio.1002065;PLOS;PLOS Biology;1544-9173, 1545-7885;3028.87;FALSE
Wellcome Trust;2015;PMC4671308;26175283;10.1111/bjd.13954;Wiley;British Journal of Dermatology;0007-0963, 1365-2133;3034.80;TRUE
Wellcome Trust;2015;PMC4405077;25627813;10.1002/eji.201444661;Wiley;European Journal of Immunology;0014-2980, 1521-4141;3034.80;TRUE
Wellcome Trust;2015;PMC4160575;25650886;10.1002/anie.201411141;Wiley ;Angewandte Chemie;0948-6143, 1432-119X;3034.80;TRUE
Wellcome Trust;2015;PMC4283732;25331546;10.1111/all.12536;;Allergy;0105-4538, 1398-9995;3034.99;TRUE
Wellcome Trust;2015;PMC4371638;25225164;10.1111/cmi.12363;;Cellular microbiology;1462-5814, 1462-5822;3034.99;TRUE
Wellcome Trust;2015;PMC4264918;25039245;10.1111/imm.12358;;Immunology;0019-2805, 1365-2567;3034.99;TRUE
Wellcome Trust;2015;PMC4312882;25100403;10.1002/bies.201400094;;BioEssays : news and reviews in molecular, cellular and developmental biology;0265-9247, 1521-1878;3034.99;TRUE
Wellcome Trust;2015;PMC4452091;25577593;10.1016/j.jaci.2014.10.046;Elsevier;Journal of Allergy and Clinical Immunology;0091-6749, 1097-6825;3035.42;TRUE
Wellcome Trust;2015;PMC4477908;25331015;10.1002/eji.201445016;Wiley;European Journal of Immunology ;0014-2980, 1521-4141;3035.45;TRUE
Wellcome Trust;2015;PMC4441880;25428410;10.1177/0300985814559404;Sage;Veterinary Pathology;0300-9858, 1544-2217;3035.56;TRUE
Wellcome Trust;2015;PMC4332694;25595267;10.1016/j.vetmic.2014.12.023;Elsevier;Veterinary Microbiology;0378-1135, 1873-2542;3035.83;TRUE
Wellcome Trust;2015;PMC4471147;26097890;10.1016/j.ebiom.2015.02.009;Elsevier;EBioMedicine;2352-3964;3037.88;FALSE
Wellcome Trust;2015;PMC4596251;26142652;10.1016/j.jpain.2015.06.008;Elsevier;Journal of Pain;1526-5900, 1528-8447;3042.58;TRUE
Wellcome Trust;2015;PMC4249533;25267672;10.1128/AAC.03900-14;American Society for Mircrobiology;Antimicrobial Agents and Chemotherapy;0066-4804, 1098-6596;3044.92;TRUE
Wellcome Trust;2015;PMC4496350;;10.18632/oncotarget.3504;Impact Journals;Oncotarget;1949-2553;3046.56;FALSE
Wellcome Trust;2015;PMC4673085;26196300;10.1016/j.vph.2015.07.010;Elsevier;Vascular Pharmacology;1537-1891, 1879-3649;3047.96;TRUE
Wellcome Trust;2015;PMC4469461;26079503;10.1371/journal.pmed.1001841;PLOS;PLOS Medicine;1549-1277, 1549-1676;3062.25;FALSE
Wellcome Trust;2015;PMC4534822;26190105;10.1016/j.celrep.2015.06.053;Elsevier ;Cell Reports;2211-1247;3063.15;FALSE
Wellcome Trust;2015;PMC4348387;25515216;10.1038/jcbfm.2014.219;Nature Publishing Group;Journal of Cerebral Blood Flow and Metabolism;0271-678X, 1559-7016;3075.26;TRUE
Wellcome Trust;2015;PMC4395774;25523759;10.1038/mt.2014.242;Nature Publishing Group;Molecular Therapy;1525-0016, 1525-0024;3075.26;TRUE
Wellcome Trust;2015;PMC4547083;;10.1016/j.bbamcr.2014.12.021;Elsevier;BBA - Molecular Cell Research;0006-3002;3077.66;TRUE
Wellcome Trust;2015;PMC4610947;25533870;10.1016/j.socscimed.2014.11.028;Elsevier;Social Science and Medicine;0277-9536, 1873-5347;3078.60;TRUE
Wellcome Trust;2015;PMC4508967;25354247;10.1111/febs.13132;Wiley;FEBS Journal;1742-464X, 1742-4658;3079.07;TRUE
Wellcome Trust;2015;PMC4441097;25900447;10.1016/j.clinbiomech.2015.02.014;Elsevier;Clinical Biomechanics;0268-0033, 1879-1271;3082.29;TRUE
Wellcome Trust;2015;PMC4669309;26051242;10.1016/j.jclinepi.2015.04.007;Elsevier;Journal of Clinical Epidemiology;0895-4356, 1878-5921;3084.06;TRUE
Wellcome Trust;2015;PMC4496214;25860929;10.18632/oncotarget.3284;Oncotarget;Impact Journals;1949-2553;3086.35;FALSE
Wellcome Trust;2015;PMC4557053;25820993;10.1002/path.4539;Wiley;The Journal of Pathology;0022-3417, 1096-9896;3087.08;TRUE
Wellcome Trust;2015;PMC4601018;26253758;10.1016/j.jbiomech.2015.07.017;Elsevier;Journal of Biomechanics;0021-9290, 1873-2380;3087.73;TRUE
Wellcome Trust;2015;PMC4657505;25982802;10.1002/jbmr.2552;Wiley;Journal of Bone and Mineral Research;0884-0431, 1523-4681;3088.86;TRUE
Wellcome Trust;2015;PMC4289913;25528502;10.1016/j.brat.2014.11.007;Elsevier;Behaviour Research and Therapy;0005-7967, 1873-622X;3089.82;TRUE
Wellcome Trust;2015;PMC4571926;;10.1016/j.ejca.2015.07.011;Elsevier;European Journal of Cancer;0959-8049, 1879-0852;3089.91;TRUE
Wellcome Trust;2015;PMC4196231;25293758;10.1128/mBio.01710-14;The American Society for Microbiology;mBio;2150-7511;3090.42;FALSE
Wellcome Trust;2015;PMC4577652;26139549;10.1016/j.clinbiomech.2015.06.004;Elsevier;Clinical Biomechanics;0268-0033, 1879-1271;3090.69;TRUE
Wellcome Trust;2015;PMC4671520;26005197;10.1016/j.cytogfr.2015.04.003;Elsevier;Cytokine & Growth Factor Reviews;1359-6101, 1879-0305;3090.96;TRUE
Wellcome Trust;2015;PMC4420775;25948250;10.1523/JNEUROSCI.4645-14.2015;Society for Neuroscience;Journal of Neuroscience;0270-6474, 1529-2401;3092.41;TRUE
Wellcome Trust;2015;PMC4345812;25477313;10.1136/archdischild-2014-307399;BMJ ;Archives of Disease in Childhood Fetal Neonatal;1359-2998, 1468-2052;3093.07;TRUE
Wellcome Trust;2015;PMC4508966;25471542;10.1111/jcpp.12369;Wiley;Journal of Child Psychology and Psychiatry;0021-9630, 1469-7610;3093.58;TRUE
Wellcome Trust;2015;PMC4444533;26019325;10.1523/JNEUROSCI.4738-14.2015;Society for Neuroscience;Journal of Neuroscience;0270-6474, 1529-2401;3094.07;TRUE
Wellcome Trust;2015;PMC4612445;26298350;10.1016/j.ijcard.2015.07.106;Elsevier;International Journal of Cardiology;0167-5273, 1874-1754;3097.57;TRUE
Wellcome Trust;2015;PMC4570927;25914090;10.1016/j.jim.2015.04.011;Elsevier;Journal of Immunological Methods;0022-1759, 1872-7905;3098.50;TRUE
Wellcome Trust;2015;PMC4542549;26142118;10.1016/j.mvr.2015.06.008;Elsevier;Microvascular Research;0026-2862, 1095-9319;3098.91;TRUE
Wellcome Trust;2015;PMC4535279;25982025;10.1016/j.jinf.2015.05.006;Elsevier;Journal of Infection;0163-4453, 1532-2742;3099.35;TRUE
Wellcome Trust;2015;PMC4461007;26000757;10.1016/j.brat.2015.04.010;Elsevier;Behaviour Research and Therapy;0005-7967, 1873-622X;3106.26;TRUE
Wellcome Trust;2015;PMC4503806;25747337;10.1016/j.ymeth.2015.02.017;Elsevier;Methods;1046-2023, 1095-9130;3106.33;TRUE
Wellcome Trust;2015;PMC4392393;25666123;10.1016/j.ijcard.2015.01.054;Elsevier;International Journal of Cardiology;0167-5273, 1874-1754;3106.53;TRUE
Wellcome Trust;2015;PMC4365034;25599992;10.15252/embj.201489852;Wiley;The EMBO Journal;0261-4189, 1460-2075;3107.23;TRUE
Wellcome Trust;2015;PMC4337671;25113810;10.1111/cei.12434;Wiley;clinical and experimental immunology;0009-9104, 1365-2249;3107.23;TRUE
Wellcome Trust;2015;PMC4405322;25382035;10.1111/imm.12422;Wiley;Immunology;0019-2805, 1365-2567;3107.26;TRUE
Wellcome Trust;2015;PMC4580208;;10.1016/j.bbabio.2015.05.022;Elsevier;BBA Biogenetics;0006-3002;3112.15;TRUE
Wellcome Trust;2015;PMC4454778;;10.1016/j.nmd.2015.03.007;Elsevier;Neuromuscular Disorders;0960-8966, 1873-2364;3112.15;TRUE
Wellcome Trust;2015;PMC4449122;25752197;10.1016/j.molonc.2015.02.003;Elsevier;Molecular Oncology;1574-7891, 1878-0261;3112.86;TRUE
Wellcome Trust;2015;PMC4502433;;10.1016/j.nmd.2015.03.001;Elsevier;Neuromuscular Disorders;0960-8966, 1873-2364;3114.86;TRUE
Wellcome Trust;2015;PMC4513220;25899791;10.1007/s00213-015-3929-7;Springer;Psychopharmacology;0033-3158, 1432-2072;3116.07;TRUE
Wellcome Trust;2015;PMC4622962;26264167;10.1016/j.ejca.2015.07.014;Elsevier;European Journal of Cancer;0959-8049, 1879-0852;3117.74;TRUE
Wellcome Trust;2015;PMC4528231;25908097;10.1111/jpi.12242;Wiley;Journal of Pineal Research;0742-3098, 1600-079X;3117.82;TRUE
Wellcome Trust;2015;PMC4582071;26116792;10.1016/j.jhep.2015.06.015;Elsevier;Journal of Hepatology;0168-8278, 1600-0641;3121.82;TRUE
Wellcome Trust;2015;PMC4509511;26049045;10.1016/j.bcp.2015.05.013;Elsevier;Biochemical Pharmacology;0006-2952, 1873-2968;3121.82;TRUE
Wellcome Trust;2015;PMC4416723;25841097;10.1016/j.socscimed.2015.03.030;Elsevier;Social Science & Medicine;0277-9536, 1873-5347;3122.57;TRUE
Wellcome Trust;2015;PMC4577653;26143239;10.1016/j.tips.2015.06.002;Elsevier;Trends in Pharmacological Sciences;0165-6147, 1873-3735;3122.89;TRUE
Wellcome Trust;2015;PMC4178817;25031352;10.1128/JVI.01726-14;American Society for Mircrobiology;Journal of Virology;0022-538X, 1098-5514;3123.05;TRUE
Wellcome Trust;2015;PMC4505961;26101324;10.4049/jimmunol.1500733;The American Association of Immunologists;Journal of Immunology;0022-1767, 1550-6606;3124.04;TRUE
Wellcome Trust;2015;PMC4534756;;10.1016/j.ebiom.2015.04.004;Elsevier;EBioMedicine;2352-3964;3127.18;FALSE
Wellcome Trust;2015;PMC4535318;26004221;10.1016/j.actbio.2015.05.016;Elsevier;Acta Biomaterialia;1742-7061, 1878-7568;3140.34;TRUE
Wellcome Trust;2015;PMC4415905;25769787;10.1016/j.ijantimicag.2015.01.009;Elsevier;International Journal of Antimicrobial Agents;0924-8579, 1872-7913;3140.57;TRUE
Wellcome Trust;2015;PMC4356730;25681343;10.4049/jimmunol.1401190;American Association of Immunologists (AAI);Journal of Immunology;0022-1767, 1550-6606;3141.52;TRUE
Wellcome Trust;2015;PMC4251979;25224045;10.1016/j.dnarep.2014.08.004;Elsevier;DNA Repair;1568-7864, 1568-7856;3145.05;TRUE
Wellcome Trust;2015;PMC4401448;25818578;10.1016/j.vetmic.2015.03.011;Elsevier;Veterinary Microbiology;0378-1135, 1873-2542;3145.86;TRUE
Wellcome Trust;2015;PMC4403416;25609806;10.1128/JVI.02946-14;ASM;Journal of Virology;0022-538X, 1098-5514;3147.72;TRUE
Wellcome Trust;2015;PMC4301109;25320295;10.1128/JVI.02242-14;Cenveo;Journal of Virology;0022-538X, 1098-5514;3150.18;TRUE
Wellcome Trust;2015;PMC4504979;25435337;10.1016/j.neurobiolaging.2014.10.023;Elsevier;Neurobiology of Aging;0197-4580, 1558-1497;3150.47;TRUE
Wellcome Trust;2015;PMC4339203;25595523;10.1016/j.media.2014.12.004;Elsevier;Medical Image Analysis;1361-8415, 1361-8423;3151.36;TRUE
Wellcome Trust;2015;PMC4574521;26324770;10.4049/jimmunol.1500937;American Association of Immunologists (AAI);Journal of Immunology;0022-1767, 1550-6606;3153.44;TRUE
Wellcome Trust;2015;PMC4646836;26095859;10.1016/j.rmed.2015.06.005;Elsevier;Respiratory Medicine;0954-6111, 1532-3064;3154.24;TRUE
Wellcome Trust;2015;PMC4672703;25771686;10.1111/bdi.12292;Wiley;Bipolar Disorders;1398-5647, 1399-5618;3154.90;TRUE
Wellcome Trust;2015;PMC4585460;26136213;10.15252/embj.201490147;Wiley;EMBO Reports;0261-4189, 1460-2075;3156.19;TRUE
Wellcome Trust;2015;PMC4680123;26108571;10.1136/thoraxjnl-2015-207156;BMJ ;Thorax;0040-6376, 1468-3296;3156.19;TRUE
Wellcome Trust;2015;PMC4484252;25841243;10.1136/jech-2014-205154;BMJ ;Journal of Epidemiology & Community Health;0143-005X, 1470-2738;3156.19;TRUE
Wellcome Trust;2015;PMC4484494;25922190;10.1136/archdischild-2014-307410;BMJ;Archives of Disease in Childhood ;1359-2998, 1468-2052;3156.19;TRUE
Wellcome Trust;2015;PMC4219154;24430176;10.1136/thoraxjnl-2012-203062;;Thorax;0040-6376, 1468-3296;3156.19;TRUE
Wellcome Trust;2015;PMC4484262;25814653;10.1136/heartjnl-2013-305402;BMJ ;Heart;1355-6037, 1468-201X;3156.19;TRUE
Wellcome Trust;2015;PMC4431337;25617016;10.1136/medethics-2014-102374;BMJ ;Journal of Medical Ethics;0306-6800, 1473-4257;3156.19;TRUE
Wellcome Trust;2015;PMC4283687;25516926;10.1136/medethics-2014-102306;BMJ;Journal of Medical Ethics;0306-6800, 1473-4257;3156.19;TRUE
Wellcome Trust;2015;PMC4602265;25923216;10.1136/annrheumdis-2014-207187;BMJ;Annals of the Rheumatic Diseases;0003-4967, 1468-2060;3156.19;TRUE
Wellcome Trust;2015;PMC4552898;;10.1136/annrheumdis-2014-206752;BMJ;Annals of Rheumatic Diseases;0003-4967, 1468-2060;3156.19;TRUE
Wellcome Trust;2015;PMC4283622;24647007;10.1136/gutjnl-2013-306571;BMJ ;Gut;0017-5749, 1468-3288;3156.19;TRUE
Wellcome Trust;2015;PMC4392199;24996883;10.1136/gutjnl-2013-306287;BMJ ;Gut;0017-5749, 1468-3288;3156.19;TRUE
Wellcome Trust;2015;PMC4392210;25646372;10.1136/annrheumdis-2014-206405;BMJ ;Annals of the Rheumatic Diseases;0003-4967, 1468-2060;3156.19;TRUE
Wellcome Trust;2015;PMC4345977;25432943;10.1136/thoraxjnl-2014-205202;BMJ ;Thorax;0040-6376, 1468-3296;3156.19;TRUE
Wellcome Trust;2015;PMC4528233;25940741;10.1002/cnm.2722;Wiley;International Journal for Numerical Methods in Biomedical Engineering;2040-7939, 2040-7947;3156.53;TRUE
Wellcome Trust;2015;PMC4536996;25968568;10.18632/oncotarget.3864;Impact Journals;Oncotarget;1949-2553;3160.32;FALSE
Wellcome Trust;2015;PMC4348415;25734701;10.1371/journal.pbio.1002082;PLOS;PLoS Biology;1544-9173, 1545-7885;3161.91;FALSE
Wellcome Trust;2015;PMC4333038;25490276;10.1210/jc.2014-3450;Endocrine Society;The Journal of Clinical Endocrinology and Metabolism;0021-972X, 1945-7197;3162.69;TRUE
;;;;;;;;;
Wellcome Trust;2015;PMC4456635;25948816;10.4049/jimmunol.1500124;American Association of Immunologists (AAI);Journal of Immunology;0022-1767, 1550-6606;3163.49;TRUE
Wellcome Trust;2015;PMC4681347;25573196;10.1111/1755-0998.12369;Wiley;Molecular Ecology Resources;1755-098X, 1755-0998;3163.72;TRUE
Wellcome Trust;2015;PMC4671254;25645068;10.1002/pon.3764;Wiley;Psycho-Oncology Psychooncology;1057-9249, 1099-1611;3163.72;TRUE
Wellcome Trust;2015;PMC4201744;25346881;10.1007/s40429-014-0036-5;Springer;Current Addiction Reports;2196-2952;3166.01;TRUE
Wellcome Trust;2015;PMC4669305;26402450;10.1016/j.ijcard.2015.09.005;Elsevier;International Journal of Cardiology;0167-5273, 1874-1754;3168.49;TRUE
Wellcome Trust;2015;PMC4534343;26004537;10.1016/j.pt.2015.04.014;Elsevier;Trends in Parasitology;1471-4922, 1471-5007;3168.95;TRUE
Wellcome Trust;2015;PMC4687424;25955556;10.1002/bjs.9838;Wiley;British Journal of Surgery;0007-1323, 1365-2168;3170.73;TRUE
Wellcome Trust;2015;PMC4672701;25778778;10.1111/gbb.12213;Wiley;Genes, Brain and Behavior;1601-1848, 1601-183X;3170.75;TRUE
Wellcome Trust;2015;PMC4527284;26092119;10.1242/dmm.019174;Company of Biologists;Disease Models & Mechanisms;1754-8403, 1754-8411;3174.89;FALSE
Wellcome Trust;2015;PMC4484261;25953970;10.1136/heartjnl-2014-307158;BMJ ;Heart;1355-6037, 1468-201X;3175.63;TRUE
Wellcome Trust;2015;PMC4576210;26282705;10.1016/j.socscimed.2015.07.027;Elsevier;Social Science & Medicine;0277-9536, 1873-5347;3180.44;TRUE
;;;;;;;;;
Wellcome Trust;2015;PMC4314782;25510503;10.1242/dmm.017285;Company of Biologists;Disease Models & Mechanisms;1754-8403, 1754-8411;3203.01;FALSE
Wellcome Trust;2015;PMC4510702;25492378;10.1111/dom.12427;Wiley;Diabetes, Obesity and Metabolism;1462-8902, 1463-1326;3203.16;TRUE
Wellcome Trust;2015;PMC4358841;25709093;10.1016/j.it.2015.02.001;Elsevier;Trends in Immunology;1471-4906, 1471-4981;3205.26;TRUE
Wellcome Trust;2015;PMC4319310;25601923;10.4049/jimmunol.1401256;American Association of Immunologists (AAI);Journal of Immunology;0022-1767, 1550-6606;3206.95;TRUE
Wellcome Trust;2015;PMC4383639;25556537;10.1111/jth.12836;Wiley;Journal of Thrombosis and Haemostasis;1538-7933, 1538-7836;3212.69;TRUE
Wellcome Trust;2015;PMC4471830;;10.1016/j.stemcr.2015.05.005;Elsevier;Stem Cell Reports;2213-6711;3213.84;FALSE
Wellcome Trust;2015;PMC4405729;25871551;10.1113/jphysiol.2014.284356;Wiley;The Journal of Physiology;0022-3751, 1469-7793;3224.06;TRUE
Wellcome Trust;2015;PMC4529666;25395177;10.1002/ijc.29329;Wiley;International Journal of Cancer;0020-7136, 1097-0215;3224.09;TRUE
Wellcome Trust;2015;PMC4382711;25584518;10.1089/chi.2014.0110;Mary Ann Liebert Publishers;Childhood Obesity;2153-2168, 2153-2176;3224.83;TRUE
Wellcome Trust;2015;PMC4325807;25561339;10.1128/AAC.04292-14;American Society for Mircrobiology;Antimicrobial Agents and Chemotherapy;0066-4804, 1098-6596;3228.64;TRUE
Wellcome Trust;2015;PMC4409837;25515006;10.1002/pmic.201400436;Wiley;Proteomics;1615-9853, 1615-9861;3232.70;TRUE
Wellcome Trust;2015;PMC4298128;25539815;10.4049/jimmunol.1401703;American Association of Immunologists (AAI);Journal of Immunology;0022-1767, 1550-6606;3234.06;TRUE
Wellcome Trust;2015;PMC4651126;26418531;10.1038/bjc.2015.310;Nature Publishing Group;British Journal of Cancer;0007-0920, 1532-1827;3237.12;TRUE
Wellcome Trust;2015;PMC4580396;25989269;10.1038/bjc.2015.159;Nature Publishing Group;British Journal of Cancer;0007-0920, 1532-1827;3237.12;TRUE
Wellcome Trust;2015;PMC4647873;26348444;10.1038/bjc.2015.318;Nature Publishing Group;British Journal of Cancer;0007-0920, 1532-1827;3237.12;TRUE
Wellcome Trust;2015;PMC4658545;26410619;10.1093/annonc/mdv394;Oxford University Press;Annals of Oncology;0923-7534, 1569-8041;3237.12;TRUE
Wellcome Trust;2015;PMC4469798;25953783;10.1093/ije/dyv077;Oxford University Press;International Journal of Epidemiology;0300-5771, 1464-3685;3237.12;TRUE
Wellcome Trust;2015;PMC4588868;25862628;10.1093/ije/dyv048;Oxford University Press;International Journal of Epidemiology;0300-5771, 1464-3685;3237.12;TRUE
Wellcome Trust;2015;PMC4521136;26232419;10.1093/ije/dyv132;Oxford University Press;International Journal of Epidemiology;0300-5771, 1464-3685;3237.12;TRUE
Wellcome Trust;2015;PMC4476412;25902782;10.1093/cvr/cvv132;Oxford University Press;Cardiovascular Research;0008-6363, 1755-3245;3237.12;TRUE
Wellcome Trust;2015;PMC4588865;25855720;10.1093/ije/dyv042;Oxford University Press;International Journal of Epidemiology;0300-5771, 1464-3685;3237.12;TRUE
Wellcome Trust;2015;PMC4521129;25855709;10.1093/ije/dyv035;Oxford University Press;International Journal of Epidemiology;0300-5771, 1464-3685;3237.12;TRUE
Wellcome Trust;2015;PMC4599128;26039631;10.1111/jth.13022;Wiley;Journal of Thrombosis and Haemostasis;1538-7933, 1538-7836;3237.12;TRUE
Wellcome Trust;2015;PMC4409099;25288193;10.1111/jvh.12338;Wiley;Journal of Viral Hepatitis;1352-0504, 1365-2893;3237.12;TRUE
Wellcome Trust;2015;PMC4471617;25559750;10.1111/nan.12215;Wiley;Neuropathology and Applied Neurobiology;0305-1846, 1365-2990;3237.12;TRUE
Wellcome Trust;2015;PMC4257002;25368120;10.1242/dmm.017368;The Company of Biologists;Disease Models & Mechanisms;1754-8403, 1754-8411;3237.12;FALSE
Wellcome Trust;2015;PMC4274319;25411383;10.1093/cvr/cvu240;Oxford University Press;Cardiovascular Research;0166-4328, 1872-7549;3237.12;TRUE
Wellcome Trust;2015;PMC4625886;25899567;10.1093/intimm/dxv020;Oxford University Press;International Immunology;0953-8178, 1460-2377;3237.12;TRUE
Wellcome Trust;2015;PMC4574209;26385934;10.1093/trstmh/trv072;Oxford University Press;Transactions of the Royal Society of Tropical Medicine and Hygiene;0035-9203, 1878-3503;3237.12;TRUE
Wellcome Trust;2015;PMC4615797;25765937;10.1093/cvr/cvv106;Oxford University Press;Cardiovascular Research;0008-6363, 1755-3245;3237.12;TRUE
Wellcome Trust;2015;PMC4385966;25742484;10.1038/bjc.2015.86;Nature Publishing Group;British Journal of Cancer;0007-0920, 1532-1827;3237.12;TRUE
Wellcome Trust;2015;PMC4385959;25719834;10.1038/bjc.2015.67;Nature Publishing Group;British Journal of Cancer;0007-0920, 1532-1827;3237.12;TRUE
Wellcome Trust;2015;PMC4681317;25586623;10.1002/nbm.3255;Wiley;NMR in Biomedicine;0952-3480, 1099-1492;3237.12;TRUE
Wellcome Trust;2015;PMC4213731;25190708;10.1242/dmm.014720;;Disease models & mechanisms;1754-8403, 1754-8411;3237.12;FALSE
Wellcome Trust;2015;PMC4535555;25687748;10.1093/europace/euu364;Oxford University Press;EP Europace;1099-5129, 1532-2092;3237.12;TRUE
Wellcome Trust;2015;PMC4613743;26311843;10.1093/jac/dkv243;Oxford University Press;Journal Antimicrobial chemotherapy;0305-7453, 1460-2091;3237.12;TRUE
Wellcome Trust;2015;PMC4588864;25972603;10.1093/ije/dyv041;Oxford University Press;International Journal Of Epidemiology;0300-5771, 1464-3685;3237.12;TRUE
Wellcome Trust;2015;PMC4362402;25661082;10.1093/cvr/cvv029;Oxford University Press;Cardiovascular Research;0008-6363, 1755-3245;3237.12;TRUE
Wellcome Trust;2015;PMC4637815;26443852;10.1093/mutage/gev073;Oxford University Press;Mutagenesis;0267-8357, 1464-3804;3237.12;TRUE
Wellcome Trust;2015;PMC4472329;25858354;10.1093/jac/dkv080;Oxford University Press;Journal of Antimicrobial Chemotherapy;0305-7453, 1460-2091;3237.12;TRUE
Wellcome Trust;2015;PMC4498297;25759035;10.1093/jac/dkv039;Oxford University Press;Journal of Antimicrobial Chemotherapy;1460-2091;3237.12;TRUE
Wellcome Trust;2015;PMC4522622;26079301;10.1038/bjc.2015.204;Nature Publishing Group;British Journal of Cancer;0007-0920, 1532-1827;3237.12;TRUE
Wellcome Trust;2015;PMC4559829;26241817;10.1038/bjc.2015.265;Nature Publishing Group;British Journal of Cancer;0007-0920, 1532-1827;3237.12;TRUE
Wellcome Trust;2015;PMC4521131;26050254;10.1093/ije/dyv098;Oxford University Press;International Journal of Epidemiology;0300-5771, 1464-3685;3237.12;TRUE
