PMID,PMCID,DOI,Publisher,Journal title,ISSN,Fully Open Access Journal,Article title,Cost,"Discounts, memberships & pre-payment agreements",Fulltext in EPMC?,Licence in EPMC,Licence on publisher website,Accepted Author Manuscript?,Ahead of Print?,COAF Compliant?,Funder of research (1),Grant ID (1),Funder of research (2),Grant ID (2),Funder of research (3),Grant ID (3)
28533268,PMC5502423,10.1084/jem.20160852,Rockefeller University Press,The Journal of experimental medicine,"0022-1007, 1540-9538",0,The transcription factor Gli3 promotes B cell development in the fetal liver through repression of Shh,4627.86,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT094255MF  ,"MRC, BBSRC",G0900161/1 and MR/P000843/1; BB/I026324/1  Tessa Compton,,
28351984,PMC5379978,10.1084/jem.20161382,Rockefeller University Press,The Journal of experimental medicine,"0022-1007, 1540-9538",0,Eros is a novel transmembrane protein that controls the phagocyte respiratory burst and is essential for innate immunity.,4626.52,None,1,cc-by,not applicable,0,Unknown,1,MRC,98051,Wellcome Trust,,,
28606987,PMC5502436,10.1084/jem.20170355,Rockefeller University Press,The Journal of experimental medicine,"0022-1007, 1540-9538",0,The fate and lifespan of human monocyte subsets in steady state and systemic inflammation,4597.1,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT099089AIA 099089/Z/12/Z  James Fullerton,EPSRC,EP/M507970/1  Amit Patel,,
28747427,PMC5584118,10.1084/jem.20161810,Rockefeller University Press,The Journal of Experimental Medicine,"0022-1007, 1540-9538",0,A balletic mutation in IL6ST encoding the GP130 co-receptor causes immunodeficiency and craniosynostosis,4575.96,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,102731,,,,
29074707,PMC5748970,10.1083/jcb.201612147,Rockefeller University Press,The Journal of cell biology,"0021-9525, 1540-8140",0,"Cyclin B1 is essential for mitosis in mouse embryos, and its nuclear export sets the time for mitosis.",4475.28,None,1,cc-by,not applicable,0,Unknown,1,MRC,,Cancer Research UK,,Wellcome Trust,
28446512,PMC5461016,10.1083/jcb.201608122,Rockefeller University Press,The Journal of cell biology,"0021-9525, 1540-8140",0,Molecular mechanisms facilitating the initial kinetochore encounter with spindle microtubules,3917.84,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,96535,,83524,,
28289013,PMC5565824,10.3399/bjgp17x689917,Royal College of General Practitioners,The British journal of general practice : the journal of the Royal College of General Practitioners,"0960-1643, 1478-5242",0,Adrenaline Autoinjectors for UK Children: A retrospective cohort study using The Health Improvement Network database,2400,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,100064/Z/12/Z,,,,
27777232,PMC5198672,10.3399/bjgp16x687937,Royal College of General Practitioners,The British journal of general practice : the journal of the Royal College of General Practitioners,"0960-1643, 1478-5242",0,Cytology in the diagnosis of cervical cancer in symptomatic young women: a retrospective review,2400,,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,A16892,0,0,0,0
28438775,PMC5442953,10.3399/bjgp17x690869,Royal College of General Practitioners,The British journal of general practice : the journal of the Royal College of General Practitioners,"0960-1643, 1478-5242",0,Emergency diagnosis of cancer and previous general practice consultations: Insights from linked patient survey data,2400,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,A18180  ,,  ,,
28193617,PMC5442957,10.3399/bjgp17x689377,Royal College of General Practitioners,The British journal of general practice : the journal of the Royal College of General Practitioners,"0960-1643, 1478-5242",0,Prescribing tamoxifen in primary care for the prevention of breast cancer: a national online survey of GPsÂ’ attitudes,2083.43,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C42785/A17965,,,,
Unknown,Unknown,10.3399/bjgpopen18X101325,Royal College of General Practitioners,British Journal of General Practice Open,,0,Assessment of Frailty in Primary Health Care and Association with Hospital Admission: a Rapid Review,0,None,0,Unknown,Unknown,0,Unknown,0,Bristol Medical School (PHS),105612/Z/14/Z,Health Sciences,,Wellcome Trust,
29203680,PMC5774967,10.3399/bjgp17x693617,Royal College of General Practitioners,The British journal of general practice : the journal of the Royal College of General Practitioners,"0960-1643, 1478-5242",0,Developing a written action plan for children with eczema: a qualitative study,2400,None,1,non-standard-licence,Unknown,0,Unknown,0,Wellcome Trust,105612/Z/14/Z,,,,
29203681,PMC5737318 ,10.3399/bjgp17X693917,Royal College of General Practitioners,British Journal of General Practice,,0,Patients’ views on interactions with their practitioners for type 2 diabetes: A longitudinal qualitative study over ten years in UK primary care,2400,None,1,CC-BY-NC,Unknown,0,0,0,NIHR,G061895,MRC,,Wellcome Trust,
29255108,Unknown,10.3399/bjgp17x694097,Royal College of General Practitioners,The British journal of general practice : the journal of the Royal College of General Practitioners,"0960-1643, 1478-5242",0,Associations between diagnostic activity and measures of patient experience in primary care: A cross-sectional ecological study of English general practices,2400,None,0,Unknown,Unknown,0,0,0,Cancer Research UK,C18081/A17854,,,,
28232359,PMC5325651,10.3399/bjgp17x689797,Royal College of General Practitioners,The British journal of general practice : the journal of the Royal College of General Practitioners,"0960-1643, 1478-5242",0,NNTs and NNHs: handle with care,500,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,098504/Z/12/Z,,,,
27252336,Unknown,10.7861/clinmedicine.16-3-s32,Royal College of Physicians,"Clinical medicine (London, England)","1470-2118, 1473-4893",0,How long do patients with chronic disease expect to live? A systematic review of the literature,1215,None,0,Unknown,Unknown,0,0,0,Wellcome Trust,MDYFHF6452,,,,
28684405,PMC5579327,10.1192/bjp.bp.117.202259,Royal College of Psychiatrists,The British Journal of Psychiatry,"0007-1250, 1472-1465",0,Sleep loss as a trigger of mood episodes in bipolar disorder: individual differences based on diagnostic subtype and gender.,3000,None,1,cc-by-nc-nd,Unknown,0,Unknown,0,Arthritis Research UK,78901,Stanley Medical Research Institute ,6045240-5500000100,,
28882826,PMC5623876,10.1192/bjp.bp.117.203240,Royal College of Psychiatrists,The British journal of psychiatry : the journal of mental science,"0007-1250, 1472-1465",0,Improving life expectancy in people with serious mental illness: should we place more emphasis on primary prevention?,3000,None,1,cc-by-nc-nd,Unknown,0,Unknown,0,MRC,MR/K002813/1,Wellcome Trust,,British Heart Foundation,
28982658,PMC5709673,10.1192/bjp.bp.117.200907,Royal College of Psychiatrists,The British journal of psychiatry : the journal of mental science,"0007-1250, 1472-1465",0,Cholesterol and triglyceride levels in first-episode psychosis: systematic review and meta-analysis,3000,None,1,cc-by-nc-nd,cc-by,0,Unknown,0,Wellcome Trust,,MRC,,,
28882830,PMC5623877,10.1192/bjp.bp.117.201798,Royal College of Psychiatrists,The British journal of psychiatry : the journal of mental science,"0007-1250, 1472-1465",0,Autobiographical memory: A candidate latent vulnerability mechanism for psychiatric disorder following childhood maltreatment,3000,None,1,cc-by-nc-nd,Unknown,0,Unknown,0,Wellcome Trust,101759/Z/13/Z  Eleanor Maguire,ESRC,ES/K005723/1  Eamon McCrory,,
28794897,PMC5541249,10.1192/bjpo.bp.117.005041,Royal College of Psychiatrists,BJPsych open,2056-4724,0,Uncovering Capgras Delusion Using A Large Scale Medical Records Database,1500,None,1,cc-by-nc-nd,cc-by,0,Unknown,0,Wellcome Trust,200589/Z/16/Z  Vaughan Bell,,  ,,
28357132,PMC5339598,10.1192/bjpo.bp.117.004689,Royal College of Psychiatrists,BJPsych open,2056-4724,0,Sub-clinical psychotic experiences double the rate of subsequent contact with mental health services,1500,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,101681/Z/13/Z,,,,
28692083,PMC5576529,10.1039/c7bm00295e,Royal Society of Chemistry (RSC),Biomaterials science,"2047-4830, 2047-4849",0,Using Biomaterials to Rewire the Process of Wound Repair,2550,Not reported,1,cc-by,not applicable,1,Unknown,0,Wellcome Trust,109838/Z/15/Z,,,,
29170712,PMC5644722,10.1039/c6md00373g,Royal Society of Chemistry (RSC),MedChemComm,"2040-2503, 2040-2511",0,Chemical probes and inhibitors of bromodomains outside the BET family,2550,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,092809/Z/10/Z,,,,
28066547,PMC5171911,10.1039/c6ra22241b,Royal Society of Chemistry (RSC),RSC advances,2046-2069,1,Holographic Direct Pulsed Laser Writing of Two Dimensional Nanostructures,1740,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,201929/Z/16/Z,,,,
28207920,PMC5433427,10.1039/c6lc01450j,Royal Society of Chemistry (RSC),Lab on a chip,"1473-0197, 1473-0189",0,Paper-based microfluidic system for tear electrolyte analysis,1920,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,201929/Z/16/Z,,,,
28067354,PMC5436042,10.1039/c6cc09770g,Royal Society of Chemistry (RSC),"Chemical communications (Cambridge, England)","1359-7345, 1364-548X",0,Heparin acts as a structural component of ?-endorphin amyloid fibrils rather than a simple aggregation promoter,1920,None,1,cc-by,not applicable,0,Unknown,1,BBSRC,,EPSRC,,MRC,
29456831,PMC5779076,10.1039/c7tx00141j,Royal Society of Chemistry (RSC),Toxicology research,"2045-452X, 2045-4538",0,Early afterdepolarisation tendency as a simulated pro-arrhythmic risk indicator,1920,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,101222/Z/13/Z,,,,
28252135,Unknown,10.1039/c6ib00233a,Royal Society of Chemistry (RSC),Integrative biology : quantitative biosciences from nano to macro,"1757-9694, 1757-9708",0,T Cell Immunoengineering with Advanced Biomaterials,2550,Not reported,0,Unknown,cc-by,0,0,0,British Heart Foundation,RM/13/1/30157,,,,
28513676,Unknown,10.1039/c7cp01468f,Royal Society of Chemistry (RSC),Physical chemistry chemical physics : PCCP,"1463-9076, 1463-9084",0,Intermediate phases during solid to liquid transitions in long-chain n-alkanes,1920,None,0,Unknown,cc-by,0,0,0,Wellcome Trust,ISSF,,,,
27906403,Unknown,10.1039/c6nr07841a,Royal Society of Chemistry (RSC),Nanoscale,"2040-3364, 2040-3372",0,"Printable ink lenses, diffusers, and 2D gratings",1740,None,0,Unknown,cc-by,0,0,0,Wellcome Trust,201929/Z/16/Z,,,,
27905576,Unknown,10.1039/c6an02238c,Royal Society of Chemistry (RSC),The Analyst,"0003-2654, 1364-5528",0,Label-free monitoring of tissue biochemistry following traumatic brain injury using Raman spectroscopy,1632,None,0,Unknown,cc-by,0,0,0,Cancer Research UK,C14303/A17197,,,,
28074944,PMC5759927,10.1039/c6cc08670e,Royal Society of Chemistry (RSC),"Chemical communications (Cambridge, England)","1359-7345, 1364-548X",0,Synthesis and biophysicalanalysis of modified thymine-containing DNA oligonucleotides,1020,None,1,non-standard-licence,cc-by,1,Unknown,0,Cancer Research UK,099232/Z/12/Z,Wellcome Trust,,,
28980673,Unknown,10.1039/c7cc04625a,Royal Society of Chemistry (RSC),"Chemical communications (Cambridge, England)","1359-7345, 1364-548X",0,Dissecting how modular polyketide synthase ketoreductases interact with acyl carrier protein-attached substrates,1020,None,0,Unknown,cc-by,0,0,0,EPSRC,,Wellcome Trust,,,
27731469,PMC5433426,10.1039/c6ob01945e,Royal Society of Chemistry (RSC),Organic & biomolecular chemistry,"1477-0520, 1477-0539",0,Identification of small molecule inhibitors of the Lin28-mediated blockage of pre-let-7g processing,1632,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,,,,,
28703825,Unknown,10.1039/c7cc03572a,Royal Society of Chemistry (RSC),"Chemical communications (Cambridge, England)","1359-7345, 1364-548X",0,Evaluation of DFO-HOPO as an octadentate chelator for zirconium-89,1020,None,0,Unknown,cc-by,0,0,0,Cancer Research UK,C1060/A16464,Wellcome Trust,102361/Z/13/Z,,
27506301,PMC5058347,10.1039/c6nr05186c,Royal Society of Chemistry (RSC),Nanoscale,"2040-3364, 2040-3372",0,A quasi-cyclic RNA nano-scale molecular object constructed using kink turns,1632,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,,,,,
28205653,PMC5451890,10.1039/c6mt00286b,Royal Society of Chemistry (RSC),Metallomics : integrated biometal science,"1756-5901, 1756-591X",0,"Phosphorylation of zinc channel ZIP7 drives MAPK, PI3K and mTOR growth and proliferation signalling",1632,JiscCollections_RSC_Read&Publish,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,091991/Z/10/Z,,,,
28626547,PMC5463734,10.1039/c6md00531d,Royal Society of Chemistry (RSC),MedChemComm,"2040-2503, 2040-2511",0,Structure-guided optimization of quinoline inhibitors of Plasmodium N-myristoyltransferase,1632,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,087792/B/08/Z,,,,
29308121,PMC5708365,10.1039/c7md00052a,Royal Society of Chemistry (RSC),MedChemComm,"2040-2503, 2040-2511",0,Identification of diaminoquinazoline histone lysine methyltransferase structure activity relationships that allow for segregation of human G9a inhibition and anti-Plasmodium activity,1632,Not reported,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C33325/A19435,,,,
28439590,Unknown,10.1039/c6cc08797c,Royal Society of Chemistry (RSC),"Chemical communications (Cambridge, England)","1359-7345, 1364-548X",0,"Competition-based, quantitative chemical proteomics in breast cancer cells identifies new target profiles for sulforaphane",1020,Not reported,0,Unknown,cc-by,0,0,0,Cancer Research UK,"C29637/A20781, ",,,,
Unknown,Unknown,10.1039/C7RA00109F,Royal Society of Chemistry (RSC),RSC Advances,2046-2069,1,Femtosecond Laser Directed Fabrication of Optical Diffusers,500,None,0,Unknown,cc-by,0,Unknown,0,Wellcome Trust,201929/Z/16/Z,,,,
Unknown,Unknown,10.1039/C7PY00535K,Royal Society of Chemistry (RSC),Polymer Chemistry,1759-9954,0,"Poly(acryloyl hydrazide), a versatile scaffold for the preparation of functional polymers: synthesis and post-polymerisation modification",0,JiscCollections_RSC_Read&Publish,0,Unknown,cc-by,0,Unknown,0,Wellcome Trust,177ISSFPP,,,,
28134391,PMC5471929,10.1039/c6ob02659a,Royal Society of Chemistry (RSC),Organic & biomolecular chemistry,"1477-0520, 1477-0539",0,Stereocontrolled Semi-Syntheses of Deguelin and Tephrosin,1200,None,1,cc-by,not applicable,0,Unknown,1,BBSRC,,EPSRC,,MRC,
27965989,PMC5644716,10.1039/c6cc08381a,Royal Society of Chemistry (RSC),"Chemical communications (Cambridge, England)","1359-7345, 1364-548X",0,"Human carnitine biosynthesis proceeds via (2S,3S)-3-hydroxy-N?-trimethyllysine",1200,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,106244/Z/14/Z,British Heart Foundation,RE/13/1/30181,,
28439591,PMC5708526,10.1039/c7cc01376k,Royal Society of Chemistry (RSC),"Chemical communications (Cambridge, England)","1359-7345, 1364-548X",0,Targeting secondary protein complexes in drug discovery: studying the druggability and chemical biology of the HSP70/BAG1 complex,1020,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C309/A8274 and C309/A11566,Wellcome Trust,WEL075,,
28447672,PMC5708528,10.1039/c7cc01407d,Royal Society of Chemistry (RSC),"Chemical communications (Cambridge, England)","1359-7345, 1364-548X",0,From [11C]CO2 to [11C]Amides: A Rapid One-Pot Synthesis via the Mitsunobu Reaction,1020,JiscCollections_RSC,1,cc-by,not applicable,0,Unknown,1,MRC,MR/K022733/1,European Union,,Wellcome Trust,088641/Z/09
28840203,PMC5708338,10.1039/c7cc04821a,Royal Society of Chemistry (RSC),"Chemical communications (Cambridge, England)","1359-7345, 1364-548X",0,Determining rotational dynamics of the guanidino group of arginine side chains in proteins by carbon-detected NMR,1020,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,101569/Z/13/Z  John Christodoulou,BBSRC,Doctoral Training Programme (DTP)  Karola Gerecht,,
27904890,PMC5436037,10.1039/c6cc07109k,Royal Society of Chemistry (RSC),"Chemical communications (Cambridge, England)","1359-7345, 1364-548X",0,Using Signal Amplification by Reversible Exchange (SABRE) to hyperpolarise 19Sn and 29Si NMR nuclei,1020,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,092506,WT - Wellcome Trust,98335,,
28184384,PMC5530726,10.1039/c7cc00307b,Royal Society of Chemistry (RSC),"Chemical communications (Cambridge, England)","1359-7345, 1364-548X",0,Mass spectrometry captures structural intermediates in protein fiber self assembly,960,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,104633/Z/14/Z,,,,
28074956,PMC5433428,10.1039/c6nr08706j,Royal Society of Chemistry (RSC),Nanoscale,"2040-3364, 2040-3372",0,Tunable superapolar Lotus-to-Rose hierarchical nanosurfaces via vertical carbon nanotubes driven electrohydrodynamic lithography,0,JiscCollections_RSC_Read&Publish,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,174ISSFPP ,EPSRC,EP/K503873/1,,
27722554,PMC5314686,10.1039/c6sm01186a,Royal Society of Chemistry (RSC),Soft matter,"1744-683X, 1744-6848",0,Membrane Stiffness is Modified by Integral Membrane Proteins,0,Gold 4 Gold Voucher ,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,092970/Z/10/Z,,,,
27802435,PMC5121567,10.1159/000450702,S. Karger AG,Dementia and geriatric cognitive disorders,"1420-8008, 1421-9824",0,Blood-based oxidative stress markers and cognitive performance in early old age: the HAPIEE study,2972.57,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,HAPPIE: 064947 and 081081  Martin Bobak,,  ,,
28319944,PMC5475237,10.1159/000456673,S. Karger AG,"Cerebrovascular diseases (Basel, Switzerland)","1015-9770, 1421-9786",0,Time-of-day could affect cognitive screening performance in older patients with TIA and Stroke,2898.31,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT104040,,,,
28365690,PMC5804831,10.1159/000461581,S. Karger AG,Journal of vascular research,"1018-1172, 1423-0135",0,Changes in IP3 receptor expression and function in aortic smooth muscle of atherosclerotic mice,2634.14,Not reported,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation (BHF),PG/07/012/22342,,,,
28402971,PMC5569710,10.1159/000464244,S. Karger AG,Developmental neuroscience,"0378-5866, 1421-9859",0,Implicating Receptor Activator of Nuclear Factor-?B (RANK)/RANK ligand (RANKL) signalling in microglial responses to TOLL-like receptor stimuli,2829.35,None,1,Unknown,cc-by-nc-nd,0,Unknown,0,Wellcome Trust,WT094823,,,,
28781433,PMC5528197 ,10.1177/0952695117703295,Sage ,History of the human sciences,,0,"Brainwashing the cybernetic spectator: The Ipcress File, 1960's Cinematic spectacle and the Sciences of Mind",1920,Not reported,1,CC-BY,CC-BY,0,0,1,Wellcome Trust,103344/Z/13/Z,,,,
27837162,PMC5505426,10.1177/1932296816678631,SAGE Publications,Journal of diabetes science and technology,1932-2968,0,Sensor Life and Overnight Closed Loop: A Randomized Clinical Trial.,2933.78,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,100574/Z/12/Z,,,,
27068285,PMC4956384,10.1177/1744806916642445,SAGE Publications,Molecular pain,1744-8069,1,Neural correlates of hyperalgesia in the MIA model of osteoarthritis pain,2500,Sage prepayment,1,cc-by,not applicable,0,Unknown,1,Arthritis Research UK,20777,,,,
29156946,Unknown,10.1177/1947603516688511,SAGE Publications,Cartilage,"1947-6035, 1947-6043",0,Chondroprotection in models of cartilage injury by raising the temperature and osmolarity of irrigation solutions,2403.24,Not reported,0,Unknown,Unknown,0,1,0,Arthritis Research UK,19665,,,,
28791871,PMC5639950 ,10.1177/1359104517721959,SAGE Publications,Clinical child psychology and psychiatry,,0,Towards an architecture of attachment disorganization: John BowlbyÂ’s published and unpublished reflections,1920,None,1,cc-by,Unknown,0,0,1,Wellcome Trust,"WT103343MA, 208155/Z/17/Z",,,,
28357887,PMC5641982,10.1177/1359104516685602,SAGE Publications,Clinical child psychology and psychiatry,"1359-1045, 1461-7021",0,Infant disorganized attachment: Clarifying levels of analysis.,1920,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT103343MA,,,,
28690369, PMC5484460 ,10.1177/0952695117703243,SAGE Publications,History of the human sciences,,0,Psychotherapy in historical perspective,1920,Not reported,1,CC-BY,Unknown,0,0,1,Wellcome Trust,103344/Z/13/Z,,,,
28989327,PMC5603969,10.1177/1477750917704156,SAGE Publications,Clinical ethics,"1477-7509, 1758-101X",0,Beyond individualism: Is there a place for relational autonomy in clinical practice and research?,1920,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT103360MA,,,,
27798268,PMC5414898,10.1177/0271678x16674486,SAGE Publications,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,"0271-678X, 1559-7016",0,"Simultaneous monitoring of potassium, glucose and lactate during spreading depolarisation in the injured human brain - proof of principle of a novel real-time neurochemical analysis system, continuous online microdialysis (coMD)",1920,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,094912/Z/10/Z,,,,
,Unknown,10.1177/0969141317698501,SAGE Publications,Journal of medical screening,"0969-1413, 1475-5793",0,High test positivity and low positive predictive value for colorectal cancer of continued faecal occult blood test screening after negative colonoscopy,1920,Not reported,0,Unknown,Unknown,0,1,0,Cancer Research UK,C8171/A16894,,,,
28814154,PMC5639961 ,10.1177/0954411917727031,SAGE Publications,"
Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine",,0,A low cost 3D laser surface scanning approach for defining body segment parameters,1920,Not reported,1,CC-BY,CC-BY,0,Unknown,1,Wellcome Trust,088844/Z/09/Z,,,,
,Unknown,10.1177/0257643017711603,SAGE Publications,Studies in History,0257-6430,0,The Problem of Alcohol in Colonial India (c. 1907Â–1942),1920,None,0,Unknown,Unknown,0,Unknown,0,Wellcome Trust,550.807513,,,,
Unknown,Unknown,10.5153/sro.4152,SAGE Publications,Sociological Research Online,1360-7804,0,On our own terms: The working conditions of internet-based sex workers in the UK,800,None,0,Unknown,Unknown,0,Unknown,0,Wellcome Trust,"An exploratory study to map the working practices of internet based sex workers in the UK 
105446",,,,
,Unknown,10.1177/0309324716669250,SAGE Publications,The Journal of Strain Analysis for Engineering Design,0309-3247,0,The influence of muscle pennation angle and cross-sectional area on contact forces in the ankle joint,800,Not reported,0,Unknown,Unknown,0,Unknown,0,Wellcome Trust,088844/Z/09/Z,,,,
,Unknown,10.1177/2398212817733403,SAGE Publications,Brain and Neuroscience Advances,2398-2128,0,Role of the medial prefrontal cortex and nucleus accumbens in an operant model of checking behaviour and uncertainty,720,None,0,Unknown,Unknown,0,Unknown,0,MRC,104631/Z/14/Z,Wellcome Trust,,,
28944298,PMC5608081,10.1177/2398212817723443,SAGE Publications,Brain and neuroscience advances,2398-2128,0,Hippocampal Â– diencephalic Â– cingulate networks for memory and emotion: An anatomical guide,720,Other,1,non-standard-licence,Unknown,1,Unknown,0,Wellcome Trust,103722/Z14/Z,,,,
Unknown,Unknown,10.1177/0162243917718066,SAGE Publications,"Science, Technology, & Human Values",0162-2439,0,Exploring the Role of Animal Technologists in Implementing the 3Rs: An Ethnographic Investigation of the UK University Sector,342.36,,0,Unknown,Unknown,0,Unknown,0,Wellcome Trust,100899/Z/13/Z,,,,
Unknown,Unknown,10.1177/1747016117711972,SAGE Publications,Research Ethics,1747-0161,0,Expert perspectives on ethics review of international data-intensive research: Working towards mutual recognition,240,Not reported,0,Unknown,Unknown,0,Unknown,0,Wellcome Trust,103360,,,,
Unknown,Unknown,10.1177/2396987317728854,SAGE Publications,European Stroke Journal,2396-9873,0,"The effect of different combinations of vascular, dependency and cognitive endpoints on the sample size required to detect a tre",240,Not reported,0,Unknown,Unknown,0,Unknown,0,Wellcome Trust,088134/Z/09/A,,,,
Unknown,Unknown,10.1177/0143831X16682307,SAGE Publications,Economic and Industrial Democracy,0143-831X,0,Do gender and socioeconomic status matter when combining work and family: Could control at work and at home help? Results from the Whitehall II study,240,Sage prepayment,0,Unknown,Unknown,0,Unknown,0,British Heart Foundation,  Whitehall II,"MRC, ESRC",RES-596-28-0001  ,,
Unknown,Unknown,10.1177/2158244016667450,SAGE Publications,SAGE Open,2158-2440,1,Contextualising womenÂ’s agency in marital nego??a??ons,307.17,Not reported,0,Unknown,Unknown,0,Unknown,0,Wellcome Trust,084754/Z/08/Z,,,,
28379779,PMC5582645,10.1177/0272989x17696997,SAGE Publications,Medical decision making : an international journal of the Society for Medical Decision Making,"0272-989X, 1552-681X",0,A procedure for deriving formulas to convert transition rates to probabilities for multi-state Markov models,1445.39,None,1,cc-by,not applicable,0,Unknown,1,MRC,SP/09/002,British Heart Foundation,,,
28488927,PMC5510684,10.1177/0956797617693326,SAGE Publications,Psychological science,"0956-7976, 1467-9280",0,Distinct motivational effects of contigent and non-contingent rewards,1048.46,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT098282,MRC,MR/P00878X,,
28685167,PMC5496664,10.1177/2398212817694167,SAGE Publications,Brain and neuroscience advances,2398-2128,0,Medial temporal pathways for contextual learning: Network c-fos mapping in rats with or without perirhinal cortex lesions,720,Other,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT087955 ,Wellcome Trust,WT09520 ,,
28804727,PMC5533266,10.1177/2325967117716381,SAGE Publications,Orthopaedic journal of sports medicine,2325-9671,1,Development of a prediction model for stress structure during an intensive phisical training program: The Royal Marines Commandos,609.8,,1,cc-by,not applicable,0,Unknown,1,Arthritis Research UK,20194,,,,
27899528,PMC5301906,10.1177/2047487316682119,SAGE Publications,European journal of preventive cardiology,"2047-4873, 2047-4881",0,Relationship between outdoor temperature and cardiovascular disease risk factors in older people,480,Sage prepayment,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,PG/13/41/30304 and RG/13/16/30528  Claudio Sartini,,  ,,
28361548,PMC5546421,10.1177/0957154x17700292,SAGE Publications,History of psychiatry,0957-154X,0,Bloody technology: the sphygmograph,400,Sage prepayment,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,092991/Z/10/Z,Wellcome Trust,0,0,0
28296537,PMC5453399,10.1177/2472555216689529,SAGE Publications,SLAS discovery : advancing life sciences R & D,"2472-5552, 2472-5560",0,Microfluidic Mobility Shift Assay for Real-time Analysis of Peptide N-Palmitoylation,357.68,Not reported,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C6433/A16402,,,,
28635378,PMC5548251,10.1177/0956797617694867,SAGE Publications,Psychological science,"0956-7976, 1467-9280",0,People With Autism Spectrum Conditions Make More Consistent Decisions.,356.67,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,RG79140,,,,
28691604,Unknown,10.1177/1087054717718262,SAGE Publications,Journal of attention disorders,"1087-0547, 1557-1246",0,Parent psychopathology and neurocognitive functioning in children with ADHD,356.27,Other,0,Unknown,Unknown,0,1,0,Wellcome Trust,79711,,,,
28629232,Unknown,10.1177/1073191117715114,SAGE Publications,Assessment,"1073-1911, 1552-3489",0,Latent Profile Analysis of the Five Facet Mindfulness Questionnaire in a Sample with a History of Recurrent Depression,352.63,,0,Unknown,Unknown,0,1,0,Wellcome Trust,104908/Z/14/Z,,,,
28781928,PMC5528199,10.1177/2167702616688878,SAGE Publications,Clinical psychological science : a journal of the Association for Psychological Science,"2167-7026, 2167-7034",0,Posttraumatic Stress Disorder and autobiographical Memories in Everyday Life,347.95,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,69777,,,,
28534438,Unknown,10.1177/1073858417710897,SAGE Publications,"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry","1073-8584, 1089-4098",0,The Axonal Cytoskeleton and the Assembly of Nodes of Ranvier,295.46,Not reported,0,Unknown,Unknown,0,1,0,Wellcome Trust,107008/Z/15/Z,,,,
28480797,PMC5802519,10.1177/0023677217707985,SAGE Publications,Laboratory animals,"0023-6772, 1758-1117",0,TNF? Depleting Therapy Improves Fertility and Animal Welfare in TNF? Driven Transgenic Models of Polyarthritis When Administered in their Routine Breeding,240,Sage prepayment,1,cc-by,not applicable,0,Unknown,1,Arthritis Research UK,20843,,,,
