PMCID;PMID;DOI;Publisher;Journal title;ISSN;Article title;Cost (£) (inc VAT when charged);Fulltext in Europe PMC?;Early View? Yes/No;Date first published online (only where yes to early view);Accepted author manuscript?;Licence;Licence Source;Journal Type;COAF compliant?;Funder of research (1);Funder of research (2);Funder of research (3);Grant ID (1);Grant ID (2);Grant ID (3);
PMC4643489;26343793;10.1016/j.imlet.2015.09.001;Elsevier;Immunology Letters;0165-2478, 1879-0542;The role of individual Protein Kinase C isoforms in mouse mast cell function and their targeting by the immunomodulatory parasitic worm product, ES-62;1963.85;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT086852MA;;0;
PMC4340106;25886077;10.1186/s12966-015-0180-x;BioMed Central;International Journal of Behavioral Nutrition and Physical Activity;1479-5868;Perceived family functioning and friendship quality: cross-sectional associations with physical activity and sedentary behaviours;1965.97;1;;;0;cc-by;epmc_xml;oa;1;0;0;0;0;0;0;
PMC4497634;26162355;10.5588/ijtld.15.0071;International Union Against Tuberculosis and Lung Disease;International Journal of Tuberculosis and Lung DiseaseÂ ;1027-3719, 1815-7920;Vitamin D deficiency in Malawian adults with pulmonary tuberculosis: risk factors and treatment outcomes;1968.12;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT086757/Z/08/A;;;
PMC4325190;25619794;10.1007/s00424-015-1690-8;Springer;PflÃ¼gers Archiv - European Journal of Physiology;0031-6768, 1432-2013; The hidden hand of chloride in hypertension;1971.04;1;;;0;cc-by;epmc_xml;hybrid;1;;;;;;;
PMC4503815;26051653;10.1016/j.tube.2015.05.009;Elsevier;Tuberculosis;1472-9792, 1873-281X;Kinetics of Mycobacterium tuberculosis-specific IFN-? responses and sputum bacillary clearance in HIV-infected adults during treatment of pulmonary tuberculosis;1973.62;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT092773/Z/10/Z;WT086757/Z/08/Z;WT088696/Z/09/Z;
PMC4589551;26248646;10.1007/s00125-015-3708-3;Springer;Diabetologia;0012-186X, 1432-0428;Convergence in insulin resistance between very severely obese and lean women at the end of pregnancy;1974.04;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;090937/Z/09/Z;;;
PMC4427107;0;10.1016/j.vetpar.2015.02.020;Elsevier;Veterinary Parasitology;0304-4017, 1873-2550;The epidemiology of tick-borne haemoparasites as determined by the reverse line blot hybridization assay in an intensively studied cohort of calves in western Kenya;1974.6;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;095831/Z/11/Z;;;
PMC4511203;25903105;10.1096/fj.14-264440;Federation of American Societies for Experimental Biology;FASEB journal ;0892-6638, 1530-6860;HDAC4 is required for inflammation-associated thermal hypersensitivy;1975.09;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;PNWRAER;;;
PMC4370053;0;10.1189/jlb.1HI0714-351R;Society of Leukocyte Biology;Journal of Leukocyte Biology;0741-5400, 1938-3673;Langerine expressing dendtritic cells in human tissues are related to CD1c+dendtritic cells and distincts cells and distinct from Langerhans cells and CD141high XCR1+ dentritic cells;1977.54;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;101155/Z/13/Z;0;0;
PMC4611066;26227295;10.1159/000435856;Karger;Hormone Research in Paediatrics;1663-2818, 1663-2826;Description of the SAGhE cohort: a large European study of mortality and cancer incidence risks after childhood treatment with recombinant growth hormone;1980.5;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;;;0;;;
PMC4396692;0;10.1016/j.schres.2014.10.046;Elsevier;Schizophrenia Research;0920-9964, 1573-2509;Impact of cross-disorder polygenic risk on frontal brain activation with specific effect of schizophrenia risk;1981.6;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;08772/Z/08/Z;;;
PMC4355387;25581851;10.1111/tmi.12456;Wiley;Journal of Tropical Medicine & International Health;1360-2276, 1365-3156;Seizures, cysticercosis and rural-to-urban migration: the PERU MIGRANT study.;1982.16;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;098504/Z/12/Z;;;
PMC4383351;25521998;10.1111/bjh.13241;Wiley;British Journal of Haematology;0007-1048, 1365-2141;Epistasis and the sensitivity of phenotypic screens for beta thalassaemia;1982.17;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;96063;;
PMC4428809;25482670;10.1007/s00424-014-1660-6;;Pflugers Archive;0031-6768, 1432-2013;Two-pore domain potassium channels enable action potential generation in the absence of voltage-gated potassium channels. ;£1,983.43;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;072775/Z/03/Z;;;
PMC4346278;25499839;10.1016/j.echo.2014.10.012;Elsevier;Journal of the American Society of Echocardiography;0894-7317, 1097-6795;Accuracy and reproducibility of right ventricular quantification in patients with pressure and volume overload using single-beat three-dimensional echocardiography;1986.06;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;;;FS/11/72/28955;;;
PMC4574524;26320251;10.4049/?jimmunol.1501404;American Association of Immunologists;Journal of Immunology;0022-1767, 1550-6606;Mapping the binding site of a cross-reactive Plasmodium falciparum PfEMP1 Monoclonal Antibody inhibitory of ICAM-1 binding;1987.78;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;101020/Z/13/Z;;
PMC4333373;25572315;10.1136/archdischild-2015-308187;BMJ;Archives of Disease in Childhood;0305-1048, 1362-4962;Prevalence and associated harm of engagement in self- asphyxial behaviours (â€œChoking gameâ€) in young people: a systematic review;1989;1;;;0;cc-by;epmc_xml;oa;1;MRC;Wellcome Trust;ESRC;MR/KO232331/1;;;
PMC4413744;25573701;10.1136/jech-2014-204915;BMJ ;Journal of Epidemiology and Community Health;0143-005X, 1470-2738;Low health literacy predicts decline in physical function among older adults: Findongs from the LitCog cohort study;1989;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;;;C42785/A17965;;;
PMC4621371;25583124;10.1136/jfprhc-2014-101082;BMJ;Journal of Family Planning and Reproductive Health Care;1471-1893, 2045-2098;Barriers to cervical cancer screening among ethnic minority women: a qualitative study;1989;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;;;C19847/A11900;;;
PMC4392309;25480883;10.1136/heartjnl-2014-306472;BMJ;Heart;1355-6037, 1468-201X;Cardiovascular risk profile and frailty in a population-based study of older British men;1989;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;MRC;;;;;
PMC4621377;26316045;10.1136/heartjnl-2015-307734;BMJ;Heart;1355-6037, 1468-201X;Cardiovascular status after Kawasaki disease in the UK;1989;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;;;PG/10/84/28618;;;
PMC4552925;25972443;10.1136/archdischild-2014-307636;BMJ;Archives of Disease in Childhood;1359-2998, 1468-2052;Cause-specific neonatal mortality: analysis of 3772 neonatal deaths in Nepal, Bangladesh, Malawi and India;1989;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;;;
PMC4518812;25512673;10.1136/sextrans-2014-051850;BMJ;Sexually Transmitted Infections;1368-4973, 1472-3263;Confirmatory assays are essential when testing for Neisseria gonorrhoeae in low prevalence settings: Insights from the third National Survey of Sexual Attitudes and Lifestyles (Natsal-3);1989;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;MRC / ESRC;;84840;G0701757;;
PMC4602271;26209508;10.1136/thoraxjnl-2015-206801;BMJ;Thorax;0040-6376, 1468-3296;Has growth in electronic cigarette use by smokers been responsible for the decline in use of licensed nicotine products? Findings from repeated cross-sectional surveys;1989;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;;;Smoking Toolkit Study (STS);;;
PMC4552920;26141503;10.1136/bmjqs-2015-004366;BMJ;BMJ Quality & Safety;2044-5415, 2044-5423;Ranking hospitals on avoidable death rates derived from retrospective case record review: methodological observations and limitations;1989;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;;;A18180;;;
PMC4680118;26285580;10.1136/jech-2015-205542;BMJ;Journal of Epidemiology and Community Health;0143-005X, 1470-2738;The influence of neighbourhood-level socioeconomic deprivation on cardiovascular disease mortality in older age: longitudinal multilevel analyses from a cohort of older British men;1989;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;MRC;;;;;
PMC4345935;25564561;10.1136/jmedgenet-2014-102691;BMJ;Journal of Medical Genetics;0022-2593, 1468-6244;The kinetochore protein, CENPF, is mutated in human ciliopathy and microcephaly phenotypes;1989;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;MRC;;;G0802138/1;;
PMC4518759;25680615;10.1136/bjophthalmol-2014-305985;BMJ;British Journal of Ophthalmology;0007-1161, 1468-2079;The scotogenic contact lens: a novel device for treating binocular diplopia;1989;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;;;
PMC4549381;25511709;10.1007/s00429-014-0961-z;Springer;Brain Structure & Function;1863-2653, 1863-2661;From genes to folds: a review of cortical gyrification theory;1990.5;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4302233;25585682;10.1007/s00213-014-3855-0.;Springer;Psychopharmacology;0033-3158, 1432-2072;AÂ systematic reviewÂ ofÂ physiologicalÂ methodsÂ inÂ rodentÂ pharmacologicalÂ MRIÂ studies;1994.1;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;#REF!;#REF!;WT093223AIA;#REF!;#REF!;
PMC4506530;25470112;10.1002/cmdc.201402428;Wiley;ChemMedChem;1860-7179, 1860-7187;Small molecule inhibitors targeting protein-protein interaction in the RAD51 family of recombinases;1996.84;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4376459;25425280;10.1111/bph.13027;;British Journal of Pharmacology;0007-1188, 1476-5381;The CXCR3 antagonist VUF10085 binds to an intrahelical site distinct from that of the broad spectrum antagonist TAK-779;£1,997.40;1;;;0;cc-by;epmc_xml;hybrid;1;Arthritis Research UK;;;18303;;;
PMC4509713;25917542;10.1016/j.crad.2015.03.009;Elsevier;Clinical Radiology;0009-9260, 1365-229X;Imaging of cardiovascular risk in patients with Turner's syndrome;1998.72;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;WT 085664;;
PMC4335630;0;10.1159/000369777;Karger;Cerebrovascular Diseases;1015-9770, 1421-9786;Cerebral Small Vessel Disease and Renal Function: Systematic Review and Meta-Analysis;1999.64;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;088134/Z/09/A;;;
PMC4540143;26092100;10.1093/cvr/cvv176;Oxford University Press;Cardiovascular Research;0008-6363, 1755-3245;The cAMP-producing agonist beraprost inhibits human vascular smooth muscle cell migration via exchange protein directly activated by cAMP;2,000;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;0;0;FS/11/23/28730;0;0;
PMC4566964;26221019;10.1093/jac/dkv206;Oxford University Press;Journal of Antimicrobial Chemotherapy;0305-7453, 1460-2091;Early insights into the potential of the Oxford Nanopore MinION for antimicrobial resistance gene detection;2000;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4589625;26457197;10.1155/2015/743263;Hindawi Publishing Corporation;Journal of Ophthalmology;2090-004X, 2090-0058;The Arclight ophthalmoscope: a reliable low-cost alternative to the standard direct ophthalmoscope.;2000;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT098481/Z/12/Z;;;
PMC4357799;25733562;10.1093/inthealth/ihv010;Oxford University Press;International Health;1876-3413, 1876-3405;Adult vector control, mosquito ecology and malaria transmission;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;095066/Z/10/Z;;
PMC4321022;25636950;10.1093/trstmh/tru206;Oxford University Press;Transactions of the Royal Society of Tropical Medicine & Hygiene;0035-9203, 1878-3503;Aerosol immunisation for TB: matching route of vaccination to route of infection;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;95780;;
PMC4572487;25981959;10.1093/brain/awv117;Oxford University Press;Brain;0006-8950, 1460-2156;De novo point mutations in patients diagnosed with ataxic cerebral palsy;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;Wellcome Trust;Wellcome Trust;;WT084655MS;93077;
PMC4401210;25771261;10.1093/trstmh/trv012;Oxford University Press;Transactions of the Royal Society of Tropical Medicine & Hygiene;0035-9203, 1878-3503;Dengue on islands: a Bayesian approach to understanding the global ecology of dengue viruses;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;95066;;
PMC3956375;24324223;10.1093/jac/dkt473;Oxford University Press;Journal of Antimicrobial Chemotherapy;0305-7453, 1460-2091;Evolution and genetic diversity of the Spain 23F-ST81 clone causing adult invasive pneumococcal disease in Barcelona (1990-2012);2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;83511;;
PMC4501400;26085474;10.1093/trstmh/trv047;Oxford University Press;Transactions of the Royal Society of Tropical Medicine and Hygiene;0035-9203, 1878-3503;Mapping the zoonotic niche of Lassa fever in Africa;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;95066;;
PMC4447827;25820266;10.1093/trstmh/trv024;Oxford University Press;Transactions of the Royal Society of Tropical Medicine & Hygiene;0035-9203, 1878-3503;Mapping the zoonotic niche of Marburg virus disease in Africa;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;095066/Z/10/Z;;
PMC4285193;25433915;10.1093/brain/awu328;Oxford University Press;Brain;0006-8950, 1460-2156;Motion area V5/MT+ response to global motion in the absence of V1 resembles early visual cortex;2000;1;;;0;cc-by;epmc;hybrid;1;Wellcome Trust;;;;96001;;
PMC4511862;26072517;10.1093/brain/awv161;Oxford University Press;Brain;0006-8950, 1460-2156;Reassessing cortical reorganization in the primary sensorimotor cortex following arm amputation;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;HMR00360-HM00;;
PMC4469797;25855722;10.1093/ije/dyv029;Oxford University Press;International Journal of Epidemiology;0300-5771, 1464-3685;Sexual offending runs in families: a 37 year nationwide study;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;95806;;
PMC4240296;25348629;10.1093/brain/awu288;Oxford University Press;Brain;0006-8950, 1460-2156;The relationship of nerve fibre pathology to sensory function in entrapment neuropathy;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;83259;;
PMC4690002;26454871;10.1093/ije/dyv191;Oxford University Press;International Journal of Epidemiology;0300-5771, 1464-3685;Associations of sitting behaviours with all-cause mortality over a 16-year follow up: the Whitehall II study;2000;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;MRC;;Whitehall II;Whitehall II;;
PMC4521137;26232420;10.1093/ije/dyv141;Oxford University Press;International Journal of Epidemiology;0300-5771, 1464-3685;Cohort profile update: The British Regional Heart Study 1978-2014: 35 years follow-up of cardiovascular disease and ageing;2000;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;MRC;;RG/13/16/30528, PG09/024);G1002391;;
PMC4671482;26297560;10.1093/brain/awv243;Oxford University Press;Brain;0006-8950, 1460-2156;Faulty cardiac repolarisation reserve in alternating hemiplegia of childhood broadens the phenotype;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;MRC;;;;;
PMC4648198;26395965;10.1093/cvr/cvv226;Oxford University Press;Cardiovascular Research;0008-6363, 1755-3245;Inhibition of NAADP signalling on reperfusion protects the heart by preventing lethal calcium oscillations via two-pore channel 1 and opening of the mitochondrial permeability transition pore;2000;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;MRC;;EAA/17568;EAA/17568;;
PMC4511859;26205838;10.1093/brain/awv148;Oxford University Press;Brain;0006-8950, 1460-2156;Music, memory and mechanisms in Alzheimer's disease;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;091673/Z/10/Z;;;
PMC4587489;26071023;10.1093/intimm/dxv038;Oxford University Press;Brain;0953-8178, 1460-2377;The expanding family of regulatory B cells;2000;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;090406/Z/09/Z;;;
PMC4363482;25557927;10.1007/s10456-014-9457-y;Springer;Angiogenesis;0969-6970, 1573-7209;A small molecule targeting ALK1 prevents Notch cooperativity and inhibits functional angiogenesis;2000.56;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;092809/Z/10/Z;;
PMC4437774;25966344;10.1016/j.semnephrol.2015.02.002;Elsevier;Seminars in Nephrology;0270-9295, 1558-4488;Endothelin Receptors and Their Antagonists;2001.47;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4611856;26279056;10.1159/000438494;Karger;Cerebrovascular Diseases;1015-9770, 1421-9786;Plasma biomarkers of inflammation, endothelial function and haemostasis in cerebral small vessel disease;2001.54;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;WT075611;;;
PMC4259492;25462616;10.1016/j.socscimed.2014.10.035;Elsevier;Social Science and Medicine ;0277-9536, 1873-5347;Experiences of stigma and discrimination of people with schizophrenia in India;2005;1;;;0;cc-by;publisher;hybrid;1;Wellcome Trust;;;087020/Z/08/Z;;;
PMC4322184;25685241;10.1007/s12551-014-0146-2;Springer;Biophysical Reviews;1867-2450, 1867-2469;Adaptations of cytoarchitecture in human dilated cardiomyopathy;2012;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;;;PG/11/123/29317;;;
PMC4351431;25537835;10.1007/s00125-014-3483-6;Springer;Diabetologia;0012-186X, 1432-0428;Pharmacokinetics of diluted (U20) insulin aspart compared with standard (U100) in children aged 3 to 6 years with type 1 diabetes during closed loop insulin delivery;2018.81;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4301722;0;10.1128/MCB.01102-14;American Society for Microbiology;Molecular and Cellular Biology;0270-7306, 1098-5549;Panspecies Small-Molecule Disruptors of Heterochromatin-Mediated Transcriptional Gene Silencing;2021.19;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;095021/Z/10/Z;;;
PMC4301718;0;10.1128/MCB.01176-14;American Society for Microbiology;Molecular and Cellular BiologyÂ ;0270-7306, 1098-5549;Shugoshins: Tension-Sensitive Pericentromeric Adaptors Safeguarding Chromosome Segregation;2025.92;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;090903 and 092076;;;
PMC4537497;25366495;10.1007/s00424-014-1636-6;Springer;PflÃ¼gers Archiv;0031-6768, 1432-2013;Ubiquitin-specific protease USP2-45 acts as a molecular switch to promote ?2?-1-induced down regulation of Cav1.2 channels;2028.8;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;076623/Z/05/Z;;;
PMC4595857;25702697;10.1017/S1368980015000300;CUP;Public Health Nutrition;1368-9800, 1475-2727;Association between sucrose intake and risk of overweight and obesity in a prospective sub-cohort of the European Prospective Investigation into Cancer in Norfolk (EPIC-Norfolk);2034;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4657027;25876816;10.1017/S0950268815000710;Cambridge University Press;Epidemiology and Infection;0950-2688, 1469-4409;Shrinking a large data set to identify variables associated with increased risk of Plasmodium falciparum infection in Western Kenya;£2,034.00;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;085308/Z/08/Z;;;
PMC4563702;26366006;10.1017/S0018246X14000399;Cambridge University Press;Historical Journal;0018-246X, 1469-5103;Ten Rillington Place and the Politics of Abortion in Modern Britain;£2,034;1;;;0;cc-by;epmc_xml;hybrid;1;;;;;;;
PMC4243378;25366989;10.1186/s13059-014-0494-z;BioMed Central;Genome Biology;1474-7596, 1474-760X;Genomic mapping of the MHC transactivator CIITA using an integrated ChIP-seq and genetical genomics approach;2034;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;;74318;90532;
PMC4299533;25473855;10.1017/S0963180114000218;Cambridge University Press;Cambridge Quarterly of Healthcare Ethnics;0963-1801, 1469-2147;The harms of enhancement and the conclusive reasons view;2034;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;87211;100705;
PMC4462157;25827289;10.1017/S0007114515000604;Cambridge University Press;British Journal of Nutrition;0007-1145, 1475-2662;Diet quality in older age: the influence of childhood and adult socioeconomic circumstances;2034;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;;;RG/13/16/30528;;;
PMC4322962;0;10.18632/oncotarget.2573;Impact Journals;Oncotarget;1949-2553;The cylindromatosis gene product, CYLD, interacts with MIB2 to regulate notch signalling;2039.87;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;097163/Z/11/Z;0;0;
PMC4484949;26077269;10.3399/bjgp15X685705;Royal College of General Practitioners;British Journal of General Practice;0960-1643, 1478-5242;Exploring preferences for symptom management in primary care;2040;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;78176;0;0;
PMC4360209;25349153;10.1038/leu.2014.308;Nature Publishing Group;Leukemia;0887-6924, 1476-5551;Phenotypic heterogeneity in IGHV mutated CLL patients has prognostic impact and identifies a subset with increased sensitivity to BTK and PI3K? inhibition ;2040;1;;;0;cc-by;epmc_xml;hybrid;1;Leukaemia & Lymphoma Research;;;12049;;;
PMC4100506;25009062;10.1098/rspb.2014.0709;;Proceedings of the Royal Society B: Biological Sciences;0962-8452, 1471-2954;Social contacts and the locations in which they occur as risk factors for influenza infection;£2,040.00;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;093488/Z/10/Z;;;
PMC4375405;25062958;10.1093/cvr/cvu173;Oxford University Press;Cardiovascular Research;0008-6363, 1755-3245;Bidirectional cross-regulation between the endothelial nitric oxide synthase and ÃŸ-catenin signalling pathways;2040;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;;;PG/12/16/29943;;;
PMC4240406;25117473;10.1093/ehjci/jeu142;Oxford University Press;European Heart Journal - Cardiovascular Imaging;2047-2404, 2047-2412;The microvascular effects of insulin resistance and diabetes on cardiac structure, function, and perfusion: a cardiovascular magnetic resonance study;2040;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;0;0;FS/10/62/28409;0;0;
PMC4567786;0;10.1136/openhrt-2015-000302;BMJ;Open Heart;2053-3624;Effect of catheter ablation on quality of life in patients with atrial fibrillation and its correlation with arrhythmia outcome;2040;1;;;0;cc-by;epmc_xml;oa;1;British Heart Foundation;0;0;FS/11/47/28867;0;0;
PMC4308982;25624520;10.1098/rsta.2013.0155;Royal Society ;Philosophical Transactions A;1364-503X, 1471-2962;Understanding cell signalling systems: paving the way for new therapies;2040;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;90532;;
PMC4382520;25280908;10.1016/j.neubiorev.2014.09.016;Elsevier;Neuroscience and Biobehavioral Reviews;0149-7634, 1873-7528;In search of a recognition memory engram;2043.88;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT087855/z/08/z;;;
PMC4359099;25475372;10.1016/j.molonc.2014.10.015;Elsevier;Molecular Oncology;1574-7891, 1878-0261;Protein arginine methyltransferase 5 is a key regulator of the MYCN oncoprotein in neuroblastoma cells;2043.88;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;;;C20791/A12743;;;
PMC4169665;25034228;10.1016/j.mimet.2014.07.012;;Journal of microbiological methods;0167-7012, 1872-8359;An in vivo crosslinking system for identifying mycobacterial protein-protein interactions;£2,048.48;1;;;0;cc-by;publisher;hybrid;1;Wellcome Trust;;;086087/Z/08/Z;;;
PMC4365271;25516094;10.1007/s10143-014-0602-2;;Neurosurgical Review;0344-5607, 1437-2320;da Vinci Robot-Assisted Keyhole Neurosurgery: A Cadaver Study on Feasibility and Safety;£2,048.75;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;100564/Z/12/Z ;;;
PMC4316173;25287128;10.1016/j.bbagrm.2014.09.016;;Biochimica et biophysica acta;0006-3002;FOXM1: An emerging master regulator of DNA damage response and genotoxic agent resistance;£2,048.98;1;;;0;cc-by;epmc_xml;hybrid;1;"Breast Cancer Campaign; Royal Thai Embassy; Cancer Research UK";;;"2012MayPR070; C37/A12011";;;
PMC4306732;25312698;10.1007/s10875-014-0103-7;;Journal of clinical immunology;0271-9142, 1573-2592;Interaction of pattern recognition receptors with Mycobacterium tuberculosis;£2,050.29;1;;;0;cc-by;epmc_xml;hybrid;1;"Medical Research Council (MRC); Wellcome Trust  ";;;"083567/Z/07/Z; 093080/Z/10/Z";;;
PMC4244562;25352341;10.1007/s10555-014-9513-5;Springer;Cancer Metastasis Review;0167-7659, 1573-7233;Towards an understanding of the structure and function of MTA1;2050.8;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;"The molecular functioning of HDAC/co-repressor complexes 
Wellcome Trust100237
";0;0;
PMC4326660;25398200;10.1007/s00281-014-0463-3;Springer;Seminars in Immunopathology;1863-2297, 1863-2300;Novel insights into host-fungal pathogen interactions derived from live-cell imaging;2053.33;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome;0;0;080088, 086827, 075470, 099215, 097377, 101873;0;0;
PMC4382327;25488690;10.1016/j.jaci.2014.10.035;Elsevier;Journal of Allergy and Clinical Immunology;0091-6749, 1097-6825;Maternal selenium status in pregnancy, glutathione peroxidase 4 genotype and childhood asthma;2055.71;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;102215/2/13/2;;;
PMC4410301;25281389;10.1016/j.eururo.2014.09.018;Elsevier;European Urology;0302-2838, 1873-7560;Focal Therapy: Patients, Interventions and Outcomes. A Report from a Consensus Meeting;2056.31;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;HICF-T4-310;;;
PMC4286626;25138165;10.1007/s10439-014-1095-4;;Annals of biomedical engineering;0090-6964, 1573-9686;Change of Direction in the Biomechanics of Atherosclerosis;£2,057.04;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;;;RG/11/5/28743;;;
PMC4489114;26137966;10.1186/s12916-015-0392-6;BioMed Central;BMC Medicine;1741-7015;Annexin A1 expression in a pooled breast cancer series: association with tumor subtypes and prognosis;2058;1;;;0;cc-by;epmc_xml;oa;1;0;0;0;0;0;0;
PMC4537538;26275908;10.1186/s12916-015-0432-2;BioMed Central;BioMed Central Medicine;1741-7015;Rapid microbiological screening for tuberculosis in HIV-positive patients on the first day of acute hospital admission by systematic testing of uring samples using Xpert MTB/RIF: a prospective cohort in South Africa.;2058;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT088590;;;
PMC4470065;26048371;10.1186/s12916-015-0381-9;BioMed Central;BioMed Central Medicine;1741-7015;Risk of tuberculosis in patients with diabetes population based cohorts study using the UK clinical practice research datalink.;2058;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT092691/Z/10/Z;;;
PMC4266539;25310910;10.1016/j.ejphar.2014.10.003;;European journal of pharmacology;0014-2999, 1879-0712;Role of mitogen-activated protein kinase phosphatase-1 in corticosteroid insensitivity of chronic oxidant lung injury ;£2,059.42;1;;;0;cc-by;publisher;hybrid;1;Wellcome Trust;;;083905/Z/07/Z;;;
PMC4376379;25455480;10.1016/j.socscimed.2014.10.016;Elsevier;Social Science and Medicine;0277-9536, 1873-5347;Everyday drug diversions: a qualitative study of the illicit exchange and non-medical use of prescription stimulants on a university campus;2059.967324;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;079529/Z/06/Z;;;
