institution,period,PMID,PMCID,DOI,Publisher,Journal title,ISSN,is_hybrid,euro
Wellcome Trust,2017,27589990,Unknown,10.1093/aje/kwv454,Oxford University Press (OUP),American journal of epidemiology,"0002-9262, 1476-6256",TRUE,2925.38
Wellcome Trust,2017,28633299,Unknown,10.1093/cercor/bhx135,Oxford University Press (OUP),"Cerebral cortex (New York, N.Y. : 1991)","1047-3211, 1460-2199",TRUE,2925.38
Wellcome Trust,2017,28333338,Unknown,10.1093/humrep/dex055,Oxford University Press (OUP),"Human reproduction (Oxford, England)","0268-1161, 1460-2350",TRUE,2908.28
Wellcome Trust,2017,27920066,Unknown,10.1093/humupd/dmw042,Oxford University Press (OUP),Human reproduction update,"1355-4786, 1460-2369",TRUE,2908.28
Wellcome Trust,2017,28472409,Unknown,10.1093/gerona/glx071,Oxford University Press (OUP),"The journals of gerontology. Series A, Biological sciences and medical sciences","1079-5006, 1758-535X",TRUE,2908.28
Wellcome Trust,2017,28575141,Unknown,10.1093/ageing/afx091,Oxford University Press (OUP),Age and ageing,"0002-0729, 1468-2834",TRUE,2795.37
Wellcome Trust,2017,28398548,PMC5510723,10.1093/ije/dyx034,Oxford University Press (OUP),International journal of epidemiology,"0300-5771, 1464-3685",TRUE,2795.37
Wellcome Trust,2017,28472366,Unknown,10.1093/annonc/mdx155,Oxford University Press (OUP),Annals of oncology : official journal of the European Society for Medical Oncology,"0923-7534, 1569-8041",TRUE,2737.2
Wellcome Trust,2017,29177494,Unknown,10.1093/brain/awx134,Oxford University Press (OUP),Brain,"0006-8950, 1460-2156",TRUE,2737.2
Wellcome Trust,2017,28334855,Unknown,10.1093/brain/awx013,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2737.2
Wellcome Trust,2017,28859440,Unknown,10.1093/jac/dkx183,Oxford University Press (OUP),The Journal of antimicrobial chemotherapy,"0305-7453, 1460-2091",TRUE,2737.2
Wellcome Trust,2017,28333218,PMC5400050,10.1093/humrep/dex026,Oxford University Press (OUP),"Human reproduction (Oxford, England)","0268-1161, 1460-2350",TRUE,2302.38
Wellcome Trust,2017,28521056,PMC5737276,10.1093/schbul/sbx010,Oxford University Press (OUP),Schizophrenia bulletin,"0586-7614, 1745-1701",TRUE,2302.38
Wellcome Trust,2017,Unknown,Unknown,10.1093/hwj/dbx040,Oxford University Press (OUP),History Workshop Journal,1363-3554,TRUE,2659.19
Wellcome Trust,2017,Unknown,Unknown,10.1093/ojls/gqx012,Oxford University Press (OUP),Oxford Journal of Legal Studies,Unknown,TRUE,2659.19
Wellcome Trust,2017,27452600,PMC5035817,10.1093/brain/aww188,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2281
Wellcome Trust,2017,28334857,PMC5637940,10.1093/brain/awx012,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2281
Wellcome Trust,2017,27297241,PMC4958897,10.1093/brain/aww124,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2281
Wellcome Trust,2017,28981707,PMC5753345,10.1093/nar/gkx807,Oxford University Press (OUP),Nucleic acids research,"0305-1048, 1362-4962",FALSE,1619.51
Wellcome Trust,2017,27625389,PMC5314786,10.1093/nar/gkw787,Oxford University Press (OUP),Nucleic acids research,"0305-1048, 1362-4962",FALSE,1619.51
Wellcome Trust,2017,27536002,PMC5159530,10.1093/nar/gkw711,Oxford University Press (OUP),Nucleic acids research,"0305-1048, 1362-4962",FALSE,1619.51
Wellcome Trust,2017,28369282,PMC5405236,10.1093/brain/awx069,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2281
Wellcome Trust,2017,28369215,PMC5405234,10.1093/brain/awx070,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2281
Wellcome Trust,2017,28969380,Unknown,10.1093/brain/awx215,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2623.15
Wellcome Trust,2017,28459938,Unknown,10.1093/annonc/mdx173,Oxford University Press (OUP),Annals of Oncology,"0923-7534, 1569-8041",TRUE,2600.34
Wellcome Trust,2017,28430855,Unknown,10.1093/annonc/mdx181,Oxford University Press (OUP),Annals of Oncology,"0923-7534, 1569-8041",TRUE,2600.34
Wellcome Trust,2017,28525534,Unknown,10.1093/annonc/mdx266,Oxford University Press (OUP),Annals of oncology : official journal of the European Society for Medical Oncology,"0923-7534, 1569-8041",TRUE,2600.34
Wellcome Trust,2017,28486594,Unknown,10.1093/brain/awx101,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2600.34
Wellcome Trust,2017,28334068,Unknown,10.1093/cercor/bhx023,Oxford University Press (OUP),"Cerebral cortex (New York, N.Y. : 1991)","1047-3211, 1460-2199",TRUE,2566.13
Wellcome Trust,2017,28922779,Unknown,10.1093/jnci/djx121,Oxford University Press (OUP),Journal of the National Cancer Institute,"0027-8874, 1460-2105",TRUE,2566.13
Wellcome Trust,2017,26893353,PMC4872087,10.1093/nar/gkw089,Oxford University Press (OUP),Nucleic acids research,"0305-1048, 1362-4962",FALSE,1619.51
Wellcome Trust,2017,28591853,Unknown,10.1093/femspd/ftx060,Oxford University Press (OUP),Pathogens and disease,2049-632X,TRUE,2566.13
Wellcome Trust,2017,Unknown,Unknown,10.1093/shm/hkx064,Oxford University Press (OUP),Social History of Medicine,0951-631X,TRUE,2563.39
Wellcome Trust,2017,Unknown,Unknown,10.1093/shm/hkx077,Oxford University Press (OUP),Social History of Medicine,0951-631X,TRUE,2563.39
Wellcome Trust,2017,28100692,PMC5397160,10.1093/nar/gkw1362,Oxford University Press (OUP),Nucleic acids research,"0305-1048, 1362-4962",FALSE,1619.51
Wellcome Trust,2017,29088339,Unknown,10.1093/cercor/bhx249,Oxford University Press (OUP),"Cerebral cortex (New York, N.Y. : 1991)","1047-3211, 1460-2199",TRUE,2560.25
Wellcome Trust,2017,28922798,Unknown,10.1093/tcbh/hww059,Oxford University Press (OUP),20 century British history,"0955-2359, 1477-4674",TRUE,2531.91
Wellcome Trust,2017,28810661,Unknown,10.1093/glycob/cwx063,Oxford University Press (OUP),Glycobiology,"0959-6658, 1460-2423",TRUE,2531.91
Wellcome Trust,2017,Unknown,Unknown,10.1093/hwj/dbx033,Oxford University Press (OUP),History Workshop Journal,1363-3554,TRUE,2531.91
Wellcome Trust,2017,28911207,PMC5755684,10.1093/hmg/ddx280,Oxford University Press (OUP),Human molecular genetics,"0964-6906, 1460-2083",TRUE,2531.91
Wellcome Trust,2017,27448672,Unknown,10.1093/ndt/gfw252,Oxford University Press (OUP),"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association","0931-0509, 1460-2385",TRUE,2531.91
Wellcome Trust,2017,Unknown,Unknown,10.1093/pastj/gtw004,Oxford University Press (OUP),Past & Present,0031-2746,TRUE,2531.91
Wellcome Trust,2017,28444399,Unknown,10.1093/protein/gzx017,Oxford University Press (OUP),"Protein engineering, design & selection : PEDS","1741-0126, 1741-0134",TRUE,2531.91
Wellcome Trust,2017,29053791,Unknown,10.1093/brain/awx253,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2491.99
Wellcome Trust,2017,28969384,Unknown,10.1093/brain/awx221,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2491.99
Wellcome Trust,2017,28444175,Unknown,10.1093/eurheartj/ehx177,Oxford University Press (OUP),European heart journal,"0195-668X, 1522-9645",TRUE,2452.08
Wellcome Trust,2017,29020353,Unknown,10.1093/eurheartj/ehx373,Oxford University Press (OUP),European heart journal,"0195-668X, 1522-9645",TRUE,2452.08
Wellcome Trust,2017,28449053,Unknown,10.1093/ije/dyx042,Oxford University Press (OUP),International journal of epidemiology,"0300-5771, 1464-3685",TRUE,2452.08
Wellcome Trust,2017,29232439,Unknown,10.1093/ije/dyx131,Oxford University Press (OUP),International journal of epidemiology,"0300-5771, 1464-3685",TRUE,2452.08
Wellcome Trust,2017,28549073,Unknown,10.1093/aje/kwx149,Oxford University Press (OUP),American journal of epidemiology,"0002-9262, 1476-6256",TRUE,2437.82
Wellcome Trust,2017,,Unknown,10.1093/shm/hkw094,Oxford University Press (OUP),Social History of Medicine,0951-631X,TRUE,2395.05
Wellcome Trust,2017,Unknown,Unknown,10.1093/shm/hkw127,Oxford University Press (OUP),Social History of Medicine,0951-631X,TRUE,2395.05
Wellcome Trust,2017,28334843,PMC5382950,10.1093/brain/awx005,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2166.95
Wellcome Trust,2017,28334888,PMC5382953,10.1093/brain/awx022,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2166.95
Wellcome Trust,2017,28334769,Unknown,10.1093/heapro/dax004,Oxford University Press (OUP),Health promotion international,"0957-4824, 1460-2245",TRUE,2166.95
Wellcome Trust,2017,28160504,PMC5400089,10.1093/jac/dkw583,Oxford University Press (OUP),The Journal of antimicrobial chemotherapy,"0305-7453, 1460-2091",TRUE,2166.95
Wellcome Trust,2017,29045610,Unknown,10.1093/ehjqcco/qcx022,Oxford University Press (OUP),European heart journal. Quality of care & clinical outcomes,"2058-5225, 2058-1742",TRUE,2367.68
Wellcome Trust,2017,29177462,Unknown,10.1093/ije/dyx117,Oxford University Press (OUP),International journal of epidemiology,"0300-5771, 1464-3685",TRUE,2329.47
Wellcome Trust,2017,28168609,PMC5526810,10.1007/s13142-016-0455-z,Oxford University Press (OUP),Translational behavioral medicine,"1869-6716, 1613-9860",TRUE,2157.83
Wellcome Trust,2017,28315201,PMC5684066,10.1007/s13142-017-0477-1,Oxford University Press (OUP),Translational behavioral medicine,"1869-6716, 1613-9860",TRUE,2157.83
Wellcome Trust,2017,29053777,Unknown,10.1093/brain/awx189,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2281
Wellcome Trust,2017,28969375,Unknown,10.1093/brain/awx201,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,2281
Wellcome Trust,2017,28333355,Unknown,10.1093/jac/dkx067,Oxford University Press (OUP),The Journal of antimicrobial chemotherapy,"0305-7453, 1460-2091",TRUE,2281
Wellcome Trust,2017,28339940,Unknown,10.1093/eurpub/ckw268,Oxford University Press (OUP),European journal of public health,"1101-1262, 1464-360X",TRUE,2189.76
Wellcome Trust,2017,27605105,Unknown,10.1093/bioinformatics/btw587,Oxford University Press (OUP),Bioinformatics,"1367-4803, 1367-4811",TRUE,2109.93
Wellcome Trust,2017,28575251,PMC5637939,10.1093/bioinformatics/btx355,Oxford University Press (OUP),Bioinformatics,"1367-4803, 1367-4811",TRUE,2109.93
Wellcome Trust,2017,28088763,PMC5408845,10.1093/bioinformatics/btw777,Oxford University Press (OUP),"Bioinformatics (Oxford, England)","1367-4803, 1367-4811",TRUE,2109.93
Wellcome Trust,2017,29036441,Unknown,10.1093/hmg/ddx370,Oxford University Press (OUP),Human molecular genetics,"0964-6906, 1460-2083",TRUE,2004.43
Wellcome Trust,2017,27798116,PMC5351933,10.1093/hmg/ddw369,Oxford University Press (OUP),Human molecular genetics,"0964-6906, 1460-2083",TRUE,2109.93
Wellcome Trust,2017,28031289,PMC5418835,10.1093/hmg/ddw359,Oxford University Press (OUP),Human molecular genetics,"0964-6906, 1460-2083",TRUE,2109.93
Wellcome Trust,2017,29016847,PMC5639461,10.1093/hmg/ddx270,Oxford University Press (OUP),Human molecular genetics,"0964-6906, 1460-2083",TRUE,2109.93
Wellcome Trust,2017,28175300,PMC5418736,10.1093/hmg/ddw307,Oxford University Press (OUP),Human molecular genetics,"0964-6906, 1460-2083",TRUE,2109.93
Wellcome Trust,2017,Unknown,Unknown,10.1093/phe/phw040,Oxford University Press (OUP),Public Health Ethics,1754-9973,TRUE,1710.75
Wellcome Trust,2017,28334062,Unknown,10.1093/biostatistics/kxw055,Oxford University Press (OUP),"Biostatistics (Oxford, England)","1465-4644, 1468-4357",TRUE,1368.6
Wellcome Trust,2017,28655212,Unknown,10.1093/pubmed/fdx072,Oxford University Press (OUP),"Journal of public health (Oxford, England)","1741-3842, 1741-3850",TRUE,2080.27
Wellcome Trust,2017,29036562,Unknown,10.1093/bioinformatics/btx434,Oxford University Press (OUP),Bioinformatics,"1367-4803, 1367-4811",TRUE,1026.45
Wellcome Trust,2017,27729397,PMC5100055,10.1093/molbev/msw209,Oxford University Press (OUP),Molecular biology and evolution,"0737-4038, 1537-1719",TRUE,1984.47
Wellcome Trust,2017,27744413,PMC5644363,10.1093/molbev/msw218,Oxford University Press (OUP),Molecular biology and evolution,"0737-4038, 1537-1719",TRUE,1984.47
Wellcome Trust,2017,27966189,PMC5526809,10.1007/s13142-016-0453-1,Oxford University Press (OUP),Translational behavioral medicine,"1869-6716, 1613-9860",TRUE,1982.19
Wellcome Trust,2017,29020291,PMC5716204,10.1093/ijnp/pyx072,Oxford University Press (OUP),The international journal of neuropsychopharmacology,"1461-1457, 1469-5111",TRUE,1516.87
Wellcome Trust,2017,29020419,PMC5793728,10.1093/ijnp/pyx076,Oxford University Press (OUP),The international journal of neuropsychopharmacology,"1461-1457, 1469-5111",TRUE,1368.05
Wellcome Trust,2017,28899015,PMC5806505,10.1093/brain/awx155,Oxford University Press (OUP),Brain : a journal of neurology,"0006-8950, 1460-2156",TRUE,1300.17
Wellcome Trust,2017,27993776,PMC5408813,10.1093/bioinformatics/btw724,Oxford University Press (OUP),"Bioinformatics (Oxford, England)","1367-4803, 1367-4811",TRUE,1231.74
Wellcome Trust,2017,27559158,PMC5167069,10.1093/bioinformatics/btw559,Oxford University Press (OUP),"Bioinformatics (Oxford, England)","1367-4803, 1367-4811",TRUE,1231.74
Wellcome Trust,2017,28903536,PMC5737535,10.1093/gbe/evx152,Oxford University Press (OUP),Genome biology and evolution,1759-6653,FALSE,1218.91
Wellcome Trust,2017,28119307,PMC5423454,10.1093/bioinformatics/btx007,Oxford University Press (OUP),"Bioinformatics (Oxford, England)","1367-4803, 1367-4811",TRUE,1170.15
Wellcome Trust,2017,28011787,PMC5408844,10.1093/bioinformatics/btw798,Oxford University Press (OUP),"Bioinformatics (Oxford, England)","1367-4803, 1367-4811",TRUE,1026.45
Wellcome Trust,2017,27803288,PMC5390744,10.1093/scan/nsw160,Oxford University Press (OUP),Social cognitive and affective neuroscience,"1749-5016, 1749-5024",FALSE,1081.19
Wellcome Trust,2017,28981876,PMC5716153,10.1093/scan/nsx097,Oxford University Press (OUP),Social cognitive and affective neuroscience,"1749-5016, 1749-5024",FALSE,1081.19
Wellcome Trust,2017,29220433,PMC5502366,10.1093/database/bax041,Oxford University Press (OUP),Database : the journal of biological databases and curation,1758-0463,FALSE,1040.14
Wellcome Trust,2017,28160601,PMC5397179,10.1093/nar/gkx074,Oxford University Press (OUP),Nucleic acids research,"0305-1048, 1362-4962",FALSE,971.71
Wellcome Trust,2017,28334766,PMC5605233,10.1093/nar/gkx139,Oxford University Press (OUP),Nucleic acids research,"0305-1048, 1362-4962",FALSE,971.71
Wellcome Trust,2017,27899584,PMC5210570,10.1093/nar/gkw1098,Oxford University Press (OUP),Nucleic acids research,"0305-1048, 1362-4962",FALSE,923.12
Wellcome Trust,2017,28100693,PMC5389553,10.1093/nar/gkw1354,Oxford University Press (OUP),Nucleic acids research,"0305-1048, 1362-4962",FALSE,916.96
Wellcome Trust,2017,26826708,PMC4770246,10.1093/nar/gkw050,Oxford University Press (OUP),Nucleic acids research,"0305-1048, 1362-4962",FALSE,809.76
Wellcome Trust,2017,28852557,PMC5570699,10.1093/jlb/lsw065,Oxford University Press (OUP),Journal of law and the biosciences,2053-9711,FALSE,684.3
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Wellcome Trust,2017,28918744,Unknown,10.1134/s0006297917070057,Pleiades Publishing Ltd,Biochemistry. Biokhimiia,"0006-2979, 1608-3040",TRUE,2573.21
Wellcome Trust,2017,28280110,PMC5396077,10.1042/bcj20160952,Portland Press Ltd.,The Biochemical journal,"0264-6021, 1470-8728",TRUE,2400.75
Wellcome Trust,2017,28408471,PMC5390495,10.1042/bst20160422,Portland Press Ltd.,Biochemical Society transactions,"0300-5127, 1470-8752",TRUE,2395.05
Wellcome Trust,2017,28487471,PMC5461938,10.1042/cs20170146,Portland Press Ltd.,"Clinical science (London, England : 1979)","0143-5221, 1470-8736",TRUE,2395.05
Wellcome Trust,2017,28298557,PMC5350610,10.1042/bcj20160762,Portland Press Ltd.,The Biochemical journal,"0264-6021, 1470-8728",TRUE,2395.05
Wellcome Trust,2017,27974389,PMC5290484,10.1042/bcj20160791,Portland Press Ltd.,The Biochemical journal,"0264-6021, 1470-8728",TRUE,2395.05
Wellcome Trust,2017,28512204,PMC5468982,10.1042/bcj20170256,Portland Press Ltd.,The Biochemical journal,"0264-6021, 1470-8728",TRUE,2395.05
Wellcome Trust,2017,26744410,PMC4782165,10.1042/cs20150697,Portland Press Ltd.,"Clinical science (London, England : 1979)","0143-5221, 1470-8736",TRUE,2395.05
Wellcome Trust,2017,27920213,PMC5290485,10.1042/bcj20160646,Portland Press Ltd.,Biochemical Journal,"0264-6021, 1470-8728",TRUE,2058.6
Wellcome Trust,2017,28159912,PMC5350611,10.1042/bcj20160992,Portland Press Ltd.,The Biochemical journal,"0264-6021, 1470-8728",TRUE,2058.6
Wellcome Trust,2017,28408429,PMC5390927,10.1042/bcj20160498,Portland Press Ltd.,The Biochemical journal,"0264-6021, 1470-8728",TRUE,2058.6
Wellcome Trust,2017,27911719,PMC5095917,10.1042/bst20160062,Portland Press Ltd.,Biochemical Society transactions,"0300-5127, 1470-8752",TRUE,2058.6
Wellcome Trust,2017,28760886,PMC5577506,10.1042/bcj20170281,Portland Press Ltd.,The Biochemical journal,"0264-6021, 1470-8728",TRUE,2052.9
Wellcome Trust,2017,28931724,PMC5651818,10.1042/bcj20170588,Portland Press Ltd.,The Biochemical journal,"0264-6021, 1470-8728",TRUE,2052.9
Wellcome Trust,2017,28659394,Unknown,10.1042/cs20170973,Portland Press Ltd.,"Clinical science (London, England : 1979)","0143-5221, 1470-8736",TRUE,2400.75
Wellcome Trust,2017,28507161,PMC5632801,10.1042/bcj20170288,Portland Press Ltd.,Biochemical Journal,"0264-6021, 1470-8728",TRUE,2052.9
Wellcome Trust,2017,28512203,PMC5460469,10.1042/bcj20170097,Portland Press Ltd.,The Biochemical journal,"0264-6021, 1470-8728",TRUE,2052.9
Wellcome Trust,2017,27784766,PMC5147050,10.1042/bcj20160211,Portland Press Ltd.,The Biochemical journal,"0264-6021, 1470-8728",TRUE,2052.9
Wellcome Trust,2017,28645930,PMC5736922,10.1042/cs20170090,Portland Press Ltd.,"Clinical science (London, England : 1979)","0143-5221, 1470-8736",TRUE,2052.9
Wellcome Trust,2017,28468952,Unknown,10.1042/cs20170051,Portland Press Ltd.,"Clinical science (London, England : 1979)","0143-5221, 1470-8736",TRUE,2058.6
Wellcome Trust,2017,26862193,Unknown,10.1042/bst20150189,Portland Press Ltd.,Biochemical Society transactions,"0300-5127, 1470-8752",TRUE,2052.9
Wellcome Trust,2017,28057719,PMC5317395,10.1042/bcj20160941,Portland Press Ltd.,The Biochemical journal,"0264-6021, 1470-8728",TRUE,2052.9
Wellcome Trust,2017,28900014,PMC5652225,10.1042/bst20170087,Portland Press Ltd.,Biochemical Society transactions,"0300-5127, 1470-8752",TRUE,2052.9
Wellcome Trust,2017,28798073,Unknown,10.1042/cs20160786,Portland Press Ltd.,"Clinical science (London, England : 1979)","0143-5221, 1470-8736",TRUE,2052.9
Wellcome Trust,2017,28566469,Unknown,10.1042/cs20160832,Portland Press Ltd.,"Clinical science (London, England : 1979)","0143-5221, 1470-8736",TRUE,2052.9
Wellcome Trust,2017,Unknown,Unknown,10.1042/ETLS20160016,Portland Press Ltd.,Emerging Topics in Life Sciences,2397-8554,TRUE,1197.53
Wellcome Trust,2017,27815507,PMC5146821,10.1042/bsr20160229,Portland Press Ltd.,Bioscience reports,"0144-8463, 1573-4935",TRUE,1122.25
Wellcome Trust,2017,27913673,PMC5135000,10.1042/bst20160245,Portland Press Ltd.,Biochemical Society transactions,"0300-5127, 1470-8752",TRUE,1026.45
Wellcome Trust,2017,28003461,PMC5240677,10.1073/pnas.1615458114,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,"0027-8424, 1091-6490",TRUE,2626.17
Wellcome Trust,2017,28829768,PMC5568725,10.1371/journal.pmed.1002376,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,3274.51
Wellcome Trust,2017,28118352,PMC5261553,10.1371/journal.pmed.1002221,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,3269.05
Wellcome Trust,2017,27898682,PMC5127513,10.1371/journal.pmed.1002179,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,3254.55
Wellcome Trust,2017,27959923,PMC5154505,10.1371/journal.pmed.1002194,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,3234.14
Wellcome Trust,2017,28141826,PMC5283690,10.1371/journal.pmed.1002223,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,3216.89
Wellcome Trust,2017,28441393,PMC5404755,10.1371/journal.pbio.2000219,Public Library of Science (PLoS),PLoS biology,"1544-9173, 1545-7885",FALSE,3210.2
Wellcome Trust,2017,27997533,PMC5172526,10.1371/journal.pmed.1002198,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,3203.81
Wellcome Trust,2017,28399126,PMC5388466,10.1371/journal.pmed.1002279,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,3177.95
Wellcome Trust,2017,28081125,PMC5231323,10.1371/journal.pbio.1002588,Public Library of Science (PLoS),PLoS biology,"1544-9173, 1545-7885",FALSE,3175.15
Wellcome Trust,2017,28617796,PMC5472254,10.1371/journal.pbio.2001878,Public Library of Science (PLoS),PLoS biology,1545-7885,FALSE,3175.15
Wellcome Trust,2017,28196074,PMC5308858,10.1371/journal.pmed.1002230,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,3168.05
Wellcome Trust,2017,28234892,PMC5325181,10.1371/journal.pbio.1002598,Public Library of Science (PLoS),PLoS biology,"1544-9173, 1545-7885",FALSE,3167.56
Wellcome Trust,2017,28207733,PMC5331946,10.1371/journal.pbio.2000756,Public Library of Science (PLoS),PLoS biology,"1544-9173, 1545-7885",FALSE,3152.71
Wellcome Trust,2017,28742829,PMC5526522,10.1371/journal.pmed.1002360,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,3116.07
Wellcome Trust,2017,28715416,PMC5513400,10.1371/journal.pmed.1002352,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,3115.82
Wellcome Trust,2017,28723902,PMC5536390,10.1371/journal.pbio.2002792,Public Library of Science (PLoS),PLoS Biology,"1544-9173, 1545-7885",FALSE,3060.39
Wellcome Trust,2017,28510604,PMC5433702,10.1371/journal.pmed.1002300,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,3049.29
Wellcome Trust,2017,28399129,PMC5388468,10.1371/journal.pmed.1002273,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,2750.93
Wellcome Trust,2017,28245243,PMC5330452,10.1371/journal.pmed.1002248,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,2691.47
Wellcome Trust,2017,27832071,PMC5104460,10.1371/journal.pbio.2000638,Public Library of Science (PLoS),PLoS biology,"1544-9173, 1545-7885",FALSE,2612.89
Wellcome Trust,2017,28898239,PMC5595289,10.1371/journal.pmed.1002386,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,2537.56
Wellcome Trust,2017,28898283,PMC5595303,10.1371/journal.pmed.1002385,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,2537.56
Wellcome Trust,2017,27870901,PMC5117777,10.1371/journal.ppat.1005977,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2525.91
Wellcome Trust,2017,27792722,PMC5085092,10.1371/journal.pcbi.1005151,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2514.98
Wellcome Trust,2017,27926930,PMC5142785,10.1371/journal.ppat.1006050,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2512.53
Wellcome Trust,2017,27907166,PMC5131898,10.1371/journal.ppat.1005955,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2507.7
Wellcome Trust,2017,28118354,PMC5261559,10.1371/journal.pntd.0005267,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2495.84
Wellcome Trust,2017,28187129,PMC5322969,10.1371/journal.pntd.0005388,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2494.81
Wellcome Trust,2017,27783678,PMC5082620,10.1371/journal.pntd.0005080,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2478.55
Wellcome Trust,2017,28267784,PMC5360345,10.1371/journal.pgen.1006620,Public Library of Science (PLoS),PLoS genetics,"1553-7390, 1553-7404",FALSE,2477.5
Wellcome Trust,2017,28248958,PMC5352141,10.1371/journal.pcbi.1005405,Public Library of Science (PLoS),PLoS computational biology,1553-7358,FALSE,2477.46
Wellcome Trust,2017,27984585,PMC5161306,10.1371/journal.pcbi.1005245,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2472.47
Wellcome Trust,2017,28103248,PMC5245781,10.1371/journal.pcbi.1005228,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2470.6
Wellcome Trust,2017,28099433,PMC5242428,10.1371/journal.pntd.0005230,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2468.41
Wellcome Trust,2017,27870852,PMC5117567,10.1371/journal.pcbi.1005212,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2465.85
Wellcome Trust,2017,28362877,PMC5393895,10.1371/journal.pcbi.1005467,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2463.48
Wellcome Trust,2017,28403139,PMC5406001,10.1371/journal.pcbi.1005440,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2463.48
Wellcome Trust,2017,28486504,PMC5441656,10.1371/journal.pcbi.1005418,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2463.48
Wellcome Trust,2017,28187197,PMC5328407,10.1371/journal.pgen.1006587,Public Library of Science (PLoS),PLoS genetics,"1553-7390, 1553-7404",FALSE,2463.48
Wellcome Trust,2017,28253260,PMC5333801,10.1371/journal.pgen.1006593,Public Library of Science (PLoS),PLoS genetics,"1553-7390, 1553-7404",FALSE,2463.48
Wellcome Trust,2017,28727807,PMC5519191,10.1371/journal.ppat.1006460,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2463.48
Wellcome Trust,2017,28141804,PMC5308837,10.1371/journal.pcbi.1005353,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2457.58
Wellcome Trust,2017,28114364,PMC5256864,10.1371/journal.pntd.0005277,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2457.39
