"University";"PMCID";"PMID";"DOI";"Article title";"Journal title";"Pure Open Access";"ISSN";"EISSN";"Publication Date";"Electronic Publication Date";"Publisher";"Publisher Licence";"Licence";"EPMC Licence";"Licence Source";"EPMC Licence Source";"Fulltext in EPMC?";"XML Fulltext?";"AAM?";"Open Access";"Compliance Wellcome Standard";"Compliance Wellcome Deluxe";"Date of APC payment";"APC paid (actual currency) excluding VAT";"Currency of APC";"APC paid (£) including VAT if charged";"Additional publication costs (£)";"Discounts, memberships & pre-payment agreements";"Amount of APC charged to COAF grant (including VAT if charged) in £";"Amount of APC charged to RCUK OA fund (including VAT if charged) in £";"Licence";"Ahead of Print?"
"LSHTM";"PMC6554396";31171825;"10.1038/s41598-019-44833-9";"Cellular morphological changes detected by laser scanning in vivo confocal microscopy associated with clinical outcome in fungal keratitis";"Scientific reports";TRUE;"2045-2322";"2045-2322";"2019-06-01T00:00:00Z";"2019-06-06T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43637;1290;"GBP";1548;;;1548;;"CC BY";"Unknown"
"LSHTM";"PMC6594749";31164071;"10.1161/STROKEAHA.119.025105";"Community-level knowledge and perceptions of stroke in rural Malawi: a cross-sectional, population based survey";"Stroke";FALSE;"0039-2499, 1524-4628";"1524-4628";"2019-07-01T00:00:00Z";"2019-06-05T00:00:00Z";"Ovid Technologies (Wolters Kluwer Health)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43651;4700;"USD";3730.75;;;3730.75;;"CC BY";"Unknown"
"LSHTM";"PMC6658743";31160283;"10.1128/AAC.00795-19";"Chemogenomic Profiling of Antileishmanial Efficacy and Resistance in the Related Kinetoplastid Parasite Trypanosoma brucei";"Antimicrobial agents and chemotherapy";FALSE;"0066-4804, 1098-6596";"1098-6596";"2019-08-01T00:00:00Z";"2019-07-25T00:00:00Z";"American Society for Microbiology";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43637;2620;"USD";2056.52;;;1028.26;1028.26;"CC BY";"Unknown"
"LSHTM";"PMC6712305";31151082;"10.1016/j.ajp.2019.03.021";"The prevalence, patterns, and correlates of gambling behaviours in men";"Asian journal of psychiatry";FALSE;"1876-2018, 1876-2026";"1876-2026";"2019-06-01T00:00:00Z";"2019-03-26T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43567;2592;"EUR";2213.11;;;2213.11;;"CC BY";"Unknown"
"LSHTM";"PMC6628247";31141908;"10.3390/nu11061198";"Improving the Dietary Vitamin A Content of Rural Communities in South Africa by Replacing Non-Biofortified White Maize and Sweet Potato with Biofortified Maize and Sweet Potato in Traditional Dishes";"Nutrients";TRUE;"2072-6643";"2072-6643";"2019-05-01T00:00:00Z";"2019-05-28T00:00:00Z";"MDPI AG";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43627;2000;"CHF";1554.73;;;1554.73;;"CC BY";"Unknown"
"LSHTM";"PMC6599174";31082498;"10.1016/j.bone.2019.05.012";"Older age at Initiation of Antiretroviral Therapy Predicts Low Bone Mineral Density in Children with perinatally-infected HIV in Zimbabwe";"Bone";FALSE;"8756-3282, 1873-2763";"1873-2763";"2019-08-01T00:00:00Z";"2019-05-10T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43602;2160;"EUR";1862.87;;;1862.87;;"CC BY";"Unknown"
"LSHTM";"Unknown";31081140;"10.1002/ijgo.12860";"Secondary analysis of the WOMAN trial to explore the risk of sepsis after invasive treatments for postpartum hemorrhage.";"International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics";FALSE;"0020-7292, 1879-3479";"1879-3479";"2019-08-01T00:00:00Z";"2019-06-05T00:00:00Z";"Wiley";"cc-by";"cc-by";"Unknown";"publisher_splash_page";"Unknown";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;43605;2200;"GBP";2640;;;2640;;"CC BY";FALSE
"LSHTM";"PMC6530879";31075098;"10.1371/journal.pbio.3000264";"Cyclic AMP signalling controls key components ofÂ malaria parasite host cell invasion machinery";"PLoS biology";TRUE;"1544-9173, 1545-7885";"1545-7885";"2019-05-01T00:00:00Z";"2019-05-10T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43595;3000;"USD";2307.51;;;2307.51;;"CC BY";"Unknown"
"LSHTM";"PMC6508674";31071098;"10.1371/journal.pone.0215553";"Risk factors for herpes simplex virus type-1 infection and reactivation: Cross-sectional studies among EPIC-Norfolk participants";"PloS one";TRUE;"1932-6203";"1932-6203";"2019-01-01T00:00:00Z";"2019-05-09T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43602;1595;"USD";1233.47;;;1233.47;;"CC BY";"Unknown"
"LSHTM";"PMC6506754";31068335;"10.1136/bmj.l1807";"Gambling and the health of the public: the need for policy action to prevent harm";"BMJ (Clinical research ed.)";FALSE;"0959-8138, 1756-1833";"1756-1833";"2019-05-01T00:00:00Z";"2019-05-08T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43630;3000;"GBP";3600;;;3600;;"CC BY";"Unknown"
"LSHTM";"PMC6504873";31065005;"10.1038/s41598-019-42801-x";"High-throughput screening of the Plasmodium falciparum cGMP-dependent protein kinase identified a thiazole scaffold which kills erythrocytic and sexual stage parasites";"Scientific reports";TRUE;"2045-2322";"2045-2322";"2019-05-01T00:00:00Z";"2019-05-07T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43595;1290;"GBP";1548;;;1548;;"CC BY";"Unknown"
"LSHTM";"PMC6503462";31064762;"10.1136/bmj.l1525";"Changes in, and factors associated with, frequency of sex in Britain: evidence from three National Surveys of Sexual Attitudes and Lifestyles (Natsal)";"BMJ (Clinical research ed.)";FALSE;"0959-8138, 1756-1833";"1756-1833";"2019-05-01T00:00:00Z";"2019-05-07T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43630;3000;"GBP";3600;;;3600;;"CC BY";"Unknown"
"LSHTM";"Unknown";31030681;"10.1017/s0021932019000051";"Lusting, learning and lasting in school: sexual debut, school performance and dropout among adolescents in primary schools in Karonga district, northern Malawi";"Journal of biosocial science";FALSE;"0021-9320, 1469-7599";"1469-7599";"2019-09-01T00:00:00Z";"2019-04-29T00:00:00Z";"Cambridge University Press (CUP)";"cc-by";"cc-by";"Unknown";"publisher_splash_page";"Unknown";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;43539;1870;"GBP";2244;;;2244;;"CC BY";FALSE
"LSHTM";"PMC6478998";31015322;"10.1128/mBio.00297-19";"Quantitative Analyses Reveal Novel Roles for N-Glycosylation in a Major Enteric Bacterial Pathogen";"mBio";TRUE;"2150-7511";"2150-7511";"2019-04-01T00:00:00Z";"2019-04-23T00:00:00Z";"American Society for Microbiology";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43557;2400;"USD";1816.4;220;;908.2;908.2;"CC BY";"Unknown"
"LSHTM";"PMC6472326";31007358;"10.1016/j.foodpol.2018.12.003";"Palm oil and dietary change: Application of an integrated macroeconomic, environmental, demographic, and health modelling framework for Thailand";"Food policy";FALSE;"0306-9192";"Unknown";"2019-02-01T00:00:00Z";"Unknown";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;43553;1548;"EUR";1320.59;;;1320.59;;"CC BY";"Unknown"
"LSHTM";"PMC6526709";30992346;"10.1242/jcs.226217";"Shigella MreB Promotes Polar IcsA Positioning for Actin Tail Formation";"Journal of cell science";FALSE;"0021-9533, 1477-9137";"1477-9137";"2019-05-01T00:00:00Z";"2019-05-02T00:00:00Z";"The Company of Biologists";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43655;2500;"GBP";3000;;;3000;;"CC BY";"Unknown"
"LSHTM";"PMC6459366";30983874;"10.1093/hwj/dbz009";"Oral Histories, Public Engagement, and the Making of Positive in Prison";"History workshop journal : HWJ";FALSE;"1363-3554, 1477-4569";"1477-4569";"2019-01-01T00:00:00Z";"2019-02-21T00:00:00Z";"Oxford University Press (OUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43518;2040;"GBP";2448;;;2448;;"CC BY";"Unknown"
"LSHTM";"PMC6860407";30981999;"10.1136/sextrans-2018-053938";"Impact of mass drug administration of azithromycin for trachoma elimination on prevalence and azithromycin resistance of genital Mycoplasma genitalium infection";"Sexually transmitted infections";FALSE;"1368-4973, 1472-3263";"1472-3263";"2019-11-01T00:00:00Z";"2019-04-13T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43581;2200;"GBP";2640;;;2640;;"CC BY";"Unknown"
"LSHTM";"PMC6563185";30957341;"10.1111/add.14630";"Feasibility, acceptability, and cost-effectiveness of a brief, lay counsellor delivered psychological treatment for men with alcohol dependence in primary care: an exploratory randomised controlled trial";"Addiction (Abingdon, England)";FALSE;"0965-2140, 1360-0443";"1360-0443";"2019-07-01T00:00:00Z";"2019-05-11T00:00:00Z";"Wiley";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43595;2200;"GBP";2200;;;2200;;"CC BY";"Unknown"
"LSHTM";"PMC6483975";30956111;"10.1016/S1473-3099(18)30790-4";"Efficacy of mass drug administration with ivermectin for control of scabies and impetigo, with coadministration of azithromycin: a single-arm community intervention trial";"The Lancet. Infectious diseases";FALSE;"1473-3099, 1474-4457";"1474-4457";"2019-05-01T00:00:00Z";"2019-04-04T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;43581;5174.64;"EUR";4461.64;;;2230.82;;"CC BY";"Unknown"
"LSHTM";"PMC6506569";30954143;"10.1016/S2468-2667(19)30036-2";"Patterns in the relationship between life expectancy and gross domestic product in Russia in 2005Â–15: a cross-sectional analysis";"The Lancet. Public health";TRUE;"2468-2667";"2468-2667";"2019-04-01T00:00:00Z";"Unknown";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;43595;5174.64;"EUR";4463.98;;;4463.98;;"CC BY";"Unknown"
"LSHTM";"PMC6450614";30951533;"10.1371/journal.pmed.1002776";"Risk score for predicting mortality including urine lipoarabinomannan detection in hospital inpatients with HIV-associated tuberculosis in sub-Saharan Africa: Derivation and external validation cohort study";"PLoS medicine";TRUE;"1549-1277, 1549-1676";"1549-1676";"2019-04-01T00:00:00Z";"2019-04-05T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43553;3000;"USD";2270.49;;;2270.49;;"CC BY";"Unknown"
"LSHTM";"PMC6438533";30921353;"10.1371/journal.pone.0214050";"Validating linkage of multiple population-based administrative databases in Brazil";"PloS one";TRUE;"1932-6203";"1932-6203";"2019-01-01T00:00:00Z";"2019-03-28T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43553;1495;"USD";1148.5;;;1148.5;;"CC BY";"Unknown"
"LSHTM";"PMC6436725";30917152;"10.1371/journal.pone.0213835";"Health status, sexual activity and satisfaction among older people in Britain: A mixed methods study";"PloS one";TRUE;"1932-6203";"1932-6203";"2019-01-01T00:00:00Z";"2019-03-27T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43546;1595;"USD";1206.42;;;603.21;603.21;"CC BY";"Unknown"
"LSHTM";"PMC6434891";30909960;"10.1186/s13071-019-3401-3";"Investigating the blood-host plasticity and dispersal of Anopheles coluzzii using a novel field-based methodology";"Parasites & vectors";TRUE;"1756-3305";"1756-3305";"2019-03-01T00:00:00Z";"2019-03-25T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43553;1420;"GBP";1704;;;1704;;"CC BY";"Unknown"
"LSHTM";"PMC6428265";30897116;"10.1371/journal.pone.0213556";"Effect of antiretroviral therapy on longitudinal lung function trends in older children and adolescents with HIV-infection";"PloS one";TRUE;"1932-6203";"1932-6203";"2019-01-01T00:00:00Z";"2019-03-21T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43550;1595;"USD";1225.32;;;1225.32;;"CC BY";"Unknown"
"LSHTM";"PMC6426940";30894595;"10.1038/s41598-019-41218-w";"Human herpesvirus infections and dementia or mild cognitive impairment: a systematic review and meta-analysis";"Scientific reports";TRUE;"2045-2322";"2045-2322";"2019-03-01T00:00:00Z";"2019-03-18T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43560;1290;"GBP";1548;;;1548;;"CC BY";"Unknown"
"LSHTM";"PMC6506883";30892577;"10.1001/jamadermatol.2018.5641";"Assessment of Sleep Disturbances and Exhaustion in Mothers of Children With Atopic Dermatitis";"JAMA dermatology";FALSE;"2168-6068, 2168-6084";"2168-6084";"2019-05-01T00:00:00Z";"Unknown";"American Medical Association (AMA)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43535;5000;"USD";3888.63;;;3888.63;;"CC BY";"Unknown"
"LSHTM";"PMC6667417";30868238;"10.1007/s00425-019-03129-y";"Prospects of orphan crops in climate change";"Planta";FALSE;"0032-0935, 1432-2048";"1432-2048";"2019-09-01T00:00:00Z";"2019-03-13T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;"04/30/2019";2490;"GBP";2988;;;2988;;"CC BY";"Unknown"
"LSHTM";"PMC6526865";30857451;"10.1080/15548627.2019.1586499";"Bacterial cell division is recognized by the septin cytoskeleton for restriction by autophagy";"Autophagy";FALSE;"1554-8627, 1554-8635";"1554-8635";"2019-05-01T00:00:00Z";"2019-03-11T00:00:00Z";"Informa UK Limited";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43578;2365;"GBP";2838;;;2838;;"CC BY";"Unknown"
"LSHTM";"PMC6828622";30852730;"10.1007/s10899-019-09840-5";"The Same or Different? Convergence of Skin Gambling and Other Gambling Among Children";"Journal of gambling studies";FALSE;"1050-5350, 1573-3602";"1573-3602";"2019-12-01T00:00:00Z";"Unknown";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43567;1870;"GBP";2244;;;2244;;"CC BY";"Unknown"
"LSHTM";"PMC6429742";30850400;"10.1136/bmjopen-2018-023353";"Prevalence of and risk factors for chronic kidney disease of unknown aetiology in India";"BMJ open";TRUE;"2044-6055";"2044-6055";"2019-03-01T00:00:00Z";"2019-03-07T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43483;1350;"GBP";1620;;;1620;;"CC BY";"Unknown"
"LSHTM";"PMC6938978";30840764;"10.1093/cid/ciz174";"A One Health study of the genetic relatedness of Klebsiella pneumoniae and their mobile elements in the East of England";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";FALSE;"1058-4838, 1537-6591";"1537-6591";"2020-01-01T00:00:00Z";"Unknown";"Oxford University Press (OUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43546;2297;"GBP";2756.4;;;2756.4;;"CC BY";"Unknown"
"LSHTM";"PMC6401159";30837526;"10.1038/s41598-019-40009-7";"Microarray assessment of N-glycan-specific IgE and IgG profiles associated with Schistosoma mansoni infection in rural and urban Uganda";"Scientific reports";TRUE;"2045-2322";"2045-2322";"2019-03-01T00:00:00Z";"2019-03-05T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43532;1290;"GBP";1548;;;1548;;"CC BY";"Unknown"
"LSHTM";"PMC6585870";30833366;"10.1136/sextrans-2018-053773";"What are the motivations and barriers to pre-exposure prophylaxis (PrEP) use among black men who have sex with men aged 18-45 in London? Results from a qualitative study";"Sexually transmitted infections";FALSE;"1368-4973, 1472-3263";"1472-3263";"2019-06-01T00:00:00Z";"2019-03-04T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43518;1950;"GBP";2340;;;2340;;"CC BY";"Unknown"
"LSHTM";"PMC6503516";30830151;"10.1001/jamapediatrics.2019.0025";"Association of Atopic Dermatitis With Sleep Quality in Children";"JAMA pediatrics";FALSE;"2168-6203, 2168-6211";"2168-6211";"2019-05-01T00:00:00Z";"2019-05-06T00:00:00Z";"American Medical Association (AMA)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43567;5000;"USD";3836.12;;;3836.12;;"CC BY";"Unknown"
"LSHTM";"PMC6377085";30828263;"10.1080/14681811.2018.1509305";"Birth order and parental and sibling involvement in sex education. A nationally-representative analysis";"Sex education";FALSE;"1468-1811, 1472-0825";"1472-0825";"2019-01-01T00:00:00Z";"2018-09-27T00:00:00Z";"Informa UK Limited";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43518;1895;"GBP";2274;;;2274;;"CC BY";"Unknown"
"LSHTM";"PMC6461799";30808991;"10.1038/s41416-019-0401-1";"Body-mass index and Hodgkin lymphoma: UK population-based cohort study of 5.8 million individuals";"British journal of cancer";FALSE;"0007-0920, 1532-1827";"1532-1827";"2019-04-01T00:00:00Z";"2019-02-27T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43523;2500;"GBP";3000;;;3000;;"CC BY";"Unknown"
"LSHTM";"PMC6437313";30799252;"10.1016/S1473-3099(18)30791-6";"Early transmission and case fatality of Ebola virus at the index site of the 2013Â–16 west African Ebola outbreak: a cross-sectional seroprevalence survey";"The Lancet. Infectious diseases";FALSE;"1473-3099, 1474-4457";"1474-4457";"2019-04-01T00:00:00Z";"2019-02-21T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43515;5302;"EUR";4647.49;;;4647.49;;"CC BY";"Unknown"
"LSHTM";"PMC6402698";30794532;"10.1371/journal.pbio.3000154";"Phosphodiesterase beta is the master regulator of cAMP signalling during malaria parasite invasion";"PLoS biology";TRUE;"1544-9173, 1545-7885";"1545-7885";"2019-02-01T00:00:00Z";"2019-02-22T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43546;3000;"USD";2292;;;2292;;"CC BY";"Unknown"
"LSHTM";"PMC6452916";30753856;"10.1016/j.molbiopara.2019.02.001";"Dysregulated gene expression in oocysts of Plasmodium berghei LAP mutants";"Molecular and biochemical parasitology";FALSE;"0166-6851, 1872-9428";"1872-9428";"2019-04-01T00:00:00Z";"2019-02-10T00:00:00Z";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43529;1968;"EUR";1723.29;;;1723.29;;"CC BY";"Unknown"
"LSHTM";"PMC6469299";30753459;"10.1093/ije/dyz005";"Metformin use and risk of cancer in patients with type 2 diabetes: A cohort study of primary care records using inverse probability weighting of marginal structural models";"International journal of epidemiology";FALSE;"0300-5771, 1464-3685";"1464-3685";"2019-04-01T00:00:00Z";"Unknown";"Oxford University Press (OUP)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43495;2258;"GBP";2709.6;;;2709.6;;"CC BY";"Unknown"
"LSHTM";"PMC6386417";30742608;"10.1371/journal.pcbi.1006785";"Assessing the performance of real-time epidemic forecasts: A case study of Ebola in the Western Area";"PLoS computational biology";TRUE;"1553-734X, 1553-7358";"1553-7358";"2019-02-01T00:00:00Z";"2019-02-11T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43515;2250;"USD";1763.32;;;1763.32;;"CC BY";"Unknown"
"LSHTM";"PMC6358042";30740596;"10.1016/j.eclinm.2018.12.001";"Early childhood outcomes after neonatal encephalopathy in Uganda: a cohort study";"EClinicalMedicine";TRUE;"2589-5370";"2589-5370";"2018-12-01T00:00:00Z";"Unknown";"Elsevier BV";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43490;3020;"EUR";2715.09;;;2715.09;;"CC BY";"Unknown"
"LSHTM";"PMC6347926";30740248;"10.1136/bmjgh-2018-001029";"The impact of a cash transfer programme on tuberculosis treatment success rate: A quasi-experimental study in Brazil";"BMJ global health";TRUE;"2059-7908";"2059-7908";"2019-01-01T00:00:00Z";"2019-01-24T00:00:00Z";"BMJ";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43473;3000;"GBP";3600;;;3600;;"CC BY";"Unknown"
"LSHTM";"PMC6447131";30719964;"10.4269/ajtmh.18-0799";"Absence of Serological Evidence of Exposure to Treponema pallidum among Children Suggests Yaws Is No Longer Endemic in Kiribati";"The American journal of tropical medicine and hygiene";FALSE;"0002-9637, 1476-1645";"1476-1645";"2019-04-01T00:00:00Z";"Unknown";"American Society of Tropical Medicine and Hygiene";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43494;2500;"USD";1962.48;;;1962.48;;"CC BY";"Unknown"
"LSHTM";"PMC6343524";30700984;"10.3389/fmicb.2018.03300";"Antibody responses to antigenic targets of recent exposure are associated with low-density parasitemia in controlled human Plasmodium falciparum infections";"Frontiers in microbiology";TRUE;"1664-302X";"1664-302X";"2018-01-01T00:00:00Z";"2019-01-16T00:00:00Z";"Frontiers Media SA";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43481;2950;"USD";2347.04;;;2347.04;;"CC BY";"Unknown"
"LSHTM";"PMC6354020";30700798;"10.1038/s41598-018-37791-1";"Spatial structure of depression in South Africa: A longitudinal panel survey of a nationally representative sample of households";"Scientific reports";TRUE;"2045-2322";"2045-2322";"2019-01-01T00:00:00Z";"2019-01-30T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43494;1644;"EUR";1448.33;;;1448.33;;"CC BY";"Unknown"
"LSHTM";"PMC6347752";30683052;"10.1186/s12879-019-3717-9";"Improving natural ventilation in hospital waiting and consulting rooms to reduce nosocomial tuberculosis transmission risk in a low resource setting";"BMC infectious diseases";TRUE;"1471-2334";"1471-2334";"2019-01-01T00:00:00Z";"2019-01-25T00:00:00Z";"Springer Science and Business Media LLC";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43490;1214.5;"GBP";1457.4;;;1457.4;;"CC BY";"Unknown"
"LSHTM";"PMC6363231";30677024;"10.1371/journal.pntd.0007104";"3D images as a field grader training tool for trachomatous trichiasis: a diagnostic accuracy study in Ethiopia";"PLoS neglected tropical diseases";TRUE;"1935-2727, 1935-2735";"1935-2735";"2019-01-01T00:00:00Z";"2019-01-24T00:00:00Z";"Public Library of Science (PLoS)";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43494;2350;"USD";1831.36;;;1831.36;;"CC BY";"Unknown"
"LSHTM";"PMC6343043";30670621;"10.1128/mBio.02693-18";"One Health Genomic Surveillance of Escherichia coli Demonstrates Distinct Lineages and Mobile Genetic Elements in Isolates from Humans versus Livestock";"mBio";TRUE;"2150-7511";"2150-7511";"2019-01-01T00:00:00Z";"2019-01-22T00:00:00Z";"American Society for Microbiology";"not applicable";"cc-by";"cc-by";"epmc_api";"epmc_api";TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;43483;3300;"USD";2590.47;;;2590.47;;"CC BY";"Unknown"
"LSHTM";"PMC6519035";30667114;"10.1002/pds.4669";"The validity of dementia diagnoses in routinely collected electronic health records in the United Kingdom: a systematic review";"Pharmacoepidemiology and drug safety";FALSE;"1053-8569, 1099-1557";"1099-1557";"2019-02-01T00:00:00Z";"2019-01-22T00:00:00Z";"Wiley";"cc-by-nc";"cc-by-nc";"cc-by-nc";"publisher_splash_page";"epmc_api";TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;43418;2857;"GBP";2857;;;2857;;"CC BY-NC";"Unknown"
"LSHTM";"PMC6322561";30655705;"10.2147/CLEP.S173523";"Summarising and communicating on survival data according to the audience: A tutorial on different measures illustrated with population-based cancer registry data";"Clinical epidemiology";TRUE;"1179-1349";"1179-1349";"2019-01-01T00:00:00Z";"2019-01-03T00:00:00Z";"Informa UK Limited";"cc-by";"cc-by";"cc-by-nc";"publisher_splash_page";"epmc_api";TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;43413;1319;"GBP";1582.8;;;1582.8;;"CC BY";"Unknown"
