"Institution","PubMed Central (PMC) ID","PubMed ID","DOI","Publisher","Journal","ISSN","is_hybrid","period","euro","Licence"
"University of Birmingham","","","10.1016/j.psychsport.2015.09.003","Elsevier","Psychology of Sport and Exercise","","","2015","1950.37",""
"University of Birmingham","","","10.1016/j.scitotenv.2015.04.050","Elsevier","Science of The Total Environment","","","2015","2684.77","CC BY"
"University of Birmingham","","","10.1016/j.scitotenv.2015.05.114","Elsevier","Science of the Total Environment","","","2015","2684.77","CC BY"
"University of Birmingham","","","10.1016/j.scr.2015.02.003","Elsevier","Stem Cell Research","","","2015","1933.76","CC BY"
"University of Birmingham","","","10.1016/j.snb.2015.01.085","Elsevier","Sensors and Actuators B: Chemical","","","2015","2516.04","CC BY-NC-ND"
"University of Birmingham","","","10.1016/j.tet.2015.06.053","Elsevier","Tetrahedron","","","2015","1942.73","CC BY"
"University of Birmingham","","","10.1016/j.worlddev.2014.12.005","Elsevier","World Development","","","2015","1740.22","CC BY"
"University of Birmingham","","","10.1016/j.worlddev.2015.05.018","Elsevier","World Development","","","2015","1933.76","CC BY"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"University of Birmingham","","","10.1210/jc.2014-3556","Endocrine Society","Journal of Clinical Endocrinology & Metabolism","","","2015","3368.36","CC BY"
"University of Birmingham","","","10.3324/haematol.2014.115170","Ferrata Storti Foundation","Haematologica","","","2015","1863.82","CC BY"
"University of Birmingham","","","10.3389/fnagi.2015.00105","Frontiers","Frontiers in Aging Neuroscience","","","2015","2095.33","CC BY"
"University of Birmingham","","","10.3389/fnbeh.2015.00175","Frontiers","Frontiers in Behavioral Neuroscience","","","2015","1938.85","CC BY"
"University of Birmingham","","","10.3389/fneur.2015.00208","Frontiers","Frontiers in Neurology: Sleep and Chronobiology","","","2015","1454.14","CC BY"
"University of Birmingham","","","10.3389/fneur.2015.00235","Frontiers","Frontiers in Neurology: Neurotrauma","","","2015","1938.85","CC BY"
"University of Birmingham","","","10.3389/fnhum.2015.00199","Frontiers","Frontiers in Human Neuroscience","","","2015","1167.67","CC BY"
"University of Birmingham","","","10.3389/fnhum.2015.00515","Frontiers","Frontiers in Human Neuroscience","","","2015","1454.14","CC BY"
"University of Birmingham","","","10.3389/fnhum.2015.00552","Frontiers","Frontiers in Human Neuroscience","","","2015","1938.85","CC BY"
"University of Birmingham","","","10.3389/fphys.2015.00296","Frontiers","Frontiers in Physiology","","","2015","1454.14","CC BY"
"University of Birmingham","","","10.3389/fpls.2015.00913","Frontiers","Frontiers in Plant Science","","","2015","1454.14","CC BY"
"University of Birmingham","","","10.3389/fpsyg.2015.00114","Frontiers","Frontiers in Psychology: Perception Science","","","2015","1221.56","CC BY"
"University of Birmingham","","","10.3389/fpsyg.2015.00427","Frontiers","Frontiers in Psychology: Eating Behavior","","","2015","1946.12","CC BY"
"University of Birmingham","","","10.3389/fpsyg.2015.00595","Frontiers","Frontiers in Psychopathology","","","2015","1946.12","CC BY"
"University of Birmingham","","","10.3389/fpsyg.2015.00866","Frontiers","Frontiers in Psychology","","","2015","1520.79","CC BY"
"University of Birmingham","","","10.3389/fpsyg.2015.00926","Frontiers","Frontiers in Psychology","","","2015","1938.85","CC BY"
"University of Birmingham","","","10.3389/fpsyt.2015.00025","Frontiers","Frontiers in Psychiatry","","","2015","1159.15","CC BY"
"","","","","","","","","","",""
"","","","","","","","","","",""
"University of Birmingham","","","10.1109/lgrs.2015.2417594","IEEE","IEEE Geoscience and Remote Sensing Letters","","","2015","1206.08","CC BY"
"University of Birmingham","","","10.1109/tap.2014.2384035","IEEE","IEEE Transactions on Antennas and Propagation","","","2015","1206.08","CC BY"
"University of Birmingham","","","10.1109/tap.2015.2465856","IEEE","IEEE Transactions on Antennas & Propagation","","","2015","1206.08","CC BY"
"University of Birmingham","","","10.1109/tevc.2014.2377125","IEEE","IEEE Transactions on Evolutionary Computation","","","2015","1206.08","CC BY"
"University of Birmingham","","","10.1109/tmtt.2015.2460739","IEEE","IEEE Transactions on Microwave Theory and Techniques","","","2015","1206.08",""
"University of Birmingham","","","10.18632/oncoscience.149","Impact Journals","Oncoscience","","","2015","1030.73","CC BY"
"University of Birmingham","","","10.1088/0031-9155/60/22/n419","Institute of Physics Publishing","Physics in Medicine & Biology","","","2015","2812.14","CC BY"
"University of Birmingham","","","10.1088/1367-2630/17/7/073031","Institute of Physics Publishing","New Journal of Physics","","","2015","2150.46","CC BY"
"University of Birmingham","","","10.7567/apex.8.126601","Institute of Physics Publishing","Applied Physics Express","","","2015","540.63","CC BY"
"University of Birmingham","","","10.1049/iet-est.2014.0049","Institution of Engineering and Technology","IET Electrical Systems in Transportation","","","2015","1279.44","CC BY"
"University of Birmingham","","","10.3791/53400","JoVE","Journal of Visualized Experiments","","","2015","4726.28","CC BY-NC-ND"
"University of Birmingham","","","10.1159/000438754","Karger","Nephron","","","2015","3293.25","CC BY"
"University of Birmingham","","","10.3390/ijms16022626","MDPI","International Journal of Molecular Sciences","","","2015","2032.81","CC BY"
"University of Birmingham","","","10.3390/su7044600","MDPI","Sustainability","","","2015","1396.54","CC BY"
"University of Birmingham","","","10.1073/pnas.1419939112","National Academy of Sciences","Proceedings of the National Academy of Sciences","","","2015","1684.17",""
"University of Birmingham","","","10.1073/pnas.1422986112","National Academy of Sciences","Proceedings of the National Academy of Sciences","","","2015","2719.84",""
"University of Birmingham","","","10.1038/bcj.2015.85","Nature Publishing Group","Blood Cancer Journal","","","2015","992.52","CC BY"
"University of Birmingham","","","10.1038/bjc.2015.159","Nature Publishing Group","British Journal of Cancer","","","2015","3308.40","CC BY"
"University of Birmingham","","","10.1038/bjc.2015.310","Nature Publishing Group","British Journal of Cancer","","","2015","3308.40","CC BY"
"University of Birmingham","","","10.1038/bjc.2015.318","Nature Publishing Group","British Journal of Cancer","","","2015","3308.40","CC BY"
"University of Birmingham","","","10.1038/leu.2015.187","Nature Publishing Group","Leukemia","","","2015","4797.18","CC BY"
"University of Birmingham","","","10.1038/ncomms10064","Nature Publishing Group","Nature Communications","","","2015","5210.73","CC BY"
"University of Birmingham","","","10.1038/ncomms8254","Nature Publishing Group","Nature Communications","","","2015","5210.73","CC BY"
"University of Birmingham","","","10.1038/ncomms9241","Nature Publishing Group","Nature Communications","","","2015","5210.73","CC BY"
"University of Birmingham","","","10.1038/ncomms9360","Nature Publishing Group","Nature Communications","","","2015","5210.73","CC BY"
"University of Birmingham","","","10.1038/ncomms9884","Nature Publishing Group","Nature Communications","","","2015","5210.73","CC BY"
"University of Birmingham","","","10.1038/npjpcrm.2015.56","Nature Publishing Group","Primary Care Respiratory Medicine","","","2015","4383.63","CC BY"
"University of Birmingham","","","10.1038/srep08063","Nature Publishing Group","Scientific Reports","","","2015","1637.66","CC BY"
"University of Birmingham","","","10.1038/srep08276","Nature Publishing Group","Scientific Reports","","","2015","1637.66","CC BY"
"University of Birmingham","","","10.1038/srep10165","Nature Publishing Group","Scientific Reports","","","2015","1637.66","CC BY"
"University of Birmingham","","","10.1038/srep10650","Nature Publishing Group","Scientific Reports","","","2015","1637.66","CC BY"
"University of Birmingham","","","10.1038/srep12336","Nature Publishing Group","Scientific Reports","","","2015","1637.66","CC BY"
"","","","","","","","","","",""
"","","","","","","","","","",""
"University of Birmingham","","","10.1093/annonc/mdv394","Oxford University Press","Annals of Oncology","","","2015","3308.40","CC BY"
"University of Birmingham","","","10.1093/cercor/bhv094","Oxford University Press","Cerebral Cortex","","","2015","3515.18","CC BY"
"University of Birmingham","","","10.1093/eurheartj/ehv513","Oxford University Press","European Heart Journal","","","2015","2812.14","CC BY-NC"
"University of Birmingham","","","10.1093/jac/dkv109","Oxford University Press","Journal of Antimicrobial Chemotherapy","","","2015","3308.40","CC BY"
"University of Birmingham","","","10.1093/molehr/gav019","Oxford University Press","Molecular Human Reproduction","","","2015","3515.18","CC BY"
"University of Birmingham","","","10.1093/nar/gkv012","Oxford University Press","Nucleic Acids Research","","","2015","2348.96","CC BY"
"University of Birmingham","","","10.1093/ndt/gfv346","Oxford University Press","Nephrology Dialysis Transplantation","","","2015","2894.85","CC BY"
"University of Birmingham","","","10.1093/petrology/egv029","Oxford University Press","Journal of Petrology","","","2015","2894.85","CC BY"
"University of Birmingham","","","10.1093/phe/phu046","Oxford University Press","Public Health Ethics","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1093/phe/phv013","Oxford University Press","Public Health Ethics","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1093/rheumatology/kev368","Oxford University Press","Rheumatology","","","2015","2894.85","CC BY"
"","","","","","","","","","",""
"University of Birmingham","","","10.7717/peerj.1124","PeerJ","PeerJ","","","2015","153.29","CC BY"
"University of Birmingham","","","10.7717/peerj.776","PeerJ","PeerJ","","","2015","153.29","CC BY"
"University of Birmingham","","","10.7717/peerj.783","PeerJ","PeerJ","","","2015","153.29","CC BY"
"University of Birmingham","","","10.1332/174426415x14440619792955","Policy Press","Evidence & Policy","","","2015","2481.30",""
"University of Birmingham","","","10.1332/204674314x14184029517584","Policy Press","Families, Relationships and Societies","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1042/bsr20140171","Portland Press","Bioscience Reports","","","2015","1149.67","CC BY"
"University of Birmingham","","","10.1371/journal.pgen.1005354","Public Library of Science","PLOS Genetics","","","2015","2549.29","CC BY"
"University of Birmingham","","","10.1371/journal.pgen.1005372","Public Library of Science","PLOS Genetics","","","2015","2549.29","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0114050","Public Library of Science","PLOS ONE","","","2015","1353.43","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0116160","Public Library of Science","PLOS ONE","","","2015","1353.43","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0116786","Public Library of Science","PLOS ONE","","","2015","1353.43","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0117164","Public Library of Science","PLOS ONE","","","2015","1353.43","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0118593","Public Library of Science","PLOS ONE","","","2015","1353.43","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0121010","Public Library of Science","PLOS ONE","","","2015","1553.29","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0121492","Public Library of Science","PLOS ONE","","","2015","1353.43","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0122313","Public Library of Science","PLOS ONE","","","2015","1353.43","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0122804","Public Library of Science","PLOS ONE","","","2015","1353.43","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0123349","Public Library of Science","PLOS ONE","","","2015","1353.43","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0125287","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0127212","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0129388","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0130291","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0130804","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0131539","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0131949","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0133415","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0136190","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0138240","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0138257","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0138444","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0140063","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0141018","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0142013","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0143120","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.pone.0143590","Public Library of Science","PLOS ONE","","","2015","1529.57","CC BY"
"University of Birmingham","","","10.1371/journal.ppat.1004605","Public Library of Science","PLOS Pathogens","","","2015","2255.73","CC BY"
"University of Birmingham","","","10.1371/journal.ppat.1004746","Public Library of Science","PLOS Pathogens","","","2015","2255.73","CC BY"
"","","","","","","","","","",""
"University of Birmingham","","","10.1098/rspa.2014.0079","Royal Society","Proceedings of the Royal Society A","","","2015","2109.11","CC BY"
"University of Birmingham","","","10.1098/rspa.2014.0632","Royal Society","Proceedings of the Royal Society A","","","2015","2109.11","CC BY"
"University of Birmingham","","","10.1098/rspa.2015.0141","Royal Society","Proceedings of the Royal Society A","","","2015","2646.72","CC BY"
"University of Birmingham","","","10.1039/c4cp04186k","Royal Society of Chemistry","Physical Chemistry Chemical Physics","","","2015","2398.59","CC BY"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"University of Birmingham","","","10.1039/c5dt03190g","Royal Society of Chemistry","Dalton Transactions","","","2015","2398.59","CC BY"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"University of Birmingham","","","10.1039/c5nr06473b","Royal Society of Chemistry","Nanoscale","","","2015","2398.59","CC BY"
"","","","","","","","","","",""
"University of Birmingham","","","10.1039/c5qo00183h","Royal Society of Chemistry","Organic Chemistry Frontiers","","","2015","2398.59","CC BY"
"","","","","","","","","","",""
"","","","","","","","","","",""
"University of Birmingham","","","10.1039/c5tc03333k","Royal Society of Chemistry","Journal of Materials Chemistry C","","","2015","2398.59",""
"University of Birmingham","","","10.1068/c12116","Sage","Environment and Planning C","","","2015","661.68","CC BY"
"University of Birmingham","","","10.1177/0018720814542651","Sage","Human Factors","","","2015","661.68","CC BY"
"University of Birmingham","","","10.1177/0042098014543031","Sage","Urban Studies","","","2015","661.68","CC BY"
"University of Birmingham","","","10.1177/0266242614556823","Sage","International Small Business Journal","","","2015","661.68","CC BY"
"University of Birmingham","","","10.1177/0269094214548399","Sage","Local Economy","","","2015","661.68","CC BY"
"University of Birmingham","","","10.1177/0272989x15605094","Sage","Medical Decision Making","","","2015","330.84","CC BY"
"University of Birmingham","","","10.1177/0954411915570372","Sage","Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine","","","2015","661.68","CC BY"
"University of Birmingham","","","10.1177/0962280215592269","Sage","Statistical Methods in Medical Research","","","2015","330.84","CC BY"
"University of Birmingham","","","10.1177/1073858414559409","Sage","Neuroscientist","","","2015","661.68","CC BY"
"University of Birmingham","","","10.1177/1362480615576270","Sage","Theoretical Criminology","","","2015","661.68","CC BY"
"University of Birmingham","","","10.1177/1367549415572324","Sage","European Journal of Cultural Studies","","","2015","661.68","CC BY"
"University of Birmingham","","","10.1177/1477750913499493","Sage","Clinical Ethics","","","2015","661.68","CC BY"
"University of Birmingham","","","10.1177/1477750914558550","Sage","Clinical Ethics","","","2015","661.68","CC BY"
"University of Birmingham","","","10.1177/2041731415592356","Sage","Journal of Tissue Engineering","","","2015","330.84","CC BY-NC"
"University of Birmingham","","","10.1177/2041731415615777","Sage","Journal of Tissue Engineering","","","2015","1554.95","CC BY"
"University of Birmingham","","","10.1177/2055102915600359","Sage","Health Psychology Open","","","2015","777.47","CC BY"
"University of Birmingham","","","10.1177/2158244015611711","Sage","SAGE Open","","","2015","198.50","CC BY"
"University of Birmingham","","","10.1160/th14-09-0762","Schattauer","Thrombosis & Haemostasis","","","2015","1177.79",""
"University of Birmingham","","","10.1099/jgv.0.000317","Society for General Microbiology","Journal of General Virology","","","2015","2952.75",""
"University of Birmingham","","","10.1099/vir.0.000085","Society for General Microbiology","Journal of General Virology","","","2015","2460.62","CC BY"
"University of Birmingham","","","10.1099/vir.0.000090","Society for General Microbiology","Journal of General Virology","","","2015","2460.62","CC BY"
"University of Birmingham","","","10.1099/vir.0.000162","Society for General Microbiology","Journal of General Virology","","","2015","2460.62","CC BY"
"University of Birmingham","","","10.1523/eneuro.0009-15.2015","Society for Neuroscience","eNeuro","","","2015","2450.88","CC BY"
"University of Birmingham","","","10.1523/jneurosci.4064-14.2015","Society for Neuroscience","Journal of Neuroscience","","","2015","3117.48","CC BY"
"University of Birmingham","","","10.1117/1.jbo.20.9.096001","SPIE","Journal of Biomedical Optics","","","2015","1039.15","CC BY"
"University of Birmingham","","","10.1007/s00127-015-1149-4","Springer","Medicine & Public Health","","","2015","2680.27",""
"University of Birmingham","","","10.1007/s00170-015-8240-6","Springer","International Journal of Advanced Manufacturing Technology","","","2015","2680.27",""
"University of Birmingham","","","10.1007/s00182-015-0462-1","Springer","International Journal of Game Theory","","","2015","2633.50","CC BY"
"University of Birmingham","","","10.1007/s00192-015-2886-3","Springer","International Urogynecology Journal","","","2015","2680.27",""
"","","","","","","","","","",""
"University of Birmingham","","","10.1007/s00412-015-0558-1","Springer","Chromosoma","","","2015","2680.27",""
"University of Birmingham","","","10.1007/s00445-015-0927-x","Springer","Bulletin of Volcanology","","","2015","2656.38","CC BY"
"University of Birmingham","","","10.1007/s10522-015-9587-7","Springer","Biogerontology","","","2015","2581.02","CC BY"
"University of Birmingham","","","10.1007/s10548-015-0447-1","Springer","Brain Topography","","","2015","2691.15","CC BY"
"University of Birmingham","","","10.1007/s10566-015-9342-x","Springer","Child & Youth Care Forum","","","2015","2680.27",""
"University of Birmingham","","","10.1007/s10585-015-9769-3","Springer","Clinical & Experimental Metastasis","","","2015","2680.27",""
"University of Birmingham","","","10.1007/s10670-015-9739-9","Springer","Erkenntnis","","","2015","2651.35","CC BY"
"University of Birmingham","","","10.1007/s10677-015-9668-3","Springer","Ethical Theory and Moral Practice","","","2015","2680.27",""
"University of Birmingham","","","10.1007/s10957-015-0833-6","Springer","Journal of Optimization Theory and Applications","","","2015","2680.27",""
"University of Birmingham","","","10.1007/s11136-015-0980-0","Springer","Quality of Life Research","","","2015","2637.13","CC BY"
"University of Birmingham","","","10.1007/s11136-015-1211-4","Springer","Quality of Life Research","","","2015","2680.27",""
"University of Birmingham","","","10.1007/s11207-015-0810-0","Springer","Solar Physics","","","2015","2680.27","CC BY"
"University of Birmingham","","","10.1007/s11306-015-0815-6","Springer","Metabolomics","","","2015","2611.97","CC BY"
"University of Birmingham","","","10.1007/s11357-015-9748-2","Springer","Age","","","2015","2675.92","CC BY"
"University of Birmingham","","","10.1007/s12104-015-9609-z","Springer","Biomolecular NMR assignments","","","2015","2640.00","CC BY"
"University of Birmingham","","","10.1007/s13361-015-1094-1","Springer","Journal of the American Society for Mass Spectrometry","","","2015","2656.38","CC BY"
"University of Birmingham","","","10.1007/s13361-015-1152-8","Springer","Journal of the American Society for Mass Spectrometry","","","2015","2611.97","CC BY"
"University of Birmingham","","","10.1007/s13361-015-1326-4","Springer","Journal of the American Society for Mass Spectrometry","","","2015","2680.27",""
"University of Birmingham","","","10.1007/s13592-015-0376-8","Springer","Apidologie","","","2015","2722.35","CC BY"
"University of Birmingham","","","10.1007/s13594-015-0241-6","Springer","Dairy Science & Technology","","","2015","2618.15","CC BY"
"University of Birmingham","","","10.1007/s40273-015-0365-9","Springer","PharmacoEconomics","","","2015","2680.27",""
"University of Birmingham","","","10.1007/s40279-015-0363-2","Springer","Sports Medicine","","","2015","2722.35","CC BY"
"University of Birmingham","","","10.1140/epjds/s13688-015-0049-x","Springer","EPJ Data Science","","","2015","1103.76","CC BY"
"University of Birmingham","","","10.1186/s40064-015-1177-2","Springer","SpringerPlus","","","2015","977.22","CC BY"
"","","","","","","","","","",""
"University of Birmingham","","","10.1080/00141844.2015.1120762","Taylor & Francis","Ethnos","","","2015","739.43",""
"University of Birmingham","","","10.1080/00220388.2015.1126252","Taylor & Francis","Journal of Development Studies","","","2015","739.43",""
"University of Birmingham","","","10.1080/00423114.2015.1034730","Taylor & Francis","Vehicle System Dynamics","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/0048721x.2014.903643","Taylor & Francis","Religion","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/01490451.2015.1067657","Taylor & Francis","Geomicrobiology Journal","","","2015","739.43",""
"University of Birmingham","","","10.1080/02697459.2015.1052940","Taylor & Francis","Planning Practice and Research","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/03003930.2015.1050093","Taylor & Francis","Local Government Studies","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/0305764x.2014.988683","Taylor & Francis","Cambridge Journal of Education","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/03071022.2015.1043191","Taylor & Francis","Social History","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/07036337.2015.1004631","Taylor & Francis","Journal of European Integration","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/08865655.2015.1124246","Taylor & Francis","Journal of Borderlands Studies","","","2015","739.43",""
"University of Birmingham","","","10.1080/09512748.2014.882393","Taylor & Francis","Pacific Review","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/09537325.2014.978277","Taylor & Francis","Technology Analysis & Strategic Management","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/10967494.2014.958805","Taylor & Francis","International Public Management Journal","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/13507486.2015.1111300","Taylor & Francis","European Review of History: Revue europ̩enne d'histoire","","","2015","739.43",""
"University of Birmingham","","","10.1080/13507486.2015.1117421","Taylor & Francis","European Review of History: Revue europ̩enne d'histoire","","","2015","739.43",""
"","","","","","","","","","",""
"University of Birmingham","","","10.1080/13507486.2015.1117423","Taylor & Francis","European Review of History: Revue europ̩enne d'histoire","","","2015","739.43",""
"University of Birmingham","","","10.1080/13507486.2015.1117424","Taylor & Francis","European Review of History: Revue europ̩enne d'histoire","","","2015","739.43",""
"University of Birmingham","","","10.1080/13507486.2015.1117426","Taylor & Francis","European Review of History: Revue europ̩enne d'histoire","","","2015","739.43",""
"University of Birmingham","","","10.1080/13507486.2015.1117427","Taylor & Francis","European Review of History: Revue europ̩enne d'histoire","","","2015","739.43",""
"University of Birmingham","","","10.1080/13507486.2015.1121970","Taylor & Francis","European Review of History: Revue europ̩enne d'histoire","","","2015","739.43",""
"University of Birmingham","","","10.1080/13507486.2015.1121971","Taylor & Francis","European Review of History: Revue europ̩enne d'histoire","","","2015","739.43",""
"University of Birmingham","","","10.1080/13507486.2015.1121972","Taylor & Francis","European Review of History: Revue europ̩enne d'histoire","","","2015","739.43",""
"University of Birmingham","","","10.1080/13507486.2015.1121973","Taylor & Francis","European Review of History: Revue europ̩enne d'histoire","","","2015","739.43",""
"University of Birmingham","","","10.1080/13507486.2015.1121974","Taylor & Francis","European Review of History: Revue europ̩enne d'histoire","","","2015","739.43",""
"University of Birmingham","","","10.1080/13510347.2014.996135","Taylor & Francis","Democratization","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/13555502.2015.1058089","Taylor & Francis","Journal of Victorian Culture","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/13600826.2015.1021242","Taylor & Francis","Global Society","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/13803395.2015.1121969","Taylor & Francis","East European Politics","","","2015","739.43","CC BY-NC-ND"
"University of Birmingham","","","10.1080/17588928.2015.1044428","Taylor & Francis","Cognitive Neuroscience","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/21541248.2015.1028609","Taylor & Francis","Small GTPases","","","2015","739.43","CC BY"
"University of Birmingham","","","10.1080/21599165.2015.1124092","Taylor & Francis","Journal of Clinical and Experimental Neuropsychology","","","2015","739.43",""
"University of Birmingham","","","10.1080/21690731.2015.1009331","Taylor & Francis","Translation","","","2015","1395.73","CC BY"
"","","","","","","","","","",""
"University of Birmingham","","","10.3109/09537104.2015.1064881","Taylor & Francis","Platelets","","","2015","2661.94","CC BY"
"University of Birmingham","","","10.3109/17435390.2014.1002868","Taylor & Francis","Nanotoxicology","","","2015","2661.94","CC BY"
"University of Birmingham","","","10.3109/17435390.2014.992487","Taylor & Francis","Nanotoxicology","","","2015","2661.94","CC BY"
"University of Birmingham","","","10.4161/2162402x.2014.976052","Taylor & Francis","OncoImmunology","","","2015","1395.73","CC BY"
"University of Birmingham","","","10.1680/jmuen.14.00035","Thomas Telford / ICE Publishing","Municipal Engineer","","","2015","1968.50",""
"University of Birmingham","","","10.1002/acr.22227","Wiley-Blackwell","Arthritis Care & Research","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1002/adma.201304601","Wiley-Blackwell","Advanced Materials","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1002/aic.14767","Wiley-Blackwell","AIChE Journal","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1002/ajp.22319","Wiley-Blackwell","American Journal of Primatology","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1002/ange.201507167","Wiley-Blackwell","Angewandte Chemie","","","2015","3721.95","CC BY"
"University of Birmingham","","","10.1002/art.39313","Wiley-Blackwell","Arthritis & Rheumatology","","","2015","3721.95","CC BY"
"University of Birmingham","","","10.1002/cbic.201500120","Wiley-Blackwell","ChemBioChem","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1002/cssc.201300878","Wiley-Blackwell","ChemSusChem","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1002/eji.201445108","Wiley-Blackwell","European Journal of Immunology","","","2015","3101.63","CC BY"
"University of Birmingham","","","10.1002/eji.201445314","Wiley-Blackwell","European Journal of Immunology","","","2015","3101.63","CC BY"
"University of Birmingham","","","10.1002/eji.201445404","Wiley-Blackwell","European Journal of Immunology","","","2015","3101.63","CC BY"
"University of Birmingham","","","10.1002/eji.201445421","Wiley-Blackwell","European Journal of Immunology","","","2015","3101.63","CC BY"
"University of Birmingham","","","10.1002/eji.201545564","Wiley-Blackwell","European Journal of Immunology","","","2015","3101.63","CC BY"
"University of Birmingham","","","10.1002/eji.201545829","Wiley-Blackwell","European Journal of Immunology","","","2015","3101.63","CC BY"
"University of Birmingham","","","10.1002/ejic.201500355","Wiley-Blackwell","European Journal of Inorganic Chemistry","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1002/hec.3259","Wiley-Blackwell","Health Economics","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1002/hed.24336","Wiley-Blackwell","Head & Neck","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1002/hep.28128","Wiley-Blackwell","Hepatology","","","2015","3473.82","CC BY"
"University of Birmingham","","","10.1002/jbm.b.33160","Wiley-Blackwell","Journal of Biomedical Materials Research Part B: Applied Biomaterials","","","2015","3101.63","CC BY"
"University of Birmingham","","","10.1002/jmri.25060","Wiley-Blackwell","Journal of Magnetic Resonance Imaging","","","2015","2729.43","CC BY"
"University of Birmingham","","","10.1002/lpor.201500116","Wiley-Blackwell","Laser & Photonics Reviews","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1002/met.1477","Wiley-Blackwell","Meteorological Applications","","","2015","2481.30","CC BY"
"University of Birmingham","","","10.1002/mrm.26103","Wiley-Blackwell","Magnetic Resonance in Medicine","","","2015","2729.43","CC BY"
"University of Birmingham","","","10.1002/nbm.3099","Wiley-Blackwell","NMR in Biomedicine","","","2015","2481.30","CC BY"
