institution;period;doi;is_hybrid;journal_full_title
University of Veterinary Medicine Vienna;2016;10.1007/s00436-016-5206-z;TRUE;Parasitology Research
University of Vienna;2016;10.1007/s00445-016-1051-2;TRUE;Bulletin of Volcanology
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00402-016-2536-3;TRUE;Archives of Orthopaedic and Trauma Surgery
Medical University of Graz;2016;10.1007/s10354-016-0498-2;TRUE;Wiener Medizinische Wochenschrift
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s10143-016-0781-0;TRUE;Neurosurgical Review
University of Vienna;2016;10.1007/s11665-016-2297-8;TRUE;Journal of Materials Engineering and Performance
Austrian Science Fund (FWF);2016;10.1007/s00706-016-1795-6;TRUE;Monatshefte für Chemie - Chemical Monthly
Montanuniversität Leoben;2016;10.1007/s00501-016-0515-1;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Graz University of Technology;2016;10.1007/s13218-016-0449-5;TRUE;KI - Künstliche Intelligenz
Graz University of Technology;2016;10.1007/s00502-016-0418-6;TRUE;e & i Elektrotechnik und Informationstechnik
Medical University of Vienna;2016;10.1007/s00508-016-1047-0;TRUE;Wiener klinische Wochenschrift
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00799-016-0192-4;TRUE;International Journal on Digital Libraries
Medical University of Vienna;2016;10.1007/s11307-016-0993-2;TRUE;Molecular Imaging and Biology
Paris Lodron University of Salzburg;2016;10.1007/s40279-016-0601-2;TRUE;Sports Medicine
Austrian Science Fund (FWF);2016;10.1007/s00277-016-2788-6;TRUE;Annals of Hematology
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s10750-016-2937-x;TRUE;Hydrobiologia
Medical University of Vienna;2016;10.1007/s00112-016-0149-0;TRUE;Monatsschrift Kinderheilkunde
Medical University of Graz;2016;10.1007/s00292-016-0198-0;TRUE;Der Pathologe
University of Vienna;2016;10.1007/s10444-016-9478-8;TRUE;Advances in Computational Mathematics
Medical University of Vienna;2016;10.1007/s00740-016-0128-z;TRUE;Wiener klinisches Magazin
Austrian Science Fund (FWF);2016;10.1007/s00454-016-9811-5;TRUE;Discrete & Computational Geometry
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s10049-016-0210-5;TRUE;Notfall +  Rettungsmedizin
Austrian Science Fund (FWF);2016;10.1007/s00418-016-1474-z;TRUE;Histochemistry and Cell Biology
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s10689-016-9925-1;TRUE;Familial Cancer
Montanuniversität Leoben;2016;10.1007/s40194-016-0376-y;TRUE;Welding in the World
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00276-016-1736-4;TRUE;Surgical and Radiologic Anatomy
Paracelsus Medical University;2016;10.1007/s00380-016-0885-z;TRUE;Heart and Vessels
Austrian Science Fund (FWF);2016;10.1007/s00021-016-0280-7;TRUE;Journal of Mathematical Fluid Mechanics
Medical University of Vienna;2016;10.1007/s00508-016-1059-9;TRUE;Wiener klinische Wochenschrift
Paracelsus Medical University;2016;10.1007/s00105-016-3854-7;TRUE;Der Hautarzt
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s11367-016-1173-y;TRUE;The International Journal of Life Cycle Assessment
Austrian Science Fund (FWF);2016;10.1007/s00216-016-9801-8;TRUE;Analytical and Bioanalytical Chemistry
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s10354-016-0505-7;TRUE;Wiener Medizinische Wochenschrift
Danube Universtity Krems University for Continuing Education;2016;10.1007/s10753-016-0408-1;TRUE;Inflammation
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s11002-016-9404-3;TRUE;Marketing Letters
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00508-016-1061-2;TRUE;Wiener klinische Wochenschrift
TU Wien (TUW);2016;10.1007/s10562-016-1824-4;TRUE;Catalysis Letters
Austrian Science Fund (FWF);2016;10.1007/s00500-016-2306-8;TRUE;Soft Computing
Paris Lodron University of Salzburg;2016;10.1007/s00709-016-1009-4;TRUE;Protoplasma
University of Vienna;2016;10.1007/s11557-016-1218-4;TRUE;Mycological Progress
Austrian Science Fund (FWF);2016;10.1007/s10518-016-9994-4;TRUE;Bulletin of Earthquake Engineering
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s10696-016-9252-8;TRUE;Flexible Services and Manufacturing Journal
Medical University of Graz;2016;10.1007/s00105-016-3848-5;TRUE;Der Hautarzt
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00402-016-2528-3;TRUE;Archives of Orthopaedic and Trauma Surgery
Medical University of Graz;2016;10.1007/s11011-016-9882-2;TRUE;Metabolic Brain Disease
Medical University of Vienna;2016;10.1007/s00739-016-0334-x;TRUE;psychopraxis. neuropraxis
Paracelsus Medical University;2016;10.1007/s00264-016-3262-8;TRUE;International Orthopaedics
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s40808-016-0205-8;TRUE;Modeling Earth Systems and Environment
Medical University of Vienna;2016;10.1007/s00117-016-0152-4;TRUE;Der Radiologe
Austrian Science Fund (FWF);2016;10.1007/s12035-016-0018-9;TRUE;Molecular Neurobiology
Austrian Science Fund (FWF);2016;10.1007/s00109-016-1462-8;TRUE;Journal of Molecular Medicine
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00484-016-1234-8;TRUE;International Journal of Biometeorology
Medical University of Vienna;2016;10.1007/s10354-016-0495-5;TRUE;Wiener Medizinische Wochenschrift
Medical University of Vienna;2016;10.1007/s00608-016-0385-5;TRUE;Pädiatrie & Pädologie
Austrian Science Fund (FWF);2016;10.1007/s00706-016-1811-x;TRUE;Monatshefte für Chemie - Chemical Monthly
Medical University of Graz;2016;10.1007/s00105-016-3866-3;TRUE;Der Hautarzt
Medical University of Vienna;2016;10.1007/s00330-016-4516-y;TRUE;European Radiology
Austrian Science Fund (FWF);2016;10.1007/s00211-016-0836-8;TRUE;Numerische Mathematik
FH Joanneum - University of Applied Sciences;2016;10.1007/s00608-016-0396-2;TRUE;Pädiatrie & Pädologie
Medical University of Graz;2016;10.1007/s00740-016-0131-4;TRUE;Wiener klinisches Magazin
University of Vienna;2016;10.1007/s00359-016-1118-8;TRUE;Journal of Comparative Physiology A
University of Vienna;2016;10.1007/s00706-016-1822-7;TRUE;Monatshefte für Chemie - Chemical Monthly
TU Wien (TUW);2016;10.1007/s13399-016-0215-9;TRUE;Biomass Conversion and Biorefinery
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00181-016-1118-0;TRUE;Empirical Economics
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s40211-016-0189-7;TRUE;neuropsychiatrie
Austrian Science Fund (FWF);2016;10.1007/s40840-016-0405-4;TRUE;Bulletin of the Malaysian Mathematical Sciences Society
Paracelsus Medical University;2016;10.1007/s00508-016-1048-z;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2016;10.1007/s00508-016-1054-1;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2016;10.1007/s10875-016-0323-0;TRUE;Journal of Clinical Immunology
Austrian Science Fund (FWF);2016;10.1007/s10750-016-2939-8;TRUE;Hydrobiologia
Austrian Science Fund (FWF);2016;10.1007/s00236-016-0278-x;TRUE;Acta Informatica
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s11104-016-3009-8;TRUE;Plant and Soil
TU Wien (TUW);2016;10.1007/s00253-016-7787-y;TRUE;Applied Microbiology and Biotechnology
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00404-016-4179-6;TRUE;Archives of Gynecology and Obstetrics
Medical University of Graz;2016;10.1007/s11825-016-0089-z;TRUE;medizinische genetik
University of Veterinary Medicine Vienna;2016;10.1007/s00360-016-1017-x;TRUE;Journal of Comparative Physiology B
Graz University of Technology;2016;10.1007/s00502-016-0422-x;TRUE;e & i Elektrotechnik und Informationstechnik
Johannes Kepler University Linz;2016;10.1007/s11618-016-0688-0;TRUE;Zeitschrift für Erziehungswissenschaft
University of Veterinary Medicine Vienna;2016;10.1007/s00216-016-9861-9;TRUE;Analytical and Bioanalytical Chemistry
University of Vienna;2016;10.1007/s00449-016-1662-1;TRUE;Bioprocess and Biosystems Engineering
TU Wien (TUW);2016;10.1007/s11244-016-0678-8;TRUE;Topics in Catalysis
Austrian Science Fund (FWF);2016;10.1007/s11664-016-4832-7;TRUE;Journal of Electronic Materials
TU Wien (TUW);2016;10.1007/s00012-016-0403-2;TRUE;Algebra universalis
Austrian Science Fund (FWF);2016;10.1007/s10071-016-1036-8;TRUE;Animal Cognition
Montanuniversität Leoben;2016;10.1007/s11837-016-2075-y;TRUE;JOM
Graz University of Technology;2016;10.1007/s13366-016-0313-7;TRUE;Beiträge zur Algebra und Geometrie / Contributions to Algebra and Geometry
Medical University of Vienna;2016;10.1007/s00508-016-1066-x;TRUE;Wiener klinische Wochenschrift
University of Graz;2016;10.1007/s00605-016-0969-y;TRUE;Monatshefte für Mathematik
TU Wien (TUW);2016;10.1007/s00216-016-9923-z;TRUE;Analytical and Bioanalytical Chemistry
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00269-016-0840-7;TRUE;Physics and Chemistry of Minerals
Medical University of Vienna;2016;10.1007/s00508-016-1080-z;TRUE;Wiener klinische Wochenschrift
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00115-016-0222-x;TRUE;Der Nervenarzt
Austrian Science Fund (FWF);2016;10.1007/s12685-016-0177-7;TRUE;Water History
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00740-016-0140-3;TRUE;Wiener klinisches Magazin
Austrian Science Fund (FWF);2016;10.1007/s12685-016-0173-y;TRUE;Water History
Medical University of Vienna;2016;10.1007/s00740-016-0139-9;TRUE;Wiener klinisches Magazin
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00011-016-0987-1;TRUE;Inflammation Research
Austrian Science Fund (FWF);2016;10.1007/s00012-016-0407-y;TRUE;Algebra universalis
Austrian Science Fund (FWF);2016;10.1007/s00285-016-1050-0;TRUE;Journal of Mathematical Biology
Medical University of Vienna;2016;10.1007/s12254-016-0282-4;TRUE;memo - Magazine of European Medical Oncology
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s00506-016-0347-y;TRUE;Österreichische Wasser- und Abfallwirtschaft
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s10344-016-1051-8;TRUE;European Journal of Wildlife Research
Austrian Science Fund (FWF);2016;10.1007/s13361-016-1483-0;TRUE;Journal of The American Society for Mass Spectrometry
Medical University of Vienna;2016;10.1007/s10354-016-0515-5;TRUE;Wiener Medizinische Wochenschrift
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00792-016-0874-2;TRUE;Extremophiles
Medical University of Vienna;2016;10.1007/s40211-016-0192-z;TRUE;neuropsychiatrie
University of Vienna;2016;10.1007/s12532-016-0111-0;TRUE;Mathematical Programming Computation
Institute of Science and Technology (IST Austria);2016;10.1007/s00440-016-0740-2;TRUE;Probability Theory and Related Fields
Medical University of Vienna;2016;10.1007/s00508-016-1083-9;TRUE;Wiener klinische Wochenschrift
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s10750-016-2935-z;TRUE;Hydrobiologia
University of Vienna;2016;10.1007/s13347-016-0231-5;TRUE;Philosophy & Technology
University of Graz;2016;10.1007/s41244-016-0032-4;TRUE;Zeitschrift für Literaturwissenschaft und Linguistik
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00506-016-0346-z;TRUE;Österreichische Wasser- und Abfallwirtschaft
University of Vienna;2016;10.1007/s10623-016-0273-9;TRUE;Designs, Codes and Cryptography
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00586-016-4770-3;TRUE;European Spine Journal
Medical University of Vienna;2016;10.1007/s00117-016-0167-x;TRUE;Der Radiologe
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s10853-016-0439-x;TRUE;Journal of Materials Science
University of Vienna;2016;10.1007/s00204-016-1855-z;TRUE;Archives of Toxicology
Graz University of Technology;2016;10.1007/s10844-016-0433-4;TRUE;Journal of Intelligent Information Systems
TU Wien (TUW);2016;10.1007/s00226-016-0861-x;TRUE;Wood Science and Technology
International Institute for Applied Systems Analysis (IIASA);2016;10.1007/s11538-016-0198-5;TRUE;Bulletin of Mathematical Biology
Danube Universtity Krems University for Continuing Education;2016;10.1007/s00729-016-0075-6;TRUE;Psychotherapie Forum
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s11440-016-0494-0;TRUE;Acta Geotechnica
Austrian Science Fund (FWF);2016;10.1007/s00153-016-0501-z;TRUE;Archive for Mathematical Logic
Medical University of Vienna;2016;10.1007/s40211-016-0195-9;TRUE;neuropsychiatrie
Paris Lodron University of Salzburg;2016;10.1007/s00200-016-0304-9;TRUE;Applicable Algebra in Engineering, Communication and Computing
University of Graz;2016;10.1007/s41412-016-0030-3;TRUE;Homo Oeconomicus
Paracelsus Medical University;2016;10.1007/s00508-016-1064-z;TRUE;Wiener klinische Wochenschrift
Medical University of Graz;2016;10.1007/s00292-016-0224-2;TRUE;Der Pathologe
Medical University of Graz;2016;10.1007/s00508-016-1067-9;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2016;10.1007/s10354-016-0514-6;TRUE;Wiener Medizinische Wochenschrift
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s11104-016-3047-2;TRUE;Plant and Soil
Paracelsus Medical University;2016;10.1007/s12035-016-0091-0;TRUE;Molecular Neurobiology
Austrian Science Fund (FWF);2016;10.1007/s10703-016-0256-5;TRUE;Formal Methods in System Design
Graz University of Technology;2016;10.1007/s00186-016-0559-8;TRUE;Mathematical Methods of Operations Research
University of Graz;2016;10.3758/s13415-016-0465-9;TRUE;Cognitive, Affective, & Behavioral Neuroscience
University of Vienna;2016;10.1007/s00710-016-0471-1;TRUE;Mineralogy and Petrology
Medical University of Graz;2016;10.1007/s00508-016-1085-7;TRUE;Wiener klinische Wochenschrift
Montanuniversität Leoben;2016;10.1007/s00501-016-0527-x;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Austrian Science Fund (FWF);2016;10.1007/s00500-016-2366-9;TRUE;Soft Computing
Austrian Science Fund (FWF);2016;10.1007/s00468-016-1468-4;TRUE;Trees
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s11440-016-0496-y;TRUE;Acta Geotechnica
Medical University of Vienna;2016;10.1007/s00508-016-1078-6;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2016;10.1007/s00330-016-4565-2;TRUE;European Radiology
Austrian Science Fund (FWF);2016;10.1007/s11135-016-0412-4;TRUE;Quality & Quantity
Johannes Kepler University Linz;2016;10.1007/s40571-016-0131-6;TRUE;Computational Particle Mechanics
Graz University of Technology;2016;10.1007/s13278-016-0389-y;TRUE;Social Network Analysis and Mining
Medical University of Graz;2016;10.1007/s00521-016-2609-9;TRUE;Neural Computing and Applications
Vienna University of Economics and Business (WU);2016;10.1007/s11573-016-0835-3;TRUE;Journal of Business Economics
Austrian Science Fund (FWF);2016;10.1007/s10955-016-1613-x;TRUE;Journal of Statistical Physics
Medical University of Graz;2016;10.1007/s11825-016-0090-6;TRUE;medizinische genetik
Austrian Science Fund (FWF);2016;10.1007/s12685-016-0172-z;TRUE;Water History
Medical University of Vienna;2016;10.1007/s00292-016-0215-3;TRUE;Der Pathologe
University of Klagenfurt;2016;10.3758/s13428-016-0782-5;TRUE;Behavior Research Methods
Johannes Kepler University Linz;2016;10.1007/s00706-016-1830-7;TRUE;Monatshefte für Chemie - Chemical Monthly
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s00122-016-2785-0;TRUE;Theoretical and Applied Genetics
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s12254-016-0284-2;TRUE;memo - Magazine of European Medical Oncology
TU Wien (TUW);2016;10.1007/s00216-016-9907-z;TRUE;Analytical and Bioanalytical Chemistry
Medical University of Vienna;2016;10.1007/s00739-016-0351-9;TRUE;psychopraxis. neuropraxis
University of Graz;2016;10.1007/s10337-016-3164-3;TRUE;Chromatographia
TU Wien (TUW);2016;10.1007/s10854-016-5666-z;TRUE;Journal of Materials Science: Materials in Electronics
Medical University of Graz;2016;10.1007/s00508-016-1088-4;TRUE;Wiener klinische Wochenschrift
Medical University of Graz;2016;10.1007/s00772-016-0189-8;TRUE;Gefässchirurgie
Paracelsus Medical University;2016;10.1007/s00717-016-0306-9;TRUE;Spektrum der Augenheilkunde
Montanuniversität Leoben;2016;10.1007/s11118-016-9570-1;TRUE;Potential Analysis
Medical University of Vienna;2016;10.1007/s10354-016-0496-4;TRUE;Wiener Medizinische Wochenschrift
Medical University of Vienna;2016;10.1007/s00739-016-0343-9;TRUE;psychopraxis. neuropraxis
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00508-016-1046-1;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2016;10.1007/s00508-016-1068-8;TRUE;Wiener klinische Wochenschrift
University of Vienna;2016;10.1007/s41245-016-0019-6;TRUE;Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s00267-016-0754-7;TRUE;Environmental Management
Medical University of Vienna;2016;10.1007/s12410-016-9389-6;TRUE;Current Cardiovascular Imaging Reports
Medical University of Graz;2016;10.1007/s00104-016-0289-8;TRUE;Der Chirurg
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s10561-016-9582-5;TRUE;Cell and Tissue Banking
Austrian Science Fund (FWF);2016;10.1007/s11244-016-0713-9;TRUE;Topics in Catalysis
Research Institute of Molecular Pathology (IMP) / IMBA - Institu;2016;10.1007/s00395-016-0580-3;TRUE;Basic Research in Cardiology
Paracelsus Medical University;2016;10.1007/s00105-016-3872-5;TRUE;Der Hautarzt
Medical University of Vienna;2016;10.1007/s00117-016-0166-y;TRUE;Der Radiologe
Paracelsus Medical University;2016;10.1007/s00261-016-0918-1;TRUE;Abdominal Radiology
Austrian Science Fund (FWF);2016;10.1007/s00216-016-9949-2;TRUE;Analytical and Bioanalytical Chemistry
Graz University of Technology;2016;10.1007/s40315-016-0179-6;TRUE;Computational Methods and Function Theory
University of Vienna;2016;10.1007/s11614-016-0226-6;TRUE;Österreichische Zeitschrift für Soziologie
Medical University of Vienna;2016;10.1007/s00508-016-1096-4;TRUE;Wiener klinische Wochenschrift
Medical University of Graz;2016;10.1007/s00292-016-0237-x;TRUE;Der Pathologe
Medical University of Vienna;2016;10.1007/s10495-016-1292-8;TRUE;Apoptosis
Austrian Science Fund (FWF);2016;10.1007/s11682-016-9641-3;TRUE;Brain Imaging and Behavior
University of Vienna;2016;10.1007/s00020-016-2319-9;TRUE;Integral Equations and Operator Theory
Medical University of Vienna;2016;10.1007/s00059-016-4490-9;TRUE;Herz
Johannes Kepler University Linz;2016;10.1007/s10270-016-0564-7;TRUE;Software & Systems Modeling
Paris Lodron University of Salzburg;2016;10.1007/s00414-016-1459-4;TRUE;International Journal of Legal Medicine
Austrian Science Fund (FWF);2016;10.1007/s00605-016-0995-9;TRUE;Monatshefte für Mathematik
Austrian Science Fund (FWF);2016;10.1007/s00401-016-1636-z;TRUE;Acta Neuropathologica
Austrian Science Fund (FWF);2016;10.1007/s11229-016-1235-5;TRUE;Synthese
University of Vienna;2016;10.1007/s13347-016-0239-x;TRUE;Philosophy & Technology
Medical University of Vienna;2016;10.1007/s00467-016-3461-y;TRUE;Pediatric Nephrology
Austrian Science Fund (FWF);2016;10.1007/s11075-016-0206-8;TRUE;Numerical Algorithms
Austrian Science Fund (FWF);2016;10.1007/s00605-016-0990-1;TRUE;Monatshefte für Mathematik
University of Vienna;2016;10.1007/s00706-016-1851-2;TRUE;Monatshefte für Chemie - Chemical Monthly
Austrian Science Fund (FWF);2016;10.1007/s00360-016-1041-x;TRUE;Journal of Comparative Physiology B
Austrian Science Fund (FWF);2016;10.1007/s10270-016-0563-8;TRUE;Software & Systems Modeling
Paracelsus Medical University;2016;10.1007/s00264-016-3317-x;TRUE;International Orthopaedics
Johannes Kepler University Linz;2016;10.1007/s35834-016-0165-0;TRUE;Zeitschrift für Bildungsforschung
Austrian Science Fund (FWF);2016;10.1007/s12526-016-0592-0;TRUE;Marine Biodiversity
University of Vienna;2016;10.1007/s11747-016-0503-8;TRUE;Journal of the Academy of Marketing Science
Austrian Science Fund (FWF);2016;10.1007/s10543-016-0632-y;TRUE;BIT Numerical Mathematics
Medical University of Vienna;2016;10.1007/s00608-016-0408-2;TRUE;Pädiatrie & Pädologie
Austrian Science Fund (FWF);2016;10.1007/s10701-016-0041-8;TRUE;Foundations of Physics
Austrian Science Fund (FWF);2016;10.1007/s00424-016-1895-5;TRUE;Pflügers Archiv - European Journal of Physiology
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s10570-016-1091-y;TRUE;Cellulose
University of Graz;2016;10.1007/s00253-016-7844-6;TRUE;Applied Microbiology and Biotechnology
Medical University of Vienna;2016;10.1007/s10353-016-0447-8;TRUE;European Surgery
Medical University of Vienna;2016;10.1007/s00608-016-0410-8;TRUE;Pädiatrie & Pädologie
Medical University of Graz;2016;10.1007/s00292-016-0243-z;TRUE;Der Pathologe
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00101-016-0226-8;TRUE;Der Anaesthesist
TU Wien (TUW);2016;10.1007/s11095-016-2043-9;TRUE;Pharmaceutical Research
University of Vienna;2016;10.1007/s00269-016-0851-4;TRUE;Physics and Chemistry of Minerals
Austrian Science Fund (FWF);2016;10.1007/s10450-016-9824-7;TRUE;Adsorption
TU Wien (TUW);2016;10.1007/s00706-016-1854-z;TRUE;Monatshefte für Chemie - Chemical Monthly
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00784-016-1971-4;TRUE;Clinical Oral Investigations
Paris Lodron University of Salzburg;2016;10.1007/s12286-016-0307-8;TRUE;Zeitschrift für Vergleichende Politikwissenschaft
Medical University of Vienna;2016;10.1007/s00330-016-4631-9;TRUE;European Radiology
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s10682-016-9867-y;TRUE;Evolutionary Ecology
University of Vienna;2016;10.1007/s11614-016-0233-7;TRUE;Österreichische Zeitschrift für Soziologie
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00717-016-0312-y;TRUE;Spektrum der Augenheilkunde
Austrian Science Fund (FWF);2016;10.1007/s11044-016-9541-8;TRUE;Multibody System Dynamics
Medical University of Vienna;2016;10.1007/s00259-016-3528-9;TRUE;European Journal of Nuclear Medicine and Molecular Imaging
Medical University of Vienna;2016;10.1007/s00508-016-1091-9;TRUE;Wiener klinische Wochenschrift
Paracelsus Medical University;2016;10.1007/s00330-016-4600-3;TRUE;European Radiology
Medical University of Vienna;2016;10.1007/s00608-016-0411-7;TRUE;Pädiatrie & Pädologie
Medical University of Graz;2016;10.1007/s00292-016-0230-4;TRUE;Der Pathologe
Austrian Science Fund (FWF);2016;10.1007/s10201-016-0504-9;TRUE;Limnology
Graz University of Technology;2016;10.1007/s11269-016-1504-6;TRUE;Water Resources Management
TU Wien (TUW);2016;10.1007/s00449-016-1693-7;TRUE;Bioprocess and Biosystems Engineering
Medical University of Vienna;2016;10.1245/s10434-016-5615-3;TRUE;Annals of Surgical Oncology
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00101-016-0231-y;TRUE;Der Anaesthesist
Medical University of Vienna;2016;10.1007/s40211-016-0198-6;TRUE;neuropsychiatrie
Austrian Science Fund (FWF);2016;10.1007/s40336-016-0211-x;TRUE;Clinical and Translational Imaging
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00709-016-1032-5;TRUE;Protoplasma
TU Wien (TUW);2016;10.1007/s11012-016-0541-9;TRUE;Meccanica
Danube Universtity Krems University for Continuing Education;2016;10.1007/s11620-016-0367-4;TRUE;Zeitschrift für Psychodrama und Soziometrie
Montanuniversität Leoben;2016;10.1007/s41204-016-0009-0;TRUE;Nanotechnology for Environmental Engineering
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s00506-016-0354-z;TRUE;Österreichische Wasser- und Abfallwirtschaft
University of Natural Resources and Life Sciences Vienna (BOKU);2016;10.1007/s00506-016-0353-0;TRUE;Österreichische Wasser- und Abfallwirtschaft
University of Vienna;2016;10.1007/s11614-016-0231-9;TRUE;Österreichische Zeitschrift für Soziologie
Medical University of Vienna;2016;10.1007/s00508-016-1090-x;TRUE;Wiener klinische Wochenschrift
University of Vienna;2016;10.1007/s13178-016-0257-6;TRUE;Sexuality Research and Social Policy
Paris Lodron University of Salzburg;2016;10.1007/s00194-016-0121-2;TRUE;Rechtsmedizin
Medical University of Vienna;2016;10.1007/s00056-016-0057-x;TRUE;Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie
Johannes Kepler University Linz;2016;10.1007/s00501-016-0541-z;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Austrian Science Fund (FWF);2016;10.1007/s00224-016-9715-z;TRUE;Theory of Computing Systems
Austrian Science Fund (FWF);2016;10.1007/s00401-016-1631-4;TRUE;Acta Neuropathologica
Medical University of Vienna;2016;10.1007/s00423-016-1520-2;TRUE;Langenbeck's Archives of Surgery
Johannes Kepler University Linz;2016;10.1007/s00501-016-0545-8;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Austrian Science Fund (FWF);2016;10.1007/s10898-016-0473-x;TRUE;Journal of Global Optimization
Medical University of Vienna;2016;10.1007/s00739-016-0355-5;TRUE;psychopraxis. neuropraxis
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00506-016-0352-1;TRUE;Österreichische Wasser- und Abfallwirtschaft
University of Applied Sciences Upper Austria;2016;10.1007/s10209-016-0499-3;TRUE;Universal Access in the Information Society
Medical University of Vienna;2016;10.1007/s00729-016-0078-3;TRUE;Psychotherapie Forum
Medical University of Vienna;2016;10.1007/s00508-016-1095-5;TRUE;Wiener klinische Wochenschrift
University of Graz;2016;10.1007/s10982-016-9277-x;TRUE;Law and Philosophy
Montanuniversität Leoben;2016;10.1007/s10596-016-9593-0;TRUE;Computational Geosciences
FH Salzburg - University of Applied Sciences;2016;10.1007/s11846-016-0216-x;TRUE;Review of Managerial Science
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00784-016-1961-6;TRUE;Clinical Oral Investigations
Medical University of Vienna;2016;10.1007/s00277-016-2833-5;TRUE;Annals of Hematology
TU Wien (TUW);2016;10.1007/s10704-016-0157-z;TRUE;International Journal of Fracture
University of Klagenfurt;2016;10.1007/s00278-016-0143-y;TRUE;Psychotherapeut
University of Vienna;2016;10.1007/s00199-016-1005-0;TRUE;Economic Theory
University of Vienna;2016;10.1007/s11069-016-2612-6;TRUE;Natural Hazards
Medical University of Vienna;2016;10.1007/s00739-016-0350-x;TRUE;psychopraxis. neuropraxis
Medical University of Vienna;2016;10.1007/s00508-016-1092-8;TRUE;Wiener klinische Wochenschrift
TU Wien (TUW);2016;10.1007/s11614-016-0225-7;TRUE;Österreichische Zeitschrift für Soziologie
International Institute for Applied Systems Analysis (IIASA);2016;10.1007/s12667-016-0222-8;TRUE;Energy Systems
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s00053-016-0120-5;TRUE;coloproctology
Graz University of Technology;2016;10.1007/s00502-016-0429-3;TRUE;e & i Elektrotechnik und Informationstechnik
Paris Lodron University of Salzburg;2016;10.1007/s11097-016-9486-7;TRUE;Phenomenology and the Cognitive Sciences
Medical University of Vienna;2016;10.1007/s00264-016-3301-5;TRUE;International Orthopaedics
University of Innsbruck and Medical University of Innsbruck;2016;10.1007/s13365-016-0489-5;TRUE;Journal of NeuroVirology
Medical University of Vienna;2016;10.1007/s00261-016-0931-4;TRUE;Abdominal Radiology
