"PublicationID","Article Title","DOI","PMC ID","Publication Date","Article URL","Open Access Status","Copyright License","Type","Journal Title","Publisher","APC Amount","Other Payments","Entry Point","Publication Year"
"B19136F3-71A2-4965-8B57-B8507EB3A9DE","Pathogen-Imprinted Organosiloxane Polymers as Selective Biosensors for the Detection of Targeted E. coli","10.3390/c4020029","Not Yet Assigned",5/14/2018,"https://www.mdpi.com/2311-5629/4/2/29/htm","gold","CC-BY","Journal article","C","NULL",0,0,"Imported",2018
"6296C055-C2CA-471E-BE8B-2E9EC31E5B89","Using the Tablet Gestures and Speech of Pairs of Students to Classify Their Collaboration","10.1109/tlt.2017.2704099","Not Yet Assigned",5/13/2018,"https://ieeexplore.ieee.org/document/7927754","green","Unknown","Journal article","IEEE Transactions on Learning Technologies","Institute of Electrical and Electronics Engineers",0,0,"Imported",2018
"AEFA37EE-BC8F-48C5-BE9F-86A2EC4147F1","National costs associated with methicillin-susceptible and methicillin-resistant S. aureus hospitalizations in the United States, 2010-2014","10.1093/cid/ciy399","PMC6293004",5/12/2018,"https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciy399/4995458","Hybrid","CC-BY","Journal article","Clinical Infectious Diseases","Oxford University Press",3675,0,"APC Request",2018
"F5DD480B-1BEE-4294-91CD-E6B4F1A4AA35","Linking household and health facility surveys to assess obstetric service availability, readiness and coverage: evidence from 17 low- and middle-income countries","10.7189/jogh.08.010603","PMC5963736",5/12/2018,"http://www.jogh.org/documents/issue201801/jogh-08-010603.htm","GOLD","CC-BY","Journal article","Journal of Global Health","Edinburgh University Global Health Society",595,0,"APC Request",2018
"24328C34-1C45-4B6B-ADC1-2CE0AABF4ED7","Micro-hotspots of Risk in Urban Cholera Epidemics","10.1093/infdis/jiy283","PMC6107744",5/11/2018,"https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiy283/4995061","hybrid","CC-BY","brief-report","Journal of Infectious Diseases","Oxford University Press",3675,0,"Journal Finder",2018
"FB0F2D40-FD27-4172-9DD7-25274C73A065","A method to develop vocabulary checklists in new languages and their validity to assess early language development","10.1186/s41043-018-0145-1","PMC5948920",5/11/2018,"https://jhpn.biomedcentral.com/articles/10.1186/s41043-018-0145-1","gold","CC-BY","Journal article","Journal of Health, Population and Nutrition","Springer Verlag",2145,75,"Post submission",2018
"D89FBDA8-0A8C-416E-ABEF-D786C80559D7","Micro-hotspots of Risk in Urban Cholera Epidemics - PAGE COLOR CHARGES","10.1093/infdis/jiy283","PMC6107744",5/11/2018,"https://academic.oup.com/jid/article/218/7/1164/4995061","HYBRID","CC-BY","Journal article","Journal of Infectious Diseases","Oxford University Press",0,1085,"APC Request",2018
"B5C23DA8-6D5B-442E-A544-6B862C2D59F3","The Impact of the Use of New Technologies on Farmers? Wheat Yield in Ethiopia: Evidence from a Randomized Control Trial","10.1111/agec.12425","PMC6108534",5/11/2018,"https://onlinelibrary.wiley.com/doi/abs/10.1111/agec.12425","Hybrid","CC-BY","Journal article","Agricultural Economics","Wiley",3000,0,"APC Request",2018
"257808ED-AB5E-40DF-8D33-A10ADB813BFC","A method to develop vocabulary checklists in new languages and their validity to assess early language development","10.1186/s41043-018-0145-1","PMC29751834",5/11/2018,"https://link.springer.com/content/pdf/10.1186%2Fs41043-018-0145-1.pdf","gold","CC-BY","Journal article","Journal of Health, Population and Nutrition","Springer Verlag",0,0,"Imported",2018
"D64C26E6-88DC-4E81-BA60-44DC9079DC0A","Ligand accessibility to the HIV-1 Env co-receptor binding site can occur prior to CD4 engagement and is independent of viral tier category","10.1016/j.virol.2018.04.002","Not Yet Assigned",5/11/2018,"https://www.sciencedirect.com/science/article/pii/S0042682218301107","bronze","Unknown","Journal article","Virology","Elsevier",0,0,"Imported",2018
"F06867A8-BDCE-4C7F-B391-9C28C8014030","A Quantitative Disintegration Method for Polymeric Films","10.1007/s12247-018-9325-1","Not Yet Assigned",5/11/2018,"https://link.springer.com/article/10.1007/s12247-018-9325-1","hybrid","Closed","Journal article","Journal of Pharmaceutical Innovation","Springer Verlag",0,0,"Imported",2018
"3C23E9AE-6018-4251-9264-F151D4981E82","Leavened Apprehensions: Bread Subsidies and Moral Economies in Hashemite Jordan","10.1017/S0020743818000016","Not Yet Assigned",5/10/2018,"https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/leavened-apprehensions-bread-subsidies-and-moral-economies-in-hashemite-jordan/25DD427118D6AF4C9EC414708003DF72/core-reader","hybrid","CC-BY","Journal article","International Journal of Middle East Studies","Cambridge University Press",2980,300.98,"APC Request",2018
"4FAFF609-213E-472F-B5D1-33C1E9BFB397","Companionship during facility-based childbirth: Results from a mixed-methods study with recently delivered women and providers in Kenya","10.1186/s12884-018-1806-1","PMC5946503",5/10/2018,"https://bmcpregnancychildbirth.biomedcentral.com/articles/10.1186/s12884-018-1806-1","Gold","CC-BY","Journal article","BMC Pregnancy and Childbirth","BioMed Central",1898.25,0,"Journal Finder",2018
"E17E5853-8AE8-4C5F-A909-D9C347565042","Discovery and validation of genomic regions associated with resistance to maize lethal necrosis in four biparental populations","10.1007/s11032-018-0829-7","PMC5945787",5/10/2018,"https://link.springer.com/article/10.1007%2Fs11032-018-0829-7","Green","CC-BY","Journal article","Molecular Breeding","Springer Verlag",3000,0,"APC Request",2018
"5E637C6C-DBBD-48F2-B17F-87D0C06B75E6","Molecular diversity of Scutellonema bradys populations from Benin, based on ITS1 rDNA and COI mtDNA","10.1007/s40858-018-0221-5","Not Yet Assigned",5/10/2018,"https://link.springer.com/article/10.1007/s40858-018-0221-5#aboutcontent","hybrid","CC-BY","Journal article","Tropical Plant Pathology","Springer Verlag",3000,0,"APC Request",2018
"7E871212-D36A-425B-AE80-058E19678531","HPV single-dose vaccination: Impact potential, evidence base and further evaluation","10.1016/j.vaccine.2018.02.076","Not Yet Assigned",5/10/2018,"https://www.sciencedirect.com/science/article/pii/S0264410X18302731","hybrid","CC-BY-NC-ND","editorial","Vaccine","Elsevier",2965.9,0,"APC Request",2018
"593DD06C-5C75-4239-AD15-66364037D7BF","Atomic-Scale Electronic Characterization of Defects in Silicon Carbide Nanowires by Electron Energy-Loss Spectroscopy","10.1021/acs.jpcc.8b01661","Not Yet Assigned",5/10/2018,"https://pubs.acs.org/doi/abs/10.1021/acs.jpcc.8b01661","hybrid","Closed","Journal article","Journal of Physical Chemistry C","American Chemical Society (ACS)",0,0,"Imported",2018
"C19770AA-29D5-4B4E-A1BA-246640D964FE","“It is easy for women to ask!”: Gender and digital finance in Kenya","10.1002/sea2.12121","Not Yet Assigned",5/10/2018,"https://anthrosource.onlinelibrary.wiley.com/doi/abs/10.1002/sea2.12121","closed","Closed","Journal article","Economic Anthropology","Wiley",0,0,"Imported",2018
"2F0966CD-1D4F-42FB-BEFE-8C6D001C1529","Predictors of person-centered maternity care: The role of socioeconomic status, empowerment, and facility type","10.1186/s12913-018-3183-x","PMC5948900",5/9/2018,"https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-018-3183-x","Gold","CC-BY","Journal article","BMC Health Services Research","BioMed Central",1823.25,75,"Journal Finder",2018
"5DD00377-C1FE-440B-BF0B-7949B8035436","Genotypic differences in symbiotic nitrogen fixation ability and grain yield of climbing bean","10.1007/s11104-018-3665-y","PMC6435206",5/9/2018,"https://link.springer.com/article/10.1007%2Fs11104-018-3665-y","Hybrid","CC-BY","Journal article","Plant and Soil","Springer Verlag",3000,0,"Journal Finder",2018
"F7863D70-FFBE-4121-8749-DEB4A0F3A90B","Potential impact of introducing the pneumococcal conjugate vaccine into national immunisation programmes: an economic-epidemiological analysis using data from India","10.1136/bmjgh-2017-000636","PMC5950640",5/9/2018,"https://gh.bmj.com/content/3/3/e000636","Gold","CC-BY","Journal article","BMJ Global Health","BMJ Publishing Group",4800,0,"APC Request",2018
"BCA6418F-0AC7-4402-B684-CFB28CFBD853","Intrastructural help: Harnessing T-helper cells induced by licensed vaccines for improvement of HIV Env antibody responses to virus-like particle vaccines","10.1128/JVI.00141-18","Not Yet Assigned",5/9/2018,"http://jvi.asm.org/content/early/2018/05/03/JVI.00141-18.full.pdf+html","Hybrid","CC-BY",,"Journal of Virology","American Society for Microbiology",3150,0,"Journal Finder",2018
"6EE444A5-3B52-448E-8B08-78E8EB23FFA1","Within-Compound Versus Public Latrine Access and Child Feces Disposal Practices in Low-Income Neighborhoods of Accra, Ghana","10.4269/ajtmh.17-0654","PMC5953368",5/9/2018,"http://www.ajtmh.org/content/journals/10.4269/ajtmh.17-0654","HYBRID","CC-BY","Journal article","American Journal of Tropical Medicine and Hygiene","American Society of Tropical Medicine and Hygiene",2500,0,"APC Request",2018
"73995EC2-D8C3-4591-9DA6-EDB025865547","Determining the Best Immunization Strategy for Protecting African Children Against Invasive Salmonella Disease - PAGE CHARGES","10.1093/cid/ciy386","PMC6260167",5/9/2018,"https://academic.oup.com/cid/article/67/12/1824/4994193","HYBRID","CC-BY","Journal article","Clinical Infectious Diseases","Oxford University Press",0,85,"APC Request",2018
"B65EBA51-8633-469E-A5AE-38C10CC3BFD7","Determining the Best Immunization Strategy for Protecting African Children Against Invasive Salmonella Disease","10.1093/cid/ciy386","PMC6260167",5/9/2018,"https://academic.oup.com/cid/article/67/12/1824/4994193","hybrid","CC-BY","Journal article","Clinical Infectious Diseases","Oxford University Press",3675,0,"Post submission",2018
"CA6C8677-5815-4395-AE1B-2CA097DB319C","Modeling the impact of Plasmodium falciparum sexual stage immunity on the composition and dynamics of the human infectious reservoir for malaria in natural settings","10.1371/journal.ppat.1007034","PMC29742161",5/9/2018,"https://www.narcis.nl/publication/RecordID/oai%3Arepository.ubn.ru.nl%3A2066%2F192624","gold","CC-BY","Journal article","PLoS Pathogens","Public Library of Science",0,0,"Imported",2018
"8B167502-86A6-4F4A-8B42-8B8C97BEEB66","Cowpea (Vigna unguiculata): genetics, genomics and breeding","10.1111/pbr.12589","Not Yet Assigned",5/9/2018,"https://onlinelibrary.wiley.com/doi/full/10.1111/pbr.12589","HYBRID","CC-BY","Journal article","Plant Breeding","Wiley",3500,0,"APC Request",2018
"A43642B3-CA41-4064-9277-47027F60777A","A Smartphone Based inGel Loop Mediated Isothermal Amplification (gLAMP) System Enables Rapid Coliphage MS2 Quantification in Environmental Waters","10.1021/acs.est.8b00241","PMC5990930",5/8/2018,"https://pubs.acs.org/doi/10.1021/acs.est.8b00241","green","CC-BY","Journal article","Environmental Science and Technology","American Chemical Society (ACS)",3000,0,"APC Request",2018
"6CEF9EF6-47DF-45CE-9267-1648390BF8A0","A time-saving method for sealing Purdue Improved Crop Storage (PICS) bags","10.1016/j.jspr.2018.04.002","PMC5992327",5/8/2018,"https://www.sciencedirect.com/science/article/pii/S0022474X18301371?via%3Dihub","hybrid","CC-BY","Journal article","Journal of Stored Products Research","Elsevier",2500,0,"APC Request",2018
"A5AE8364-88B6-42BA-AFE1-B26CE5CB8FC4","Validation of the quantitative point-of-care CareStart biosensor for assessment of G6PD activity in venous blood","10.1371/journal.pone.0196716","PMC5940185",5/8/2018,"http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0196716","Gold","CC-BY","Journal article","PLOS ONE","Public Library of Science",1495,0,"APC Request",2018
"3834BB8C-B84A-431A-BE83-0C06982BE1F1","Socioeconomic drivers of vaccine uptake: An analysis of the data of a geographically defined cluster randomized cholera vaccine trial in Bangladesh","10.1016/j.vaccine.2018.04.084","PMC6046469",5/8/2018,"https://www.sciencedirect.com/science/article/pii/S0264410X18306042?via%3Dihub","Hybrid","CC-BY","Journal article","Vaccine","Elsevier",2450,0,"APC Request",2018
"3AD8FCDF-DC4C-4B75-A047-52AE664993CC","Thermal care of newborns: drying and bathing practices in Malawi and Bangladesh","10.7189/jogh.08.010901","PMC5943716",5/8/2018,"http://www.jogh.org/documents/issue201801/jogh-08-010901.htm","GOLD","CC-BY","Journal article","Journal of Global Health","International Society of Global Health ",727.57,0,"APC Request",2018
"3A30B4E6-F354-45D6-A8F5-9154811E665E","Two-year contraceptive continuation rates among immediate postpartum implant users at a district hospital in Malawi: a prospective cohort study","10.1016/j.contraception.2018.05.003","PMC6143381",5/8/2018,"https://www.contraceptionjournal.org/article/S0010-7824(18)30174-4/fulltext","gold","CC-BY","Journal article","Contraception","Elsevier",3200,0,"APC Request",2018
"C96C0004-F8C3-44D3-B102-00BC03EE599F","Comparative safety and efficacy of a dedicated postpartum IUD inserter versus forceps for immediate postpartum IUD insertion: a randomized trial","10.1016/j.contraception.2018.04.019","Not Yet Assigned",5/8/2018,"https://www.sciencedirect.com/science/article/pii/S0010782418301720","closed","Unknown","Journal article","Contraception","Elsevier",0,0,"Imported",2018
"736ADEDD-A24D-474C-A885-359218095A5A","The Complement System Contributes to Functional Antibody-Mediated Responses Induced by Immunization with Plasmodium falciparum Malaria Sporozoites","10.1128/IAI.00920-17","PMC6013677",5/7/2018,"http://iai.asm.org/content/early/2018/05/02/IAI.00920-17.long","Hybrid","CC-BY","Journal article","Infection and Immunity","American Society for Microbiology",3150,320,"APC Request",2018
"E554081F-CD1B-4FD9-9421-3BBA31B1292B","Effect of the depot medroxyprogesterone acetate injectable and levonorgestrel implant on HIV genital shedding: a randomized trial","10.1016/j.contraception.2018.05.001","PMC6143482",5/7/2018,"https://www.contraceptionjournal.org/article/S0010-7824(18)30168-9/fulltext","hybrid","CC-BY","Journal article","Contraception","Elsevier",3200,0,"APC Request",2018
"078F0209-FA98-4B81-86F8-C213A449A5FA","An epigenetic breeding system in soybean for increased yield and stability","10.1111/pbi.12919","PMC29570925",5/7/2018,"https://digitalcommons.unl.edu/agronomyfacpub/1117/","Hybrid","CC-BY","Journal article","Plant Biotechnology Journal","Wiley",0,0,"Imported",2018
"1CF4332B-3DAF-40A2-8FAB-9E9E1E5FD267","Assessing the Effectiveness of Quantway®: A Multilevel Model With Propensity Score Matching:","10.1177/0091552118771754","Not Yet Assigned",5/7/2018,"https://journals.sagepub.com/doi/full/10.1177/0091552118771754","bronze","Unknown","Journal article","Community College Review","SAGE Publications",0,0,"Imported",2018
"D98239B1-8BEC-464D-94DC-8EF3E9DBBED2","Evaporative Cooling Hydrogel Packaging for Storing Biologics Outside of the Cold Chain","10.1002/adhm.201800220","Not Yet Assigned",5/7/2018,"https://www.onlinelibrary.wiley.com/doi/abs/10.1002/adhm.201800220","closed","Closed","Journal article","Advanced healthcare materials","Wiley",0,0,"Imported",2018
"6E6D56FE-6D5E-4971-8E31-9C495E79E324","PEE POWER® urinal II – Urinal scale-up with microbial fuel cell scale-down for improved lighting","10.1016/j.jpowsour.2018.02.047","PMC5989813",5/5/2018,"https://www.sciencedirect.com/science/article/pii/S037877531830168X#!","Hybrid","CC-BY","Journal article","Journal of Power Sources","Elsevier",4050,0,"APC Request",2018
"F92D1FCA-B4B7-448C-BBB5-84B24E8FDBE8","Transmission of molecularly undetectable circulating parasite clones leads to high infection complexity in mosquitoes post feeding","10.1016/j.ijpara.2018.02.005","PMC6018601",5/5/2018,"https://www.sciencedirect.com/science/article/pii/S002075191830095X?via%3Dihub","Hybrid","CC-BY","Journal article","International Journal for Parasitology","Elsevier",2200,222.2,"APC Request",2018
"71FA89F0-71EC-43A0-AB48-552711118CC6","Schistosoma egg-induced liver pathology resolution by Sm-p80-based schistosomiasis vaccine in baboons","10.1016/j.pathol.2018.01.004","Not Yet Assigned",5/5/2018,"https://www.sciencedirect.com/science/article/pii/S0031302517305573","closed","Closed","Journal article","Pathology","Taylor & Francis",0,0,"Imported",2018
"15934A27-F62C-43C3-867B-AB79A153F1F9","Aflatoxin exposure assessed by aflatoxin albumin adduct biomarker in populations from six African countries","10.3920/WMJ2017.2284","Not Yet Assigned",5/4/2018,"https://www.wageningenacademic.com/doi/abs/10.3920/WMJ2017.2284?af=R","green","CC-BY","Journal article","World Mycotoxin Journal","Wageningen Academic Publishers",1250,0,"Post submission",2018
"3BE8266D-2BA5-40F1-AADB-C59665D54E06","Predictors of DMPA-SC continuation among urban Nigerian women: The influence of counseling quality and side effects","10.1016/j.contraception.2018.04.015","PMC6197834",5/4/2018,"https://www.contraceptionjournal.org/article/S0010-7824(18)30152-5/fulltext","hybrid","CC-BY","Journal article","Contraception","Elsevier",3200,0,"Post submission",2018
"B43CC8DB-7538-4D98-97C0-F9C7D0C5D6E8","Customary Legal Empowerment in Namibia and Ghana? Lessons about Access, Power and Participation in Non-state Justice Systems","10.1111/dech.12415","PMC30174337",5/4/2018,"https://onlinelibrary.wiley.com/doi/pdf/10.1111/dech.12415","Hybrid","CC-BY","Journal article","Development and Change","Wiley",0,0,"Imported",2018
"42C0AF72-2F1A-4D15-B970-2BC4DAE856E2","Modelling credit and savings behaviour of chit fund participants","10.12688/gatesopenres.12767.1","Not Yet Assigned",5/4/2018,"https://gatesopenresearch.org/articles/2-26/v1","Gold","CC-BY",,"Gates Open Research","Bill & Melinda Gates Foundation",2000,0,"Journal Finder",2018
"B83D808F-3DFF-4E7A-8C79-D06DFA8C79B6","Interruption of onchocerciasis transmission in Bioko Island: Accelerating the movement from control to elimination in Equatorial Guinea","10.1371/journal.pntd.0006471","PMC5953477",5/3/2018,"https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0006471","Gold","CC-BY","Journal article","PLoS Neglected Tropical Diseases","Public Library of Science",2250,0,"APC Request",2018
"730B924E-1EE2-4610-BED1-4EFED4170911","Estimating the incidence of enteric fever in children in India: A multi-site, active fever surveillance of paediatric cohorts","10.1186/s12889-018-5498-2","PMC5934828",5/3/2018,"https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-018-5498-2","Gold","CC-BY","study-protocol","BMC Public Health","BioMed Central",2145,75,"APC Request",2018
"8EE70509-9CBF-46BD-A088-16EB5700E5DF","The relationship between household sanitation and women’s experience of menstrual hygiene: findings from a cross-sectional survey in Kaduna State, Nigeria","10.3390/ijerph15050905","PMC5981944",5/3/2018,"https://www.mdpi.com/1660-4601/15/5/905","gold","CC-BY","Journal article","International Journal of Environmental Research and Public Health","MDPI",1623.5,-162.35,"Post submission",2018
"B3ACE000-B171-4B45-8587-B1B7DF9CB166","Sequential and differential interaction of assembly factors during nitrogenase MoFe protein maturation","10.1074/jbc.RA118.002994","PMC6016461",5/3/2018,"http://www.jbc.org/content/early/2018/05/03/jbc.RA118.002994.long","Hybrid","CC-BY","Journal article","Journal of Biological Chemistry","American Society for Biochemistry and Molecular Biology",1500,116.42,"APC Request",2018
"12384F6E-875C-461A-9F3A-4E2C785301B0","Characterization of twin-cysteine motif in the V2-loop region of gp120 in primate lentiviruses","10.1016/j.virol.2018.04.013","Not Yet Assigned",5/3/2018,"https://www.sciencedirect.com/science/article/pii/S0042682218301314?via%3Dihub","bronze","Unknown","Journal article","Virology","Elsevier",0,0,"Imported",2018
"46AFACB0-44BC-4146-B3A1-36FBD0050DCF","Burden of physical, psychological and social ill-health during and after pregnancy among women in India, Pakistan, Kenya and Malawi","10.1136/bmjgh-2017-000625","PMC5935159",5/3/2018,"https://gh.bmj.com/content/3/3/e000625","hybrid","CC-BY-NC","Journal article","BMJ Global Health","BMJ Publishing Group",0,0,"Imported",2018
"9BB33FBC-6E0F-444C-A141-435C1D363789","(S)WASH-D for Worms: A pilot study investigating the differential impact of school- versus community-based integrated control programs for soil-transmitted helminths","10.1371/journal.pntd.0006389","PMC29723193",5/3/2018,"https://core.ac.uk/display/157791790","Gold","CC-BY","Journal article","PLoS Neglected Tropical Diseases","Public Library of Science",0,0,"Imported",2018
"32DB90BB-2CD8-4786-A9DD-25B4256B1A2C","A Dynamic Model for Predicting Growth in Zn-deficient Stunted Infants Given Supplemental Zinc","10.1093/ajcn/nqy020","Not Yet Assigned",5/2/2018,"https://academic.oup.com/ajcn/article/107/5/808/4990730","hybrid","CC-BY","Journal article","American Journal of Clinical Nutrition","Oxford University Press",4500,0,"Post submission",2018
"45E58194-2970-4150-B708-2F919844040B","The Zambian Preterm Birth Prevention Study (ZAPPS): Cohort characteristics at enrollment","10.12688/gatesopenres.12820.1","PMC6350406",5/2/2018,"https://gatesopenresearch.org/articles/2-25","Gold","CC-BY",,"Gates Open Research","Bill & Melinda Gates Foundation",500,0,"Journal Finder",2018
"E7F0C4FA-313C-4747-9C7E-848669B18A3F","Plasmepsin II–III copy number accounts for bimodal piperaquine resistance among Cambodian Plasmodium falciparum","10.1038/s41467-018-04104-z","PMC5931971",5/2/2018,"https://www.nature.com/articles/s41467-018-04104-z","gold","CC-BY","Journal article","Nature Communications","Nature Publishing Group",5200,0,"APC Request",2018
"CA858544-F896-452B-9B19-845B682226B5","Explaining the heterogeneity in average costs per HIV/AIDS patient in Nigeria: The role of supply-side and service delivery characteristics","10.1371/journal.pone.0194305","PMC5931468",5/2/2018,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0194305","Gold","CC-BY","Journal article","PLOS ONE","Public Library of Science",1495,0,"APC Request",2018
"B89A2757-5019-4EAC-B2FB-43C9762FFBAF","Femtosecond laser-induced herringbone patterns","10.1007/s00339-018-1822-z","Not Yet Assigned",5/2/2018,"https://link.springer.com/article/10.1007/s00339-018-1822-z","hybrid","CC-BY","Journal article","Applied Physics A","Springer Verlag",3000,0,"APC Request",2018
"1F267294-D7ED-4726-B6D7-D049CCC49B96","Dietary diversity predicts the adequacy of micronutrient intake in pregnant adolescent girls and women in Bangladesh, but use of the 5-group cutoff poorly identifies individuals with inadequate intake","10.1093/jn/nxy045","Not Yet Assigned",5/2/2018,"https://www.google.dk/search?q=Dietary+diversity+predicts+the+adequacy+of+micronutrient+intake+in+pregnant+adolescent+girls+and+women+in+Bangladesh%2C+but+use+of+the+5-group+cutoff+poorly+identifies+individuals+with+inadequate+intake&oq=Dietary+diversity+predicts+the+adequacy+of+micronutrient+intake","hybrid","CC-BY","Journal article","Journal of Nutrition","Oxford University Press",4500,0,"APC Request",2018
"241651E8-9E46-4E83-8F0D-4645D1B17D56","Dietary Diversity Predicts the Adequacy of Micronutrient Intake in Pregnant Adolescent Girls and Women in Bangladesh, but Use of the 5-Group Cutoff Poorly Identifies Individuals with Inadequate Intake PAGE CHARGE","10.1093/jn/nxy045","Not Yet Assigned",5/2/2018,"https://academic.oup.com/jn/article/148/5/790/4990765","hybrid","CC-BY","Journal article","Journal of Nutrition","Oxford University Press",0,1320,"APC Request",2018
"1596B3A1-2030-45B3-8FEA-DB631B4580F0","Patients' costs, socio-economic and health system aspects associated with malaria in pregnancy in an endemic area of Colombia.","10.1371/journal.pntd.0006431","PMC29718903",5/2/2018,"http://diposit.ub.edu/dspace/handle/2445/123527","gold","CC-BY","Journal article","PLoS Neglected Tropical Diseases","Public Library of Science",0,0,"Imported",2018
"3A552952-E21A-47FC-9394-AA0343E4BEA5","Evaluating the impact of a maternal health voucher programme on service use before and after the introduction of free maternity services in Kenya: a quasi-experimental study","10.1136/bmjgh-2018-000726","PMC29736273",5/2/2018,"https://core.ac.uk/display/157855213","Gold","CC-BY","Journal article","BMJ Global Health","BMJ Publishing Group",0,0,"Imported",2018
"EFD2D3AA-EF9B-4E50-B56F-BDB3F0DAC26E","Inequalities in child mortality: real data or modelled estimates?","10.1016/S2214-109X(18)30109-8","Not Yet Assigned",5/1/2018,"https://doi.org/10.1016/S2214-109X(18)30109-8","gold","CC-BY",,"The Lancet Global Health","Elsevier",0,0,"Imported",2018
"4E0F891F-0439-4C6D-A26B-255410307466","De Novo Mutations Resolve Disease Transmission Pathways in Clonal Malaria","10.1093/molbev/msy059","PMC5995194",5/1/2018,"https://academic.oup.com/mbe/article/35/7/1678/4962453","hybrid","CC-BY","Journal article","Molecular Biology and Evolution","Oxford University Press",2500,0,"APC Request",2018
"01C4CD39-CB08-4DCA-B716-E29A9BE82D60","Klebsiella pneumoniae as a key trafficker of drug resistance genes from environmental to clinically important bacteria","10.1016/j.mib.2018.04.004","Not Yet Assigned",5/1/2018,"https://www.sciencedirect.com/science/article/pii/S1369527418300225","Hybrid","CC-BY","Journal article","Current Opinion in Microbiology","Elsevier",4150,0,"APC Request",2018
"055E0225-6BD6-472E-A8A6-EE92BC213C28","Challenges for the registration of vaccines in emerging countries: differences in dossier requirements, application and evaluation processes","10.1016/j.vaccine.2018.03.049","PMC6278877",5/1/2018,"https://www.sciencedirect.com/science/article/pii/S0264410X18304055?via%3Dihub","Hybrid","CC-BY","Journal article","Vaccine","Elsevier",2450,0,"APC Request",2018
"D30F5D10-5F3D-4225-BF41-AFBDDE10E842","Impacts of enhanced fertilizer applications on tropospheric ozone and crop damage over sub-Saharan Africa","10.1016/j.atmosenv.2018.02.040","Not Yet Assigned",5/1/2018,"https://www.sciencedirect.com/science/article/abs/pii/S1352231018301250?via%3Dihub","closed","Closed","Journal article","Atmospheric Environment","Elsevier",0,0,"Imported",2018
"F51966D9-6836-4B1A-8DDA-B4ADEB15D6F6","Assessing yield and fertilizer response in heterogeneous smallholder fields with UAVs and satellites","10.1016/j.fcr.2018.02.018","Not Yet Assigned",5/1/2018,"https://core.ac.uk/display/154787283","hybrid","CC-BY","Journal article","Field Crops Research","Elsevier",0,0,"Imported",2018
"C10C2F96-4552-4B8A-B09F-9B24901D933D","Dynamic response of airborne infections to climate change: predictions for varicella","10.1007/s10584-018-2204-4","Not Yet Assigned",4/30/2018,"https://link.springer.com/article/10.1007%2Fs10584-018-2204-4","closed","Closed","Journal article","Climatic Change","Springer Verlag",0,0,"Imported",2018
"B13EE5A4-F10E-457D-8975-A8449CF3CCDD","Impact of lower challenge doses of enterotoxigenic Escherichia coli on clinical outcome, intestinal colonization and immune responses in adult volunteers","10.1371/journal.pntd.0006442","PMC5942845",4/27/2018,"http://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0006442","Gold","CC-BY","Journal article","PLoS Neglected Tropical Diseases","Public Library of Science",2250,0,"Journal Finder",2018
"78693BC3-86BD-4313-A3AE-B33A0D948DCD","‘LaDePa’ Process for the Drying and Pasteurisation of Faecal Sludge from VIP Latrines using infrared radiation","10.1016/j.sajce.2018.04.005","PMC6086309",4/27/2018,"https://www.sciencedirect.com/science/article/pii/S1026918517300938","hybrid","CC-BY",,"South African Journal of Chemical Engineering","Elsevier",560,0,"Journal Finder",2018
"74B85F45-72E1-4611-BE22-BA612AC7A632","The impact of packaging and messaging on adherence to malaria treatment: Evidence from a randomized controlled trial in Uganda","10.1016/j.jdeveco.2018.04.008","PMC6088513",4/27/2018,"https://www.sciencedirect.com/science/article/pii/S0304387818305066","Hybrid","CC-BY","Journal article","Journal of Development Economics","Elsevier",2300,0,"APC Request",2018
"9FD205D4-1CFD-4776-99B7-1B555010ECE4","Provider perspectives on PrEP for adolescent girls and young women in Tanzania: the role of provider biases and quality of care","10.1371/journal.pone.0196280","PMC5922529",4/27/2018,"http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0196280","Gold","CC-BY","Journal article","PLOS ONE","Public Library of Science",1995,0,"Journal Finder",2018
"4358582C-2756-469F-BF65-8DD58FD4B676","Characterization of Plasmodium falciparum and Plasmodium vivax recent exposure in an area of significantly decreased transmission intensity in Central Vietnam","10.1186/s12936-018-2326-1","PMC29703200",4/27/2018,"https://works.bepress.com/andrew-lover/13/","Gold","CC-BY","Journal article","Malaria Journal","BioMed Central",0,0,"Imported",2018
"F9549A83-6871-4787-8022-201360FC97D9","Epidemiology and Risk Factors for Cryptosporidiosis in Children from Eight Low-income Sites: Results from the MAL-ED Study","10.1093/cid/ciy355","PMC6233690",4/26/2018,"https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciy355/4986460","hybrid","CC-BY","Journal article","Clinical Infectious Diseases","Oxford University Press",3675,0,"APC Request",2018
