institution;doi;period;euro;is_hybrid
Bill & Melinda Gates Foundation;10.3390/pathogens10080976;2021;1689,64;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.13261.1;2021;971,5;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0009625;2021;2003,93;FALSCH
Bill & Melinda Gates Foundation;10.1093/nutrit/nuab050;2021;3629,15;WAHR
Bill & Melinda Gates Foundation;10.1002/csc2.20579;2021;948,92;WAHR
Bill & Melinda Gates Foundation;10.1016/j.ebiom.2021.103509;2022;3410,75;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2021.06.086;2022;2874,78;WAHR
Bill & Melinda Gates Foundation;10.1093/ajcn/nqab086;2021;1117,43;WAHR
Bill & Melinda Gates Foundation;10.1016/j.actatropica.2021.105960;2021;2492,42;WAHR
Bill & Melinda Gates Foundation;10.1016/j.ijpara.2021.01.005;2021;2053,03;WAHR
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2021.06.076;2021;2805,68;WAHR
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2021.07.001;2021;2777,18;WAHR
Bill & Melinda Gates Foundation;10.1007/s10745-021-00252-x;2021;2385,24;WAHR
Bill & Melinda Gates Foundation;10.1094/pdis-07-20-1447-re;2021;2453,91;WAHR
Bill & Melinda Gates Foundation;10.1016/j.cell.2021.06.020;2021;9409,99;WAHR
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-005299;2021;1267,17;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2020-045704;2021;1754,4;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2020-048506;2021;1754,4;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2021-048694;2021;1269,92;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2666-5247(21)00055-0;2021;4660,59;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2666-5247(21)00090-2;2021;4667,36;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2214-109x(21)00204-7;2021;4667,36;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2214-109x(21)00219-9;2021;4667,36;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2214-109x(21)00164-9;2021;4660,59;FALSCH
Bill & Melinda Gates Foundation;10.1002/psp4.12668;2021;2539,83;FALSCH
Bill & Melinda Gates Foundation;10.1016/s0140-6736(21)00984-3;2021;8306,94;WAHR
Bill & Melinda Gates Foundation;10.1136/bmjpo-2021-001138;2021;1744,61;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.chembiol.2021.02.023;2021;4846,84;WAHR
Bill & Melinda Gates Foundation;10.1016/j.cmet.2021.05.015;2021;4853,62;WAHR
Bill & Melinda Gates Foundation;10.1016/j.dcn.2021.100981;2021;2588,44;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.foodchem.2021.129432;2021;3075,73;WAHR
Bill & Melinda Gates Foundation;10.1016/s2352-3018(21)00048-5;2021;4660,59;WAHR
Bill & Melinda Gates Foundation;10.1016/j.drugalcdep.2021.108826;2021;3509,48;WAHR
Bill & Melinda Gates Foundation;10.1016/j.eclinm.2021.101040;2021;2948,75;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-005842;2021;3034,08;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-005798;2021;4069,92;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-006002;2021;2539,83;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-006216;2021;1754,91;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.agsy.2021.103200;2021;3462,63;WAHR
Bill & Melinda Gates Foundation;10.1093/jn/nxab135;2021;3739,91;WAHR
Bill & Melinda Gates Foundation;10.1093/jn/nxab131;2021;3739,91;WAHR
Bill & Melinda Gates Foundation;10.1016/j.neuroimage.2021.118068;2021;3106,82;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.ehb.2021.100999;2021;2417,07;WAHR
Bill & Melinda Gates Foundation;10.1093/cdn/nzab095;2021;3083,39;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.envres.2021.111292;2021;3313,63;WAHR
Bill & Melinda Gates Foundation;10.1016/j.jhazmat.2021.125590;2021;2963,98;WAHR
Bill & Melinda Gates Foundation;10.1016/j.jvacx.2021.100090;2021;1258,06;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jvacx.2021.100102;2022;1419,51;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.preghy.2021.05.005;2021;2854,21;WAHR
Bill & Melinda Gates Foundation;10.1007/s40278-021-00845-2;2021;2624,42;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.techsoc.2021.101630;2021;1986,38;WAHR
Bill & Melinda Gates Foundation;10.1016/j.antiviral.2021.105122;2021;3003,48;WAHR
Bill & Melinda Gates Foundation;10.5897/ajar2020.15418;2021;123,25;FALSCH
Bill & Melinda Gates Foundation;10.5897/ajb2020.17115;2021;547,82;FALSCH
Bill & Melinda Gates Foundation;10.3390/v13081513;2021;2065,12;FALSCH
Bill & Melinda Gates Foundation;10.3390/su13158539;2021;1783,51;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0009643;2021;2063,62;FALSCH
Bill & Melinda Gates Foundation;10.1017/s2040174421000404;2021;1888,77;WAHR
Bill & Melinda Gates Foundation;10.12688/gatesopenres.13329.1;2021;971,5;FALSCH
Bill & Melinda Gates Foundation;10.3389/fmicb.2021.706499;2021;2486,26;FALSCH
Bill & Melinda Gates Foundation;10.1093/g3journal/jkab270;2021;1688,68;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-95185-2;2021;1697,47;FALSCH
Bill & Melinda Gates Foundation;10.1126/sciadv.abh2791;2021;3777,53;FALSCH
Bill & Melinda Gates Foundation;10.1002/tpg2.20118;2021;1523,9;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12884-021-04012-z;2021;2194,75;FALSCH
Bill & Melinda Gates Foundation;10.3389/fsurg.2021.633774;2021;976,24;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41541-021-00355-y;2021;2687,84;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0008815;2021;2003,93;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0008824;2021;2084,64;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pgen.1009676;2021;2131,84;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pcbi.1009197;2021;2131,84;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-94656-w;2021;1686,27;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-94683-7;2021;1690,11;FALSCH
Bill & Melinda Gates Foundation;10.1111/pbi.13669;2021;2384,62;FALSCH
Bill & Melinda Gates Foundation;10.3390/v13081472;2021;2065,12;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12936-021-03854-4;2021;2409,75;FALSCH
Bill & Melinda Gates Foundation;10.1093/heapol/czab081;2021;2695,23;WAHR
Bill & Melinda Gates Foundation;10.12688/gatesopenres.13342.1;2021;574,45;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0254915;2021;1445,39;FALSCH
Bill & Melinda Gates Foundation;10.1021/acsomega.1c01321;2021;1077,88;FALSCH
Bill & Melinda Gates Foundation;10.1111/nyas.14669;2021;3336,84;WAHR
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0009604;2021;2003,93;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0009609;2021;2003,93;FALSCH
Bill & Melinda Gates Foundation;10.3390/ijerph18157891;2021;2158,98;FALSCH
Bill & Melinda Gates Foundation;10.3389/fgwh.2021.674227;2021;1612,91;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpls.2021.655103;2021;2486,26;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pcbi.1009149;2021;2131,84;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.ppat.1009734;2021;2131,84;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0254156;2021;1445,39;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0254746;2021;1491,43;FALSCH
Bill & Melinda Gates Foundation;10.1021/jacsau.1c00173;2021;2586,9;FALSCH
Bill & Melinda Gates Foundation;10.1007/s10198-021-01355-4;2021;3291,58;WAHR
Bill & Melinda Gates Foundation;10.7189/jogh.11.14001;2021;1432,71;FALSCH
Bill & Melinda Gates Foundation;10.1007/s10461-021-03385-8;2021;3275,6;WAHR
Bill & Melinda Gates Foundation;10.1073/pnas.2026289118;2021;4870,63;WAHR
Bill & Melinda Gates Foundation;10.1210/clinem/dgab546;2021;2561,97;WAHR
Bill & Melinda Gates Foundation;10.1002/psp4.12674;2021;2554,95;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-94246-w;2021;1690,11;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-94337-8;2021;1687,32;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41366-021-00911-5;2021;3717,89;WAHR
Bill & Melinda Gates Foundation;10.1038/s41598-021-94586-7;2021;1684,87;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pcbi.1009126;2021;2217,7;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12887-021-02788-9;2021;2111,27;FALSCH
Bill & Melinda Gates Foundation;10.3389/fagro.2021.657227;2021;1601,32;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0253555;2021;1551,5;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.13318.1;2021;968,83;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-94413-z;2021;1687,32;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.13336.1;2021;971,5;FALSCH
Bill & Melinda Gates Foundation;10.1186/s43058-021-00164-3;2021;1634,49;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12889-021-11483-4;2021;2156,73;FALSCH
Bill & Melinda Gates Foundation;10.7554/elife.66277;2021;2119,95;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.13185.2;2020;850,18;FALSCH
Bill & Melinda Gates Foundation;10.1111/mcn.13243;2021;2328,18;FALSCH
Bill & Melinda Gates Foundation;10.3390/su13147959;2021;1783,51;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpls.2021.672525;2021;2129,04;FALSCH
Bill & Melinda Gates Foundation;10.3389/fvets.2021.716565;2021;2467,76;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41591-021-01454-y;2021;9856,91;WAHR
Bill & Melinda Gates Foundation;10.12688/gatesopenres.13265.1;2021;968,83;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0009584;2021;2003,93;FALSCH
Bill & Melinda Gates Foundation;10.1186/s40795-021-00441-3;2021;1519,73;FALSCH
Bill & Melinda Gates Foundation;10.3389/fmicb.2021.684094;2021;2486,26;FALSCH
Bill & Melinda Gates Foundation;10.1111/nyas.14657;2021;3301,78;WAHR
Bill & Melinda Gates Foundation;10.3390/tropicalmed6030132;2021;1501,9;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12879-021-06386-z;2021;2078,85;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-93238-0;2021;1697,78;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12978-021-01162-3;2021;2428,39;FALSCH
Bill & Melinda Gates Foundation;10.1080/17441692.2021.1951800;2021;3113,78;FALSCH
Bill & Melinda Gates Foundation;10.1111/sifp.12157;2021;2464,5;WAHR
Bill & Melinda Gates Foundation;10.3390/nu13072398;2021;2252,85;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-93938-7;2021;1684,75;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12889-021-11399-z;2022;2864,02;FALSCH
Bill & Melinda Gates Foundation;10.7554/elife.67635;2021;2050,33;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpls.2021.681624;2021;379,26;FALSCH
Bill & Melinda Gates Foundation;10.3389/frph.2021.684717;2021;516,64;FALSCH
Bill & Melinda Gates Foundation;10.1111/mcn.13240;2021;2328,18;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0254082;2021;1503,6;FALSCH
Bill & Melinda Gates Foundation;10.3390/pharmaceutics13071074;2021;2065,12;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0009556;2021;2003,93;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12889-021-11436-x;2021;2098,57;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpls.2021.688694;2021;2486,26;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pcbi.1009162;2021;2131,84;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41467-021-24433-w;2021;4660,39;FALSCH
Bill & Melinda Gates Foundation;10.7189/jogh.11.11001;2021;1463,93;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12939-021-01489-0;2021;2626,89;FALSCH
Bill & Melinda Gates Foundation;10.3390/plants10071412;2021;1689,64;FALSCH
Bill & Melinda Gates Foundation;10.1017/wet.2021.50;2021;2129,13;WAHR
Bill & Melinda Gates Foundation;10.1007/s11205-021-02752-1;2021;2607,77;WAHR
Bill & Melinda Gates Foundation;10.1073/pnas.2013164118;2021;3665,82;WAHR
Bill & Melinda Gates Foundation;10.1371/journal.pone.0254085;2021;1445,39;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0254320;2021;1551,5;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-93493-1;2021;1678,37;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12913-021-06633-8;2021;2236,88;FALSCH
Bill & Melinda Gates Foundation;10.3389/fcell.2021.696637;2021;2486,26;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0254229;2021;1551,5;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12962-021-00293-5;2021;1948,38;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41467-021-24448-3;2021;4793,28;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0252700;2023;2053,81;FALSCH
Bill & Melinda Gates Foundation;10.1186/s40814-021-00877-1;2021;1894,83;FALSCH
Bill & Melinda Gates Foundation;10.3390/agronomy11071371;2021;1622,52;FALSCH
Bill & Melinda Gates Foundation;10.1007/s13593-021-00708-w;2021;2958,21;WAHR
Bill & Melinda Gates Foundation;10.1111/mcn.13238;2021;2328,18;FALSCH
Bill & Melinda Gates Foundation;10.1111/mcn.13232;2021;2317,7;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pcbi.1009182;2021;2217,7;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-92962-x;2021;1702,64;FALSCH
Bill & Melinda Gates Foundation;10.1073/pnas.2026403118;2021;4420,24;WAHR
Bill & Melinda Gates Foundation;10.1371/journal.pone.0253590;2023;2053,81;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpls.2021.648436;2021;2486,26;FALSCH
Bill & Melinda Gates Foundation;10.1002/jsfa.11379;2021;3764,64;WAHR
Bill & Melinda Gates Foundation;10.3390/cells10071700;2021;1803,28;FALSCH
Bill & Melinda Gates Foundation;10.3389/fimmu.2021.652631;2021;2486,26;FALSCH
Bill & Melinda Gates Foundation;10.12688/gatesopenres.13319.1;2021;968,83;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12962-021-00290-8;2021;2062,69;FALSCH
Bill & Melinda Gates Foundation;10.1093/jpids/piab032;2021;3444,1;WAHR
Bill & Melinda Gates Foundation;10.1186/s12978-021-01193-w;2021;2205,78;FALSCH
Bill & Melinda Gates Foundation;10.1007/s00383-021-04946-7;2022;3541,97;WAHR
Bill & Melinda Gates Foundation;10.1016/j.ijedudev.2021.102411;2021;2520,36;WAHR
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2021.06.003;2021;2805,68;WAHR
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2021.06.016;2021;2812,55;WAHR
Bill & Melinda Gates Foundation;10.1016/j.ijedudev.2021.102430;2021;2520,36;WAHR
Bill & Melinda Gates Foundation;10.1016/s2468-2667(21)00102-x;2021;4564,35;FALSCH
Bill & Melinda Gates Foundation;10.1109/jbhi.2020.3046613;2021;717,53;WAHR
Bill & Melinda Gates Foundation;10.1016/j.ijedudev.2021.102409;2021;2541,47;WAHR
Bill & Melinda Gates Foundation;10.3389/fpls.2021.658267;2021;2486,26;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2468-2667(21)00046-3;2021;4660,59;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2021.02.072;2021;2749,79;WAHR
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2021.06.022;2021;2739,81;WAHR
Bill & Melinda Gates Foundation;10.1016/j.vaccine.2021.05.063;2021;2663,42;WAHR
Bill & Melinda Gates Foundation;10.1016/j.jim.2021.113056;2021;2483,11;WAHR
Bill & Melinda Gates Foundation;10.3390/insects12070604;2021;1442,62;FALSCH
Bill & Melinda Gates Foundation;10.1093/intqhc/mzab110;2021;3302,22;WAHR
Bill & Melinda Gates Foundation;10.1016/j.jenvman.2021.112243;2021;3075,73;WAHR
Bill & Melinda Gates Foundation;10.1016/j.jenvman.2021.112612;2021;3079,97;WAHR
Bill & Melinda Gates Foundation;10.1016/j.jad.2021.04.031;2021;3126,53;WAHR
Bill & Melinda Gates Foundation;10.1016/j.jadohealth.2020.09.043;2020;2535,96;WAHR
Bill & Melinda Gates Foundation;10.1007/s40980-021-00092-9;2021;980,65;WAHR
Bill & Melinda Gates Foundation;10.1016/j.socscimed.2021.113982;2021;2884,4;WAHR
Bill & Melinda Gates Foundation;10.1016/j.socnet.2021.02.007;2021;2003,93;WAHR
Bill & Melinda Gates Foundation;10.1016/j.celrep.2021.109452;2021;8340,75;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.celrep.2021.109457;2022;5067,4;FALSCH
Bill & Melinda Gates Foundation;10.1002/jcv2.12021;2021;1717,77;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-005213;2021;1723,25;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-005287;2021;1232,54;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-005512;2021;1257;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-005355;2021;1230,15;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-005538;2021;4052,02;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2020-046633;2021;1562;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2020-047330;2021;1269,92;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2020-046856;2021;1848,44;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2021-048688;2021;2106,91;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2021-049734;2021;1257,3;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjopen-2021-051823;2021;1264,2;FALSCH
Bill & Melinda Gates Foundation;10.1016/s2214-109x(21)00165-0;2021;4660,59;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.chemosphere.2021.129957;2021;2870,11;WAHR
Bill & Melinda Gates Foundation;10.1093/ajcn/nqab052;2022;1434,06;WAHR
Bill & Melinda Gates Foundation;10.1016/j.foodpol.2021.102122;2021;2353,6;WAHR
Bill & Melinda Gates Foundation;10.1016/j.celrep.2021.109353;2021;4942,62;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-005799;2021;4045,44;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-005582;2021;1517,04;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-005607;2021;2513,25;FALSCH
Bill & Melinda Gates Foundation;10.1136/bmjgh-2021-006014;2021;4096,72;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.virol.2021.03.019;2021;2240,13;WAHR
Bill & Melinda Gates Foundation;10.1016/j.nutres.2021.05.005;2021;2847,15;WAHR
Bill & Melinda Gates Foundation;10.1093/cdn/nzab089;2022;2848,86;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jfca.2021.103926;2021;2800,59;WAHR
Bill & Melinda Gates Foundation;10.1016/j.jfoodeng.2021.110525;2021;2701,28;WAHR
Bill & Melinda Gates Foundation;10.1093/jn/nxab088;2022;1503,52;WAHR
Bill & Melinda Gates Foundation;10.1016/j.ijid.2021.05.061;2021;1664,39;FALSCH
Bill & Melinda Gates Foundation;10.1016/j.jesp.2021.104138;2021;2828,49;WAHR
Bill & Melinda Gates Foundation;10.1016/j.scitotenv.2021.145938;2021;2870,11;WAHR
Bill & Melinda Gates Foundation;10.1016/j.scitotenv.2021.145996;2021;2870,11;WAHR
Bill & Melinda Gates Foundation;10.1016/j.plantsci.2021.110920;2021;2800,59;WAHR
Bill & Melinda Gates Foundation;10.1016/j.celrep.2021.109378;2021;4895,92;FALSCH
Bill & Melinda Gates Foundation;10.3389/fgene.2021.692870;2021;2486,26;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0009513;2021;2084,64;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0009561;2021;2146,73;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25753;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25724;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25718;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25735;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25707;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25728;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25716;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25719;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25730;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25712;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-92580-7;2021;1627,76;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12978-021-01187-8;2021;1091,88;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25729;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25727;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.1002/jia2.25745;2021;2949,8;FALSCH
Bill & Melinda Gates Foundation;10.3390/horticulturae7070165;2021;1261,87;FALSCH
Bill & Melinda Gates Foundation;10.1186/s43170-021-00046-7;2021;1091,08;FALSCH
Bill & Melinda Gates Foundation;10.1186/s40249-021-00873-w;2021;2075,29;FALSCH
Bill & Melinda Gates Foundation;10.1186/s40249-021-00875-8;2021;2072,13;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12889-021-11120-0;2021;2105,57;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0253974;2021;1551,5;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0009404;2021;2084,64;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pmed.1003644;2021;2661,24;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpls.2021.685488;2021;2486,26;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.ppat.1009445;2021;2217,7;FALSCH
Bill & Melinda Gates Foundation;10.3390/electronics10131556;2021;1622,52;FALSCH
Bill & Melinda Gates Foundation;10.3390/v13071249;2021;1983,18;FALSCH
Bill & Melinda Gates Foundation;10.3390/agronomy11071309;2021;1622,52;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12864-021-07640-z;2021;2009,88;FALSCH
Bill & Melinda Gates Foundation;10.3390/v13071235;2021;1983,18;FALSCH
Bill & Melinda Gates Foundation;10.3390/microorganisms9071382;2021;1803,28;FALSCH
Bill & Melinda Gates Foundation;10.3389/fnut.2021.685004;2021;2054,08;FALSCH
Bill & Melinda Gates Foundation;10.1093/heapol/czab048;2021;2618,11;WAHR
Bill & Melinda Gates Foundation;10.1186/s41479-021-00089-4;2021;2029,73;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0252690;2021;1551,5;FALSCH
Bill & Melinda Gates Foundation;10.7554/elife.67023;2021;2117,25;FALSCH
Bill & Melinda Gates Foundation;10.7554/elife.68318;2021;2095,5;FALSCH
Bill & Melinda Gates Foundation;10.1093/heapol/czab074;2021;2640,33;WAHR
Bill & Melinda Gates Foundation;10.1371/journal.pone.0253096;2021;1503,6;FALSCH
Bill & Melinda Gates Foundation;10.3389/fimmu.2021.620847;2021;2433,54;FALSCH
Bill & Melinda Gates Foundation;10.1080/20421338.2021.1924424;2021;2308,88;WAHR
Bill & Melinda Gates Foundation;10.4269/ajtmh.20-1618;2021;1602,3;WAHR
Bill & Melinda Gates Foundation;10.1073/pnas.2024292118;2021;3965,38;WAHR
Bill & Melinda Gates Foundation;10.1038/s42003-021-02304-w;2021;2772,86;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0253041;2021;1503,6;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0253255;2021;1551,5;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0252317;2021;1428,55;FALSCH
Bill & Melinda Gates Foundation;10.1186/s12913-021-06619-6;2021;2664,41;FALSCH
Bill & Melinda Gates Foundation;10.1111/1755-0998.13412;2021;3626,62;WAHR
Bill & Melinda Gates Foundation;10.3390/agronomy11071265;2021;1622,52;FALSCH
Bill & Melinda Gates Foundation;10.5194/soil-7-255-2021;2021;1065,62;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0009463;2021;2084,64;FALSCH
Bill & Melinda Gates Foundation;10.3389/fpls.2021.651992;2021;2433,54;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41467-021-24123-7;2021;4635,04;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0253239;2021;1503,6;FALSCH
Bill & Melinda Gates Foundation;10.1002/tpg2.20105;2021;1484,28;FALSCH
Bill & Melinda Gates Foundation;10.1002/jcop.22637;2021;2395,68;WAHR
Bill & Melinda Gates Foundation;10.3389/fgene.2021.680569;2021;2433,54;FALSCH
Bill & Melinda Gates Foundation;10.7554/elife.65159;2021;2053,75;FALSCH
Bill & Melinda Gates Foundation;10.3390/vetsci8060114;2021;1442,62;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0253481;2021;1503,6;FALSCH
Bill & Melinda Gates Foundation;10.1021/acs.jnatprod.1c00246;2021;1319,36;WAHR
Bill & Melinda Gates Foundation;10.3390/agronomy11061226;2021;1622,52;FALSCH
Bill & Melinda Gates Foundation;10.1007/s00239-021-10015-3;2021;2918,05;WAHR
Bill & Melinda Gates Foundation;10.1128/aac.00253-21;2021;2314,85;WAHR
Bill & Melinda Gates Foundation;10.3389/fimmu.2021.687869;2021;2433,54;FALSCH
Bill & Melinda Gates Foundation;10.1038/s41598-021-92132-z;2021;2651,92;FALSCH
Bill & Melinda Gates Foundation;10.1111/mcn.13230;2021;2328,18;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pone.0252120;2021;1428,55;FALSCH
Bill & Melinda Gates Foundation;10.1371/journal.pntd.0009521;2021;2084,64;FALSCH
Bill & Melinda Gates Foundation;10.3390/nu13062051;2021;2163,93;FALSCH
Bill & Melinda Gates Foundation;10.1164/rccm.202007-2686oc;2021;2618,75;WAHR
Bill & Melinda Gates Foundation;10.1093/heapol/czab063;2021;2472,98;WAHR
Bill & Melinda Gates Foundation;10.1038/s41541-021-00338-z;2021;1360,59;FALSCH
