"Publisher","Journal title","Currency","APC","Date Payment Completed","institution","period","euro","doi","is_hybrid"
"JMIR Publications","JMIR Public Health and Surveillance","USD","1200","2019-02-22T03:08:00.000+01:00","Bill & Melinda Gates Foundation","2019","1059.6","10.2196/11136",""
"","","","","","","","","",""
"JMIR Publications","JMIR Public Health and Surveillance","USD","1200","2019-02-22T03:07:00.000+01:00","Bill & Melinda Gates Foundation","2019","1059.6","10.2196/publichealth.7909",""
"JMIR Publications","JMIR Research Protocols","USD","1900","2019-01-31T03:20:00.000+01:00","Bill & Melinda Gates Foundation","2019","1653.9","10.2196/12173",""
"","","","","","","","","",""
"JMIR Publications","JMIR Research Protocols","USD","1900","2019-03-27T02:30:00.000+01:00","Bill & Melinda Gates Foundation","2019","1687.24","10.2196/11456",""
"JMIR Publications","JMIR Research Protocols","USD","1016.5","2018-07-16T01:10:00.000+02:00","Bill & Melinda Gates Foundation","2018","867.32","10.2196/10191",""
"","","","","","","","","",""
"Journal of Medical Internet Research","Journal of Medical Internet Research","USD","2500","2017-06-06T04:13:13.920+02:00","Bill & Melinda Gates Foundation","2017","2220.64","10.2196/jmir.7513",""
"Journal of Medical Internet Research","Journal of Medical Internet Research","USD","1500","2019-01-10T02:26:00.000+01:00","Bill & Melinda Gates Foundation","2019","1300.39","10.2196/11374",""
"Journal of Medical Internet Research","Journal of Medical Internet Research","USD","2500","2018-09-18T02:29:00.000+02:00","Bill & Melinda Gates Foundation","2018","2137.3","10.2196/11268",""
"Journal of Visualized Experiments","Journal of Visualized Experiments","USD","4200","2018-12-11T11:03:00.000+01:00","Bill & Melinda Gates Foundation","2018","3691.01","10.3791/59164",""
"Journal of Visualized Experiments","Journal of Visualized Experiments","USD","4200","2019-03-15T11:54:00.000+01:00","Bill & Melinda Gates Foundation","2019","3714.18","10.3791/59453",""
"Journal of Visualized Experiments","Journal of Visualized Experiments","USD","4200","2018-08-21T02:02:00.000+02:00","Bill & Melinda Gates Foundation","2018","3651.54","10.3791/58757",""
"Karger","Cellular Physiology and Biochemistry","USD","4227.680176","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","3431.56","10.1159/000487100",""
"Karger","Cellular Physiology and Biochemistry","USD","1820","2018-01-15T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1482.45","10.1159/000461569",""
"Karger","Neuroepidemiology","USD","3530","2019-03-27T02:37:00.000+01:00","Bill & Melinda Gates Foundation","2019","3134.71","10.1159/000499069",""
"Linnean Society of London","Zoological Journal of the Linnean Society","USD","2940","2019-01-23T01:29:00.000+01:00","Bill & Melinda Gates Foundation","2019","2586.43","10.1093/zoolinnean/zly070",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2019-03-05T04:24:00.000+01:00","Bill & Melinda Gates Foundation","2019","3619.03","10.1097/QAD.0000000000002158",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2019-01-15T12:06:00.000+01:00","Bill & Melinda Gates Foundation","2019","3588.94","10.1097/QAI.0000000000001945",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2018-12-19T01:33:00.000+01:00","Bill & Melinda Gates Foundation","2018","3594.91","10.1097/QAD.0000000000002066",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2018-11-28T02:02:00.000+01:00","Bill & Melinda Gates Foundation","2018","3633.46","10.1097/QAI.0000000000001908",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2017-12-20T16:04:49.113+01:00","Bill & Melinda Gates Foundation","2017","3461.38","10.1097/QAD.0000000000001723",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2018-01-23T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","3347.21","10.1097/QAD.0000000000001740",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2018-01-23T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","3347.21","10.1097/QAD.0000000000001669",""
"","","","","","","","","",""
"","","","","","","","","",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2018-04-03T03:42:00.000+02:00","Bill & Melinda Gates Foundation","2018","3331.17","10.1097/QAD.0000000000001757",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2018-06-19T02:39:00.000+02:00","Bill & Melinda Gates Foundation","2018","3554.71","10.1097/QAD.0000000000001792",""
"Lippincott, Williams & Wilkins","AIDS","USD","4000","2017-07-13T18:29:58.313+02:00","Bill & Melinda Gates Foundation","2017","3503.55","10.1097/QAI.0000000000001172",""
"Lippincott, Williams & Wilkins","AIDS","USD","4000","2017-07-13T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3503.55","10.1097/QAI.0000000000001161",""
"Lippincott, Williams & Wilkins","AIDS","USD","4000","2017-07-13T18:32:02.823+02:00","Bill & Melinda Gates Foundation","2017","3503.55","10.1097/QAI.0000000000001155",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2017-10-12T13:25:26.640+02:00","Bill & Melinda Gates Foundation","2017","3458.16","10.1097/QAD.0000000000001631",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2017-12-01T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","3449.73","10.1097/QAD.0000000000001671",""
"Lippincott, Williams & Wilkins","AIDS","USD","4100","2017-08-29T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3403.05","10.1097/QAD.0000000000001555",""
"Lippincott, Williams & Wilkins","Current Opinion in HIV and AIDS","USD","4100","2017-03-30T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3818.57","10.1097/COH.0000000000000363",""
"Lippincott, Williams & Wilkins","Current Opinion in HIV and AIDS","USD","4100","2017-06-15T21:09:32.907+02:00","Bill & Melinda Gates Foundation","2017","3671.86","10.1097/COH.0000000000000362",""
"Lippincott, Williams & Wilkins","Current Opinion in HIV and AIDS","USD","4100","2017-07-27T22:38:28.947+02:00","Bill & Melinda Gates Foundation","2017","3506.07","10.1097/COH.0000000000000351",""
"Lippincott, Williams & Wilkins","Current Opinion in HIV and AIDS","USD","4100","2018-07-23T01:23:00.000+02:00","Bill & Melinda Gates Foundation","2018","3499.49","10.1097/COH.0000000000000490",""
"Lippincott, Williams & Wilkins","Current Opinion in Infectious Diseases","USD","4100","2018-05-18T02:02:00.000+02:00","Bill & Melinda Gates Foundation","2018","3480.18","10.1097/QCO.0000000000000448",""
"Lippincott, Williams & Wilkins","Current Opinion in Infectious Diseases","USD","4100","2017-10-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3473.69","10.1097/QCO.0000000000000364",""
"Lippincott, Williams & Wilkins","Current Opinion in Infectious Diseases","USD","4100","2017-08-16T19:30:26.927+02:00","Bill & Melinda Gates Foundation","2017","3501.28","10.1097/QCO.0000000000000395",""
"Lippincott, Williams & Wilkins","Current Opinion in Infectious Diseases","USD","4100","2017-09-14T12:00:39.400+02:00","Bill & Melinda Gates Foundation","2017","3449.73","10.1097/QCO.0000000000000398",""
"Lippincott, Williams & Wilkins","Current Opinion in Infectious Diseases","USD","4100","2019-02-22T02:46:00.000+01:00","Bill & Melinda Gates Foundation","2019","3620.31","10.1097/QCO.0000000000000479",""
"Lippincott, Williams & Wilkins","Epidemiology","USD","4100","2018-11-06T02:33:00.000+01:00","Bill & Melinda Gates Foundation","2018","3587.68","10.1097/EDE.0000000000000938",""
"Lippincott, Williams & Wilkins","Epidemiology","USD","4100","2017-10-02T04:51:20.080+02:00","Bill & Melinda Gates Foundation","2017","3491.14","10.1097/EDE.0000000000000719",""
"Lippincott, Williams & Wilkins","Epidemiology","USD","4000","2016-11-02T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3605.23","10.1097/EDE.0000000000000522",""
"Lippincott, Williams & Wilkins","Epidemiology","USD","4100","2018-09-11T01:51:00.000+02:00","Bill & Melinda Gates Foundation","2018","3542.42","10.1097/EDE.0000000000000906",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4100","2018-09-18T02:11:00.000+02:00","Bill & Melinda Gates Foundation","2018","3505.17","10.1097/QAI.0000000000001841",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4100","2018-08-07T12:51:00.000+02:00","Bill & Melinda Gates Foundation","2018","3533.87","10.1097/QAI.0000000000001778",""
"","","","","","","","","",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4100","2018-05-29T02:31:00.000+02:00","Bill & Melinda Gates Foundation","2018","3547.33","10.1097/QAI.0000000000001708",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4000","2016-11-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3623.84","10.1097/QAI.0000000000001045",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4000","2016-11-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3623.84","10.1097/QAI.0000000000000808",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4000","2016-11-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3623.84","10.1097/QAI.0000000000001039",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4000","2016-11-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3623.84","10.1097/QAI.0000000000001040",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4000","2016-11-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3623.84","10.1097/QAI.0000000000001046",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4000","2016-11-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3623.84","10.1097/QAI.0000000000001041",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4000","2016-11-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3623.84","10.1097/QAI.0000000000001047",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4000","2016-11-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","3623.84","10.1097/QAI.0000000000001042",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4100","2018-12-27T01:01:00.000+01:00","Bill & Melinda Gates Foundation","2018","3603.76","10.1097/QAI.0000000000001938",""
"","","","","","","","","",""
"Lippincott, Williams & Wilkins","Journal of Acquired Immune Deficiency Syndromes","USD","4100","2019-03-05T04:25:00.000+01:00","Bill & Melinda Gates Foundation","2019","3619.03","10.1097/QAI.0000000000001871",""
"Lippincott, Williams & Wilkins","Journal of Lower Genital Tract Disease","USD","2850","2018-03-21T09:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2319.71","10.1097/LGT.0000000000000391",""
"","","","","","","","","",""
"Lippincott, Williams & Wilkins","Journal of Pediatric Gastroenterology and Nutrition","USD","4000","2017-03-28T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3683.58","10.1097/MPG.0000000000001610",""
"Lippincott, Williams & Wilkins","Journal of Pediatric Gastroenterology and Nutrition","USD","4000","2017-07-22T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3434.07","10.1097/MPG.0000000000001640",""
"Lippincott, Williams & Wilkins","Journal of Pediatric Gastroenterology and Nutrition","USD","4000","2017-07-11T01:53:00.000+02:00","Bill & Melinda Gates Foundation","2017","3507.23","10.1097/MPG.0000000000001658",""
"Lippincott, Williams & Wilkins","Pediatric Infectious Disease Journal","USD","4100","2018-09-11T01:54:00.000+02:00","Bill & Melinda Gates Foundation","2018","3542.42","10.1097/INF.0000000000002159",""
"Lippincott, Williams & Wilkins","Pediatric Infectious Disease Journal","USD","4100","2018-04-20T15:05:05.967+02:00","Bill & Melinda Gates Foundation","2018","3330.9","10.1097/INF.0000000000001601",""
"","","","","","","","","",""
"Mary Ann Liebert","AIDS Patient Care and STDs","USD","3200","2017-05-16T22:17:00.000+02:00","Bill & Melinda Gates Foundation","2017","2893.57","10.1089/apc.2017.0016",""
"Mary Ann Liebert","AIDS Patient Care and STDs","USD","3200","2016-11-17T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","2985.91","10.1089/apc.2016.0114",""
"Mary Ann Liebert","AIDS Research and Human Retroviruses","USD","3200","2017-06-12T22:05:38.170+02:00","Bill & Melinda Gates Foundation","2017","2851.8","10.1089/AID.2017.0061",""
"Mary Ann Liebert","AIDS Research and Human Retroviruses","USD","3200","2017-12-19T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2706.59","10.1089/AID.2017.0156",""
"Mary Ann Liebert","Breastfeeding Medicine","USD","3200","2018-09-18T02:26:00.000+02:00","Bill & Melinda Gates Foundation","2018","2735.74","10.1089/bfm.2018.0125",""
"Mary Ann Liebert","Breastfeeding Medicine","USD","3200","2019-01-15T11:59:00.000+01:00","Bill & Melinda Gates Foundation","2019","2801.12","10.1089/bfm.2018.0165",""
"Mary Ann Liebert","Environmental Engineering Science","USD","3200","2016-11-02T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","2884.18","10.1089/ees.2016.0148",""
"MDPI","Foods","USD","572","2017-07-18T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","495.02","10.3390/foods6070054",""
"MDPI","Insects","CHF","500","2017-02-15T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","469.4","10.3390/insects8010025",""
"MDPI","Insects","USD","514.0800171","2018-05-18T01:46:00.000+02:00","Bill & Melinda Gates Foundation","2018","436.36","10.3390/insects9020045",""
"MDPI","International Journal of Environmental Research and Public Health","USD","1640.130005","2018-05-02T01:38:00.000+02:00","Bill & Melinda Gates Foundation","2018","1365.98","10.3390/ijerph15050849",""
"MDPI","International Journal of Environmental Research and Public Health","USD","1623.5","2018-05-02T01:40:00.000+02:00","Bill & Melinda Gates Foundation","2018","1352.13","10.3390/ijerph15050905",""
"MDPI","International Journal of Environmental Research and Public Health","CHF","1600","2017-05-02T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1474.38","10.3390/ijerph14020182",""
"MDPI","International Journal of Environmental Research and Public Health","CHF","1200","2017-02-15T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1126.55","10.3390/ijerph14020087",""
"MDPI","International Journal of Environmental Research and Public Health","USD","1664","2017-07-31T22:56:22.737+02:00","Bill & Melinda Gates Foundation","2017","1418.95","10.3390/ijerph14070755",""
"MDPI","International Journal of Environmental Research and Public Health","CHF","1600","2017-01-24T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1490.04","10.3390/ijerph13121189",""
"MDPI","International Journal of Environmental Research and Public Health","USD","1665.599976","2017-09-14T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1401.43","10.3390/ijerph14080947",""
"MDPI","International Journal of Environmental Research and Public Health","USD","1600","2017-10-12T01:44:17.387+02:00","Bill & Melinda Gates Foundation","2017","1349.53","10.3390/ijerph14101115",""
"MDPI","International Journal of Environmental Research and Public Health","USD","1620.939941","2019-02-07T01:09:00.000+01:00","Bill & Melinda Gates Foundation","2019","1428.77","10.3390/ijerph15112562",""
"MDPI","International Journal of Environmental Research and Public Health","USD","1501.400024","2018-10-02T02:06:00.000+02:00","Bill & Melinda Gates Foundation","2018","1300.7","10.3390/ijerph15102139",""
"MDPI","International Journal of Environmental Research and Public Health","USD","1466.369995","2018-10-09T01:48:00.000+02:00","Bill & Melinda Gates Foundation","2018","1282.35","10.3390/ijerph15102222",""
"MDPI","International Journal of Environmental Research and Public Health","USD","1612.47998","2018-10-09T01:47:00.000+02:00","Bill & Melinda Gates Foundation","2018","1410.13","10.3390/ijerph15102236",""
"MDPI","International Journal of Molecular Sciences","USD","1823.560059","2019-02-07T01:11:00.000+01:00","Bill & Melinda Gates Foundation","2019","1607.37","10.3390/ijms19124054",""
"MDPI","International Journal of Molecular Sciences","USD","1821.170044","2018-06-15T09:51:00.000+02:00","Bill & Melinda Gates Foundation","2018","1570.52","10.3390/ijms19061762",""
"MDPI","Molecules","USD","1808.890015","2018-08-14T03:51:00.000+02:00","Bill & Melinda Gates Foundation","2018","1585.91","10.3390/molecules23081874",""
"MDPI","Nutrients","USD","1626.160034","2018-08-28T11:21:00.000+02:00","Bill & Melinda Gates Foundation","2018","1388.69","10.3390/nu10081100",""
"MDPI","Nutrients","USD","1830.189941","2018-09-12T12:56:00.000+02:00","Bill & Melinda Gates Foundation","2018","1579.79","10.3390/nu10091128",""
"MDPI","Nutrients","USD","1701.579956","2018-03-21T01:27:00.000+01:00","Bill & Melinda Gates Foundation","2018","1384.97","10.3390/nu10030377",""
"MDPI","Nutrients","USD","1454.630005","2017-11-23T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1227.74","10.3390/nu9111258",""
"MDPI","Nutrients","USD","1823.560059","2019-02-07T01:12:00.000+01:00","Bill & Melinda Gates Foundation","2019","1607.37","10.3390/nu11010047",""
"MDPI","Nutrients","USD","1823.560059","2019-02-07T01:10:00.000+01:00","Bill & Melinda Gates Foundation","2019","1607.37","10.3390/nu10122005",""
"MDPI","Nutrients","USD","1823.560059","2019-02-07T01:10:00.000+01:00","Bill & Melinda Gates Foundation","2019","1607.37","10.3390/nu10111776",""
"MDPI","Nutrients","USD","1598.380005","2018-09-18T02:21:00.000+02:00","Bill & Melinda Gates Foundation","2018","1366.49","10.3390/nu10091282",""
"MDPI","Nutrients","USD","1626.160034","2018-09-26T11:24:00.000+02:00","Bill & Melinda Gates Foundation","2018","1385.5","10.3390/nu10091158",""
"MDPI","Remote Sensing","USD","1715.869995","2018-02-19T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1382.65","10.3390/rs10020330",""
"MDPI","Remote Sensing","USD","1723.780029","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1399.17","10.3390/rs10020349",""
"","","","","","","","","",""
"MDPI","Viruses","USD","1557","2017-08-09T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1327.25","10.3390/v9070181",""
"MDPI AG","Agronomy ","USD","1013.109985","2019-02-07T01:11:00.000+01:00","Bill & Melinda Gates Foundation","2019","893.0","10.3390/agronomy8120274",""
"Microbiology Society","Microbial Genomics","USD","900","2018-08-14T11:38:00.000+02:00","Bill & Melinda Gates Foundation","2018","789.06","10.1099/mgen.0.000196",""
"Microbiology Society","Microbiology","GBP","735","2017-06-23T20:29:52.030+02:00","Bill & Melinda Gates Foundation","2017","837.08","10.1099/mic.0.000498",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","4500","2017-11-23T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","3798.11","10.1073/pnas.1700319114",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","2200","2018-08-07T10:49:00.000+02:00","Bill & Melinda Gates Foundation","2018","1896.22","10.1073/pnas.1800115115",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","2200","2018-06-06T16:10:57.813+02:00","Bill & Melinda Gates Foundation","2018","1869.95","10.1073/pnas.1801512115",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","2200","2018-04-05T10:30:00.000+02:00","Bill & Melinda Gates Foundation","2018","1794.45","10.1073/pnas.1715305115",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","5030","2018-04-20T02:36:00.000+02:00","Bill & Melinda Gates Foundation","2018","4086.44","10.1073/pnas.1717295115",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","2200","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1785.71","10.1073/pnas.1716945115",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","3840","2019-03-05T04:56:00.000+01:00","Bill & Melinda Gates Foundation","2019","3389.53","10.1073/pnas.1815661116",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","4930","2019-03-27T02:26:00.000+01:00","Bill & Melinda Gates Foundation","2019","4377.94","10.1073/pnas.1814647116",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","3840","2019-04-03T10:46:00.000+02:00","Bill & Melinda Gates Foundation","2019","3415.46","10.1073/pnas.1814685116",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","2200","2018-10-02T02:12:00.000+02:00","Bill & Melinda Gates Foundation","2018","1905.92","10.1073/pnas.1813587115",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","3900","2019-03-12T02:06:00.000+01:00","Bill & Melinda Gates Foundation","2019","3458.98","10.1073/pnas.1810137115",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","2200","2018-12-04T01:17:00.000+01:00","Bill & Melinda Gates Foundation","2018","1928.3","10.1073/pnas.1722125115",""
"National Academy of Sciences","Proceedings of the National Academy of Sciences of the United States of America","USD","1100","2019-03-12T02:07:00.000+01:00","Bill & Melinda Gates Foundation","2019","975.61","10.1073/pnas.1810287115",""
"Nature Publishing Group","Cellular and Molecular Immunology","USD","3390","2018-12-11T11:25:00.000+01:00","Bill & Melinda Gates Foundation","2018","2979.17","10.1038/s41423-018-0183-z",""
"Nature Publishing Group","Emerging Microbes and Infections","USD","750","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","608.77","10.1038/s41426-018-0025-1",""
"Nature Publishing Group","Heredity","USD","3000","2018-06-28T02:33:00.000+02:00","Bill & Melinda Gates Foundation","2018","2590.0","10.1038/s41437-018-0109-7",""
"Nature Publishing Group","Journal of Exposure Science and Environmental Epidemiology","USD","3300","2018-10-10T02:31:00.000+02:00","Bill & Melinda Gates Foundation","2018","2869.57","10.1038/s41370-018-0066-5",""
"Nature Publishing Group","Journal of Exposure Science and Environmental Epidemiology","USD","3300","2019-02-22T02:35:00.000+01:00","Bill & Melinda Gates Foundation","2019","2913.91","10.1038/s41370-019-0115-8",""
"Nature Publishing Group","Journal of Perinatology","USD","3300","2018-04-20T15:41:00.000+02:00","Bill & Melinda Gates Foundation","2018","2680.97","10.1038/s41372-018-0112-0",""
"Nature Publishing Group","Journal of Perinatology","USD","3700","2017-07-13T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3240.78","10.1038/jp.2016.268",""
"Nature Publishing Group","Light: Science & Applications","USD","3975","2018-05-29T03:37:00.000+02:00","Bill & Melinda Gates Foundation","2018","3439.18","10.1038/s41377-018-0022-0",""
"Nature Publishing Group","Mucosal Immunology","USD","3500","2017-12-20T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2954.83","10.1038/mi.2016.91",""
"","","","","","","","","",""
"Nature Publishing Group","Nature","USD","1675","2017-05-22T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1489.82","10.1038/s41598-017-02009-3",""
"","","","","","","","","",""
"Nature Publishing Group","Nature Communications","USD","5200","2018-09-11T02:03:00.000+02:00","Bill & Melinda Gates Foundation","2018","4492.83","10.1038/s41467-018-06044-0",""
"Nature Publishing Group","Nature Communications","USD","5200","2018-05-29T03:38:00.000+02:00","Bill & Melinda Gates Foundation","2018","4499.05","10.1038/s41467-018-04104-z",""
"Nature Publishing Group","Nature Communications","USD","5200","2018-06-28T02:26:00.000+02:00","Bill & Melinda Gates Foundation","2018","4489.34","10.1101/225359",""
"","","","","","","","","",""
"Nature Publishing Group","Nature Communications","USD","5199.990234","2018-03-14T11:39:00.000+01:00","Bill & Melinda Gates Foundation","2018","4204.05","10.1038/s41467-018-03231-x",""
"Nature Publishing Group","Nature Communications","USD","5200","2017-12-18T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","4408.65","10.1038/s41467-017-01924-3",""
"Nature Publishing Group","Nature Communications","USD","5200","2017-12-18T09:06:00.000+01:00","Bill & Melinda Gates Foundation","2017","4408.65","10.1038/s41467-017-02294-6",""
"Nature Publishing Group","Nature Communications","USD","5200","2017-07-21T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","4466.59","10.1038/s41467-017-00144-z",""
"Nature Publishing Group","Nature Communications","USD","5200","2017-07-27T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","4446.72","10.1038/ncomms14114",""
"Nature Publishing Group","Nature Communications","USD","5200","2017-10-02T04:55:00.000+02:00","Bill & Melinda Gates Foundation","2017","4427.79","10.1038/s41467-017-01270-4",""
"Nature Publishing Group","Nature Communications","USD","5200","2019-02-22T02:36:00.000+01:00","Bill & Melinda Gates Foundation","2019","4591.61","10.1038/s41467-019-08854-2",""
"Nature Publishing Group","Nature Communications","USD","5200","2019-01-15T01:23:00.000+01:00","Bill & Melinda Gates Foundation","2019","4551.82","10.1038/s41467-019-08401-z",""
"Nature Publishing Group","Nature Communications","USD","5200","2019-02-07T01:32:00.000+01:00","Bill & Melinda Gates Foundation","2019","4583.52","10.1038/s41467-018-07852-0",""
"Nature Publishing Group","Nature Communications","USD","5200","2019-02-22T02:35:00.000+01:00","Bill & Melinda Gates Foundation","2019","4591.61","10.1038/s41467-019-08736-7",""
"Nature Publishing Group","Nature Communications","USD","5200","2019-03-15T01:22:00.000+01:00","Bill & Melinda Gates Foundation","2019","4598.51","10.1038/s41467-019-09139-4",""
"Nature Publishing Group","Nature Communications","USD","5200","2019-04-25T03:17:00.000+02:00","Bill & Melinda Gates Foundation","2019","4675.0","10.1038/s41467-019-09969-2",""
"Nature Publishing Group","Nature Communications","USD","5200","2019-04-25T03:08:00.000+02:00","Bill & Melinda Gates Foundation","2019","4675.0","10.1038/s41467-019-09880-w",""
"Nature Publishing Group","Nature Communications","USD","5200","2019-04-25T02:57:00.000+02:00","Bill & Melinda Gates Foundation","2019","4675.0","10.1038/s41467-019-09611-1",""
"Nature Publishing Group","Nature Communications","USD","5200","2019-04-08T03:56:00.000+02:00","Bill & Melinda Gates Foundation","2019","4623.87","10.1038/s41467-019-09442-0",""
"Nature Publishing Group","Nature Communications","USD","5200","2018-10-09T03:19:00.000+02:00","Bill & Melinda Gates Foundation","2018","4547.44","10.1038/s41467-018-06983-8",""
"Nature Publishing Group","Nature Communications","USD","5200","2018-10-09T03:19:00.000+02:00","Bill & Melinda Gates Foundation","2018","4547.44","10.1038/s41467-018-06667-3",""
"Nature Publishing Group","Nature Communications","USD","5200","2018-10-09T03:17:00.000+02:00","Bill & Melinda Gates Foundation","2018","4547.44","10.1038/s41467-018-06742-9",""
"Nature Publishing Group","Nature Communications","USD","5200","2018-11-15T14:07:00.000+01:00","Bill & Melinda Gates Foundation","2018","4599.73","10.1038/s41467-018-07370-z",""
"Nature Publishing Group","Nature Communications","USD","5200","2018-11-15T02:06:00.000+01:00","Bill & Melinda Gates Foundation","2018","4599.73","10.1038/s41467-018-07110-3",""
"Nature Publishing Group","Nature Communications","USD","5200","2019-01-15T01:20:00.000+01:00","Bill & Melinda Gates Foundation","2019","4551.82","10.1038/s41467-018-07983-4",""
"Nature Publishing Group","Nature Communications","USD","5200","2019-01-15T01:21:00.000+01:00","Bill & Melinda Gates Foundation","2019","4551.82","10.1038/s41467-019-08355-2",""
"Nature Publishing Group","NPJ Vaccines","USD","3300","2017-09-16T07:13:47.347+02:00","Bill & Melinda Gates Foundation","2017","2761.97","10.1038/s41541-017-0025-5",""
"Nature Publishing Group","NPJ Vaccines","USD","3300","2017-07-27T05:52:41.603+02:00","Bill & Melinda Gates Foundation","2017","2821.96","10.1038/s41541-017-0026-4",""
"Nature Publishing Group","NPJ Vaccines","USD","3300","2018-06-28T02:26:00.000+02:00","Bill & Melinda Gates Foundation","2018","2849.0","10.1038/s41541-018-0068-2",""
