institution;period;euro;doi;is_hybrid;journal_full_title
Medical University of Vienna;2017;NA;10.1007/s00520-017-3771-z;TRUE;Supportive Care in Cancer
Medical University of Vienna;2017;NA;10.1007/s12254-017-0336-2;TRUE;memo - Magazine of European Medical Oncology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s12254-017-0339-z;TRUE;memo - Magazine of European Medical Oncology
Medical University of Vienna;2017;NA;10.1007/s12254-017-0341-5;TRUE;memo - Magazine of European Medical Oncology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s40211-017-0229-y;TRUE;neuropsychiatrie
Medical University of Vienna;2017;NA;10.1007/s40257-017-0306-9;TRUE;American Journal of Clinical Dermatology
Medical University of Vienna;2017;NA;10.1007/s40273-017-0522-4;TRUE;PharmacoEconomics
University of Graz;2017;NA;10.1007/s11406-017-9873-5;TRUE;Philosophia
University of Graz;2017;NA;10.1007/s11207-017-1120-5;TRUE;Solar Physics
International Institute for Applied Systems Analysis (IIASA);2017;NA;10.1007/s10680-017-9434-4;TRUE;European Journal of Population
Paracelsus Medical University;2017;NA;10.1007/s00066-017-1182-1;TRUE;Strahlentherapie und Onkologie
Graz University of Technology;2017;NA;10.1007/s10209-017-0564-6;TRUE;Universal Access in the Information Society
Austrian Science Fund (FWF);2017;NA;10.1007/s00425-017-2741-5;TRUE;Planta
University of Vienna;2017;NA;10.1007/s00221-017-5040-2;TRUE;Experimental Brain Research
Austrian Science Fund (FWF);2017;NA;10.1007/s00265-017-2340-2;TRUE;Behavioral Ecology and Sociobiology
University of Vienna;2017;NA;10.1007/s11356-017-9518-z;TRUE;Environmental Science and Pollution Research
Medical University of Vienna;2017;NA;10.1007/s00508-017-1231-x;TRUE;Wiener klinische Wochenschrift
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0630-7;TRUE;BHM Berg- und Hüttenmännische Monatshefte
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00506-017-0411-2;TRUE;Österreichische Wasser- und Abfallwirtschaft
Johannes Kepler University Linz;2017;NA;10.1007/s00707-017-1918-0;TRUE;Acta Mechanica
Medical University of Graz;2017;NA;10.1007/s00112-017-0340-y;TRUE;Monatsschrift Kinderheilkunde
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10570-017-1398-3;TRUE;Cellulose
University of Applied Sciences Upper Austria;2017;NA;10.1007/s10035-017-0745-2;TRUE;Granular Matter
Medical University of Vienna;2017;NA;10.1007/s00066-017-1178-x;TRUE;Strahlentherapie und Onkologie
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00506-017-0410-3;TRUE;Österreichische Wasser- und Abfallwirtschaft
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10570-017-1396-5;TRUE;Cellulose
Paris Lodron University of Salzburg;2017;NA;10.1007/s00414-017-1643-1;TRUE;International Journal of Legal Medicine
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10113-017-1204-7;TRUE;Regional Environmental Change
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00402-017-2767-y;TRUE;Archives of Orthopaedic and Trauma Surgery
University of Vienna;2017;NA;10.1007/s11577-017-0461-2;TRUE;KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie
Medical University of Vienna;2017;NA;10.1007/s00508-017-1230-y;TRUE;Wiener klinische Wochenschrift
TU Wien (TUW);2017;NA;10.1007/s00502-017-0507-1;TRUE;e & i Elektrotechnik und Informationstechnik
Austrian Science Fund (FWF);2017;NA;10.1007/s10750-017-3291-3;TRUE;Hydrobiologia
Medical University of Vienna;2017;NA;10.1007/s00132-017-3452-0;TRUE;Der Orthopäde
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00117-017-0274-3;TRUE;Der Radiologe
Medical University of Graz;2017;NA;10.1007/s00292-017-0306-9;TRUE;Der Pathologe
Paracelsus Medical University;2017;NA;10.1007/s10545-017-0057-z;TRUE;Journal of Inherited Metabolic Disease
University of Veterinary Medicine Vienna;2017;NA;10.1007/s10336-017-1478-z;TRUE;Journal of Ornithology
University of Veterinary Medicine Vienna;2017;NA;10.1007/s10344-017-1125-2;TRUE;European Journal of Wildlife Research
Austrian Science Fund (FWF);2017;NA;10.1007/s00338-017-1601-x;TRUE;Coral Reefs
Vienna University of Economics and Business (WU);2017;NA;10.1007/s00181-017-1302-x;TRUE;Empirical Economics
University of Vienna;2017;NA;10.3758/s13428-017-0934-2;TRUE;Behavior Research Methods
Medical University of Graz;2017;NA;10.1007/s40211-017-0237-y;TRUE;neuropsychiatrie
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0647-y;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Medical University of Graz;2017;NA;10.1007/s00608-017-0490-0;TRUE;Pädiatrie & Pädologie
Medical University of Vienna;2017;NA;10.1007/s00739-017-0409-3;TRUE;psychopraxis. neuropraxis
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10841-017-0010-3;TRUE;Journal of Insect Conservation
Graz University of Technology;2017;NA;10.1007/s41104-017-0019-3;TRUE;Automotive and Engine Technology
Medical University of Graz;2017;NA;10.1007/s00112-017-0332-y;TRUE;Monatsschrift Kinderheilkunde
University of Graz;2017;NA;10.1007/s00784-017-2172-5;TRUE;Clinical Oral Investigations
Vienna University of Economics and Business (WU);2017;NA;10.1007/s00211-017-0903-9;TRUE;Numerische Mathematik
University of Veterinary Medicine Vienna;2017;NA;10.1007/s12550-017-0284-z;TRUE;Mycotoxin Research
University of Vienna;2017;NA;10.1007/s10761-017-0440-3;TRUE;International Journal of Historical Archaeology
University of Klagenfurt;2017;NA;10.1007/s11613-017-0508-2;TRUE;Organisationsberatung, Supervision, Coaching
Austrian Science Fund (FWF);2017;NA;10.1007/s00605-017-1075-5;TRUE;Monatshefte für Mathematik
Austrian Science Fund (FWF);2017;NA;10.1007/s00706-017-2010-0;TRUE;Monatshefte für Chemie - Chemical Monthly
University of Vienna;2017;NA;10.1007/s11007-017-9423-7;TRUE;Continental Philosophy Review
University of Klagenfurt;2017;NA;10.1007/s11019-017-9784-z;TRUE;Medicine, Health Care and Philosophy
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s15010-017-1042-z;TRUE;Infection
University of Graz;2017;NA;10.1007/s11609-017-0335-5;TRUE;Berliner Journal für Soziologie
Medical University of Vienna;2017;NA;10.1007/s10354-017-0584-0;TRUE;Wiener Medizinische Wochenschrift
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0651-2;TRUE;BHM Berg- und Hüttenmännische Monatshefte
University of Graz;2017;NA;10.1007/s00049-017-0242-4;TRUE;Chemoecology
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10570-017-1397-4;TRUE;Cellulose
Johannes Kepler University Linz;2017;NA;10.1007/s11044-017-9583-6;TRUE;Multibody System Dynamics
Johannes Kepler University Linz;2017;NA;10.1007/s11044-017-9582-7;TRUE;Multibody System Dynamics
Austrian Science Fund (FWF);2017;NA;10.1007/s10670-017-9913-3;TRUE;Erkenntnis
Austrian Science Fund (FWF);2017;NA;10.1007/s11207-017-1112-5;TRUE;Solar Physics
Austrian Science Fund (FWF);2017;NA;10.1007/s12551-017-0275-5;TRUE;Biophysical Reviews
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00217-017-2953-8;TRUE;European Food Research and Technology
Medical University of Vienna;2017;NA;10.1007/s10096-017-3051-3;TRUE;European Journal of Clinical Microbiology & Infectious Diseases
Medical University of Vienna;2017;NA;10.1007/s00330-017-4937-2;TRUE;European Radiology
Graz University of Technology;2017;NA;10.1007/s10772-017-9436-y;TRUE;International Journal of Speech Technology
University of Klagenfurt;2017;NA;10.1007/s11577-017-0464-z;TRUE;KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0638-z;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0637-0;TRUE;BHM Berg- und Hüttenmännische Monatshefte
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00605-017-1076-4;TRUE;Monatshefte für Mathematik
Medical University of Vienna;2017;NA;10.1007/s00702-017-1751-6;TRUE;Journal of Neural Transmission
Graz University of Technology;2017;NA;10.1007/s41104-017-0018-4;TRUE;Automotive and Engine Technology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00117-017-0285-0;TRUE;Der Radiologe
Austrian Science Fund (FWF);2017;NA;10.1007/s11046-017-0175-z;TRUE;Mycopathologia
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10980-017-0556-1;TRUE;Landscape Ecology
Paracelsus Medical University;2017;NA;10.1007/s00586-017-5204-6;TRUE;European Spine Journal
University of Vienna;2017;NA;10.1007/s00222-017-0743-3;TRUE;Inventiones mathematicae
Medical University of Vienna;2017;NA;10.1007/s12016-017-8619-2;TRUE;Clinical Reviews in Allergy & Immunology
Paris Lodron University of Salzburg;2017;NA;10.1007/s35834-017-0184-5;TRUE;Zeitschrift für Bildungsforschung
University of Vienna;2017;NA;10.1007/s11577-017-0454-1;TRUE;KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0655-y;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Montanuniversität Leoben;2017;NA;10.1007/s00501-017-0625-4;TRUE;BHM Berg- und Hüttenmännische Monatshefte
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10750-017-3307-z;TRUE;Hydrobiologia
Austrian Science Fund (FWF);2017;NA;10.1007/s00020-017-2385-7;TRUE;Integral Equations and Operator Theory
Medical University of Vienna;2017;NA;10.1007/s00398-017-0167-9;TRUE;Zeitschrift für Herz-,Thorax- und Gefäßchirurgie
Austrian Science Fund (FWF);2017;NA;10.1140/epjst/e2017-70053-1;TRUE;The European Physical Journal Special Topics
TU Wien (TUW);2017;NA;10.1140/epjst/e2017-70054-6;TRUE;The European Physical Journal Special Topics
Medical University of Graz;2017;NA;10.1140/epje/i2017-11558-8;TRUE;The European Physical Journal E
Medical University of Graz;2017;NA;10.1007/s00167-017-4425-x;TRUE;Knee Surgery, Sports Traumatology, Arthroscopy
Austrian Science Fund (FWF);2017;NA;10.1007/s11831-017-9220-9;TRUE;Archives of Computational Methods in Engineering
Medical University of Graz;2017;NA;10.1007/s10877-017-0052-9;TRUE;Journal of Clinical Monitoring and Computing
University of Vienna;2017;NA;10.1007/s10858-017-0129-2;TRUE;Journal of Biomolecular NMR
TU Wien (TUW);2017;NA;10.1007/s00211-017-0913-7;TRUE;Numerische Mathematik
Johannes Kepler University Linz;2017;NA;10.1007/s11846-017-0247-y;TRUE;Review of Managerial Science
Austrian Science Fund (FWF);2017;NA;10.1007/s11557-017-1329-6;TRUE;Mycological Progress
University of Vienna;2017;NA;10.1007/s00332-017-9407-0;TRUE;Journal of Nonlinear Science
Austrian Science Fund (FWF);2017;NA;10.1007/s10816-017-9348-9;TRUE;Journal of Archaeological Method and Theory
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00740-017-0179-9;TRUE;Wiener klinisches Magazin
Medical University of Vienna;2017;NA;10.1007/s00508-017-1242-7;TRUE;Wiener klinische Wochenschrift
Medical University of Graz;2017;NA;10.1007/s10354-017-0588-9;TRUE;Wiener Medizinische Wochenschrift
Austrian Science Fund (FWF);2017;NA;10.1007/s11104-017-3384-9;TRUE;Plant and Soil
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11548-017-1653-y;TRUE;International Journal of Computer Assisted Radiology and Surgery
Medical University of Graz;2017;NA;10.1007/s00113-017-0392-4;TRUE;Der Unfallchirurg
Austrian Science Fund (FWF);2017;NA;10.1007/s10577-017-9563-y;TRUE;Chromosome Research
TU Wien (TUW);2017;NA;10.1007/s10529-017-2408-0;TRUE;Biotechnology Letters
Austrian Science Fund (FWF);2017;NA;10.1007/s00204-017-2034-6;TRUE;Archives of Toxicology
TU Wien (TUW);2017;NA;10.1007/s00608-017-0500-2;TRUE;Pädiatrie & Pädologie
Medical University of Graz;2017;NA;10.1007/s00508-017-1244-5;TRUE;Wiener klinische Wochenschrift
University of Vienna;2017;NA;10.1007/s10482-017-0920-9;TRUE;Antonie van Leeuwenhoek
University of Veterinary Medicine Vienna;2017;NA;10.1007/s41055-017-0018-0;TRUE;Food Ethics
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s41464-017-0036-9;TRUE;Schmalenbach Business Review
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s12104-017-9768-1;TRUE;Biomolecular NMR Assignments
Austrian Science Fund (FWF);2017;NA;10.1007/s12104-017-9754-7;TRUE;Biomolecular NMR Assignments
University of Vienna;2017;NA;10.1007/s11948-017-9953-8;TRUE;Science and Engineering Ethics
Johannes Kepler University Linz;2017;NA;10.1007/s00542-017-3520-8;TRUE;Microsystem Technologies
Austrian Science Fund (FWF);2017;NA;10.1007/s00340-017-6806-8;TRUE;Applied Physics B
Austrian Science Fund (FWF);2017;NA;10.1007/s00220-017-2980-0;TRUE;Communications in Mathematical Physics
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10683-017-9536-1;TRUE;Experimental Economics
Medical University of Vienna;2017;NA;10.1007/s11060-017-2582-x;TRUE;Journal of Neuro-Oncology
Graz University of Technology;2017;NA;10.1007/s11661-017-4277-5;TRUE;Metallurgical and Materials Transactions A
Medical University of Vienna;2017;NA;10.1007/s40211-017-0241-2;TRUE;neuropsychiatrie
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00606-017-1448-1;TRUE;Plant Systematics and Evolution
University of Vienna;2017;NA;10.1007/s16024-017-0307-x;TRUE;HeilberufeScience
Johannes Kepler University Linz;2017;NA;10.1007/s00707-017-1942-0;TRUE;Acta Mechanica
Paris Lodron University of Salzburg;2017;NA;10.1007/s00608-017-0489-6;TRUE;Pädiatrie & Pädologie
Medical University of Graz;2017;NA;10.1007/s12094-017-1742-y;TRUE;Clinical and Translational Oncology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00063-017-0323-8;TRUE;Medizinische Klinik - Intensivmedizin und Notfallmedizin
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00117-017-0292-1;TRUE;Der Radiologe
Austrian Science Fund (FWF);2017;NA;10.1007/s10035-017-0740-7;TRUE;Granular Matter
Vienna University of Economics and Business (WU);2017;NA;10.1007/s11301-017-0128-0;TRUE;Management Review Quarterly
Austrian Science Fund (FWF);2017;NA;10.1007/s41885-017-0015-0;TRUE;Economics of Disasters and Climate Change
Medical University of Vienna;2017;NA;10.1007/s00117-017-0288-x;TRUE;Der Radiologe
Vienna University of Economics and Business (WU);2017;NA;10.1007/s11614-017-0270-x;TRUE;Österreichische Zeitschrift für Soziologie
Medical University of Graz;2017;NA;10.1007/s00247-017-3837-6;TRUE;Pediatric Radiology
Johannes Kepler University Linz;2017;NA;10.1007/s10992-017-9445-y;TRUE;Journal of Philosophical Logic
Austrian Science Fund (FWF);2017;NA;10.1007/s10509-017-3151-7;TRUE;Astrophysics and Space Science
University of Vienna;2017;NA;10.1007/s11750-017-0462-3;TRUE;TOP
Medical University of Vienna;2017;NA;10.1007/s00405-017-4699-0;TRUE;European Archives of Oto-Rhino-Laryngology
Austrian Science Fund (FWF);2017;NA;10.1007/s10342-017-1072-1;TRUE;European Journal of Forest Research
Austrian Science Fund (FWF);2017;NA;10.1007/s00453-017-0358-5;TRUE;Algorithmica
Austrian Science Fund (FWF);2017;NA;10.1007/s11244-017-0852-7;TRUE;Topics in Catalysis
University of Graz;2017;NA;10.1007/s40725-017-0067-y;TRUE;Current Forestry Reports
Austrian Science Fund (FWF);2017;NA;10.1007/s10750-017-3295-z;TRUE;Hydrobiologia
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s12186-017-9188-5;TRUE;Vocations and Learning
FH Kufstein Tirol - University of Applied Sciences;2017;NA;10.1007/s00450-017-0363-6;TRUE;Computer Science - Research and Development
Austrian Science Fund (FWF);2017;NA;10.1007/s00424-017-2038-3;TRUE;Pflügers Archiv - European Journal of Physiology
University of Graz;2017;NA;10.1007/s11127-017-0472-6;TRUE;Public Choice
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1365/s41113-017-0015-6;TRUE;Managementforschung
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s12254-017-0344-2;TRUE;memo - Magazine of European Medical Oncology
Paracelsus Medical University;2017;NA;10.1007/s40211-017-0242-1;TRUE;neuropsychiatrie
University of Vienna;2017;NA;10.1007/s00608-017-0503-z;TRUE;Pädiatrie & Pädologie
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00013-017-1086-4;TRUE;Archiv der Mathematik
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00011-017-1086-7;TRUE;Inflammation Research
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10304-017-0148-9;TRUE;Gynäkologische Endokrinologie
Austrian Science Fund (FWF);2017;NA;10.1007/s10998-017-0195-y;TRUE;Periodica Mathematica Hungarica
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s11569-017-0305-6;TRUE;NanoEthics
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s41244-017-0066-2;TRUE;Zeitschrift für Literaturwissenschaft und Linguistik
Medical University of Vienna;2017;NA;10.1007/s00520-017-3853-y;TRUE;Supportive Care in Cancer
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00264-017-3598-8;TRUE;International Orthopaedics
Medical University of Vienna;2017;NA;10.1007/s10495-017-1413-z;TRUE;Apoptosis
Graz University of Technology;2017;NA;10.1007/s10851-017-0755-z;TRUE;Journal of Mathematical Imaging and Vision
University of Applied Sciences Upper Austria;2017;NA;10.1365/s40702-017-0340-3;TRUE;HMD Praxis der Wirtschaftsinformatik
Paracelsus Medical University;2017;NA;10.1007/s40211-017-0236-z;TRUE;neuropsychiatrie
Medical University of Vienna;2017;NA;10.1007/s40211-017-0240-3;TRUE;neuropsychiatrie
Graz University of Technology;2017;NA;10.1007/s00501-017-0671-y;TRUE;BHM Berg- und Hüttenmännische Monatshefte
Medical University of Vienna;2017;NA;10.1007/s40211-017-0244-z;TRUE;neuropsychiatrie
Medical University of Vienna;2017;NA;10.1007/s40211-017-0235-0;TRUE;neuropsychiatrie
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10706-017-0342-5;TRUE;Geotechnical and Geological Engineering
Paracelsus Medical University;2017;NA;10.1007/s40263-017-0460-x;TRUE;CNS Drugs
Austrian Science Fund (FWF);2017;NA;10.1007/s00429-017-1494-z;TRUE;Brain Structure and Function
TU Wien (TUW);2017;NA;10.1007/s00450-017-0377-0;TRUE;Computer Science - Research and Development
Medical University of Vienna;2017;NA;10.1007/s00280-017-3390-x;TRUE;Cancer Chemotherapy and Pharmacology
Johannes Kepler University Linz;2017;NA;10.1007/s10009-017-0468-z;TRUE;International Journal on Software Tools for Technology Transfer
Austrian Science Fund (FWF);2017;NA;10.1007/s10336-017-1481-4;TRUE;Journal of Ornithology
University of Vienna;2017;NA;10.1007/s12542-017-0378-0;TRUE;PalZ
Medical University of Graz;2017;NA;10.1007/s00198-017-4190-1;TRUE;Osteoporosis International
Montanuniversität Leoben;2017;NA;10.1007/s11837-017-2536-y;TRUE;JOM
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11332-017-0392-3;TRUE;Sport Sciences for Health
Medical University of Graz;2017;NA;10.1007/s00717-017-0369-2;TRUE;Spektrum der Augenheilkunde
Austrian Science Fund (FWF);2017;NA;10.1007/s40808-017-0353-5;TRUE;Modeling Earth Systems and Environment
Paris Lodron University of Salzburg;2017;NA;10.1007/s00278-017-0214-8;TRUE;Psychotherapeut
Medical University of Vienna;2017;NA;10.1007/s40211-017-0234-1;TRUE;neuropsychiatrie
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10522-017-9715-7;TRUE;Biogerontology
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s40211-017-0238-x;TRUE;neuropsychiatrie
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1140/epjst/e2017-70077-5;TRUE;The European Physical Journal Special Topics
University of Vienna;2017;NA;10.1007/s13137-017-0097-4;TRUE;GEM - International Journal on Geomathematics
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10021-017-0178-0;TRUE;Ecosystems
Austrian Science Fund (FWF);2017;NA;10.1007/s10479-017-2623-z;TRUE;Annals of Operations Research
Austrian Science Fund (FWF);2017;NA;10.1007/s10703-017-0297-4;TRUE;Formal Methods in System Design
Medical University of Vienna;2017;NA;10.1007/s11102-017-0829-3;TRUE;Pituitary
Montanuniversität Leoben;2017;NA;10.1007/s00506-017-0423-y;TRUE;Österreichische Wasser- und Abfallwirtschaft
TU Wien (TUW);2017;NA;10.1007/s00502-017-0515-1;TRUE;e & i Elektrotechnik und Informationstechnik
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00053-017-0194-8;TRUE;coloproctology
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10722-017-0561-x;TRUE;Genetic Resources and Crop Evolution
Austrian Science Fund (FWF);2017;NA;10.1007/s00205-017-1172-6;TRUE;Archive for Rational Mechanics and Analysis
Austrian Science Fund (FWF);2017;NA;10.1007/s10037-017-0116-9;TRUE;Review of Regional Research
Austrian Science Fund (FWF);2017;NA;10.1007/s00382-017-3857-9;TRUE;Climate Dynamics
University of Vienna;2017;NA;10.1007/s10959-017-0785-x;TRUE;Journal of Theoretical Probability
Medical University of Vienna;2017;NA;10.1007/s11812-017-0087-3;TRUE;Wiener klinische Wochenschrift Education
Austrian Science Fund (FWF);2017;NA;10.1007/s40879-017-0178-9;TRUE;European Journal of Mathematics
Paracelsus Medical University;2017;NA;10.1007/s10039-017-0302-6;TRUE;Trauma und Berufskrankheit
Montanuniversität Leoben;2017;NA;10.1007/s00226-017-0962-1;TRUE;Wood Science and Technology
Medical University of Vienna;2017;NA;10.1007/s00125-017-4437-6;TRUE;Diabetologia
Medical University of Vienna;2017;NA;10.1007/s11695-017-2925-x;TRUE;Obesity Surgery
Medical University of Graz;2017;NA;10.1007/s10856-017-5969-5;TRUE;Journal of Materials Science: Materials in Medicine
Austrian Science Fund (FWF);2017;NA;10.1007/s00605-017-1100-8;TRUE;Monatshefte für Mathematik
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00717-017-0367-4;TRUE;Spektrum der Augenheilkunde
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s11212-017-9290-0;TRUE;Studies in East European Thought
Austrian Science Fund (FWF);2017;NA;10.1007/s10726-017-9541-y;TRUE;Group Decision and Negotiation
Medical University of Graz;2017;NA;10.1007/s11553-017-0619-9;TRUE;Prävention und Gesundheitsförderung
Medical University of Graz;2017;NA;10.1007/s00125-017-4422-0;TRUE;Diabetologia
University of Vienna;2017;NA;10.1007/s11365-017-0472-5;TRUE;International Entrepreneurship and Management Journal
Austrian Science Fund (FWF);2017;NA;10.1007/s10444-017-9549-5;TRUE;Advances in Computational Mathematics
Medical University of Graz;2017;NA;10.1007/s00508-017-1251-6;TRUE;Wiener klinische Wochenschrift
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00063-017-0340-7;TRUE;Medizinische Klinik - Intensivmedizin und Notfallmedizin
Medical University of Vienna;2017;NA;10.1007/s00053-017-0197-5;TRUE;coloproctology
Austrian Science Fund (FWF);2017;NA;10.1007/s11229-017-1541-6;TRUE;Synthese
University of Graz;2017;NA;10.1007/s00526-017-1225-6;TRUE;Calculus of Variations and Partial Differential Equations
Medical University of Vienna;2017;NA;10.1007/s00066-017-1215-9;TRUE;Strahlentherapie und Onkologie
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s15010-017-1072-6;TRUE;Infection
Medical University of Vienna;2017;NA;10.1007/s00228-017-2327-y;TRUE;European Journal of Clinical Pharmacology
TU Wien (TUW);2017;NA;10.1007/s00216-017-0615-0;TRUE;Analytical and Bioanalytical Chemistry
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00441-017-2686-9;TRUE;Cell and Tissue Research
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s40134-017-0256-2;TRUE;Current Radiology Reports
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00506-017-0425-9;TRUE;Österreichische Wasser- und Abfallwirtschaft
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00608-017-0507-8;TRUE;Pädiatrie & Pädologie
Medical University of Vienna;2017;NA;10.1007/s00508-017-1255-2;TRUE;Wiener klinische Wochenschrift
Paracelsus Medical University;2017;NA;10.1007/s10353-017-0492-y;TRUE;European Surgery
Montanuniversität Leoben;2017;NA;10.1007/s00506-017-0420-1;TRUE;Österreichische Wasser- und Abfallwirtschaft
Medical University of Vienna;2017;NA;10.1007/s10354-017-0597-8;TRUE;Wiener Medizinische Wochenschrift
Medical University of Graz;2017;NA;10.1007/s00105-017-4055-8;TRUE;Der Hautarzt
Montanuniversität Leoben;2017;NA;10.1007/s11118-017-9651-9;TRUE;Potential Analysis
Medical University of Vienna;2017;NA;10.1007/s00259-017-3831-0;TRUE;European Journal of Nuclear Medicine and Molecular Imaging
Austrian Science Fund (FWF);2017;NA;10.1007/s00190-017-1066-2;TRUE;Journal of Geodesy
TU Wien (TUW);2017;NA;10.1007/s00253-017-8475-2;TRUE;Applied Microbiology and Biotechnology
Johannes Kepler University Linz;2017;NA;10.1007/s10008-017-3715-z;TRUE;Journal of Solid State Electrochemistry
TU Wien (TUW);2017;NA;10.1007/s11761-017-0218-9;TRUE;Service Oriented Computing and Applications
Austrian Science Fund (FWF);2017;NA;10.1007/s10703-017-0276-9;TRUE;Formal Methods in System Design
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s12286-017-0349-6;TRUE;Zeitschrift für Vergleichende Politikwissenschaft
Medical University of Vienna;2017;NA;10.1007/s12254-017-0352-2;TRUE;memo - Magazine of European Medical Oncology
Montanuniversität Leoben;2017;NA;10.1007/s00506-017-0421-0;TRUE;Österreichische Wasser- und Abfallwirtschaft
Medical University of Vienna;2017;NA;10.1007/s00508-017-1248-1;TRUE;Wiener klinische Wochenschrift
Medical University of Graz;2017;NA;10.1007/s00056-017-0107-z;TRUE;Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie
International Institute for Applied Systems Analysis (IIASA);2017;NA;10.1007/s11205-017-1753-7;TRUE;Social Indicators Research
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s13165-017-0195-5;TRUE;Organic Agriculture
Graz University of Technology;2017;NA;10.1007/s00208-017-1593-4;TRUE;Mathematische Annalen
FH Salzburg - University of Applied Sciences;2017;NA;10.1007/s00450-017-0348-5;TRUE;Computer Science - Research and Development
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10336-017-1493-0;TRUE;Journal of Ornithology
Graz University of Technology;2017;NA;10.1007/s00107-017-1226-3;TRUE;European Journal of Wood and Wood Products
Montanuniversität Leoben;2017;NA;10.1007/s00506-017-0424-x;TRUE;Österreichische Wasser- und Abfallwirtschaft
Medical University of Vienna;2017;NA;10.1007/s00508-017-1256-1;TRUE;Wiener klinische Wochenschrift
Medical University of Vienna;2017;NA;10.1007/s00739-017-0420-8;TRUE;psychopraxis. neuropraxis
University of Graz;2017;NA;10.1007/s11577-017-0433-6;TRUE;KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie
