institution,period,euro,doi,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,snsf_title
Swiss National Science Foundation (SNSF),2021-05-27,2459.689213893967,10.1002/evl3.231,Evolution Letters,Wiley,FALSE,NA,NA,2690.9,1.094,107715 - 10764 - 27.05.2021,31AC-0_205612,169395,Modularity patterns in mammalian domestication: assessing developmental hypotheses for diversification
Swiss National Science Foundation (SNSF),2021-05-27,2801.645338208409,10.3389/fpsyt.2021.621284,Frontiers in Psychiatry,Frontiers Media SA (Schweiz),FALSE,NA,NA,3065,1.094,107729 - 11638 - 27.05.2021,32AC-0_205631,140960,"Course, moderators and predictors of acute coronary syndrome-induced posttraumatic stress: A secondary analysis from the Myocardial Infarction-Stress Prevention Intervention (MI-SPRINT) randomized con"
Swiss National Science Foundation (SNSF),2021-05-27,2930.045703839122,10.1016/j.stemcr.2020.06.008,Stem Cell Reports,,FALSE,NA,NA,3205.47,1.094,107718 - 10822 - 27.05.2021,31AC-0_205638,179490,A Novel GATA2 Protein Reporter Mouse Reveals Hematopoietic Progenitor Cell Types
Swiss National Science Foundation (SNSF),2021-05-27,3168.281535648994,10.1126/sciadv.abg8685,Science Advances,American Association for the Advancement of Science ,FALSE,NA,NA,3466.1,1.094,107717 - 10815 - 27.05.2021,31AC-0_205636,"173089, 201270, 150814",Structural basis of the activation of the CC chemokine receptor 5 by a chemokine agonist
Swiss National Science Foundation (SNSF),2021-05-27,3459.2778793418643,10.1038/s41398-021-01456-x,Translational Psychiatry,Springer Nature Limited,FALSE,2158-3188,NA,3784.45,1.094,107719 - 10859 - 27.05.2021,32AC-0_205577,179404,Long-term effects of early treatment with SSRIs on cognition and brain development in individuals with 22q11.2 deletion syndrome
Swiss National Science Foundation (SNSF),2021-05-27,4218.098720292504,10.1002/advs.v8.3,Advanced Science,,FALSE,2198-3844,NA,4614.6,1.094,107727 - 10477 - 27.05.2021,20AC-1_205639,153314,Thermodynamics and Dynamics of Supercritical Water Pseudo‐Boiling
Swiss National Science Foundation (SNSF),2021-05-21,1191.5447897623399,10.1016/j.jbc.2021.100566,Journal of Biological Chemistry,Elsevier,FALSE,NA,NA,1303.55,1.094,107679 - 10822 - 21.05.2021,31AC-0_205544,182426,Nutrient availability regulates proline/alanine transporters in Trypanosoma brucei
Swiss National Science Foundation (SNSF),2021-05-21,1944.9542961608774,10.5194/cp-17-843-2021,Climate of the Past,Copernicus.org,FALSE,1814-9332,NA,2127.78,1.094,107677 - 10754 - 21.05.2021,20AC-1_205539,"155906, 200328, 172506",Snapshots of mean ocean temperature over the last 700 000 years using noble gases in the EPICA Dome C ice core
Swiss National Science Foundation (SNSF),2021-05-21,2060.9780621572213,10.1016/j.wace.2021.100324,Weather and Climate Extremes,,FALSE,NA,NA,2254.71,1.094,107674 - 10822 - 21.05.2021,P2AC-2_205511,181837,Global analysis of cyclone-induced compound precipitation and wind extreme events
Swiss National Science Foundation (SNSF),2021-05-21,2225.3016453382083,10.1186/s12864-021-07691-2,BMC Genomics,Springer Nature,FALSE,NA,NA,2434.48,1.094,107678 - 10752 - 21.05.2021,31AC-0_205533,173265,Rapid sequence evolution driven by transposable elements at a virulence locus in a fungal wheat pathogen
Swiss National Science Foundation (SNSF),2021-05-21,2421.1700182815357,10.1186/s12913-021-06508-y,BMC Health Services Research,BioMed Central,FALSE,NA,NA,2648.76,1.094,107672 - 10752 - 21.05.2021,40AC-0_205565,167507,Comparing perspectives: Patients’ and health care professionals’ views on spiritual concerns and needs in chronic pain care. A qualitative study
Swiss National Science Foundation (SNSF),2021-05-21,2657.477148080439,10.3389/fnagi.2021.682474,Frontiers in Aging Neuroscience,,FALSE,1663-4365,NA,2907.28,1.094,107673 - 10239 - 21.05.2021,P0AC-1_205529,181741,Investigation of a Model-based Working Memory Training with and without Distractor Inhibition and its Comparative Efficacy: A Randomized Controlled Trial on Healthy Old Adults
Swiss National Science Foundation (SNSF),2021-05-21,2657.477148080439,10.21203/rs.3.rs-118792/v3,Frontiers in Neuroscience,Frontiers,FALSE,NA,NA,2907.28,1.094,107675 - 10239 - 21.05.2021,PPAC-3_205489,"190084, 185897",Altered Gray-White Matter Boundary Contrast in Toddlers at Risk for Autism Relates to Later Diagnosis of Autism Spectrum Disorder
Swiss National Science Foundation (SNSF),2021-05-21,4929.378427787934,10.1101/2020.10.23.352468,Nature Communications,Springer Nature,FALSE,NA,NA,5392.74,1.094,107671 - 10859 - 21.05.2021,31AC-0_205531,173265,Machine-learning predicts genomic determinants of meiosis-driven structural variation in a eukaryotic pathogen
Swiss National Science Foundation (SNSF),2021-05-20,1465.2650822669102,10.1016/j.ejro.2020.100303,European Journal of Radiology Open,Elsevier,FALSE,NA,NA,1603,1.094,107655 - 12125 - 20.05.2021,P2AC-3_205486,195241,MRI-based 3D models of the hip joint enables radiation-free computer-assisted planning of periacetabular osteotomy for treatment of hip dysplasia using deep learning for automatic segmentation
Swiss National Science Foundation (SNSF),2021-05-20,3536.535648994515,10.1002/1878-0261.12999,Matthias Hediger,Molecular Oncology,FALSE,1878-0261,NA,3868.97,1.094,107670 - 10764 - 20.05.2021,CRAC-5_205545,180326,Oncogenic KRAS mutations enhance amino acid delivery into colorectal cancer cells via Hippo pathway effector YAP1
Swiss National Science Foundation (SNSF),2021-05-19,1355.5758683729432,10.1136/bmjopen-2020-045717,BMJ Open,,FALSE,2044-6055,NA,1483,1.094,107643 - 10669 - 19.05.2021,40AC-0_205455,167356,'It’s not something you can take in your hands'. Swiss experts’ perspectives on health data ownership: an interview-based study
Swiss National Science Foundation (SNSF),2021-05-19,1417.6234003656307,10.3390/metabo11050319,Metabolites,MDPI,FALSE,NA,NA,1550.88,1.094,107632 - 10415 - 19.05.2021,31AC-0_205458,182573,Browning of white adipose tissue as a therapeutic tool in the fight against atherosclerosis
Swiss National Science Foundation (SNSF),2021-05-19,1575.1371115173674,10.3390/vaccines9050461,Vaccines,"MDPI, Basel, Switzerland",FALSE,NA,NA,1723.2,1.094,107635 - 10415 - 19.05.2021,IZAC-0_205466,160923,Better Pandemic Inﬂuenza Preparedness through Adjuvant Technology Transfer: Challenges and Lessons Learned
Swiss National Science Foundation (SNSF),2021-05-19,1761.6453382084094,10.1136/bmjopen-2020-046268,BMJ Open,,FALSE,NA,NA,1927.24,1.094,107642 - 10815 - 19.05.2021,40AC-0_205454,139304,Physicians’ perspective on potentially nonbeneficial treatment when assessing patients with advanced disease for ICU admission: a qualitative study.
Swiss National Science Foundation (SNSF),2021-05-19,1838.994515539305,10.3897/aca.4.e65352,Scientific Reports,,FALSE,2045-2322,NA,2011.86,1.094,107633 - 10859 - 19.05.2021,31AC-0_205467,"179089, 173074",Mapping biodiversity hotspots of fish communities in subtropical streams through environmental DNA
Swiss National Science Foundation (SNSF),2021-05-19,1838.994515539305,10.1038/s41598-021-88964-4,Scientific Reports,Springer Nature,FALSE,2045-2322,NA,2011.86,1.094,107636 - 10859 - 19.05.2021,PPAC-1_205446,170515,A morphometric approach to track opium poppy domestication
Swiss National Science Foundation (SNSF),2021-05-19,1982.632541133455,10.7717/peerj.11143,PeerJ,,FALSE,NA,NA,2169,1.094,107639 - 11297 - 19.05.2021,20AC-1_205276,162775,"A new phylogenetic hypothesis of Tanystropheidae (Diapsida, Archosauromorpha) and other “protorosaurs”, and its implications for the early evolution of stem archosaurs"
Swiss National Science Foundation (SNSF),2021-05-19,2007.669104204753,10.1186/s13643-021-01697-3,BMC Systematic Reviews,Springer,FALSE,NA,NA,2196.39,1.094,107645 - 10752 - 19.05.2021,10AC--_205452,185332,Prevalence and incidence of venous leg ulcers—a protocol for a systematic review
Swiss National Science Foundation (SNSF),2021-05-19,2023.9853747714803,10.1038/s41535-021-00350-5,npj Quantum Materials,Springer Nature Limited,FALSE,NA,NA,2214.24,1.094,107631 - 10859 - 19.05.2021,CRAC-2_205445,"141962, 160765",Probing the interplay between lattice dynamics and short-range magnetic correlations in CuGeO3 with femtosecond RIXS
Swiss National Science Foundation (SNSF),2021-05-19,2657.477148080439,10.3389/fmicb.2021.678389,Frontiers in Microbiology,Frontiers,FALSE,NA,NA,2907.28,1.094,107630 - 10239 - 19.05.2021,31AC-0_205442,"182475, 155949",Visualization of respiratory commensal bacteria in context of their natural host environment
Swiss National Science Foundation (SNSF),2021-05-19,2927.522851919561,10.1212/wnl.0000000000012326,Neurology,,TRUE,NA,NA,3202.71,1.094,107637 - 10815 - 19.05.2021,PPAC-3_205443,176984,Chronic White matter Inflammation and Serum Neurofilament Levels in Multiple Sclerosis
Swiss National Science Foundation (SNSF),2021-05-19,4929.378427787934,10.1038/s41467-021-23566-2,Nature Communications,Springer Nature,FALSE,NA,NA,5392.74,1.094,107638 - 10859 - 19.05.2021,PRAC-2_205444,193174,Multimodal host-guest complexation for efficient and stable perovskite photovoltaics
Swiss National Science Foundation (SNSF),2021-05-17,1340.9506398537476,10.1177/00368504211008058, Sci Prog         .,SAGE,FALSE,NA,NA,1467,1.094,107627 - 10912 - 17.05.2021,32AC-0_205369,156646,Validity and reliability of an electromyography-based upper limb assessment quantifying selective voluntary motor control in children with upper motor neuron lesions
Swiss National Science Foundation (SNSF),2021-05-17,1420.0639853747714,10.1186/s00015-021-00391-9,Swiss Journal of Geosciences,Springer,FALSE,NA,NA,1553.55,1.094,107620 - 10752 - 17.05.2021,20AC-1_205344,165513,"Episodes of fissure formation in the Alps: connecting quartz fluid inclusion, fissure monazite age, and fissure orientation data"
Swiss National Science Foundation (SNSF),2021-05-17,1589.2230347349175,10.2196/26028,JMIR Serious Games,JMIR Publications,FALSE,NA,NA,1738.61,1.094,107618 - 10978 - 17.05.2021,32AC-0_205371,179471,"Interactive Computer Game to Improve Selective Voluntary Motor Control in Children with Upper Motor Neuron Lesions: Prerequisites, Development and Preliminary Feasibility."
Swiss National Science Foundation (SNSF),2021-05-17,1692.870201096892,10.1364/OE.414444,Optics Express,Optical Society of America (OSA),FALSE,1094-4087,NA,1852,1.094,107616 - 10680 - 17.05.2021,20AC-1_205358,"144970, 170772, 179146",Intra-oscillator high harmonic generation in a thin-disk laser operating in the 100-fs regime
Swiss National Science Foundation (SNSF),2021-05-17,1732.650822669104,10.3390/polym13101583,Polymers,MDPI,FALSE,NA,NA,1895.52,1.094,107623 - 10415 - 17.05.2021,20AC-1_205367,179000,Ureido-functionalization through amine-urea transamidation under mild reaction conditions
Swiss National Science Foundation (SNSF),2021-05-17,1838.994515539305,10.1038/s41598-021-89697-0,Scientific Reports,Springer Nature,FALSE,NA,NA,2011.86,1.094,107615 - 10859 - 17.05.2021,20AC-1_205368,165852,Using past interglacial temperature maxima to explore transgressions in modern Maldivian coral and Amphistegina bleaching
Swiss National Science Foundation (SNSF),2021-05-17,1968.9213893967092,10.1101/2020.04.28.066225,NAR Cancer,,TRUE,NA,NA,2154,1.094,107621 - 10670 - 17.05.2021,51AC-0_205370,182880,Cancer LncRNA Census 2 (CLC2): an enhanced resource reveals clinical features of cancer lncRNAs
Swiss National Science Foundation (SNSF),2021-05-17,2091.0877513711152,10.7554/eLife.63272,eLife Sciences,,FALSE,NA,NA,2287.65,1.094,107607 - 10821 - 17.05.2021,PPAC-1_205382,"183715, 157424",Medical education and distrust modulate the response of insular-cingulate network and ventral striatum in pain diagnosis
Swiss National Science Foundation (SNSF),2021-05-17,2225.3016453382083,10.1186/s13244-021-00994-8,Insights into Imaging,BioMed Central Limited,FALSE,NA,NA,2434.48,1.094,107612 - 10752 - 17.05.2021,32AC-0_205365,182352,THREE-DIMENSIONAL PREOPERATIVE PLANNING IN THE WEIGHT-BEARING STATE: VALIDATION AND CLINICAL EVALUATION
Swiss National Science Foundation (SNSF),2021-05-17,2467.486288848263,10.1080/19490976.2021.1927634,Gut Microbes,,FALSE,1949-0984,NA,2699.43,1.094,107976 - 10832 - 17.05.2021,40AC-0_205783,177452,Influence of pig farming on human Gut Microbiota: role of airborne microbial communities
Swiss National Science Foundation (SNSF),2021-05-17,2657.477148080439,10.3389/feart.2021.645945,Frontiers in Earth Science-Geohazards and Georisks,Frontiers Media SA,FALSE,NA,NA,2907.28,1.094,107604 - 10239 - 17.05.2021,20AC-1_205357,163152,Integrative Post-Event Impact Assessment Framework for volcanic eruptions: a disaster forensic investigation of the 2011-2012 eruption of the Cord´on Caulle volcano (Chile)
Swiss National Science Foundation (SNSF),2021-05-17,2657.477148080439,10.3389/feart.2021.640090,Frontiers in Earth Science-Volcanology,Frontiers Media SA,FALSE,NA,NA,2907.28,1.094,107605 - 10239 - 17.05.2021,20AC-1_205363,169463,The Influence of Particle Concentration on the Formation of Settling-Driven Gravitational Instabilities at the Base of Volcanic Clouds
Swiss National Science Foundation (SNSF),2021-05-17,2657.477148080439,10.3389/feart.2021.664648,Frontiers in Earth Science-Cryospheric Sciences,Frontiers Media SA ,FALSE,NA,NA,2907.28,1.094,107614 - 10239 - 17.05.2021,20AC-1_205331,178963,Continuous spatio-temporal high-resolution estimates of SWE across the Swiss Alps - a statistical two-step approach for high-mountain topography
Swiss National Science Foundation (SNSF),2021-05-17,2657.477148080439,10.3389/fpsyt.2021.669320,Frontiers in Psychiatry,Frontiers,FALSE,NA,NA,2907.28,1.094,107622 - 10239 - 17.05.2021,10AC--_205325,165481,A critical review of spatial abilities in Down and Williams syndromes: not all space is created equal
Swiss National Science Foundation (SNSF),2021-05-17,2829.232175502742,10.1101/2020.11.06.370338,iScience,Elsevier,FALSE,NA,NA,3095.18,1.094,107619 - 10822 - 17.05.2021,BSAC-0_205361,157729,The ApiAP2 factor PfAP2-HC is an integral component of heterochromatin in the malaria parasite Plasmodium falciparum
Swiss National Science Foundation (SNSF),2021-05-17,2902.1937842778793,10.1038/s42003-020-01479-y,Communication Biology,,FALSE,NA,NA,3175,1.094,107624 - 10670 - 17.05.2021,PMAC-3_205420,164484,Epigenetic landscape of pancreatic neuroendocrine tumours reveals distinct cells of origin and means of tumour progression
Swiss National Science Foundation (SNSF),2021-05-17,3046.855575868373,10.1002/gea.21867,Geoarchaeology,Wiley,TRUE,NA,NA,3333.26,1.094,107609 - 10764 - 17.05.2021,10AC--_205384,172742,"Material characterization of the 3rd millennium BC pottery: the megalith-erecting society of the Upper Rhône Valley (the Petit Chasseur necropolis, Switzerland)"
Swiss National Science Foundation (SNSF),2021-05-17,3345.7404021937837,10.1371/journal.pbio.3001250,PLoS Biology,,FALSE,NA,NA,3660.24,1.094,107617 - 10815 - 17.05.2021,P4AC-3_205332,186789,Cryptic surface-associated multicellularity emerges through cell adhesion and its regulation
Swiss National Science Foundation (SNSF),2021-05-17,4929.378427787934,10.1101/2020.08.18.256529,Natur Communications,,FALSE,NA,NA,5392.74,1.094,107613 - 10859 - 17.05.2021,51AC-0_205329,185897,A distinct growth physiology enhances bacterial growth under rapid nutrient fluctuations
Swiss National Science Foundation (SNSF),2021-05-17,4929.378427787934,10.1101/2020.02.10.941682,Nature Communications,"Springer Nature Limited The Campus, 4 Crinan Street LONDON, N1 9XW, UK",FALSE,NA,NA,5392.74,1.094,107625 - 10859 - 17.05.2021,PPAC-3_205356,190075,High throughput screening identifies SOX2 as a Super Pioneer Factor that inhibits DNA methylation maintenance at its binding sites
Swiss National Science Foundation (SNSF),2021-05-11,2816.270566727605,10.3389/fcell.2021.662805,Frontiers in Cell and Developmental Biology,Frontiers,FALSE,NA,NA,3081,1.094,107539 - 10670 - 11.05.2021,PZAC-3_205292,173972,Theileria’s strategies and effector mechanisms for host cell transformation: from invasion to immortalization
Swiss National Science Foundation (SNSF),2021-05-10,1152.870201096892,10.21203/rs.3.rs-133141/v1,BMC Health Services Research,Biomed Central,FALSE,NA,NA,1261.24,1.094,107527 - 10752 - 10.05.2021,40AC-0_205290,183760,Out-of-pocket payments for health care under the National Health Insurance Scheme in Ghana: What do Insured clients pay for?
Swiss National Science Foundation (SNSF),2021-05-10,2351.2522851919557,10.5194/hess-25-2301-2021,Hydrology and Earth System Science,Copernicus,FALSE,NA,NA,2572.27,1.094,107528 - 10754 - 10.05.2021,PPAC-2_205296,157611,Benefits from high-density rain gauge observations for hydrological response analysis in a small alpine catchment
Swiss National Science Foundation (SNSF),2021-05-10,2663.053016453382,10.3389/fimmu.2021.643746,Frontiers in Immunology,Frontiers,FALSE,NA,NA,2913.38,1.094,107526 - 10239 - 10.05.2021,31AC-0_205293,169928,A profound membrane reorganization defines susceptibility of Plasmodium falciparum infected red blood cells to lysis by granulysin and perforin
