institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2021,4940.370027752081,10.1038/s41467-021-25057-w,Viral vector-mediated reprogramming of the fibroblastic tumor stroma sustains curative melanoma treatment,2021-09-17,Nature Communications,,FALSE,2041-1723,http://doi.org/10.1038/s41467-021-25057-w,5340.54,1.081,109122 - 10362 - 17.09.2021,31AC-0_207124,"166500, 159188",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1150.5735430157263,10.1186/s13358-021-00237-9,The swimming trace Undichna from the latest Devonian Hangenberg Sandstone equivalent of Morocco,2021-09-14,Swiss Journal of Palaeontology,Springer Nature,FALSE,NA,NA,1243.77,1.081,109023 - 10752 - 14.09.2021,20AC-1_207101,184894,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1997.4190564292323,10.1186/s12936-021-03813-z,Mechanistic within-host models of the asexual Plasmodium falciparum infection: a review and analytical assessment,2021-09-14,Malaria Journal,Biomed Central Ltd,FALSE,1475-2875,http://doi.org/10.1186/s12936-021-03813-z,2159.21,1.081,109022 - 10752 - 14.09.2021,PPAC-3_207102,170702,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3558.7419056429235,10.1038/s41398-021-01520-6,Socio-economic position as a moderator of cardiometabolic outcomes in patients receiving psychotropic treatment associated with weight gain: results from a prospective 12-month inception cohort study and a large population-based cohort,2021-09-14,Translational Psychiatry,Springer Nature Ltd ,FALSE,2158-3188,http://doi.org/10.1038/s41398-021-01482-9,3847,1.081,109021 - 10126 - 14.09.2021,32AC-0_207113,"120686, 200602, 173211, 144064",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4468.131359851988,10.1136/bmj.n2288,COVID-19 pandemic and women research production: cross-sectional study of manuscripts submitted to 11 biomedical journals,2021-09-14,BMJ,BMJ Publishing Group,TRUE,NA,NA,4830.049999999999,1.081,109020 - 10815 - 14.09.2021,10AC--_207107,192374,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1593.8945420906568,10.3390/microorganisms9081645,Evolutionary Diversification of Host-targeted Bartonella Effectors Proteins Derived from a conserved FicTA Toxin-Antitoxin Module,2021-09-13,Microorganisms,,FALSE,NA,NA,1723,1.081,108998 - 10669 - 13.09.2021,31AC-0_206980,"149886, 173119",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2974.0980573543015,10.1038/s42004-021-00564-5,The making of a potent L-lactate transport inhibitor,2021-09-13,Communications Chemistry,Springer Nature Limited,FALSE,2399-3669,http://doi.org/10.1038/s42004-021-00564-5,3215,1.081,109005 - 10670 - 13.09.2021,31AC-0_207048,184980,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2987.049028677151,10.1186/s12915-021-01102-4,High-resolution structure of the amino acid transporter AdiC reveals insights into the role of water molecules and networks in oligomerization and substrate binding,2021-09-13,BMC Biology,BioMed Central Limited,FALSE,1741-7007,http://doi.org/10.1186/s12915-021-01102-4,3229,1.081,109004 - 10670 - 13.09.2021,51AC-0_207046,185544,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1450.7705827937095,10.1371/journal.pone.0253751,This outcome feels right! Subjective evaluations of coin flip outcomes reflect previously stated preferences.,2021-09-13,PLOS ONE,Public Library of Science (PLoS),FALSE,NA,NA,1568.283,1.081,PAB321696,NA,159445,Chronoshub
Swiss National Science Foundation (SNSF),2021,2222.335800185014,10.1186/s12882-021-02455-2,Severe restless legs syndrome in a family with Alport syndrome,2021-09-13,BMC Nephrology,BioMed Central,FALSE,NA,NA,2402.345,1.081,6106508007,NA,179194,Chronoshub
Swiss National Science Foundation (SNSF),2021,1496.9898242368179,10.1371/journal.pone.0254545,The Kokel of Southern Siberia: New data on a post-Xiongnu material culture,2021-09-13,PLOS ONE,Public Library of Science (PLoS),FALSE,NA,NA,1618.246,1.081,PAB322493,NA,190982,Chronoshub
Swiss National Science Foundation (SNSF),2021,1665.1248843663275,10.3390/biomedicines9080942,Attention to Face as a Predictor of Developmental Change and Treatment Outcome in Young Children with Autism Spectrum Disorder,2021-09-13,Biomedicines,MDPI,FALSE,NA,NA,1800,1.081,1306952,NA,"190084, 185897, 163859",Chronoshub
Swiss National Science Foundation (SNSF),2021,1060.08973172988,10.3389/ffgc.2021.693020,A Multi-Criteria Decision Support System for Strategic Planning at the Swiss Forest Enterprise Level: Coping With Climate Change and Shifting Demands in Ecosystem Service Provisioning,2021-09-13,Frontiers in Forests and Global Change,Frontiers Media,FALSE,NA,NA,1145.957,1.081,2021-0394106-4,NA,172372,Chronoshub
Swiss National Science Foundation (SNSF),2021,2097.7520814061054,10.5194/se-12-1749-2021,Buoyancy versus shear forces in building orogenic wedges,2021-09-13,Solid Earth,Copernicus GmbH,FALSE,NA,NA,2267.67,1.081,SE-PUC-2021-118,NA,163169,Chronoshub
Swiss National Science Foundation (SNSF),2021,2569.399629972248,10.1001/jamanetworkopen.2021.28898,Reliability of trial information across registries for trials with multiple registrations: A systematic review,2021-09-13,JAMA Network Open,American Medical Association,FALSE,NA,NA,2777.521,1.081,APC600240418,NA,194496,Chronoshub
Swiss National Science Foundation (SNSF),2021,1514.3755781683626,10.3390/su13169187,Sustainable Quality of Life: A Conceptualization that Inte-grates the Views of Inhabitants of Swiss Rural Regions,2021-09-13,Sustainability,MDPI,FALSE,NA,NA,1637.04,1.081,1342064,NA,173372,Chronoshub
Swiss National Science Foundation (SNSF),2021,1836.5467160037003,10.1038/s41598-021-96150-9,Transcriptomic analysis of the mouse retina after acute and chronic normobaric and hypobaric hypoxia,2021-09-13,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1985.307,1.081,2676268491,NA,173008,Chronoshub
Swiss National Science Foundation (SNSF),2021,1836.5467160037003,10.1038/s41598-021-96030-2,Towards a better understanding of the posttreatment hemodynamic behaviors in femoropopliteal arteries through personalized computational models based on OCT images,2021-09-13,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1985.307,1.081,2676268494,NA,173130,Chronoshub
Swiss National Science Foundation (SNSF),2021,525.4355226641999,10.3389/frai.2021.668163,ON TOPOLOGICAL ANALYSIS OF FS-LIMS DATA. IMPLICATIONS FOR IN SITU PLANETARY MASS SPECTROMETRY,2021-09-13,Frontiers in Artificial Intelligence,Frontiers Media,FALSE,NA,NA,567.9958,1.081,2021-0371516-6,NA,184657,Chronoshub
Swiss National Science Foundation (SNSF),2021,1295.0971322849214,10.3390/genes12091309,A Missense Variant in SLC39A4 in a Litter of Turkish Van Cats with Acrodermatitis Enteropathica,2021-09-13,Genes,MDPI,FALSE,NA,NA,1400,1.081,1307500,NA,200354,Chronoshub
Swiss National Science Foundation (SNSF),2021,1480.1110083256244,10.3390/microorganisms9091807,Characterization of Pseudomonas aeruginosa Quorum Sensing Inhibitors from the Endophyte Lasiodiplodia venezuelensis and Evaluation of Their Antivirulence Effects by Metabolomics,2021-09-13,Microorganisms,MDPI,FALSE,NA,NA,1600,1.081,1349454,NA,"164289, 164095",Chronoshub
Swiss National Science Foundation (SNSF),2021,2719.359851988899,10.3389/fpsyg.2021.671910,Susceptibility to ingroup influence in adolescents with intellectual disability: A minimal group experiment on social judgment making,2021-09-13,Frontiers in Psychology,Frontiers Media,FALSE,NA,NA,2939.628,1.081,2021-0375347-3,NA,172773,Chronoshub
Swiss National Science Foundation (SNSF),2021,2719.359851988899,10.3389/fpsyg.2021.712333,"Reaching Out for Inaccessible Food Is a Potential Begging Signal in Cooperating Wild-Type Norway Rats, Rattus Norvegicus",2021-09-13,Frontiers in Psychology,Frontiers Media,FALSE,NA,NA,2939.628,1.081,2021-0411842-4,NA,176174,Chronoshub
Swiss National Science Foundation (SNSF),2021,1836.5467160037003,10.1038/s41598-021-96221-x,Ruminants reveal Eocene Asiatic palaeobiogeographical provinces as the origin of mammal diachronous Oligocene dispersals into Europe,2021-09-13,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1985.307,1.081,2676269682,NA,161066,Chronoshub
Swiss National Science Foundation (SNSF),2021,1614.4320074005552,10.5194/gmd-14-5525-2021,Atmosphere-Ocean-Aerosol-Chemistry-Climate Model SOCOLv4.0: description and evaluation,2021-09-13,Geoscientific Model Development,Copernicus GmbH,FALSE,NA,NA,1745.201,1.081,GMD-PUC-2021-293,NA,182239,Chronoshub
Swiss National Science Foundation (SNSF),2021,4890.2146160962075,10.1016/j.celrep.2021.109828,The RNA-binding protein Musashi controls axon compartment-specific synaptic connectivity through ptp69D mRNA poly(A)-tailing,2021-09-13,Cell Reports,Elsevier,FALSE,NA,NA,5286.322,1.081,OAD0000142333,NA,"161448, 181036",Chronoshub
Swiss National Science Foundation (SNSF),2021,2161.266419981499,10.1103/PhysRevResearch.3.033257,Many-body localization in the interpolating Aubry-André-Fibonacci model,2021-09-13,Physical review research,American Physical Society,FALSE,NA,NA,2336.329,1.081,INV/21/AUG/006549,NA,199969,Chronoshub
Swiss National Science Foundation (SNSF),2021,2147.9555966697503,10.1103/PhysRevResearch.3.033259,From operator statistics to wormholes,2021-09-13,Physical review research,American Physical Society,FALSE,NA,NA,2321.94,1.081,INV/21/AUG/006591,NA,182513,Chronoshub
Swiss National Science Foundation (SNSF),2021,2245.0693802035153,10.1186/s12913-021-06906-2,Individual notions of fair data sharing from 3 the perspectives of Swiss stakeholders,2021-09-13,BMC Health Services Research,BioMed Central,FALSE,NA,NA,2426.92,1.081,6106507852,NA,167356,Chronoshub
Swiss National Science Foundation (SNSF),2021,2912.395004625347,10.1038/s42003-021-02626-9,Developmental exposure to non-dioxin-like polychlorinated biphenyls promotes sensory deficits and disrupts dopaminergic and GABAergic signaling in zebrafish,2021-09-13,Communications Biology,Springer Nature,FALSE,NA,NA,3148.299,1.081,2676269420,NA,165200,Chronoshub
Swiss National Science Foundation (SNSF),2021,778.2845513413506,10.1177/16094069211034641,Towards Open Science for the Qualitative Researcher: From a Positivist to an Open Interpretation,2021-09-13,International Journal of Qualitative Methods,SAGE Publications,FALSE,NA,NA,841.3256,1.081,SOA21LT005468,NA,190634,Chronoshub
Swiss National Science Foundation (SNSF),2021,2295.323774283071,10.3389/fcvm.2021.742178,Inflammation in Metabolic Cardiomyopathy,2021-09-13,Frontiers in Cardiovascular Medicine,Frontiers Media,FALSE,NA,NA,2481.245,1.081,2021-0439761-3,NA,197557,Chronoshub
Swiss National Science Foundation (SNSF),2021,740.0555041628122,10.3390/biomed1010005,Estimates of the COVID-19 Infection Fatality Rate for 48 2 African Countries: a model-based analysis,2021-09-08,BioMed,MDPI,TRUE,NA,NA,800,1.081,108930 - 10415 - 08.09.2021,PPAC-3_206987,163878,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2712.7197039777984,10.3389/fpsyg.2021.711466,Identity diffusion and extremist attitudes in adolescence,2021-09-08,Frontiers in Psychology-Personality and Social Psychology,Frontiers Media SA,FALSE,1664-1078,NA,2932.45,1.081,108931 - 10239 - 08.09.2021,10AC--_207025,165760,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1868.6401480111008,10.1038/s41597-021-00978-9,"resistancebank.org, an open-access repository for surveys of antimicrobial resistance in animals",2021-09-02,Scientific Data,,FALSE,2052-4463,http://doi.org/10.1038/s41597-021-00978-9,2020,1.081,108850 - 10202 - 02.09.2021,PCAC-3_206990,181248,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,462.53469010175763,10.22203/eCM.v041a46,The nucleus pulposus microenvironment in the intervertebral disc: the fountain of youth?,2021-08-26,European Cells and Materials,AO Research Institute Davos,TRUE,NA,NA,500,1.081,Reimbursement 15881637600,NA,192674,Chronoshub
Swiss National Science Foundation (SNSF),2021,2704.844588344126,10.3389/feart.2021.706643,"Novel Bathymetry of Lake Afdera Reveals Fault Structures and Volcano-Tectonic Features of an Incipient Transform Zone (Afar, Ethiopia)",2021-08-26,Frontiers in Earth Science,Frontiers Media,FALSE,NA,NA,2923.937,1.081,2021-0406435-5,NA,163114,Chronoshub
Swiss National Science Foundation (SNSF),2021,2704.844588344126,10.3389/fphar.2021.711255,Role of the 5-HT2A receptor in acute effects of LSD on empathy and circulating oxytocin,2021-08-26,Frontiers in Pharmacology,Frontiers Media,FALSE,NA,NA,2923.937,1.081,2021-0410759-4,NA,185111,Chronoshub
Swiss National Science Foundation (SNSF),2021,1822.236817761332,10.1038/s41598-021-94378-z,Using 2D Video-based Pose Estimation for Automated Prediction of Autism Spectrum Disorders in Young Children,2021-08-26,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1969.838,1.081,2676267880,NA,"190084, 185897, 163859",Chronoshub
Swiss National Science Foundation (SNSF),2021,2145.7104532839962,10.1038/s43705-021-00046-8,Limited resilience of the soil microbiome to mechanical compaction within four growing seasons of agricultural management,2021-08-26,ISME Communications,Springer Nature,TRUE,NA,NA,2319.513,1.081,2676267416,NA,172942,Chronoshub
Swiss National Science Foundation (SNSF),2021,1293.895467160037,10.1002/gdj3.129,A climate database with varying drought-heat signatures for climate impact modelling,2021-08-26,Geoscience Data Journal,Wiley,FALSE,NA,NA,1398.701,1.081,Reimbursement 7261500,NA,179876,Chronoshub
Swiss National Science Foundation (SNSF),2021,2277.3432007400556,10.2196/31748,Impact of a Mobile App on Paramedics’ Perceived and Physiologic Stress Response During Simulated Prehospital Pediatric Cardiopulmonary Resuscitation: Study Nested Within a Multicenter Randomized Controlled Trial,2021-08-26,JMIR mHealth and uHealth,JMIR Publications,FALSE,NA,NA,2461.808,1.081,MHEALTH-31748-APF-0036715,NA,182374,Chronoshub
Swiss National Science Foundation (SNSF),2021,2704.844588344126,10.3389/fphys.2021.709807,The role of the skeletal muscle secretome in mediating endurance and resistance training adaptations,2021-08-26,Frontiers in Physiology,Frontiers Media,FALSE,NA,NA,2923.937,1.081,2021-0409456-3,NA,184832,Chronoshub
Swiss National Science Foundation (SNSF),2021,2889.7002775208143,10.1038/s42003-021-02494-3,Early alterations of large-scale brain networks temporal dynamics in young children with autism,2021-08-26,Communications Biology,Springer Nature,FALSE,NA,NA,3123.766,1.081,2676267882,NA,"190084, 185897, 163859",Chronoshub
Swiss National Science Foundation (SNSF),2021,1822.236817761332,10.1038/s41598-021-96372-x,Insolation‑paced sea level and sediment flux during the early Pleistocene in Southeast Asia,2021-08-26,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1969.838,1.081,2676267878,NA,183946,Chronoshub
Swiss National Science Foundation (SNSF),2021,1295.0971322849214,10.3390/genes12081268,Variants Affecting the C-Terminal Tail of UNC93B1 Are Not a Common Risk Factor for Systemic Lupus Erythematosus,2021-08-26,Genes,MDPI,FALSE,NA,NA,1400,1.081,1308180,NA,200354,Chronoshub
Swiss National Science Foundation (SNSF),2021,1671.932469935245,10.1088/1367-2630/ac1a99,Transverse confinement of electron beams in a 2D optical lattice for compact coherent x-ray sources,2021-08-26,New Journal of Physics,IOP Publishing,FALSE,NA,NA,1807.359,1.081,8183217,NA,190840,Chronoshub
Swiss National Science Foundation (SNSF),2021,2704.844588344126,10.3389/fnmol.2021.726133,Sustained baclofen-induced activation of GABAB receptors after cerebral ischemia restores receptor expression and function and limits progressing loss of neurons,2021-08-26,Frontiers in Molecular Neuroscience,Frontiers Media,FALSE,NA,NA,2923.937,1.081,2021-0424396-5,NA,156648,Chronoshub
Swiss National Science Foundation (SNSF),2021,2311.7622571692878,10.1038/s42003-021-02550-y,Composite trait Mendelian Randomization reveals distinct metabolic and lifestyle consequences of differences in body shape,2021-08-26,Communications Biology,Springer Nature,FALSE,NA,NA,2499.015,1.081,2676267990,NA,189147,Chronoshub
Swiss National Science Foundation (SNSF),2021,2803.4403330249766,10.1002/jcsm.12780,Glycine increases fat-free mass in malnourished hemodialysis patients: a randomized double-blind cross-over trial,2021-08-26,"Journal of Cachexia, Sarcopenia and Muscle",Wiley,FALSE,NA,NA,3030.519,1.081,7744976,NA,163144,Chronoshub
Swiss National Science Foundation (SNSF),2021,3831.04347826087,10.1126/sciadv.abg6718,Cell patterning by secretion-induced plasma membrane flows,2021-08-26,Science Advances,American Association for the Advancement of Science,FALSE,NA,NA,4141.358,1.081,APC600242078,NA,176396,Chronoshub
Swiss National Science Foundation (SNSF),2021,3073.002775208141,10.1002/jcsm.12781,Gut barrier and microbiota changes with glycine and branched chain amino acids supplementation in chronic hemodialysis patients,2021-08-26,"Journal of Cachexia, Sarcopenia and Muscle",Wiley,FALSE,NA,NA,3321.916,1.081,7744977,NA,163144,Chronoshub
Swiss National Science Foundation (SNSF),2021,3256.3876040703058,10.1126/sciadv.abj2854,Relief of ParB autoinhibition by parS DNA catalysis and ParB recycling by CTP hydrolysis promote bacterial centromere assembly.,2021-08-26,Science Advances,American Association for the Advancement of Science,FALSE,NA,NA,3520.155,1.081,APC600240436,NA,197770,Chronoshub
Swiss National Science Foundation (SNSF),2021,498.61239592969474,10.3390/mti5080045,Innovative Teacher Education with the Augmented Reality  Device Microsoft HoloLens — Results of an Exploratory Study and Pedagogical Considerations,2021-08-24,Multimodal Technologies and Interaction,MDPI,FALSE,NA,NA,539,1.081,108763 - 12592 - 24.08.2021,10AC--_206766,183135,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2725.1526364477336,10.3389/fimmu.2021.716405,The Tec kinase Itk integrates naïve T cell migration and in vivo homeostasis,2021-08-24,Frontiers in Immunology,,FALSE,NA,NA,2945.89,1.081,108765 - 10239 - 24.08.2021,31AC-0_206978,"172994, 170969, 200406",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,739.0286771507863,10.1080/02673843.2020.1858888,"The impact of self-esteem, family and peer cohesion on social appearance anxiety in adolescence: Examination of the mediating role of coping",2021-08-23,International Journal of Adolescence and Youth,Taylor & Francis,FALSE,NA,NA,798.89,1.081,108748 - 10832 - 23.08.2021,10AC--_201884,175874,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1482.6641998149862,10.2196/28608,Consumption of ultra-processed foods in a sample of adolescents with obesity and its association with food educational style of their parent: observational study,2021-08-23,JMIR Pediatrics and Parenting,,FALSE,NA,NA,1602.76,1.081,108752 - 10978 - 23.08.2021,PZAC-3_206975,167826,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1882.5346901017576,10.1186/s12873-021-00481-9,Does Case Management Provide Support for Staff Facing Frequent Users of Emergency Departments? A Comparative Mixed-Method Evaluation of ED Staff Perception,2021-08-23,BMC Emergency Medicine,,FALSE,1471-227X,http://doi.org/10.1186/s12873-021-00481-9,2035.02,1.081,108749 - 10752 - 23.08.2021,40AC-0_206977,167341,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2300.212765957447,10.3389/fevo.2021.737199,Common patterns of skull bone fusion and their potential to discriminate different ontogenetic stages in extant birds,2021-08-23,Frontiers in Ecology and Evolution,Frontiers Media SA,FALSE,NA,NA,2486.53,1.081,108751 - 10239 - 23.08.2021,PZAC-2_206976,174040,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2725.1526364477336,10.3389/feart.2021.723973,Rapid initial morphospace expansion and delayed morphological disparity peak in the first 100 million years of the archosauromorph evolutionary radiation,2021-08-23,Frontiers in Earth Science,Frontiers Media SA,FALSE,NA,NA,2945.89,1.081,108750 - 10239 - 23.08.2021,PZAC-2_206974,174040,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1577.5670675300648,10.11141/ia.56.6,Ten years after: re-discovering archaeological discoveries Experimenting with reproducing archaeological survey analysis,2021-08-18,Internet Archaeology ,"University of York, United Kingdom ",FALSE,1363-5387,NA,1705.35,1.081,108716 - 11130 - 18.08.2021,P2AC-1_206780,181338,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1843.098982423682,10.1038/s41598-021-94891-1,Imaging multiple sclerosis pathology at 160 μm isotropic resolution by human whole-brain ex vivo magnetic resonance imaging at 3 T,2021-08-18,Scientific Reports,,FALSE,2045-2322,http://doi.org/10.1038/s41598-021-94891-1,1992.39,1.081,108715 - 10859 - 18.08.2021,PPAC-3_206897,176984,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2289.45420906568,10.1103/physrevresearch.3.033194,"Nodeless wave functions, spiky potentials, and the description of a quantum system in a quantum environment",2021-08-18,Physical Review Research,,FALSE,NA,NA,2474.9,1.081,108718 - 11619 - 18.08.2021,PZAC-2_206578,174212,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2740.786308973173,10.3389/fpls.2021.715985,Multiple wheat genomes reveal novel Gli-2 sublocus location and variation of celiac disease epitopes in duplicated α-gliadin genes,2021-08-18,"Frontiers in Plant Science, section Plant Breeding",,FALSE,NA,NA,2962.79,1.081,108709 - 10239 - 18.08.2021,31AC-0_206755,182318,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2740.786308973173,10.3389/fmicb.2021.705914,The red harmful plague in times of climate change: Blooms of the cyanobacterium Planktothrix rubescens triggered by stratification dynamics and irradiance,2021-08-18,Frontiers in Microbiology,,FALSE,NA,NA,2962.79,1.081,108711 - 10239 - 18.08.2021,31AC-0_206933,"182489, 117765, 160603",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2791.859389454209,10.3389/fpsyg.2021.675956,Eyewitness Memory for Person Identification: Predicting Mugbook Recognition Accuracy According to Person Description Abilities and Subjective Confidence of Witnesses,2021-08-18,Frontiers in PSychology,Frontiers,FALSE,NA,NA,3018,1.081,108717 - 10915 - 18.08.2021,PPAC-1_206771,183711,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1299.0286771507863,10.1136/bmjopen-2020-045239,"Prepectoral versus subpectoral implant-based breast reconstruction after skin-sparing mastectomy or nipple-sparing mastectomy (OPBC-02/ PREPEC): a pragmatic, multicentre, randomised, superiority trial",2021-08-17,BMJ Open,,FALSE,NA,NA,1404.25,1.081,108685 - 10815 - 17.08.2021,33AC-0_206707,185613,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1443.3580018501389,10.1136/bmjopen-2021-053346,Lay perspectives of the open-label placebo rationale: a qualitative study of participants in an experimental trial,2021-08-17,BMJ Open,,FALSE,NA,NA,1560.27,1.081,108686 - 10815 - 17.08.2021,P4AC-1_206705,194536,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2612.3959296947273,10.7554/elife.70307,Structural heterogeneity of cellular K5/K14 filaments as revealed by cryo-electron microscopy,2021-08-17,eLife,,TRUE,2050-084X,http://doi.org/10.7554/eLife.70307,2824,1.081,108710 - 10674 - 17.08.2021,31AC-0_206797,179418,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2740.786308973173,10.3389/fpsyg.2021.671817,The developing brain in the digital era: A scoping review of structural and functional correlates of screen time in adolescence,2021-08-17,Frontiers in Psychology,Frontiers,FALSE,NA,NA,2962.79,1.081,108684 - 10239 - 17.08.2021,10AC--_206752,175874,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3553.7280296022204,10.1126/sciadv.abj0751,When makes you unique: temporality of the human brain fingerprint,2021-08-17,Science Advances,American Association for the Advancement of Science,FALSE,NA,NA,3841.58,1.081,108687 - 10815 - 17.08.2021,PZAC-2_206749,185716,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1332.0999074930621,10.3390/antibiotics10070821,The Role of ArlRS and VraSR in Regulating Ceftaroline Hypersusceptibility in Methicillin-Resistant Staphylococcus aureus,2021-08-17,Antibiotics,MDPI,FALSE,NA,NA,1440,1.081,1099082,NA,"146540, 192784",Chronoshub
Swiss National Science Foundation (SNSF),2021,1808.9241443108233,10.1038/s41598-021-93617-7,Normative data and standard operating procedures for static and dynamic retinal vessel analysis as biomarker for cardiovascular risk.,2021-08-17,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1955.447,1.081,2676264781,NA,"182815, 182815",Chronoshub
Swiss National Science Foundation (SNSF),2021,1332.0999074930621,10.3390/antibiotics10070832,"Comparison of Antimicrobial Treatment Incidence Quantification Based on Detailed Field Data on Animal Level with the Standardized Methodology of the European Medicines Agency in Veal Calves, Switzerland, 2016–2018",2021-08-17,Antibiotics,MDPI,FALSE,NA,NA,1440,1.081,1266082,NA,167083,Chronoshub
Swiss National Science Foundation (SNSF),2021,1687.5615171137836,10.3389/fpsyg.2021.641069,"What Am I Drinking? Vision Modulates the Perceived Flavor of Drinks, but No Evidence of Flavor Altering Color Perception in a Mixed Reality Paradigm",2021-08-17,Frontiers in Psychology,Frontiers Media,FALSE,NA,NA,1824.254,1.081,2020-0347058-6,NA,170511,Chronoshub
Swiss National Science Foundation (SNSF),2021,4816.661424606846,10.15252/emmm.202114714,Loss of PIKfyve drives the spongiform degeneration in prion diseases,2021-08-17,EMBO Molecular Medicine,Wiley,FALSE,NA,NA,5206.811,1.081,7583756,NA,179040,Chronoshub
Swiss National Science Foundation (SNSF),2021,2690.975948196115,10.3389/fmicb.2021.708182,"Antimicrobial-Resistant Escherichia coli Strains and Their Plasmids in People, Poultry and Chicken Meat in Laos",2021-08-17,Frontiers in Microbiology,Frontiers Media,FALSE,NA,NA,2908.945,1.081,2021-0407882-3,NA,"170063, 177378, 192514",Chronoshub
Swiss National Science Foundation (SNSF),2021,1723.2941720629049,10.1016/j.ijpddr.2021.05.001,"In vitro activity, safety and in vivo efficacy of the novel bumped kinase inhibitor BKI-1748 in non-pregnant and pregnant mice experimentally infected with Neospora caninum tachyzoites and Toxoplasma gondii oocysts",2021-08-17,International Journal for Parasitology: Drugs and Drug Resistance,Elsevier,FALSE,NA,NA,1862.881,1.081,OAD0000131903,NA,184662,Chronoshub
Swiss National Science Foundation (SNSF),2021,2690.975948196115,10.3389/fneur.2021.669691,Face perception and pareidolia production in patients with Parkinson''''s disease,2021-08-17,Frontiers in Neurology,Frontiers Media,FALSE,NA,NA,2908.945,1.081,2021-0374581-6,NA,"175615, 179667, 175615, 179667",Chronoshub
Swiss National Science Foundation (SNSF),2021,2506.2738205365404,10.1186/s40478-021-01232-4,Metabolic and transcriptomic profiles of glioblastoma invasion revealed by comparisons between patients and corresponding orthotopic xenografts in mice,2021-08-17,Acta Neuropathologica Communications,BioMed Central,FALSE,NA,NA,2709.282,1.081,6106501572,NA,"163297, 182821",Chronoshub
Swiss National Science Foundation (SNSF),2021,4848.77243293247,10.1038/s41467-021-25065-w,NK cells in hypoxic skin mediate a trade-off between wound healing and antibacterial defence,2021-08-17,Nature Communications,Nature Publishing Group,FALSE,NA,NA,5241.523,1.081,2676265017,NA,179235,Chronoshub
Swiss National Science Foundation (SNSF),2021,1808.9241443108233,10.1038/s41598-021-95260-8,Music influences vividness and content of imagined journeys in a directed visual imagery task,2021-08-17,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1955.447,1.081,2676263083,NA,196567,Chronoshub
Swiss National Science Foundation (SNSF),2021,1144.3108233117484,10.3390/brainsci11081054,The bacterial enzyme RfxCas13d is less neurotoxic than PspCas13b and could be a promising RNA editing and inter-ference tool in the nervous system,2021-08-17,Brain Sciences,MDPI,FALSE,NA,NA,1237,1.081,1289450,NA,"160038, 189083",Chronoshub
Swiss National Science Foundation (SNSF),2021,2188.9102682701205,10.1186/s12891-021-04530-z,"Prediction and trend of tactile acuity, pain and disability in acute LBP: a six-month prospective cohort study",2021-08-17,BMC Musculoskeletal Disorders,BioMed Central,FALSE,NA,NA,2366.212,1.081,6106499651,NA,173297,Chronoshub
Swiss National Science Foundation (SNSF),2021,4848.77243293247,10.1038/s41467-021-25037-0,Sondheimer oscillations as a probe of non-ohmic flow in WP2 crystals,2021-08-17,Nature Communications,Nature Publishing Group,FALSE,NA,NA,5241.523,1.081,2676266531,NA,189924,Chronoshub
