Institution name;APC Payment Year;Date of Submission;Date of Acceptance;DOI;DOI URL;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN(s);Journal ISSN print;Journal ISSN electronic;journal_issn_l ;Article License;agreement
University of Lucerne;2024;13.06.2023;26.07.2024;10.1177/08944393241275640;https://doi.org/10.1177/08944393241275640;TRUE;Hybrid;Sage Publications;Social Science Computer Review;1552-8286;;;;CC BY 4.0;Switzerland2023
University of Lucerne;2024;05.08.2024;22.10.2024;10.1177/10848223241297930;https://doi.org/10.1177/10848223241297930;TRUE;Hybrid;Sage Publications;Home Health Care Management & Practice;1552-6739;;;;CC BY 4.0;Switzerland2023
University of Lucerne;2024;24.04.2024;24.10.2024;10.1177/2333794X241298801;https://doi.org/10.1177/2333794X241298801;FALSE;Gold;Sage Publications;Sage Open Pediatrics;3050-2225;;;;CC BY-NC 4.0;Switzerland2023
University of Neuchatel;2024;18.02.2024;26.02.2024;10.1177/1354067X241242416;https://doi.org/10.1177/1354067X241242416;TRUE;Hybrid;Sage Publications;Culture & Psychology;1461-7056;;;;CC BY 4.0;Switzerland2023
University of Neuchatel;2024;27.09.2023;26.04.2024;10.1177/13882627241256003;https://doi.org/10.1177/13882627241256003;TRUE;Hybrid;Sage Publications;European Journal of Social Security;2399-2948;;;;CC BY 4.0;Switzerland2023
University of Neuchatel;2024;12.04.2022;01.03.2024;10.1177/21582440241258414;https://doi.org/10.1177/21582440241258414;FALSE;Gold;Sage Publications;SAGE Open;2158-2440;;;;CC BY 4.0;Switzerland2023
University of Neuchatel;2024;26.07.2024;26.07.2024;10.1177/02610183241273587;https://doi.org/10.1177/02610183241273587;TRUE;Hybrid;Sage Publications;Critical Social Policy;1461-703X;;;;CC BY 4.0;Switzerland2023
University of Neuchatel;2024;30.08.2023;18.01.2024;10.1177/13657127241283662;https://doi.org/10.1177/13657127241283662;TRUE;Hybrid;Sage Publications;International Journal of Evidence & Proof, The;1740-5572;;;;CC BY 4.0;Switzerland2023
University of Neuchatel;2024;26.09.2023;24.10.2024;10.1177/01925121241301046;https://doi.org/10.1177/01925121241301046;TRUE;Hybrid;Sage Publications;International Political Science Review / Revue internationale de science politique;1460-373X;;;;CC BY 4.0;Switzerland2023
University of Neuchatel;2024;03.12.2023;21.11.2024;10.1177/01461672241305687;https://doi.org/10.1177/01461672241305687;TRUE;Hybrid;Sage Publications;Personality and Social Psychology Bulletin;1552-7433;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;27.01.2022;28.11.2023;10.1177/09670106241228066;https://doi.org/10.1177/09670106241228066;TRUE;Hybrid;Sage Publications;Security Dialogue;1460-3640;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;31.10.2022;25.01.2024;10.1177/20539517241232638;https://doi.org/10.1177/20539517241232638;FALSE;Gold;Sage Publications;Big Data & Society;2053-9517;;;;CC BY-NC-ND 4.0;Switzerland2023
University of St.Gallen;2024;03.12.2021;24.01.2024;10.1177/14634996241233386;https://doi.org/10.1177/14634996241233386;TRUE;Hybrid;Sage Publications;Anthropological Theory;1741-2641;;;;CC BY-NC 4.0;Switzerland2023
University of St.Gallen;2024;18.04.2023;24.01.2024;10.1177/20531680241233784;https://doi.org/10.1177/20531680241233784;FALSE;Gold;Sage Publications;Research and Politics;2053-1680;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;27.06.2023;14.04.2024;10.1177/09520767241251913;https://doi.org/10.1177/09520767241251913;TRUE;Hybrid;Sage Publications;Public Policy and Administration;1749-4192;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;16.05.2023;09.04.2024;10.1177/01492063241249699;https://doi.org/10.1177/01492063241249699;TRUE;Hybrid;Sage Publications;Journal of Management;1557-1211;;;;CC BY-NC 4.0;Switzerland2023
University of St.Gallen;2024;04.09.2023;05.04.2024;10.1177/15413446241255909;https://doi.org/10.1177/15413446241255909;TRUE;Hybrid;Sage Publications;Journal of Transformative Education;1552-7840;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;28.09.2023;25.03.2023;10.1177/00081256241258211;https://doi.org/10.1177/00081256241258211;TRUE;Hybrid;Sage Publications;California Management Review;2162-8564;;;;CC BY-NC 4.0;Switzerland2023
University of St.Gallen;2024;19.01.2024;26.05.2024;10.1177/20438869241261399;https://doi.org/10.1177/20438869241261399;TRUE;Hybrid;Sage Publications;Journal of Information Technology Teaching Cases;2043-8869;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;13.10.2023;14.08.2024;10.1177/00223433241279381;https://doi.org/10.1177/00223433241279381;TRUE;Hybrid;Sage Publications;Journal of Peace Research;1460-3578;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;14.04.2023;16.08.2024;10.1177/02683962241280657;https://doi.org/10.1177/02683962241280657;TRUE;Hybrid;Sage Publications;Journal of Information Technology;1466-4437;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;24.10.2023;07.08.2024;10.1177/25152459241287132;https://doi.org/10.1177/25152459241287132;FALSE;Gold;Sage Publications;Advances in Methods and Practices in Psychological Science;2515-2467;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;03.03.2023;23.10.2024;10.1177/01492063241299403;https://doi.org/10.1177/01492063241299403;TRUE;Hybrid;Sage Publications;Journal of Management;1557-1211;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;30.04.2023;15.10.2024;10.1177/00187267241302783;https://doi.org/10.1177/00187267241302783;TRUE;Hybrid;Sage Publications;Human Relations;1741-282X;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;26.02.2024;17.11.2024;10.1177/02683962241304105;https://doi.org/10.1177/02683962241304105;TRUE;Hybrid;Sage Publications;Journal of Information Technology;1466-4437;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;06.03.2023;09.11.2024;10.1177/00936502241306707;https://doi.org/10.1177/00936502241306707;TRUE;Hybrid;Sage Publications;Communication Research;1552-3810;;;;CC BY 4.0;Switzerland2023
University of St.Gallen;2024;26.04.2024;18.12.2024;10.1177/20552076241311740;https://doi.org/10.1177/20552076241311740;FALSE;Gold;Sage Publications;Digital Health;2055-2076;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;27.07.2023;09.01.2024;10.1177/20563051241229659;https://doi.org/10.1177/20563051241229659;FALSE;Gold;Sage Publications;Social Media and Society;2056-3051;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;16.09.2024;19.09.2024;10.1177/23971983241291923;https://doi.org/10.1177/23971983241291923;TRUE;Hybrid;Sage Publications;Journal of Scleroderma and Related Disorders;2397-1991;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;22.10.2023;21.12.2023;10.1177/10711007241227925;https://doi.org/10.1177/10711007241227925;TRUE;Hybrid;Sage Publications;Foot & Ankle International;1944-7876;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;17.03.2024;06.08.2024;10.1177/03635465241295726;https://doi.org/10.1177/03635465241295726;TRUE;Hybrid;Sage Publications;American Journal of Sports Medicine, The;1552-3365;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;31.07.2024;16.09.2024;10.1177/21925682241288187;https://doi.org/10.1177/21925682241288187;FALSE;Gold;Sage Publications;Global Spine Journal;2192-5690;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;15.09.2023;23.04.2024;10.1177/10755470241253858;https://doi.org/10.1177/10755470241253858;TRUE;Hybrid;Sage Publications;Science Communication;1552-8545;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;28.06.2024;17.12.2024;10.1177/09567976241311920;https://doi.org/10.1177/09567976241311920;TRUE;Hybrid;Sage Publications;Psychological Science;1467-9280;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;21.05.2024;05.10.2024;10.1177/17531934241293338;https://doi.org/10.1177/17531934241293338;TRUE;Hybrid;Sage Publications;Journal of Hand Surgery (European Volume);2043-6289;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;19.10.2023;08.04.2024;10.1177/20552076241249267;https://doi.org/10.1177/20552076241249267;FALSE;Gold;Sage Publications;Digital Health;2055-2076;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;05.06.2024;17.07.2024;10.1177/23259671241304754;https://doi.org/10.1177/23259671241304754;FALSE;Gold;Sage Publications;Orthopaedic Journal of Sports Medicine;2325-9671;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;29.10.2023;24.05.2024;10.1177/00368504241261844;https://doi.org/10.1177/00368504241261844;FALSE;Gold;Sage Publications;Science Progress;2047-7163;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;19.11.2023;08.02.2024;10.1177/10711007241237532;https://doi.org/10.1177/10711007241237532;TRUE;Hybrid;Sage Publications;Foot & Ankle International;1944-7876;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;22.04.2024;24.07.2024;10.1177/22840265241275349;https://doi.org/10.1177/22840265241275349;TRUE;Hybrid;Sage Publications;Journal of Endometriosis and Pelvic Pain Disorders;2284-0273;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;24.10.2023;01.05.2024;10.1177/20552076241255928;https://doi.org/10.1177/20552076241255928;FALSE;Gold;Sage Publications;Digital Health;2055-2076;;;;CC BY-NC-ND 4.0;Switzerland2023
University of Zurich;2024;13.11.2023;09.12.2024;10.1177/09516298241312347;https://doi.org/10.1177/09516298241312347;TRUE;Hybrid;Sage Publications;Journal of Theoretical Politics;1460-3667;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;12.04.2023;01.07.2024;10.1177/01902725241276407;https://doi.org/10.1177/01902725241276407;TRUE;Hybrid;Sage Publications;Social Psychology Quarterly;1939-8999;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;26.06.2024;24.09.2024;10.1177/14799731241291067;https://doi.org/10.1177/14799731241291067;FALSE;Gold;Sage Publications;Chronic Respiratory Disease;1479-9731;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;07.05.2024;17.07.2024;10.1177/23259671241307648;https://doi.org/10.1177/23259671241307648;FALSE;Gold;Sage Publications;Orthopaedic Journal of Sports Medicine;2325-9671;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;11.12.2023;24.04.2024;10.1177/15910199241254412;https://doi.org/10.1177/15910199241254412;TRUE;Hybrid;Sage Publications;Interventional Neuroradiology;2385-2011;;;;CC BY-NC 4.0;Switzerland2023
University of Zurich;2024;15.04.2024;21.08.2024;10.1177/20552173241281458;https://doi.org/10.1177/20552173241281458;FALSE;Gold;Sage Publications;Multiple Sclerosis Journal: Experimental, Translational and Clinical;2055-2173;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;25.09.2023;19.04.2024;10.1177/02654075241255910;https://doi.org/10.1177/02654075241255910;TRUE;Hybrid;Sage Publications;Journal of Social and Personal Relationships;1460-3608;;;;CC BY-NC 4.0;Switzerland2023
University of Zurich;2024;05.06.2022;11.11.2024;10.1177/15500594241304492;https://doi.org/10.1177/15500594241304492;TRUE;Hybrid;Sage Publications;Clinical EEG and Neuroscience;2169-5202;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;13.11.2023;01.03.2024;10.1177/14789299241239909;https://doi.org/10.1177/14789299241239909;TRUE;Hybrid;Sage Publications;Political Studies Review;1478-9302;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;22.09.2023;17.03.2024;10.1177/19485506241245157;https://doi.org/10.1177/19485506241245157;TRUE;Hybrid;Sage Publications;Social Psychological and Personality Science;1948-5514;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;15.12.2023;10.07.2024;10.1177/09636625241268910;https://doi.org/10.1177/09636625241268910;TRUE;Hybrid;Sage Publications;Public Understanding of Science;1361-6609;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;27.05.2020;30.06.2024;10.1177/00222437241270217;https://doi.org/10.1177/00222437241270217;TRUE;Hybrid;Sage Publications;Journal of Marketing Research;1547-7193;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;01.05.2023;16.09.2024;10.1177/08902070241289155;https://doi.org/10.1177/08902070241289155;TRUE;Hybrid;Sage Publications;European Journal of Personality;1099-0984;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;25.11.2023;20.06.2024;10.1177/15266028241270862;https://doi.org/10.1177/15266028241270862;TRUE;Hybrid;Sage Publications;Journal of Endovascular Therapy;1545-1550;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;15.01.2024;26.03.2024;10.1177/23969873241246591;https://doi.org/10.1177/23969873241246591;TRUE;Hybrid;Sage Publications;European Stroke Journal;2396-9881;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;03.06.2024;30.09.2024;10.1177/03635465241299795;https://doi.org/10.1177/03635465241299795;TRUE;Hybrid;Sage Publications;American Journal of Sports Medicine, The;1552-3365;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;11.03.2024;18.08.2024;10.1177/21514593241280879;https://doi.org/10.1177/21514593241280879;FALSE;Gold;Sage Publications;Geriatric Orthopaedic Surgery & Rehabilitation;2151-4593;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;14.02.2024;14.08.2024;10.1177/13524585241279645;https://doi.org/10.1177/13524585241279645;TRUE;Hybrid;Sage Publications;Multiple Sclerosis Journal;1477-0970;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;31.01.2023;06.05.2024;10.1177/21582440241267141;https://doi.org/10.1177/21582440241267141;FALSE;Gold;Sage Publications;SAGE Open;2158-2440;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;03.08.2023;21.01.2024;10.1177/08902070241231017;https://doi.org/10.1177/08902070241231017;TRUE;Hybrid;Sage Publications;European Journal of Personality;1099-0984;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;09.04.2024;11.09.2024;10.1177/03635465241295384;https://doi.org/10.1177/03635465241295384;TRUE;Hybrid;Sage Publications;American Journal of Sports Medicine, The;1552-3365;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;30.08.2023;09.10.2024;10.1177/00302228241295344;https://doi.org/10.1177/00302228241295344;TRUE;Hybrid;Sage Publications;OMEGA - Journal of Death and Dying;1541-3764;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;21.02.2024;06.06.2024;10.1177/20551169241264134;https://doi.org/10.1177/20551169241264134;FALSE;Gold;Sage Publications;Journal of Feline Medicine and Surgery Open Reports;2055-1169;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;20.03.2024;23.08.2024;10.1177/02698811241282637;https://doi.org/10.1177/02698811241282637;TRUE;Hybrid;Sage Publications;Journal of Psychopharmacology;1461-7285;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;08.12.2023;25.08.2024;10.1177/22840265241283520;https://doi.org/10.1177/22840265241283520;TRUE;Hybrid;Sage Publications;Journal of Endometriosis and Pelvic Pain Disorders;2284-0273;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;15.08.2023;30.03.2024;10.1177/14614448241247822;https://doi.org/10.1177/14614448241247822;TRUE;Hybrid;Sage Publications;New Media & Society;1461-7315;;;;CC BY-NC 4.0;Switzerland2023
University of Zurich;2024;21.09.2023;19.01.2024;10.1177/10711007241232970;https://doi.org/10.1177/10711007241232970;TRUE;Hybrid;Sage Publications;Foot & Ankle International;1944-7876;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;03.10.2023;18.03.2024;10.1177/23259671241275124;https://doi.org/10.1177/23259671241275124;FALSE;Gold;Sage Publications;Orthopaedic Journal of Sports Medicine;2325-9671;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;06.01.2024;04.07.2024;10.1177/17407745241276124;https://doi.org/10.1177/17407745241276124;TRUE;Hybrid;Sage Publications;Clinical Trials;1740-7753;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;11.08.2023;17.11.2024;10.1177/00104140241306939;https://doi.org/10.1177/00104140241306939;TRUE;Hybrid;Sage Publications;Comparative Political Studies;1552-3829;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;09.02.2024;17.06.2024;10.1177/00914150241268018;https://doi.org/10.1177/00914150241268018;TRUE;Hybrid;Sage Publications;International Journal of Aging and Human Development, The;1541-3535;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;20.09.2023;20.12.2023;10.1177/03635465241232157;https://doi.org/10.1177/03635465241232157;TRUE;Hybrid;Sage Publications;American Journal of Sports Medicine, The;1552-3365;;;;CC BY-NC 4.0;Switzerland2023
University of Zurich;2024;27.11.2023;16.02.2024;10.1177/19485506241237293;https://doi.org/10.1177/19485506241237293;TRUE;Hybrid;Sage Publications;Social Psychological and Personality Science;1948-5514;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;08.06.2024;10.07.2024;10.1177/25158163241268880;https://doi.org/10.1177/25158163241268880;FALSE;Gold;Sage Publications;Cephalalgia Reports;2515-8163;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;25.07.2024;27.09.2024;10.1177/11786329241293534;https://doi.org/10.1177/11786329241293534;FALSE;Gold;Sage Publications;Health Services Insights;1178-6329;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;25.01.2024;11.09.2024;10.1177/23312165241287622;https://doi.org/10.1177/23312165241287622;FALSE;Gold;Sage Publications;Trends in Hearing;2331-2165;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;22.04.2024;21.10.2024;10.1177/08969205241297687;https://doi.org/10.1177/08969205241297687;TRUE;Hybrid;Sage Publications;Critical Sociology;1569-1632;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;06.11.2023;06.05.2024;10.1177/01461672241257355;https://doi.org/10.1177/01461672241257355;TRUE;Hybrid;Sage Publications;Personality and Social Psychology Bulletin;1552-7433;;;;CC BY-NC 4.0;Switzerland2023
University of Zurich;2024;13.09.2023;21.03.2024;10.1177/10944281241246770;https://doi.org/10.1177/10944281241246770;TRUE;Hybrid;Sage Publications;Organizational Research Methods;1552-7425;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;06.08.2024;20.11.2024;10.1177/22808000241305301;https://doi.org/10.1177/22808000241305301;FALSE;Gold;Sage Publications;Journal of Applied Biomaterials & Functional Materials;2280-8000;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;27.11.2023;22.10.2024;10.1177/19401612241301671;https://doi.org/10.1177/19401612241301671;TRUE;Hybrid;Sage Publications;International Journal of Press/Politics, The;1940-1620;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;15.06.2024;06.08.2024;10.1177/14680181241279677;https://doi.org/10.1177/14680181241279677;TRUE;Hybrid;Sage Publications;Global Social Policy;1741-2803;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;15.01.2024;05.06.2024;10.1177/10406387241277230;https://doi.org/10.1177/10406387241277230;TRUE;Hybrid;Sage Publications;Journal of Veterinary Diagnostic Investigation;1943-4936;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;25.01.2024;20.05.2024;10.1177/10711007241262771;https://doi.org/10.1177/10711007241262771;TRUE;Hybrid;Sage Publications;Foot & Ankle International;1944-7876;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;01.07.2024;11.09.2024;10.1177/19714009241303050;https://doi.org/10.1177/19714009241303050;TRUE;Hybrid;Sage Publications;Neuroradiology Journal, The;2385-1996;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;31.10.2022;16.01.2024;10.1177/00936502241230203;https://doi.org/10.1177/00936502241230203;TRUE;Hybrid;Sage Publications;Communication Research;1552-3810;;;;CC BY-NC 4.0;Switzerland2023
University of Zurich;2024;13.07.2023;07.05.2024;10.1177/0308518X241256844;https://doi.org/10.1177/0308518X241256844;TRUE;Hybrid;Sage Publications;Environment and Planning A;1472-3409;;;;CC BY-NC 4.0;Switzerland2023
University of Zurich;2024;07.11.2023;19.06.2024;10.1177/09636625241268700;https://doi.org/10.1177/09636625241268700;TRUE;Hybrid;Sage Publications;Public Understanding of Science;1361-6609;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;18.07.2024;24.07.2024;10.1177/03090892241280645;https://doi.org/10.1177/03090892241280645;TRUE;Hybrid;Sage Publications;Journal for the Study of the Old Testament;1476-6728;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;31.03.2023;22.02.2024;10.1177/23998083241239383;https://doi.org/10.1177/23998083241239383;TRUE;Hybrid;Sage Publications;Environment and Planning B;2399-8091;;;;CC BY-NC 4.0;Switzerland2023
University of Zurich;2024;12.06.2024;22.06.2024;10.1177/02724316241271381;https://doi.org/10.1177/02724316241271381;TRUE;Hybrid;Sage Publications;Journal of Early Adolescence, The;1552-5449;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;02.02.2024;15.04.2024;10.1177/23969873241251718;https://doi.org/10.1177/23969873241251718;TRUE;Hybrid;Sage Publications;European Stroke Journal;2396-9881;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;08.02.2024;05.08.2024;10.1177/09567976241279203;https://doi.org/10.1177/09567976241279203;TRUE;Hybrid;Sage Publications;Psychological Science;1467-9280;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;25.09.2023;05.12.2023;10.1177/10748407241234262;https://doi.org/10.1177/10748407241234262;TRUE;Hybrid;Sage Publications;Journal of Family Nursing;1552-549X;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;19.04.2024;07.08.2024;10.1177/13591053241278473;https://doi.org/10.1177/13591053241278473;TRUE;Hybrid;Sage Publications;Journal of Health Psychology;1461-7277;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;28.08.2023;02.02.2024;10.1177/03635465241239868;https://doi.org/10.1177/03635465241239868;TRUE;Hybrid;Sage Publications;American Journal of Sports Medicine, The;1552-3365;;;;CC BY-NC 4.0;Switzerland2023
University of Zurich;2024;22.07.2024;06.12.2024;10.1177/00220221241309863;https://doi.org/10.1177/00220221241309863;TRUE;Hybrid;Sage Publications;Journal of Cross-Cultural Psychology;1552-5422;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;23.05.2023;27.02.2024;10.1177/14648849241241139;https://doi.org/10.1177/14648849241241139;TRUE;Hybrid;Sage Publications;Journalism;1741-3001;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;12.04.2024;30.09.2024;10.1177/13691481241293066;https://doi.org/10.1177/13691481241293066;TRUE;Hybrid;Sage Publications;British Journal of Politics and International Relations;1467-856X;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;23.01.2024;26.06.2024;10.1177/19401612241270004;https://doi.org/10.1177/19401612241270004;TRUE;Hybrid;Sage Publications;International Journal of Press/Politics, The;1940-1620;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;07.06.2023;15.12.2023;10.1177/20552076241228024;https://doi.org/10.1177/20552076241228024;FALSE;Gold;Sage Publications;Digital Health;2055-2076;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;07.11.2023;21.04.2024;10.1177/14614448241253138;https://doi.org/10.1177/14614448241253138;TRUE;Hybrid;Sage Publications;New Media & Society;1461-7315;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;29.03.2024;16.05.2024;10.1177/11297298241258628;https://doi.org/10.1177/11297298241258628;TRUE;Hybrid;Sage Publications;Journal of Vascular Access, The;1724-6032;;;;CC BY 4.0;Switzerland2023
University of Zurich;2024;04.04.2024;30.07.2024;10.1177/23780231241275430;https://doi.org/10.1177/23780231241275430;FALSE;Gold;Sage Publications;Socius;2378-0231;;;;CC BY-NC 4.0;Switzerland2023
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2024;13.04.2022;29.07.2024;10.1177/23996544241278855;https://doi.org/10.1177/23996544241278855;TRUE;Hybrid;Sage Publications;Environment and Planning C;2399-6552;;;;CC BY 4.0;Switzerland2023
ZHAW Zurich University of Applied Sciences;2024;16.03.2024;16.03.2024;10.5547/01956574.45.2.cwin;https://doi.org/10.5547/01956574.45.2.cwin;TRUE;Hybrid;Sage Publications;The Energy Journal;1944-9089;;;;CC BY 4.0;Switzerland2023
ZHAW Zurich University of Applied Sciences;2024;22.12.2023;16.05.2024;10.1177/02692155241258867;https://doi.org/10.1177/02692155241258867;TRUE;Hybrid;Sage Publications;Clinical Rehabilitation;1477-0873;;;;CC BY 4.0;Switzerland2023
ZHAW Zurich University of Applied Sciences;2024;01.11.2023;24.03.2024;10.1177/17579759241246777;https://doi.org/10.1177/17579759241246777;TRUE;Hybrid;Sage Publications;Global Health Promotion;1756-3976;;;;CC BY-NC 4.0;Switzerland2023
ZHAW Zurich University of Applied Sciences;2024;01.12.2023;02.07.2024;10.1177/20552076241271772;https://doi.org/10.1177/20552076241271772;FALSE;Gold;Sage Publications;Digital Health;2055-2076;;;;CC BY 4.0;Switzerland2023
ZHAW Zurich University of Applied Sciences;2024;24.04.2024;26.07.2024;10.1177/15593258241279906;https://doi.org/10.1177/15593258241279906;FALSE;Gold;Sage Publications;Dose-Response;1559-3258;;;;CC BY 4.0;Switzerland2023
ZHAW Zurich University of Applied Sciences;2024;22.12.2023;21.07.2024;10.1177/00208523241280129;https://doi.org/10.1177/00208523241280129;TRUE;Hybrid;Sage Publications;International Review of Administrative Sciences;1461-7226;;;;CC BY 4.0;Switzerland2023
ZHAW Zurich University of Applied Sciences;2024;27.02.2023;16.04.2024;10.1177/21582440241277273;https://doi.org/10.1177/21582440241277273;FALSE;Gold;Sage Publications;SAGE Open;2158-2440;;;;CC BY 4.0;Switzerland2023
ZHAW Zurich University of Applied Sciences;2024;02.04.2024;25.11.2024;10.1177/03080226241306326;https://doi.org/10.1177/03080226241306326;TRUE;Hybrid;Sage Publications;British Journal of Occupational Therapy, The;1477-6006;;;;CC BY 4.0;Switzerland2023
Zurich University of Teacher Education;2024;27.02.2023;05.03.2024;10.1177/00345237241242989;https://doi.org/10.1177/00345237241242989;TRUE;Hybrid;Sage Publications;Research in Education;2050-4608;;;;CC BY-NC 4.0;Switzerland2023
