"period","Institution - Abbrv","institution","ArticleTitle","JournalTitle","ISSN","NSD Level","DOI","euro"
2016,"UiB","University of Bergen","Phylogenomic and functional analyses of salmon lice aquaporins uncover the molecular diversity of the superfamily in Arthropoda","BMC Genomics","1471-2164",1,"10.1186/s12864-015-1814-8",2091.2
2016,"UiB","University of Bergen","MDM4 SNP34091 (rs4245739) and its effect on breast-, colon-, lung and prostate cancer risk. ","Cancer Medicine","2045-7634",1,"10.1002/cam4.555",1837.03
2016,"UiB","University of Bergen","Measuring strategic control in implicit learning: How and why? ","Frontiers in Psychology","1664-1078 ",1,"10.3389/fpsyg.2015.01455",1000.65
2016,"UiB","University of Bergen","The Bergen Shopping Addiction Scale: reliabilityand validity of a brief screening test","Frontiers in Psychology","1664-1078",1,"10.3389/fpsyg.2015.01374",1725.03
2016,"UiB","University of Bergen","Obligations of low income countries in ensuring equity in global health financing ","BMC Medical Ethics","1472-6939",1,"10.1186/s12910-015-0055-3",2102.64
2016,"UiB","University of Bergen","A Giant Reconstruction of α-quartz (0001) Interpreted as Three Domains of Nano Dauphine Twins","Scientific Reports","2045-2322",1,"10.1038/srep14545",1494.89
2016,"UiB","University of Bergen","To Hit or Not to Hit, That Is the Question – Genome-wide Structure-Based Druggability Predictions for Pseudomonas aeruginosa Proteins","PLOS One","1932-6203",1,"10.1371/journal.pone.0137279",1506.95
2016,"UiB","University of Bergen","Comorbidity between type 2 diabetes and depression in the adult population: directions of the association and its possible pathophysiological mechanisms","International Journal of Endocrinology","1687-8345",1,"10.1155/2015/164760",1632.09
2016,"UiB","University of Bergen","Introducing Payment for Performance in the health sector of Tanzania- the policy process ","Globalization and Health ","1744-8603",1,"10.1186/s12992-015-0125-9",2025.33
2016,"UiB","University of Bergen","A novel nanoprobe for multimodal imaging is effectively incorporated into human melanoma metastatic cell lines","International Journal of Molecular Sciences","1422-0067",1,"10.3390/ijms160921658",1857.22
2016,"UiB","University of Bergen","Alcohol consumption among pregnant women in Northern Tanzania 2000-2010: a registry-based study","BMC Pregnancy and Childbirth","1471-2393",1,"10.1186/s12884-015-0630-0",1586.03
2016,"UiB","University of Bergen","Hypomagnesemia and functional hypoparathyroidism due to novel mutations in the Mg-channel TRPM6 ","Endocrine Connections","2049-3614",1,"10.1530/EC-15-0066",1162.25
2016,"UiB","University of Bergen","Associations between intimate partner violence, childcare practices and infant health: Findings from Demographic and Health Surveys in Bolivia, Colombia and Peru","BMC Public Health","1471-2458",1,"10.1186/s12889-015-2144-0",2448.86
2016,"UiB","University of Bergen","Facing the fear of failure: An explorative qualitative study of client experiences in a mindfulness-based stress reduction program for university students with academic evaluation anxiety","International Journal of Qualitative Studies on Health and Well-being","1748-2623",1,"10.3402/qhw.v10.27990",1349.2
2016,"UiB","University of Bergen","COSMOS-improving the quality of life in nursing home patients: Protocol for an effectiveness-implementation cluster randomized clinical hybrid trial","Implementation Science","1748-5908 ",1,"10.1186/s13012-015-0310-5",2169.45
2016,"UiB","University of Bergen","Common variants in the ARC gene are not associated with cognitive abilities Craig","Brain and Behavior","2162-3279",1,"10.1002/brb3.376",1993.27
2016,"UiB","University of Bergen","Peak oxygen uptake and breathing pattern in COPD patients - a four year longitudinal study ","BMC Pulmonary Medicine- BioMed Central","1471-2466",1,"10.1186/s12890-015-0095-y",2083.02
2016,"UiB","University of Bergen","Turn around to have a look? Spatial referencing in dorsal versus frontal settings in cross-linguistic comparison","Frontiers in Psychology","1664-1078",1,"10.3389/fpsyg.2015.01283",1585.18
2016,"UiB","University of Bergen","Variable Number of Tandem Repeats (VNTR) of Flavobacterium psychrophilum from salmonids in Chile and Norway","BMC Veterinary Research","1746-6148 ",2,"10.1186/s12917-015-0469-7",1890.64
2016,"UiB","University of Bergen","Tsv-N1: A Novel DNA Algal Virus That Infects Tetraselmis striata","Viruses","1999-4915",1,"10.3390/v7072806",1604.98
2016,"UiB","University of Bergen","Stroke volume variation to guide fluid therapy: is it suitable for high-risk surgical patients? - a terminated randomized controlled trial","Perioperative Medicine ","2047-0525",1,"10.1186/s13741-015-0016-x",2369.15
2016,"UiB","University of Bergen"," A pragmatic approach to sonothrombolysis in acute ischaemic stroke: The Norwegian randomised controlled Sonothrombolysis in Acute Stroke Study (NOR-SASS)","BMC Neurology"," 1471-2377",1,"10.1186/s12883-015-0359-4",1577.32
2016,"UiB","University of Bergen","	Matrix M H5N1 vaccine induces cross-H5 clade humoral immune responses in a randomized clinical trial and provides protection from highly pathogenic influenza challenge in ferrets","Plos One","1932-6203 ",1,"10.1371/journal.pone.0131652",1506.95
2016,"UiB","University of Bergen","Patients' Experiences of Changes in Health Complaints Before, During and After Removal of Dental Amalgam","International Journal of Qualitative Studies on Health and Well-being","1748-2631",1,"10.3402/qhw.v10.28157",1154.46
2016,"UiB","University of Bergen","Vitamin B12 and folic acid improve gross motor and problem-solving skills in young North Indian children: a randomized placebo-controlled trial.","PLOS ONE","1932-6203",1,"10.1371/journal.pone.0129915",1421.76
2016,"UiB","University of Bergen","Experienced and perceived risks of mycobacterial diseases: a cross sectional study among agropastoral communities in Northern Tanzania ","PLoSOne","1932-6203",1,"10.1371/journal.pone.0130180",1421.76
2016,"UiB","University of Bergen","MicroRNAs as Important Players and Biomarkers in Oral Carcinogenesis","BioMed Research International ","2314-6133",1,"10.1155/2015/186904",1699.08
2016,"UiB","University of Bergen","Fractional anisotropy shows differential reduction in frontal-subcortical fiber bundles - A longitudinal MRI study of 76 middle-aged and older adults","Frontiers in Aging Neuroscience","1663-4365",1,"10.3389/fnagi.2015.00081",1841.33
2016,"UiB","University of Bergen","Age, risk, and life expectancy in Norwegian intensive care: a registry-based population modelling study","PLOS One","1932-6203",1,"10.1371/journal.pone.0125907",1106.37
2016,"UiB","University of Bergen","Tumor interstitial fluid formation, characterization, and clinical implications","Frontiers in Oncology","2234-943X",1,"10.3389/fonc.2015.00115",1464.13
2016,"UiB","University of Bergen","Translating weight loss into agency: Men’s experiences 5 years after bariatric surgery","International Journal of Qualitative Studies on Health and Well-being (QHW)","1748-2631",1,"10.3402/qhw.v10.27729",1303.36
2016,"UiB","University of Bergen","Can bone apposition predict the retention force of a femoral stem? An experimental weight-bearing hip-implant model in goats","BMC Musculoskeletal Disorders","1471-2474",1,"10.1186/s12891-015-0560-z",1451.61
2016,"UiB","University of Bergen","Depression in persons with diabetes by age and antidiabetic treatment: a cross-sectional analysis with data from the Hordaland Health Study","Plos One","1932-6203 ",1,"10.1371/journal.pone.0127161",1369.15
2016,"UiB","University of Bergen","The study of Priapulus caudatus reveals conserved molecular patterning underlying different gut morphogenesis in the Ecdysozoa","BMC Biology","1741-7007",2,"10.1186/s12915-015-0139-z",2238.44
2016,"UiB","University of Bergen","Increased Chromogranin A Cell Density in the Large Intestine of Patients with Irritable Bowel Syndrome after Receiving Dietary Guidance","Gastroenterology Research and Practice","1687-6121",1,"10.1155/2015/823897",1542.52
2016,"UiB","University of Bergen","Causal inferences about others' behavior among the Wampar, Papua New Guinea -- and why they are hard to elicit","Frontiers in Psychology","1664-1078",1,"10.3389/fpsyg.2015.00128",561.43
2016,"UiB","University of Bergen","Supervisors’ strategies to facilitate work functioning among employees with musculoskeletal complaints. A focus group study ","The World Scientific Journal","1537-744X",1,"10.1155/2015/865628",1104.13
2016,"UiB","University of Bergen","Change in paternity, risk of placental abruption and confounding by birth interval","BMJ Open","2044-6055",1,"10.1136/bmjopen-2014-007023",1758.52
2016,"UiB","University of Bergen","Residents’ perceptions of their own sadness - a qualitative study in Norwegian nursing homes","BMC Geriatrics","1471-2318",1,"10.1186/s12877-015-0019-y",1867.67
2016,"UiB","University of Bergen","Polypharmacy among anabolic-androgenic steroid users: a descriptive metasynthesis","Substance Abuse Treatment, Prevention, and Policy","1747-597X",1,"10.1186/s13011-015-0006-5",1658.48
2016,"UiB","University of Bergen","Embryonic expression of endogenous retroviral RNAs in somatic tissues adjacent to the Oikopleura germline","Nucleic Acids Research","1362-4962",2,"10.1093/nar/gkv169",2456.4
2016,"UiB","University of Bergen","Stroke patients' knowledge about cardiovascular family history - the Norwegian Stroke in the Young Study (NOR-SYS)","BMC Neurology","1471-2377",1,"10.1186/s12883-015-0276-6",1457.95
2016,"UiB","University of Bergen","Immunoglobulin isotypes in Atlantic salmon, Salmo salar","biomolecules","2218-273X",1,"10.3390/biom5010166",332.6
2016,"UiB","University of Bergen","Ultrasound echo-intensity predicts severe pancreatic affection in cystic fibrosis patients","PLOS ONE","1932-6203",1,"10.1371/journal.pone.0121121",1380.98
2016,"UiB","University of Bergen","Expression of Toll-like receptor -7 and -9 in B cell subsets from patients with primary Sjögren's syndrome","PLOS ONE","1932-6203",1,"10.1371/journal.pone.0120383",1388.42
2016,"UiB","University of Bergen","Vitamin D, vitamin D binding protein and longitudinal outcomes in COPD","PLoS One","1932-6203",1,"10.1371/journal.pone.0121622",1388.27
2016,"UiB","University of Bergen","Passive range of motion in patients with adhesive shoulder capsulitis, an intertester reliability study over eight weeks","BMC Musculoskeletal Disorders ","1471-2474",1,"10.1186/s12891-015-0495-4",1446.53
2016,"UiB","University of Bergen","Percutaneous cholecystostomy in acute cholecystitis; a retrospective analysis of a large series of 104 patients","BMC Surgery","1471-2482",1,"10.1186/s12893-015-0002-8",1389.35
2016,"UiB","University of Bergen","Myocardial function in aortic stenosis - insights from radial multilayer Doppler strain","Cardiovascular Ultrasound","1476-7120",1,"10.1186/s12947-015-0001-z",1858.14
2016,"UiB","University of Bergen","Characterization of a novel RXR receptor in the salmon louse (Lepeophtheirus salmonis, Copepoda) regulating growth and female reproduction","BMC Genomics","1471-2164",1,"10.1186/s12864-015-1277-y",1867.67
2016,"UiB","University of Bergen","Use of GP services by patients with schizophrenia:A national cross-sectional register-based study a national cross-sectional register-based study","BMC Health Service Research","1472-6963",2,"10.1186/s12913-015-0719-1",1428.98
2016,"UiB","University of Bergen","An organellar N-alpha acetyltransferase Naa60 acetylates cytosolic N-termini of transmembrane proteins and maintains Golgi integrity ","CELL Reports","2211-1247",1,"10.1016/j.celrep.2015.01.053",5141.73
2016,"UiB","University of Bergen","Exploratory multivariate analysis of the effect of fatty fish consumption and medicinal use on heart rate and heart rate variability data","Frontiers in Psychology","1664-1078",1,"10.3389/fpsyg.2015.00135",1128.25
2016,"UiB","University of Bergen","How people explain their own and others’ behavior: A theory of lay causal explanations","Frontiers in Psychology - Cognitive Science","1664-1078",1,"10.3389/fpsyg.2015.00139",1880.42
2016,"UiB","University of Bergen","Modelling annual mass balances of eight Scandinavian glaciers using statistical models","The Cryosphere Discussions","1994-0424",1,"10.5194/tc-9-1401-2015",1126.37
2015,"UiB","University of Bergen","Intermediate Care in Nursing Home after Hospital Admission. A Randomized Controlled Trial with One Year Follow-up","BMC Research Notes","1756-0500 ",1,"dx.doi.org/10.1186/1756-0500-7-889",803.91
2015,"UiB","University of Bergen","Molecular evidence that only two opsin subfamilies, the blue light- (SWS2) and green light-sensitive (RH2), drive color vision in Atlantic cod (Gadus morhua)","PLOS ONE","1932-6203 ",1,"dx.doi.org/10.1371/journal.pone.0115436",1351.94
2015,"UiB","University of Bergen","Integrating protein structural dynamics and evolutionary analysis with Bio3D","BMC Bioinformatics","1471-2105 ",1,"dx.doi.org/10.1186/s12859-014-0399-6",1398.17
2015,"UiB","University of Bergen","Prevalence and molecular characterisation of human adenovirus in diarrhoeic children in Tanzania; a case control study","BMC infectious diseases","1471-2334 ",1,"dx.doi.org/10.1186/s12879-014-0666-1",1409.11
2015,"UiB","University of Bergen","Differential utilization of Primary Health Care services among older immigrants and Norwegians. A register-based comparative study in Norway.","BMC Health Services Research","1472-6963",2,"dx.doi.org/10.1186/s12913-014-0623-0",1732.78
2015,"UiB","University of Bergen","Post-adolescent developmental changes in cortical complexity","Behavioral and Brain Functions","1744-9081",1,"dx.doi.org/10.1186/1744-9081-10-44",1744.05
2015,"UiB","University of Bergen","Reduced anxiety in forensic inpatients after a long-term intervention with Atlantic salmon","Nutrients","2072-6643",1,"http://dx.doi.org/10.3390/nu6125405",964.57
2015,"UiB","University of Bergen","The effect of blood protein adsorption on cellular uptake of anatase TiO2 nanoparticles","International Journal of Nanomedicine","1178-2013",1,"http://dx.doi.org/10.2147/IJN.S72726",1894.24
2015,"UiB","University of Bergen","The lineage-specific evolution of aquaporin gene clusters facilitated tetrapod terrestrial adaptation","PLoS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0113686",1287.04
2015,"UiB","University of Bergen","Early infant feeding practices in three African countries: The PROMISE-EBF trial promoting exclusive breastfeeding by peer counsellors","International Breastfeeding Journal","1746-4358",1,"dx.doi.org/10.1186/1746-4358-9-19",1558.99
2015,"UiB","University of Bergen","Frequent attenders in General Practice and immigrant status in Norway. A nationwide cross-sectional study","Scandinavian Journal of primary Health Care","0281-3432",1,"dx.doi.org/10.3109/02813432.2014.982368",606.29
2015,"UiB","University of Bergen","The Tuberculin Skin Test in school going Adolescents in South India: associations of socio-demographic and clinical characteristics with TST positivity and non-response.","BMC Infectious Diseases","1471-2334 ",1,"dx.doi.org/10.1186/s12879-014-0571-7",1763.62
2015,"UiB","University of Bergen","Genomic characterization and phylogenetic position of two new species in Rhabdoviridae infecting the parasitic copepod, salmon louse (Lepeophtheirus salmonis).","PLOS ONE","1932-6203",1,"dx.doi.org/10.1371/journal.pone.0112517",1230.2
2015,"UiB","University of Bergen","The neutrophil protein S100A12 is associated with a comprehensive ultrasonographic synovitis score in a longitudinal study of patients with rheumatoid arthritis treated with adalimumab","BMC Musculoskeletal Disorders","1471-2474",1,"http://dx.doi.org/10.1186/1471-2474-15-335",1346.16
2015,"UiB","University of Bergen","Trends in and socio-demographic factors associated with caesarean section at a Tanzanian referral hospital, 2000 to 2013","Internatioanl journal for equity in health","1475-9276",1,"http://dx.doi.org/10.1186/s12939-014-0087-1",1239.49
2015,"UiB","University of Bergen","Bodyweight changes are associated with reduced health; the Hordaland Health Survey","Plos One","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0110173",1215.38
2015,"UiB","University of Bergen","A co-culture model with brain tumor-specific bioluminescence demonstrates astrocytes-induced drug resistance in glioblastoma","Journal of Translational Medicine","1479-5876",1,"http://dx.doi.org/10.1186/s12967-014-0278-y",1681.63
2015,"UiB","University of Bergen","Differential in vivo expression of mycobacterial antigens in Mycobacterium tuberculosis infected lungs and lymph node tissues","BMC Infectious Diseases ","1471-2334",1,"http://dx.doi.org/10.1186/1471-2334-14-535",1723.24
2015,"UiB","University of Bergen","Interactively Illustrating Polymerization using Three-level Model Fusion","BMC Bioinformatics","1471-2105",2,"http://dx.doi.org/10.1186/1471-2105-15-345",1723.24
2015,"UiB","University of Bergen","Tidal forcing, energetics, and mixing near the Yermak Plateau","Ocean Science","1812-0784 ",1,"10.5194/osd-11-2245-2014",1178.3
2015,"UiB","University of Bergen","Biodiversity ecology and behavior of the recently discovered insect order Mantophasmatodea","Frontiers in Zoology","1742-9994 ",1,"http://dx.doi.org/10.1186/s12983-014-0070-0",1435.47
2015,"UiB","University of Bergen","Translational ethics: Which gap? In what direction? What kind of intervention? And whose responsibility?","BMCMedical Ethics","1472-6939 ",1,"http://dx.doi.org/10.1186/1472-6939-15-71",1723.24
2015,"UiB","University of Bergen","Epistemic Dependence and the EU Seal Ban Debate ","Politics and Governance","2183-2463 ",1,"10.17645/pag.v3i1.80",399.53
2015,"UiB","University of Bergen","Attentional Bias in Snus Users: An Experimental Study  ","PLOS ONE","1932-6203 ",1,"dx.doi.org/10.1371/journal.pone.0108897",1215.38
2015,"UiB","University of Bergen","Improving the error rates of the Begg and Mazumdar test for publication bias in fixed effects meta-analysis","BMC Medical Research Methodology","1471-2288 ",1,"http://dx.doi.org/10.1186/1471-2288-14-109",1942.76
2015,"UiB","University of Bergen","Patient Safety Culture in Norwegian primary care - a study in out-of-hours casualty clinics and GP practices","Scandinavian Journal of Primary Health Care","0281-3432 ",1,"http://dx.doi.org/10.3109/02813432.2014.962791",485.45
2015,"UiB","University of Bergen","Influence of childcare practices on nutritional status of Ghanaian children: a regression analysis of Ghana demographic and health surveys","BMJ Open","2044-6055 ",1,"doi:10.1136/bmjopen-2014-005340",1934.6
2015,"UiB","University of Bergen","A school based study og trends in food habits, and their associations to socio-economic status, among Norwegian adolescents 2001-2009","International Journal of Behavioural Nutrition and Physical Activity","1479-5868 ",1,"http://dx.doi.org/10.1186/s12966-014-0115-y",1486.68
2015,"UiB","University of Bergen","Population Distribution and Ancestry of the Cancer Protective MDM2 SNP285 (rs117039649)","ONCOTARGET Journal","1949-2553",1,"10.18632/oncotarget.1910",2331.84
2015,"UiB","University of Bergen","Long-term clinical outcome and phenotypic variability in Hyperphosphatemic Familial Tumoral Calcinosis and Hereditary Hyperostosis Syndrome caused by a novel GALNT3 mutation; case report and review of the literature","BMCgenetics","1471-2156 ",1,"http://dx.doi.org/10.1186/s12863-014-0098-3",1768.87
2015,"UiB","University of Bergen","Effect of non-tuberculous mycobacteria on host biomarkers potentially relevant for tuberculosis management","PLOS Neglected Tropical Diseases","1935-2727 ",1,"http://dx.doi.org/10.1371/journal.pntd.0003243",2008.13
2015,"UiB","University of Bergen","Previous sickness absence and current low perceived social support at work among employees in the general population: a historical cohort study","BMJ Open","2044-6055 ",1,"http://dx.doi.org/10.1136/bmjopen-2014-005963",1934.38
2015,"UiB","University of Bergen","Latencies Longer than 3.5 ms After Vagus Nerve Stimulation Does Not Exclude a Nonrecurrent Inferior Laryngeal Nerve","BMC Surgery","1471-2482 ",1,"http://dx.doi.org/10.1186/1471-2482-14-61",1316.29
2015,"UiB","University of Bergen","Quantification of the concentration gradient of biomarkers between ovarian carcinoma interstitial fluid and blood","BBA Clinical","2214-6474 ",1,"http://dx.doi.org/10.1016/j.bbacli.2014.08.002",1249.81
2015,"UiB","University of Bergen","Assessing the association of oxytocin augmentation with obstetric anal sphincter injury in nulliparous women: a population-based, case-control study","BMJOpen","2044-6055 ",1,"http://dx.doi.org/10.1136/bmjopen-2013-004592",1630.99
2015,"UiB","University of Bergen","Altered phenotype and Stat1 expression in Toll-like receptor 7/8 stimulated monocyte-derived dendritic cells from patients with primary Sjögren’s syndrome","Arthritis Research & Therapy","1478-6362",1,"http://dx.doi.org/10.1186/ar4682",1361.05
2015,"UiB","University of Bergen","Understanding inequalities in child health in Ethiopia: Health achievements are improving in the period 2000-2011","PLOS ONE","1932-6203 ",1,"http://dx.doi.org/10.1371/journal.pone.0106460",1184.26
2015,"UiB","University of Bergen","The prevalence of workaholism: A survey study in a nationally representative sample of Norwegian employees","PLOS ONE","1932-6203 ",1,"http://dx.doi.org/10.1371/journal.pone.0102446",950.5
2015,"UiB","University of Bergen","Educational inequalities in Acute Myocardial Infarction Incidence in Norway: A nationwide cohort study","PLOS ONE","1932-6203 ",1,"http://dx.doi.org/10.1371/journal.pone.0106898",1184.26
2015,"UiB","University of Bergen","Experimental infection of healthy volunteers with enterotoxigenic Escherichia coli wild-type strain TW10598 in a hospital ward","BMC Infectious Diseases","1471-2334 ",1,"http://dx.doi.org/10.1186/1471-2334-14-482",1741.84
2015,"UiB","University of Bergen","Assessment of retention force and bone apposition in two differently coated femoral stems after 6 months of loading in a goat model.","Journal of Orthopaedic Surgery and Research","1749-799X ",1,"http://dx.doi.org/10.1186/s13018-014-0069-4",1562.17
2015,"UiB","University of Bergen","Rectal Sensitivity in Diabetes Patients with Symptoms of Gastroparesis","Journal of Diabetes Research","2314-6745 ",1,"http://dx.doi.org/10.1155/2014/784841",1078.72
2015,"UiB","University of Bergen","Resting states are resting traits - An fMRI study of sex differences and menstrual cycle effects in resting state cognitive control networks","PLosONE","1932-6203 ",1,"http://dx.doi.org/10.1371/journal.pone.0103492",951.92
2015,"UiB","University of Bergen","Fibroblast a111 Integrin Regulates Tensional Homeostasis in Fibroblast/A549 Carcinoma Heterospheroids","PLOS ONE","1932-6203 ",1,"http://dx.doi.org/10.1371/journal.pone.0103173",950.57
2015,"UiB","University of Bergen","Screening Foster Children for Mental Disorders: Properties of the Strengths and Difficulties Questionnaire","PLOS ONE","1932-6203 ",1,"http://dx.doi.org/10.1371/journal.pone.0102134",1132.95
2015,"UiB","University of Bergen","Automated quantification and integrative analysis of 2D and 3D mitochondrial shape","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0101365",1131.74
2015,"UiB","University of Bergen","Reliability of demographic and socio-economic variables in predicting early initiation of breastfeeding: A replication analysis using the Kenya Demographic and Health Survey data","BMJ Open","2044-6055",1,"http://dx.doi.org/10.1136/bmjopen-2014-005194",1893.54
2015,"UiB","University of Bergen","ADHD and Neurofeedback","Neuropsychiatric Disease and Treatment","1176-6328",1,"http://dx.doi.org/10.2147/NDT.S66466",1811.23
2015,"UiB","University of Bergen","The influence of surface gravity waves on the injection of turbulence in the upper ocean","Nonlinear Processes in Geophysics","1023-5809",1,"http://dx.doi.org/10.5194/npg-21-713-2014",2102.13
2015,"UiB","University of Bergen","Patients with persistent Medically Unexplained Physical Symptoms: Adescriptive study from Norwegian general practice","BMC Family Practice","1471-2296",1,"http://dx.doi.org/10.1186/1471-2296-15-107",1650.81
2015,"UiB","University of Bergen","Functional asymmetry and effective connectivity of the auditory system during speech perception is modulated by the place of articulation of the consonant- A 7T fMRI study","Frontiers in Psychology","1664-1078",1,"http://dx.doi.org/10.3389/fpsyg.2014.00549",1095.18
2015,"UiB","University of Bergen","In vitro treatment of melanoma brain metastasis by simultaneously targeting the MAPK and PI3K signaling pathways","International Journal of Molecular Sciences","1422-0067",1,"http://dx.doi.org/10.3390/ijms15058773",1516.22
2015,"UiB","University of Bergen","Genetic diversity of circulating rotavirus strains in Tanzania prior to the introduction of vaccination","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0097562",926.17
2015,"UiB","University of Bergen","Surgery for colorectal liver metastases: the impact of resection margins on recurrence and overall survival","World Journal of Surgical Oncology","1477-7819",1,"http://dx.doi.org/10.1186/1477-7819-12-127",1249.54
2015,"UiB","University of Bergen","Scandinavian systems monitoring the oral health in children and adolescents; an evaluation of their quality and utility in the light of modern perspectives of caries management","BMC Oral Health","1472-6831",1,"http://dx.doi.org/10.1186/1472-6831-14-43",1617.94
2015,"UiB","University of Bergen","Impact of glutamate levels on neuronal response and cognitive abilities in schizophrenia","NeuroImage Clinical","2213-1582",1,"http://dx.doi.org/10.1016/j.nicl.2014.03.014",1045.13
2015,"UiB","University of Bergen","High cardiac background activity limits 99mTc-MIBI radio-guided surgery in aorto-pulmonary window parathyroid adenomas","BMC Surgery","1471-2482",1,"http://dx.doi.org/10.1186/1471-2482-14-22",1311.36
2015,"UiB","University of Bergen","The Safety Attitudes Questionnaire - Ambulatory Version: psychometric properties of the Norwegian translated version for the primary care setting.","BMC Health Services Research","1472-6963",2,"http://dx.doi.org/10.1186/1472-6963-14-139",1249.34
2015,"UiB","University of Bergen","Risk factors and their impact on carotid intima-media thickness in young and middle-aged ischemic stroke patients and controls: The Norwegian Stroke in the Young Study.","BMC Research Notes","1756-0500",1,"http://dx.doi.org/10.1186/1756-0500-7-176",728.81
2015,"UiB","University of Bergen","Does postponement of first pregnancy increase gender differences in sickness absence? A register based analysis of Norwegian employees in 1993-2007.","Plos one","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0093006",920.62
2015,"UiB","University of Bergen","Regulation of CDKN2B expression by interaction of Arnt with Miz-1 - a basis for functional integration between the HIF and Myc gene regulatory pathways","Molecular Cancer","1476-4598",1,"http://dx.doi.org/10.1186/1476-4598-13-54",1616.06
2015,"UiB","University of Bergen","Echinacea and elderberry – should they be used against upper respiratory tract infections during pregnancy?","Frontiers in Pharmacology","1663-9812",1,"http://dx.doi.org/10.3389/fphar.2014.00031",1110.02
2015,"UiB","University of Bergen","Physical health-related quality of life predicts disability pension due to musculoskeletal disorders. Seven years follow-up of the Hordaland Health Study","BMC Public Health","1471-2458",1,"http://dx.doi.org/10.1186/1471-2458-14-167",1618.29
2015,"UiB","University of Bergen","Sleep hypoventilation and daytime hypercapnia in stable chronic obstructive pulmonary disease","COPD: Journal of Chronic Obstructive Pulmonary Disease","1541-2555",1,"10.2147/COPD.S57576",1331.69
2015,"UiB","University of Bergen","Sleep and protein synthesis-dependent synaptic plasticity:","Frontiers in Behavioural Neuroscience","1662-5153",1,"http://dx.doi.org/10.3389/fnbeh.2013.00224",1127.83
2015,"UiB","University of Bergen","Airway obstruction, dynamic hyperinflation and breathing pattern during incremental exercise in COPD patients","Physiological Reports","2051-817X",1,"http://dx.doi.org/10.1002/phy2.222",1316.56
2015,"UiB","University of Bergen","Child undernutrition in Kenya: trend analyses from 1993 to 2008-09","BMC Pediatrics","1471-2431",1,"http://dx.doi.org/10.1186/1471-2431-14-5",1650.74
2015,"UiB","University of Bergen","Variations in contact patterns and dispatch guideline adherence between Norwegian emergency medical communication centres: a cross-sectional study","Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine","1757-7241",1,"http://dx.doi.org/10.1186/1757-7241-22-2",1542.95
2015,"UiB","University of Bergen","Changes of triage by GPs during the course of prehospital emergency situations in a Norwegian rural community","Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine","1757-7241",1,"http://dx.doi.org/10.1186/1757-7241-21-89",1802.8
2015,"UiB","University of Bergen","NMDA receptor-dependent regulation of miRNA expression and association with Argonaute during LTP in vivo","Frontiers in Cellular Neuroscience","1662-5102",1,"http://dx.doi.org/10.3389/fncel.2013.00285",1130.64
2015,"UiB","University of Bergen","How brain asymmetry relates to performance – a large-scale dichotic listening study","Frontiers in Psychology","1664-1078",1,"http://dx.doi.org/10.3389/fpsyg.2013.00997",911.43
2015,"UiB","University of Bergen","Mental Disorders in Foster Children: A study of Prevalence, Comorbidity  and Risk factors","Child and Adolescent Psychiatry and Mental Health ","1753-2000",1,"http://dx.doi.org/10.1186/1753-2000-7-39",1405.27
2016,"UiN","Nord University","Temperature during early development has long-term effects on microRNA expression in Atlantic cod","BMC Genomics","1471-2164",1,"http://dx.doi.org/10.1186/s12864-015-1503-7",1794.56
2016,"UiN","Nord University","Youths' and adults' stories related to the background for ADHD assessment","SAGE Open","2158-2440",1,"http://dx.doi.org/10.1177/2158244015579725",101.29
2016,"UiN","Nord University","A microbial feed additive abates intestinal inflammation in Atlantic salmon","Frontiers in Immunology","1664-3224",1,"http://dx.doi.org/10.3389/fimmu.2015.00409",1610.02
2016,"UiN","Nord University","Conspicuous carotenoid-based pelvic spine ornament in three-spined stickleback populations - occurrence and inheritance","PeerJ","2167-8359",1,"http://dx.doi.org/10.7717/peerj.872",756.74
2016,"UiN","Nord University","Access to aquaculture sites. A wicked problem in Norwegian aquaculture development","Maritime Studies (MAST)","2212-9790",1,"http://dx.doi.org/10.1186/s40152-015-0027-8  ",1117.44
2015,"UiN","Nord University","Induced Autoimmunity against Gonadal Proteins Affects Gonadal Development in Juvenile Zebrafish","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0114209",975.62
2015,"UiN","Nord University","Profiling of the embryonic Atlantic halibut (Hippoglossus hippoglossus L.) transcriptome reveals maternal transcripts as potential markers of embryo quality","BMC Genomics","1471-2164",1,"http://dx.doi.org/10.1186/1471-2164-15-829",1916.36
2015,"UiN","Nord University","Daily rhythmicity of clock gene transcripts in Atlantic cod fast skeletal muscle","PLOS ONE","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0099172",1134.4
2015,"UiN","Nord University","Thermal plasticity of the miRNA transcriptome during Senegalese sole development","BMC Genomics","1471-2164",1,"http://dx.doi.org/10.1186/1471-2164-15-525",1559.12
2015,"UiN","Nord University","Does pastoralists' participation in the management of national parks in northern Norway contribute to adaptive governance?","Ecology and Society","1708-3087",1,"http://dx.doi.org/10.5751/ES-06658-190271",877.67
