ID,Title,Type,Language,PrimarySubject,Status,PublisherName,PublisherIdentifier,PublicationPlace,LicenseAgreement,Binding,RoundName,EUR Price,UnlatchingDate,LicenseURL,PublicationDate,IsbnHardback,IsbnPaperback,IsbnEpdf,IsbnEpub,Doi
808,An Interdisciplinary Approach to the Human Mind,book,en,Psychology,unlatched,Taylor & Francis,, Abingdon,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-11-30,"cc-by-nc-nd,",2018-04-01,9781138233423,,9781315309699,,
1634,Antebellum Posthuman,book,en,History,unlatched,Fordham University Press,,NY,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-02-22,"cc-by,",2018-01-02,9780823278442,,,,
1708,Aquinas on Virtue,book,en,Theology & Religion,unlatched,Georgetown University Press,,"Washington, DC",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-05-19,"cc-by-nd,",2018-04-30,9781626164727,9781626164734,9781626164741,,
781,Archaeological Perspectives of Warfare on the Great Plains,book,en,Archaeology,unlatched,University Press of Colorado,,United States,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by-nc-nd,",2018-02-01,9781607326694,,9781607326700,,10.5876/9781607326700
1724,"""Are We Not Foreigners Here?""",book,en,History,unlatched,The University of North Carolina Press,,"Chapel Hill, NC",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-05-19,"cc-by-nc,",2018-04-30,,9781469637105,9781469637129,,
1203,"""A Road to Peace and Freedom""",book,en,History,unlatched,Temple  University Press,,Philadelphia,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-01-25,"cc-by-nc-nd,",2018-01-01,9781439915158,,9781439915172,,
922,A Theory of ISIS,book,en,Political Science,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-01-25,"cc-by-nc-nd,",2017-11-20,9780745399119,,9781786801692,9781786801708,
1000,A Theory of Regret,book,en,Philosophy,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-19,"arr,",2017-11-01,9780822369363,,9780822372394,,
1407,Australia,book,en,History,unlatched,Monash University Publishing,,"Clayton, Victoria, Australia",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2017-11-01,,9781921867606,9781921867613,,
1743,Balancing Power without Weapons,book,en,Political Science,unlatched,Cambridge University Press,,"Cambridge, UK",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-06-10,"cc-by-nc,",2018-03-22,9781107181861,,9781316855430,,10.1017/9781316855430
1693,Being and Hearing,book,en,Anthropology,unlatched,HAU Books,,"Chicago, IL",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2019-01-09,"cc-by-nc-nd,",2018-06-30,,9780999157039,,,
813,Bitcoin and Beyond,book,en,Political Science,unlatched,Taylor & Francis,, Abingdon,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-09-04,"cc-by-nc-nd,",2017-11-15,9780415792141,,9781315211909,,
1410,Broken Voices,book,en,Music,unlatched,University of Hawai‘i Press,,Honolulu,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by-nc-nd,",2017-11-01,9780824866655,,9780824878337,9780824878344,
1223,Care Home Stories,book,en,Sociology,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2017-11-01,,9783837638059,9783839438053,,
1320,Chinese Heritage in the Making,book,en,History,unlatched,Amsterdam University Press,,Amsterdam,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2018-03-07,9789462983694,,,,
1009,Chinese Surplus,book,en,History,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-19,"arr,",2018-01-05,9780822370413,,9780822372042,,
1680,Classic Concepts in Anthropology,book,en,Anthropology,unlatched,HAU Books,,"Chicago, IL USA",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-07-12,"cc-by-nc-nd,",2017-12-15,,9780990505082,,,
1598,Cognitive Disability Aesthetics ,book,en,Literature,unlatched,University of Toronto Press,,Toronto,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-07-12,"cc-by-nc-nd,",2018-06-08,9781487502331,,9781487518158,,
1412,Confucianism,book,en,Philosophy,unlatched,University of Hawai‘i Press,,Honolulu,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by-nc-nd,",2017-11-01,9780824867300,,9780824878320,9780824878313,
1421,Confucianisms for a Changing World Cultural Order,book,en,Philosophy,unlatched,University of Hawai‘i Press,,Honolulu,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by-nc-nd,",2017-11-30,9780824872588,,9780824878351,9780824878368,
1006,Cooking Data,book,en,Anthropology,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-19,"arr,",2018-03-30,9780822370741,,9780822371823,,
1419,Cultivating Femininity,book,en,History,unlatched,University of Hawai‘i Press,,Honolulu,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by-nc-nd,",2018-03-31,9780824872076,,9780824878405,9780824878399,
1546,CyberResearch on the Ancient Near East and Eastern Mediterranean,book,en,History,unlatched,Brill,,"Leiden, Boston",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-08-22,"cc-by-nc,",2018-01-01,9789004346741,,9789004375086,,
4786,Cyborg Mind,book,en,Philosophy,unlatched,Berghahn Books,,USA,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2019-04-06,"cc-by-nc-nd,",2017-11-01,9781789200140,,9781789200157,,
1633,Derrida after the End of Writing,book,en,Philosophy,unlatched,Fordham University Press,,NY,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-02-22,"cc-by,",2017-11-01,9780823277834,,,,
1550,Development of Writing Skills in Individuals with Learning Difficulties,book,en,Linguistics,unlatched,Brill,,"Leiden, Boston",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-06-08,"cc-by-nc,",2017-11-01,9789004345812,,,,
855,"Early Film Cultures in Taiwan, Hong Kong, and Republican China",book,en,Arts,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2018-02-01,9780472073726,,9780472123445,,
1379,Emotion in the Tudor Court,book,en,Literature,unlatched,Northwestern University Press,,"Evanston, Illinois",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-06-08,"cc-by-nc-nd,",2018-01-15,9780810136403,,,,
1362,Exhibiting Atrocity,book,en,Anthropology,unlatched,Rutgers University Press,,New Brunswick,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-01-25,"cc-by-nc-nd,",2017-11-15,9780813592145,,9780813592176,,
3681,Fake,book,en,Anthropology,unlatched,HAU Books,,"Chicago, IL USA",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2019-10-08,"cc-by-nc-nd,",2018-06-30,,9780997367577,,,
1227,"Faking, Forging, Counterfeiting",book,en,Arts,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2017-11-01,,9783837637625,9783839437629,,
1363,From Media Hype to Twitter Storm,book,en,Media & Communications,unlatched,Amsterdam University Press,,Amsterdam,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-02-22,"cc-by-nc-nd,",2018-01-31,9789462982178,,9789048532100,,
1110,Gendered Violence,book,en,History,unlatched,Academic Studies Press,,Boston,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-10-23,"cc-by-nc,",2018-01-31,9781618116161,,9781618119070,,
1265,George Eliot's Religious Imagination,book,en,Literature,unlatched,Northwestern University Press,,"Evanston, Illinois",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-06-08,"cc-by-nc-nd,",2017-11-15,9780810135895,,,,
977,Gershom Scholem ,book,en,Theology & Religion,unlatched,Brandeis University Press,,"Waltham, MA USA",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-02-22,"cc-by-nc-nd,",2017-12-05,9781512601121,,9781512601848,,
1361,Ghosts of the African Diaspora,book,en,Literature,unlatched,Dartmouth College Press,,"Hanover, NH USA",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-02-22,"cc-by-nc-nd,",2018-01-02,9781512601589,,9781512601824,,
1228,Global Photographies,book,en,History,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2017-11-01,,9783837630060,9783839430064,,
910,Gothic incest,book,en,Literature,unlatched,Manchester University Press,,Manchester ,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2018-02-24,9781784993061,,9781526107558,,
786,Hip Sublime,book,en,Literature,unlatched,The Ohio State University Press,,"Columbus, OH",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2017-11-01,9780814213551,,,,
940,Hope Lies in the Proles,book,en,History,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2018-03-20,9780745399294,,9781786801890,9781786802194,
960,Imperial Muslims,book,en,History,unlatched,Edinburgh University Press,,Edinburgh,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-01-25,"cc-by-nc,",2017-12-31,9780748697656,,9780748697663,,
812,Imperial Technology and 'Native' Agency,book,en,History,unlatched,Taylor & Francis,, Abingdon,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-09-04,"cc-by-nc-nd,",2017-11-28,9781138226685,,9781315397108,,
1567,India and the Patent Wars ,book,en,Economics,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-01-25,"cc-by-nc-nd,",2017-11-15,9781501713460,,9781501713972,9781501713989,
858,In The Red,book,en,Political Science,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2018-02-01,9780472130641,,9780472900923,,
1161,Islamic Peace Ethics,book,en,Political Science,unlatched,Nomos Verlagsgesellschaft mbH & Co.- KG,,Baden-Baden,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2017-11-30,9783848740505,,9783845283494,,
1186,Jews and Germans in Eastern Europe,book,en,History,unlatched,De Gruyter Oldenbourg,,Berlin,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-10-24,"cc-by-nc-nd,",2018-01-01,9783110489378,,978311049248,,
1376,"Kierkegaard, Literature, and the Arts",book,en,Philosophy,unlatched,Northwestern University Press,,"Evanston, Illinois",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-06-08,"cc-by-nc-nd,",2018-01-15,9780810135970,,,,
1570,Lessons in Perception,book,en,Arts,unlatched,Berghahn Books,,United States,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-07-12,"cc-by-nc-nd,",2018-06-01,9781785336416,,9781785336423,,
1740,Literary Obscenities,book,en,Literature,unlatched,Penn State University Press,,"University Park, PA",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by-nc-nd,",2017-12-01,9780271080055,,,,
1019,Machineries of Oil,book,en,Political Science,unlatched,The MIT Press,,"Cambridge, MA",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2018-01-26,9780262037044,,9780262344838,,
1117,Macht Arbeit Frei?,book,en,History,unlatched,Academic Studies Press,,Boston ,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-10-25,"cc-by-nc,",2018-01-01,9781618115966,,9781618119087,,
1597,Marking Time,book,en,Literature,unlatched,University of Toronto Press,,Toronto,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2018-03-12,9781442644304,,9781487518165,,
1290,Martin Scorsese's Divine Comedy,book,en,Theology & Religion,unlatched,Bloomsbury Academic,,"London, England",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-06-07,"cc-by-nc-nd,",2018-04-05,9781350003279,,,,
1721,Maternal Bodies,book,en,History,unlatched,The University of North Carolina Press,,"Chapel Hill, NC",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-05-19,"cc-by-nc,",2018-04-30,,9781469637181,9781469637204,,
1097,Medical Bondage,book,en,History,unlatched,University of Georgia Press,,Athens,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-02-22,"cc-by-nc-nd,",2017-11-15,9780820351353,,9780820353036,,
797,Migrating Fictions,book,en,Literature,unlatched,The Ohio State University Press,,"Columbus, OH",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2018-01-01,9780814213582,,,,
1684,Mistrust,book,en,Anthropology,unlatched,HAU Books,,"Chicago, IL USA",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by,",2017-11-01,,9780997367522,,,
1627,Monkey Trouble,book,en,Literature,unlatched,Fordham University Press,,NY,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-02-22,"cc-by,",2017-11-01,9780823277797,,,,
1295,"Nationalism, Identity and Statehood in Post-Yugoslav Montenegro",book,en,History,unlatched,Bloomsbury Academic,,"London, England",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-11-29,"cc-by-nc-nd,",2017-11-16,9781474235181,,9781474235198,,
1636,"One Planet, One Health",book,en,Political Science,unlatched,Sydney University Press,,Sydney,=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2019-04-11,"cc-by-nc,",2017-12-01,,9781743325377,9781743325384,,
1681,On Kings,book,en,Anthropology,unlatched,HAU Books,,"Chicago, IL USA",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-02-04,"cc-by,",2017-11-01,,9780986132506,,,
908,Participatory reading in late-medieval England,book,en,Literature,unlatched,Manchester University Press,,Manchester ,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by-nc-nd,",2017-11-01,9781526117991,,9781526118004,,
1381,Perception in Aristotle’s Ethics,book,en,Philosophy,unlatched,Northwestern University Press,,"Evanston, Illinois",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-06-08,"cc-by-nc-nd,",2018-02-15,9780810136434,,,,
968,Performing Exile,book,en,Arts,unlatched,Intellect,,Bristol,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2017-11-01,9781783208173,,9781783208180,,
1697,Perspectives on Science and Culture,book,en,Literature,unlatched,Purdue University Press,,USA,=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2018-02-01,,9781557537973,9781557538215,,
1192,Petrarch and Boccaccio,book,en,Literature,unlatched,De Gruyter Mouton,,Berlin,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by-nc-nd,",2017-11-20,9783110425147,,9783110419306,,
1193,Philosophy of Globalization,book,en,Philosophy,unlatched,De Gruyter,,Berlin,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-08-22,"cc-by-nc-nd,",2018-03-01,9783110544671,,9783110492415,9783110491685,
1739,Posthumous America,book,en,Literature,unlatched,Penn State University Press,,"University Park, PA",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-07-12,"cc-by-nc-nd,",2018-05-15,9780271080079,,,,
1596,Protecting Children Online?,book,en,Media & Communications,unlatched,The MIT Press,,"Cambridge, MA",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2018-03-02,9780262037099,,9780262344081,9780262344104,
1569,Rare Earth Frontiers,book,en,Anthropology,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-01-25,"cc-by-nc-nd,",2018-01-15,9781501714580,,9781501714610,9781501714603,
1533,Re/Assembling the Pregnant and Parenting Teenager,book,en,Sociology,unlatched,Peter Lang International Academic Publishers,,Oxford,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-05-19,"cc-by-nc-nd,",2018-04-30,9781787071803,,9781787075139,9781787075146,
1329,Religion and Nationalism in Chinese Societies,book,en,Theology & Religion,unlatched,Amsterdam University Press,,Amsterdam,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2017-11-01,9789462984394,,9789048535057,,10.5117/9789462984394
1411,Rethinking Japanese Feminisms,book,en,History,unlatched,University of Hawai‘i Press,,Honolulu,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by-nc-nd,",2017-12-31,9780824866693,,9780824878382,9780824878375,
1701,Rio 2016,book,en,Economics,unlatched,Brookings Institution Press,,Washington DC,=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-02-22,"cc-by-nc-nd,",2017-11-01,,9780815732457,9780815732464,,
1291,Science Fiction Cinema and 1950s Britain,book,en,Media & Communications,unlatched,Bloomsbury Academic,,"New York, London",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-06-07,"cc-by-nc-nd,",2017-11-02,9781501322532,,,,
1378,Screening Auschwitz,book,en,Arts,unlatched,Northwestern University Press,,"Evanston, Illinois",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-06-08,"cc-by-nc-nd,",2018-01-15,9780810136083,,,,
1565,Secession and Security ,book,en,History,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-01-25,"cc-by-nc-nd,",2017-11-15,9781501713941,,9781501713958,9781501713965,
1205,Selling Transracial Adoption,book,en,Sociology,unlatched,Temple  University Press,,Philadelphia,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-01-25,"cc-by-nc-nd,",2018-01-01,9781439914779,9781439914786,9781439914793,,
1564,"Sex, Love, and Migration",book,en,Anthropology,unlatched,Cornell University Press,,"Ithaca, NY",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-01-25,"cc-by-nc-nd,",2017-11-01,9781501713149,,9781501709418,9781501712050,
1053,Shelter from the Holocaust,book,en,History,unlatched,Wayne State University Press,,USA,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-05-19,"cc-by-nc-nd,",2018-04-30,9780814344408,9780814342671,9780814342688,,
939,Small is Necessary,book,en,Sociology,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-02-04,"cc-by-nc-nd,",2018-01-20,9780745334233,,9781786801883,9781786802125,
895,Social Theory after the Internet,book,en,Media & Communications,unlatched,UCL Press,,London,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by,",2018-03-01,9781787351240,,9781787351226,,10.14324/111.9781787351226
791,Spanish Perspectives on Chicano Literature,book,en,Literature,unlatched,The Ohio State University Press,,"Columbus, OH",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by-nc-nd,",2017-11-01,9780814213438,,,,
788,Sponsored Migration,book,en,History,unlatched,The Ohio State University Press,,"Columbus, OH",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-05-19,"cc-by-nc-nd,",2018-04-30,9780814213414,,,,
1573,Submerged on the Surface,book,en,History,unlatched,Berghahn Books,,United States,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2019-09-12,"cc-by-nc-nd,",2018-04-01,9781785334559,,9781785334740,9781785334740,
1744,Taxes and Trust,book,en,Economics,unlatched,Cambridge University Press,,"Cambridge, UK",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-06-10,"cc-by-nc,",2018-01-12,9781108420426,,9781108333580,,10.1017/9781108333580
850,The American Short Story Cycle,book,en,Literature,unlatched,Edinburgh University Press,,Edinburgh,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-01-25,"cc-by-nc,",2017-11-30,9781474423939,,9781474423946,9781474423953,
1385,The Big Data Agenda,book,en,Media & Communications,unlatched,University of Westminster Press,,London ,=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-05-19,"cc-by-nc-nd,",2018-04-30,9781911534723,9781911534976,9781911534730,9781911534747,10.16997/book14
1703,The Future of ISIS,book,en,Political Science,unlatched,Brookings Institution Press,,Washington DC,=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-06-15,"cc-by-nc-nd,",2018-06-26,,9780815732167,9780815732174,,
1055,The Genocidal Gaze,book,en,History,unlatched,Wayne State University Press,,USA,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-05-19,"cc-by-nc-nd,",2017-11-20,9780814344385,9780814343852,9780814343869,,
911,The gothic novel in Ireland,book,en,Literature,unlatched,Manchester University Press,,Manchester ,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by-nc-nd,",2018-02-12,9780719099175,,9781526122308,,
969,The Imaginary Geography of Hollywood Cinema 1960–2000,book,en,Media & Communications,unlatched,Intellect,,Bristol,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2017-12-11,9781783208296,,9781783208302,,
3667,The Logic of Invention,book,en,Anthropology,unlatched,HAU Books,,"Chicago, IL",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2019-01-11,"cc-by,",2017-11-01,,9780999157053,,,
920,The Message is Murder,book,en,Political Science,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-01-25,"cc-by-nc-nd,",2017-11-20,9780745337319,,9781786801784,9781786801791,
1682,The Mythology in Our Language,book,en,Anthropology,unlatched,HAU Books,,"Chicago, IL USA",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2020-02-26,"cc-by-nc-nd,",2017-12-01,,9780990505068,,,
1688,The Owners of Kinship,book,en,Anthropology,unlatched,HAU Books,,"Chicago, IL USA",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-04-20,"cc-by,",2018-01-01,,9780997367591,,,
1352,The Queer Fantasies of the American Family Sitcom,book,en,Media & Communications,unlatched,Rutgers University Press,,New Brunswick,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-02-04,"cc-by-nc-nd,",2017-11-01,9780813591728,,,,
1350,The triple bind of single-parent families,book,en,Sociology,unlatched,Policy Press,,"Bristol, UK",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc,",2018-03-07,9781447333647,,9781447333654,9781447333661,
1571,The Witness as Object,book,en,History,unlatched,Berghahn Books,,United States,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-05-19,"cc-by-nc-nd,",2018-04-30,9781785336430,,9781785336430,9781785336447,
1372,Traces of War,book,en,Languages,unlatched,Liverpool University Press,,Liverpool,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2017-12-01,9781786940421,,,,
856,Transforming Gender and Emotion,book,en,Literature,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2018-01-01,9780472130634,,9780472900855,,
1685,Two Lenins,book,en,Anthropology,unlatched,HAU Books,,"Chicago, IL USA",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by,",2017-11-01,,9780997367539,,,
1002,Unthinking Mastery,book,en,Literature,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2017: Front list Collection,8250,2018-04-19,"arr,",2017-12-22,9780822369226,,9780822372363,,
1234,Writing Emotions,book,en,Literature,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2017: Front list Collection,8250,2018-03-16,"cc-by-nc-nd,",2017-11-01,,9783837637939,9783839437933,,
718,Adulterous Nations,book,en,Literature,unlatched,Northwestern University Press,,"Evanston, Illinois",=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-05-11,"cc-by-nc-nd,",2016-11-15,9780810133983,,9780810133990,,
677,Advances in Research Using the C-SPAN Archives,book,en,Information Science,unlatched,Purdue University Press,,USA,=TRUE(),paperback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by-nc-nd,",2016-11-15,,9781557537621,9781557537874,,
31,Advances in the Analysis of Spanish Exclamatives,book,en,Languages,unlatched,The Ohio State University Press,,Columbus,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-18,"cc-by-nc-nd,",2017-01-01,9780814213261,,9780814274729,,
744,"Ageing, Diversity and Equality",book,en,Sociology,unlatched,Taylor & Francis,,Abingdon,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2018-11-21,"cc-by-nc-nd,",2017-01-31,9780415786690,,9781315226835,,
56,A History of the Case Study,book,en,History,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by-nc-nd,",2017-03-17,9780719099434,,9781526106117,,
444,A Journal of Three Months’ Walk in Persia in 1884 by Captain John Compton Pyne,book,en,History,unlatched,Leiden University Press,,Leiden,=TRUE(),paperback,KU Select 2016 Front List Collection,8780,2017-05-11,"cc-by-nc,",2017-03-31,,9789087282622,9789087282820,,doi.org/10.24415/9789087282622
279,An Aqueous Territory,book,en,History,unlatched,Duke University Press,,Durham NC,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-10,"cc-by-nc-nd,",2016-12-23,9780822362203,,9780822373735,,
78,Ancient Maya Commerce,book,en,Archaeology,unlatched,University Press of Colorado,,United States,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by-nc-nd,",2017-01-02,9781607325390,,9781607326977,9781607327233,
428,Antipodes,book,en,History,unlatched,Monash University Publishing,,"Clayton, Victoria, Australia",=TRUE(),paperback,KU Select 2016 Front List Collection,8780,2017-04-27,"cc-by-nc-nd,",2016-11-01,,9781925377323,9781925377354,,
51,A People's History of the Russian Revolution ,book,en,History,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-10,"cc-by-nc-nd,",2017-01-20,9780745399041,,9781786800190,,
419,Architects of Buddhist Leisure,book,en,Philosophy,unlatched,University of Hawai'i / Hawai‘i Press,,Honolulu,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by-nc-nd,",2016-11-30,9780824865986,,9780824874407,9780824879754,
72,Artifacts of Thinking,book,en,Political Science,unlatched,Fordham University Press,,New York,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by,",2017-02-01,9780823272174,,,,
60,A Table for One,book,en,Sociology,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-09-15,"cc-by-nc-nd,",2017-03-01,9781526115393,,9781526116352,,
264,Augmented Reality,book,en,Philosophy,unlatched,De Gruyter,,Berlin / Boston,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-05-05,"cc-by-nc-nd,",2017-03-01,9783110497007,,9783110497656,9783110495836,
714,Before Einstein,book,en,Literature,unlatched,Anthem Press,,London,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by-nc-nd,",2017-01-02,9781783086238,,,,
393,Biopunk Dystopias ,book,en,Literature,unlatched,Liverpool University Press,,Liverpool,=TRUE(),hardback,KU Select 2016 Front List Collection,8780,2017-03-31,"cc-by-nc-nd,",2017-01-27,9781781383766,,9781781383322,,
